Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
0,2,144,4,2,2,8,0,0.766891
1,8,18,2,64,1,2,0,0.011934
1,4,2,16,1,36,8,0,0.040057
0,8,16,1,1,12,24,0,0.167902
1,2,12,4,16,4,6,0,0.091779
1,1,12,16,4,48,1,0,0.086883
1,16,1,6,8,6,8,0,0.08565
1,8,8,2,8,1,36,0,0.041162
1,2,8,4,12,4,12,0,0.182633
1,32,3,12,32,1,1,0,0.759228
1,2,4,48,3,4,8,0,0.269636
1,9,32,4,4,1,8,0,0.759427
0,8,18,2,64,1,2,0,0.175739
1,1,32,2,144,2,2,0,0.193661
1,96,4,1,3,1,32,0,0.268786
1,1,2,64,3,12,8,0,0.041833
1,4,6,12,1,64,2,0,0.013259
1,1,4,12,3,128,2,0,0.267229
1,12,1,48,2,1,32,0,0.522291
1,12,1,32,4,6,4,0,0.269244
1,24,8,3,2,2,16,0,0.519777
0,3,2,8,24,2,16,0,0.305379
1,2,4,72,1,2,32,0,0.52116
0,128,1,1,2,8,18,0,0.169653
1,2,8,9,1,4,64,0,0.014365
1,6,2,4,24,8,4,0,0.268503
1,3,3,4,4,16,16,0,0.016527
1,576,1,2,4,4,2,0,0.759701
1,3,1,384,1,1,32,0,0.759451
1,1,4,18,8,32,2,0,0.018281
1,6,1,12,128,4,1,0,0.018141
1,384,1,1,1,4,24,0,0.269829
1,4,3,3,256,4,1,0,0.013886
1,4,6,2,256,1,3,0,0.268409
1,8,1,16,72,1,4,0,0.043856
1,3,16,24,32,1,1,0,0.759268
1,24,4,12,1,32,1,0,0.759393
1,8,12,3,2,8,8,0,0.022021
1,8,3,6,1,256,1,0,0.014464
1,48,24,1,4,2,4,0,0.759809
1,12,4,4,32,3,2,0,0.088336
0,3,1,192,32,1,2,0,0.542321
0,8,1,8,4,24,6,0,0.258138
1,48,1,12,1,4,16,0,0.521415
1,24,2,1,1,64,12,0,0.257214
0,2,3,12,32,16,1,0,0.158194
1,16,2,3,1,96,4,0,0.093492
1,144,4,2,4,8,1,0,0.759631
1,16,1,24,8,6,2,0,0.270325
1,4,1,12,3,128,2,0,0.268034
1,4,48,2,16,2,3,0,0.269348
0,6,8,8,1,3,32,0,0.338015
1,6,4,2,192,1,4,0,0.268098
1,4,2,8,8,36,2,0,0.195432
1,12,4,3,32,2,4,0,0.012749
1,1,8,16,9,4,8,0,0.043319
1,192,3,1,32,1,2,0,0.519445
1,4,72,1,4,32,1,0,0.025902
1,1,6,12,2,4,64,0,0.018028
1,4,96,1,2,12,4,0,0.270243
1,32,1,12,1,6,16,0,0.269288
1,12,24,4,16,2,1,0,0.759676
0,1,2,32,64,1,9,0,0.254535
0,9,4,8,2,4,16,0,0.182222
1,1,8,144,16,1,2,0,0.759609
0,4,24,1,4,2,48,0,0.201602
1,1,384,1,2,24,2,0,0.270416
1,8,48,1,2,12,4,0,0.269204
1,2,16,3,4,3,32,0,0.086102
1,4,9,16,16,1,4,0,0.519963
0,32,4,1,2,4,36,0,0.172811
1,32,6,6,1,32,1,0,0.759825
1,6,1,24,4,64,1,0,0.011
0,6,1,24,4,64,1,0,0.161573
1,24,3,2,1,4,64,0,0.013109
1,9,1,4,1024,1,1,0,0.015914
1,4,4,6,192,2,1,0,0.08617
1,32,3,1,8,16,3,0,0.087558
1,2,2,32,2,6,24,0,0.043411
1,8,72,1,1,1,64,0,0.520617
1,4,1,32,12,8,3,0,0.043348
1,2,16,12,8,4,3,0,0.269268
1,2,2,16,72,4,2,0,0.194776
1,2,6,32,2,6,8,0,0.269711
1,96,1,12,2,1,16,0,0.759296
1,48,4,6,16,2,1,0,0.759611
1,2,2,16,6,32,3,0,0.187134
1,6,1,8,16,2,24,0,0.268687
1,64,3,1,1,64,3,0,0.123704
1,6,8,3,4,2,32,0,0.011689
1,4,1,16,8,2,36,0,0.196157
1,16,2,2,3,32,6,0,0.196527
1,4,2,8,4,9,16,0,0.194477
1,16,1,4,3,4,48,0,0.188528
1,8,3,3,4,32,4,0,0.018354
1,8,36,1,4,16,2,0,0.013577
1,1,24,4,48,8,1,0,0.085936
1,1,2,32,4,72,2,0,0.194762
1,2,1,24,24,8,4,0,0.268258
0,2,16,9,32,4,1,0,0.179229
0,18,2,8,8,1,16,0,0.176393
1,3,12,4,2,8,16,0,0.013717
0,1,48,4,4,8,6,0,0.208365
0,16,12,1,1,24,8,0,0.210177
0,1,48,2,2,24,8,0,0.201376
1,16,4,2,4,12,6,0,0.179089
1,32,2,3,2,48,2,0,0.085378
1,2,2,36,32,1,8,0,0.013658
1,12,4,2,1,24,16,0,0.094634
1,32,9,2,1,2,32,0,0.52068
1,24,2,4,12,4,4,0,0.096955
0,384,1,3,8,2,2,0,0.768103
0,8,4,3,16,24,1,0,0.198917
