Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
0,2,28,1,28,32,1,0,0.219071
1,7,1,8,14,32,2,0,0.131803
0,7,1,8,14,32,2,0,0.219926
1,1,2,196,1,2,64,0,0.009675
1,2,56,2,32,7,1,0,0.030043
1,7,112,2,16,2,1,0,0.756109
0,14,8,1,8,8,7,0,0.227393
1,49,4,4,4,8,2,0,0.511756
1,28,1,4,4,7,16,0,0.132847
1,14,7,4,64,2,1,0,0.010695
1,4,1,56,14,4,4,0,0.034128
1,7,2,4,8,56,2,0,0.142514
0,8,1,49,16,4,2,0,0.155855
1,56,2,2,28,2,4,0,0.026948
1,7,1,8,224,1,4,0,0.13466
0,1,2,196,1,2,64,0,0.149292
1,4,7,8,32,7,1,0,0.036766
0,2,2,49,1,4,64,0,0.127573
1,7,56,2,32,1,2,0,0.512587
1,8,2,14,28,2,4,0,0.037713
1,1,1,56,8,7,16,0,0.134351
0,98,1,1,1,16,32,0,0.114001
0,112,1,7,4,2,8,0,0.562834
1,1,224,1,7,8,4,0,0.037256
0,16,14,1,32,1,7,0,0.152721
1,28,28,1,2,8,4,0,0.513153
1,1,7,8,8,56,2,0,0.134195
1,7,16,2,16,14,1,0,0.036306
0,28,7,2,2,8,8,0,0.149356
0,2,16,7,56,2,2,0,0.148578
1,1,2,196,8,4,4,0,0.011676
1,2,8,49,4,4,4,0,0.511189
0,28,1,7,2,64,2,0,0.133135
1,8,14,2,28,8,1,0,0.030669
0,28,8,1,4,2,28,0,0.14683
1,7,8,28,1,32,1,0,0.757233
0,1,2,112,8,14,2,0,0.143906
1,1,4,28,8,2,28,0,0.142634
1,2,28,1,7,128,1,0,0.134323
1,8,1,28,16,2,7,0,0.030469
1,2,7,7,8,1,64,0,0.012246
0,2,7,4,14,1,64,0,0.221737
1,28,7,1,16,16,1,0,0.011282
1,32,7,1,4,8,7,0,0.029775
1,7,2,8,7,64,1,0,0.142999
1,8,2,98,1,4,8,0,0.756635
1,98,1,1,1,32,16,0,0.011773
1,112,1,1,8,14,4,0,0.147049
1,98,1,1,16,32,1,0,0.011854
0,28,7,1,32,2,4,0,0.132241
1,49,8,2,4,16,1,0,0.512374
1,14,1,14,2,32,4,0,0.011342
1,4,49,2,8,2,8,0,0.011661
1,2,4,7,7,16,8,0,0.134329
1,1,2,112,4,2,28,0,0.036784
1,4,7,14,1,128,1,0,0.011793
1,1,224,7,32,1,1,0,0.756872
0,28,8,1,8,14,2,0,0.147575
0,16,2,49,2,4,4,0,0.775897
1,1,4,392,1,2,16,0,0.765545
1,7,16,1,4,56,2,0,0.143229
1,1,2,112,32,7,1,0,0.0386
1,56,14,1,1,32,2,0,0.521543
0,1,56,2,2,4,56,0,0.233371
1,1,784,1,2,2,16,0,0.512902
1,1,7,8,1,32,28,0,0.133872
1,14,1,7,64,4,2,0,0.012515
1,8,1,98,2,32,1,0,0.511841
1,14,4,14,8,1,8,0,0.513193
1,14,4,2,1,7,64,0,0.134122
1,1,2,392,4,8,2,0,0.510527
1,7,2,8,1,28,16,0,0.134101
1,2,1,112,4,4,14,0,0.036243
1,98,2,4,4,1,16,0,0.511018
1,56,2,2,8,28,1,0,0.040457
1,2,7,14,32,8,1,0,0.011088
1,1,1,56,224,2,2,0,0.134614
1,1,392,1,4,2,16,0,0.011862
1,196,1,8,16,1,2,0,0.757185
0,14,2,8,1,14,16,0,0.14759
1,1,32,7,16,14,1,0,0.037298
1,4,4,14,7,8,4,0,0.035233
1,4,98,2,4,2,8,0,0.512644
1,1,56,1,4,56,4,0,0.134261
1,98,1,1,1,8,64,0,0.012107
1,28,1,2,1,224,4,0,0.134234
1,7,14,16,2,2,8,0,0.757104
1,1,49,1,128,1,8,0,0.013401
1,14,4,1,1,56,16,0,0.190495
