Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
1,1,4,16,1,16,4,0,0.840606
0,16,1,4,4,1,16,0,0.833772
1,1,8,1,2,256,1,0,0.753509
1,4,2,8,1,16,4,0,0.840729
1,1,8,1,16,2,16,0,0.753402
1,16,1,4,2,32,1,0,0.84114
1,2,1,32,16,4,1,0,0.840753
1,2,16,4,8,4,1,0,0.841026
1,4,4,1,2,2,64,0,0.828308
1,32,1,1,1,128,1,0,0.83637
1,2,1,2,8,2,64,0,0.504909
1,1,1,8,1,16,32,0,0.753291
1,2,2,4,16,8,2,0,0.828174
0,2,2,8,2,1,64,0,0.833618
1,1,2,16,2,2,32,0,0.836512
0,2,4,1,32,2,8,0,0.750961
0,1,2,4,1,512,1,0,0.751
1,2,16,4,2,1,16,0,0.841152
1,32,1,1,8,16,1,0,0.836028
1,1,64,2,2,16,1,0,0.840167
0,2,1,2,4,256,1,0,0.504378
0,4,2,4,16,4,2,0,0.833626
1,32,1,2,1,4,16,0,0.840548
0,2,4,1,4,64,2,0,0.750936
0,1,1,16,1,64,4,0,0.833666
0,4,16,1,1,64,1,0,0.833775
0,1,4,8,1,64,2,0,0.833623
0,16,4,2,32,1,1,0,0.834909
1,2,2,16,2,8,4,0,0.8419
1,16,8,1,8,2,2,0,0.841309
1,2,8,4,2,2,16,0,0.84114
0,32,2,2,2,16,1,0,0.83491
0,64,2,1,2,16,1,0,0.834912
0,8,4,1,8,2,8,0,0.833624
1,2,1,8,4,32,2,0,0.829179
1,8,1,2,4,16,4,0,0.829087
1,4,1,4,1,64,4,0,0.829107
1,2,1,2,16,64,1,0,0.504276
1,1,1,64,4,16,1,0,0.841494
1,1,4,2,2,32,8,0,0.752663
1,4,16,2,1,8,4,0,0.84062
1,4,2,16,16,2,1,0,0.841183
0,1,8,4,32,4,1,0,0.833631
1,1,2,4,2,128,2,0,0.751906
1,4,1,2,32,8,2,0,0.752349
1,4,2,16,4,2,4,0,0.839363
1,64,2,1,4,4,2,0,0.839253
1,4,1,8,16,2,4,0,0.835411
1,1,2,16,4,2,16,0,0.835153
1,2,2,8,2,8,8,0,0.834989
1,1,2,4,8,64,1,0,0.752334
1,2,8,2,4,2,16,0,0.835506
1,4,8,1,1,8,16,0,0.833733
1,64,1,1,1,8,8,0,0.839947
1,1,2,32,16,4,1,0,0.839366
0,2,1,2,16,64,1,0,0.504427
1,1,2,4,16,8,4,0,0.752232
1,64,1,2,1,8,4,0,0.839701
1,1,16,2,4,8,4,0,0.835219
1,2,1,4,2,64,4,0,0.752866
0,64,1,2,2,4,4,0,0.834931
1,2,1,32,4,4,4,0,0.839296
1,64,2,1,8,4,1,0,0.838774
1,2,2,4,1,128,2,0,0.828098
1,4,1,2,2,8,32,0,0.752225
1,4,8,4,2,8,2,0,0.83913
1,8,1,4,8,4,4,0,0.834414
1,4,2,1,64,4,2,0,0.752163
1,64,1,2,2,16,1,0,0.838683
1,2,16,1,32,1,4,0,0.835143
1,4,2,16,16,1,2,0,0.839147
0,4,4,2,32,1,4,0,0.83363
1,4,1,1,512,2,1,0,0.505189
1,8,2,4,4,1,16,0,0.839603
1,1,1,16,16,16,1,0,0.82827
1,8,1,2,4,64,1,0,0.827811
1,64,1,2,2,2,8,0,0.837849
1,2,2,16,2,16,2,0,0.8378
0,8,2,2,1,128,1,0,0.833644
1,2,32,2,1,4,8,0,0.837581
1,1,8,4,8,16,1,0,0.833353
1,1,1,4,64,1,16,0,0.505203
1,8,1,2,128,2,1,0,0.82775
1,4,2,8,2,2,16,0,0.83758
1,1,4,16,32,1,2,0,0.837668
1,1,32,2,2,16,2,0,0.837984
1,4,2,1,32,2,8,0,0.751536
1,2,2,32,16,1,2,0,0.837987
1,8,1,4,2,16,4,0,0.833426
0,1,16,2,2,2,32,0,0.833637
1,8,2,1,2,16,8,0,0.827896
1,64,1,1,2,4,8,0,0.838113
1,1,1,4,1,16,64,0,0.505116
1,8,1,2,8,1,32,0,0.827777
1,1,4,1,64,4,4,0,0.504902
1,8,1,2,2,128,1,0,0.827826
1,1,4,1,1,128,8,0,0.504949
0,2,1,2,8,16,8,0,0.504581
1,1,2,32,4,2,8,0,0.838097
1,1,2,32,2,8,4,0,0.838027
1,16,4,1,4,16,1,0,0.839447
0,1,8,4,16,8,1,0,0.833644
1,8,1,16,4,4,2,0,0.837656
1,2,2,1,2,128,4,0,0.504899
0,2,2,32,4,8,1,0,0.835004
1,8,1,2,2,16,8,0,0.827549
1,4,2,2,16,8,2,0,0.827909
1,8,8,1,4,16,1,0,0.837807
1,1,8,1,256,1,2,0,0.751429
1,1,2,4,128,2,2,0,0.751411
1,1,2,4,4,32,4,0,0.75134
1,1,1,8,32,2,8,0,0.751665
1,8,1,2,64,1,4,0,0.827605
1,8,8,1,1,4,16,0,0.835165
1,2,1,64,8,1,4,0,0.837786
1,32,1,1,4,2,16,0,0.833122
1,4,4,2,128,1,1,0,0.833241
1,1,4,2,1,32,16,0,0.751596
1,2,4,2,8,4,8,0,0.827687
1,8,4,1,16,8,1,0,0.833421
1,4,1,2,64,1,8,0,0.751671
1,2,2,4,1,8,32,0,0.828332
1,16,1,1,16,16,1,0,0.827818
1,1,4,32,1,2,16,0,0.837472
1,8,1,1,4,32,4,0,0.751627
1,1,8,4,8,1,16,0,0.833121
1,16,1,2,16,1,8,0,0.833329
1,2,16,1,2,4,16,0,0.8331
1,2,4,1,16,1,32,0,0.751439
1,2,8,4,1,8,8,0,0.837893
1,4,2,2,256,1,1,0,0.827734
1,1,1,32,64,2,1,0,0.833164
1,1,1,64,8,8,1,0,0.83807
1,8,8,2,4,4,2,0,0.837885
1,32,2,1,1,8,8,0,0.835103
1,4,32,1,8,1,4,0,0.837567
1,1,2,2,128,1,8,0,0.504442
1,1,4,2,16,8,4,0,0.751547
1,2,8,4,1,32,2,0,0.837962
0,2,16,1,2,8,8,0,0.833628
1,4,32,1,32,1,1,0,0.837671
1,4,1,16,2,4,8,0,0.838103
1,2,8,2,16,4,2,0,0.833349
1,2,1,16,2,1,64,0,0.833315
1,2,4,1,4,128,1,0,0.751391
1,64,1,2,4,2,4,0,0.838154
0,4,4,1,1,64,4,0,0.833909
1,8,1,4,2,8,8,0,0.833101
1,4,1,8,2,4,16,0,0.833253
0,2,1,4,256,2,1,0,0.750978
0,4,2,8,32,2,1,0,0.833823
1,1,4,4,32,2,4,0,0.827758
1,1,1,8,1,256,2,0,0.751359
1,4,2,4,16,8,1,0,0.833299
1,1,1,4,2,512,1,0,0.504762
1,2,2,1,1,1024,1,0,0.505052
1,1,1,32,2,32,2,0,0.833093
1,4,8,1,2,32,2,0,0.833454
1,4,1,16,1,32,2,0,0.837871
1,32,2,2,4,8,1,0,0.837727
1,1,1,16,4,8,8,0,0.827659
1,2,1,64,4,8,1,0,0.83763
1,1,1,32,16,2,4,0,0.833011
1,4,4,1,4,64,1,0,0.827735
1,2,64,1,8,4,1,0,0.838332
1,2,16,1,1,2,64,0,0.834094
1,1,4,1,256,1,4,0,0.505252
1,4,2,1,1,16,32,0,0.751498
1,4,1,8,1,8,16,0,0.833404
1,64,1,2,1,2,16,0,0.837863
1,1,4,8,4,2,16,0,0.833113
1,1,64,1,4,16,1,0,0.83798
1,1,128,1,1,8,4,0,0.83789
1,1,16,1,2,16,8,0,0.827776
0,2,2,2,32,1,16,0,0.751024
1,2,4,1,32,8,2,0,0.751549
1,32,2,1,32,1,2,0,0.838439
1,16,2,1,1,16,8,0,0.833673
1,2,2,8,4,16,2,0,0.833347
1,2,1,8,16,1,16,0,0.827648
1,1,1,4,16,1,64,0,0.504826
1,4,4,8,1,2,16,0,0.8381
1,2,1,16,2,16,4,0,0.8335
1,8,2,4,2,2,16,0,0.839067
