Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
0,1,2,20,20,8,4,0,0.152328
1,2,5,40,2,8,4,0,0.512713
1,20,4,5,2,2,16,0,0.513251
0,2,10,2,80,4,2,0,0.154657
1,10,80,1,2,2,8,0,0.763938
1,4,8,1,4,20,10,0,0.234126
1,1,2,20,20,8,4,0,0.075121
1,400,1,1,32,1,2,0,0.510338
1,16,2,1,50,4,4,0,0.235163
1,1,2,25,2,16,16,0,0.013242
1,5,20,4,1,8,8,0,0.510391
1,20,2,2,20,2,8,0,0.074917
1,2,1,16,40,2,10,0,0.234673
1,1,40,2,16,2,10,0,0.081205
1,1,5,32,8,10,2,0,0.086985
1,1,25,32,8,2,2,0,0.764252
1,100,2,1,32,4,1,0,0.013615
1,1,8,4,100,8,1,0,0.234766
0,1,20,4,5,1,64,0,0.209993
1,50,2,1,32,4,2,0,0.014125
1,2,10,5,1,8,32,0,0.014072
1,8,2,5,4,5,16,0,0.081902
1,2,8,5,4,2,40,0,0.082074
1,1,2,16,25,2,16,0,0.235885
1,8,20,1,1,5,32,0,0.165294
1,1,20,5,2,8,16,0,0.013928
0,1,2,25,2,16,16,0,0.080931
1,2,16,1,1,160,5,0,0.252137
1,2,5,4,32,5,4,0,0.075442
0,5,4,4,8,2,20,0,0.212294
1,4,10,2,16,5,4,0,0.075023
1,50,16,1,1,8,4,0,0.755925
1,2,100,1,8,2,8,0,0.014606
1,25,8,2,32,2,1,0,0.510247
1,5,8,10,1,2,32,0,0.510893
1,5,5,4,4,64,1,0,0.013398
1,40,1,1,40,4,4,0,0.081404
1,1,400,2,2,4,4,0,0.763702
1,16,10,1,32,1,5,0,0.081128
1,4,1,8,4,200,1,0,0.235803
1,8,5,1,16,1,40,0,0.076587
1,25,2,2,2,4,32,0,0.014118
1,20,1,5,2,2,64,0,0.013504
1,20,10,1,8,1,16,0,0.020867
0,4,2,5,1,64,10,0,0.154433
1,10,1,16,5,4,8,0,0.08057
1,1,1,32,5,160,1,0,0.235896
1,2,20,20,2,8,2,0,0.765545
1,1,4,8,20,8,5,0,0.236559
1,20,1,8,40,1,4,0,0.09019
1,1,2,25,128,2,2,0,0.014748
1,1,10,16,5,4,8,0,0.086066
1,40,5,4,8,4,1,0,0.763981
1,4,1,8,80,1,10,0,0.236166
1,1,2,16,32,25,1,0,0.236619
1,5,2,4,20,8,4,0,0.082287
1,4,100,1,1,2,32,0,0.547659
1,4,200,1,4,2,4,0,0.765567
1,10,1,5,2,256,1,0,0.014784
1,2,40,1,8,5,8,0,0.077001
1,8,5,2,20,16,1,0,0.08348
1,8,20,1,8,5,4,0,0.087378
1,16,5,2,80,1,2,0,0.092496
1,8,10,2,160,1,1,0,0.089958
0,5,16,1,40,8,1,0,0.214851
1,40,20,1,2,4,4,0,0.7649
1,1,20,40,2,4,4,0,0.767183
1,40,1,4,16,2,5,0,0.091073
1,20,10,4,16,1,2,0,0.766013
1,25,1,8,2,64,1,0,0.017212
1,4,10,1,4,5,32,0,0.077618
1,1,80,2,8,4,5,0,0.081961
1,4,100,2,2,2,8,0,0.767191
1,10,16,1,2,16,5,0,0.092551
1,16,5,1,4,10,8,0,0.085284
1,25,1,2,8,32,2,0,0.015898
1,5,1,8,2,8,40,0,0.078092
1,5,2,20,64,2,1,0,0.017228
1,2,50,4,64,1,1,0,0.513901
1,4,5,4,160,2,1,0,0.084482
1,2,1,20,32,10,2,0,0.078481
1,1,10,16,10,2,8,0,0.084925
1,8,1,5,16,20,2,0,0.07853
0,80,1,1,4,8,10,0,0.212765
1,2,40,1,8,4,10,0,0.085442
1,5,2,16,40,2,2,0,0.086263
1,8,1,10,160,2,1,0,0.085614
1,5,40,2,16,1,4,0,0.513248
1,10,8,1,16,1,20,0,0.077956
1,4,5,4,20,16,1,0,0.085184
1,10,10,4,1,64,1,0,0.510831
1,1,1,40,4,5,32,0,0.078744
1,200,1,2,8,1,8,0,0.510637
1,2,100,1,2,32,2,0,0.017428
1,1,4,10,5,4,32,0,0.085706
1,80,1,1,20,2,8,0,0.084676
1,8,1,4,1,100,8,0,0.238244
1,4,10,2,160,2,1,0,0.085267
1,10,4,4,10,4,4,0,0.09395
1,1,10,4,16,40,1,0,0.085235
1,50,2,2,4,16,2,0,0.016967
1,4,1,10,128,1,5,0,0.077806
1,5,8,2,1,32,10,0,0.084856
1,8,1,4,20,1,40,0,0.239017
1,4,50,2,4,2,8,0,0.513088
1,8,10,2,2,5,16,0,0.092977
1,1,160,1,160,1,1,0,0.092018
1,1,20,2,8,80,1,0,0.07899
0,2,80,1,80,2,1,0,0.260643
1,20,8,1,10,1,16,0,0.088855
1,1,1,25,64,8,2,0,0.014327
1,2,10,8,160,1,1,0,0.091922
1,4,10,1,5,4,32,0,0.078987
1,2,4,5,1,32,20,0,0.078055
1,1,400,1,1,32,2,0,0.511503
1,1,16,10,1,80,2,0,0.091209
1,1,160,1,5,16,2,0,0.0915
1,5,2,16,20,1,8,0,0.092199
0,2,200,1,8,4,2,0,0.571486
1,4,20,2,1,5,32,0,0.083409
0,1,20,40,8,1,4,0,0.781635
1,4,1,40,1,80,2,0,0.092202
1,2,10,5,8,2,16,0,0.015584
1,1,10,4,2,5,64,0,0.085141
1,40,10,2,1,4,8,0,0.766309
1,4,1,20,16,1,20,0,0.085754
0,5,40,2,8,2,4,0,0.570271
1,5,1,40,64,1,2,0,0.016734
1,2,25,8,1,32,2,0,0.510709
1,5,2,8,1,40,8,0,0.085421
1,10,1,4,8,20,4,0,0.078419
1,2,100,1,4,4,8,0,0.017147
1,1,10,20,32,1,4,0,0.017174
1,20,1,2,160,4,1,0,0.07862
1,2,200,2,4,2,4,0,0.767254
1,5,1,8,4,10,16,0,0.07861
1,4,1,25,256,1,1,0,0.015417
0,4,5,4,1,320,1,0,0.214242
0,5,10,2,2,64,2,0,0.110779
1,1,2,100,16,2,4,0,0.017008
1,2,1,25,32,2,8,0,0.015714
1,1,4,25,16,8,2,0,0.015831
1,80,1,1,40,2,4,0,0.084604
1,25,1,4,1,4,64,0,0.015164
1,5,1,5,1,512,2,0,0.014976
1,1,80,2,2,80,1,0,0.090892
1,5,1,16,1,16,20,0,0.085043
1,20,20,1,2,32,1,0,0.510787
1,1,4,10,160,1,4,0,0.085262
1,5,5,4,4,2,32,0,0.015266
1,1,1,200,2,16,4,0,0.017504
1,40,1,1,20,32,1,0,0.079002
1,5,16,1,4,40,2,0,0.084927
1,4,1,40,4,1,40,0,0.082948
1,2,4,5,1,64,10,0,0.077969
1,1,20,2,5,128,1,0,0.079212
1,2,50,4,1,4,16,0,0.510249
1,1,50,8,1,64,1,0,0.509512
1,1,10,4,160,4,1,0,0.078536
1,4,2,5,4,16,10,0,0.084281
1,1,1,32,200,2,2,0,0.23831
1,8,1,5,1,10,64,0,0.07891
1,1,80,1,4,5,16,0,0.084699
1,80,2,1,4,5,8,0,0.088501
1,2,1,16,5,16,10,0,0.23866
1,16,10,1,4,1,40,0,0.083941
1,2,16,5,2,40,2,0,0.08343
1,2,2,10,8,20,4,0,0.07851
0,25,8,1,32,4,1,0,0.153411
0,16,1,25,1,64,1,0,0.573956
1,40,1,2,2,16,10,0,0.08544
1,8,5,4,20,1,8,0,0.092544
0,5,20,2,2,32,2,0,0.152608
0,2,10,10,8,2,8,0,0.168453
1,8,5,2,40,2,4,0,0.08562
1,32,1,1,50,16,1,0,0.239228
1,2,40,2,40,2,2,0,0.088656
1,1,4,20,10,4,8,0,0.084442
1,1,8,4,10,10,8,0,0.303698
0,4,8,1,8,5,20,0,0.307995
1,1,5,16,1,32,10,0,0.085289
1,2,5,16,5,1,32,0,0.088761
1,4,4,10,16,2,5,0,0.143339
1,2,20,2,4,10,8,0,0.084372
1,5,1,8,32,1,20,0,0.099908
1,1,1,80,8,40,1,0,0.120213
1,10,4,4,32,5,1,0,0.090694
1,2,5,8,1,80,4,0,0.085745
1,10,8,1,10,32,1,0,0.1212
