Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
0,432,3,1,4,4,4,0,0.546834
1,12,9,2,24,2,8,0,0.082295
0,6,1,24,96,3,2,0,0.253195
1,6,8,54,1,16,2,0,0.759214
1,1,12,12,192,1,3,0,0.178965
0,1,9,16,4,9,16,0,0.251166
1,8,12,9,2,16,3,0,0.267844
0,9,8,36,2,8,2,0,0.771289
0,1,3,48,72,2,4,0,0.253149
1,27,2,2,12,16,4,0,0.268153
1,6,6,24,1,96,1,0,0.268666
1,24,2,2,1,216,4,0,0.179138
1,216,2,2,12,4,2,0,0.268539
1,1,81,32,8,4,1,0,0.754125
1,9,16,1,24,2,12,0,0.180704
1,3,3,12,4,48,4,0,0.268637
1,4,18,6,8,12,2,0,0.08062
1,3,2,16,6,72,2,0,0.180213
1,6,48,9,1,8,4,0,0.753993
1,9,24,1,4,6,16,0,0.08289
1,1,12,216,2,1,16,0,0.754006
1,216,1,4,3,2,16,0,0.267718
1,4,1,72,1,144,2,0,0.045335
1,3,4,9,16,24,2,0,0.267844
1,4,24,1,9,32,3,0,0.179186
1,1,8,27,3,128,1,0,0.079365
1,2,2,36,8,8,9,0,0.178991
1,1,3,32,9,96,1,0,0.180161
1,72,4,9,8,2,2,0,0.754087
1,1,2,48,16,27,2,0,0.178822
0,2,54,4,1,64,3,0,0.173953
1,3,18,4,6,1,64,0,0.083538
1,1,108,8,1,8,12,0,0.268979
1,16,9,2,3,48,2,0,0.04616
1,54,8,1,8,24,1,0,0.081599
1,9,2,48,1,3,32,0,0.2683
1,8,6,27,4,2,8,0,0.517446
1,6,2,36,2,32,3,0,0.081801
1,2,3,18,96,1,8,0,0.268299
0,4,1,72,1,144,2,0,0.140054
0,1,16,9,8,12,6,0,0.251727
1,2,24,18,4,3,8,0,0.268674
1,36,3,1,2,96,4,0,0.306726
1,4,162,2,64,1,1,0,0.517636
1,8,2,6,48,2,9,0,0.180929
0,2,9,16,96,3,1,0,0.14805
0,6,3,144,1,4,8,0,0.771195
1,6,16,3,16,2,9,0,0.043993
1,9,4,12,2,48,2,0,0.080064
1,6,1,24,1,24,24,0,0.181338
1,24,108,1,4,8,1,0,0.754351
1,18,4,12,4,12,2,0,0.27032
1,8,1,18,12,3,16,0,0.177676
0,9,1,16,64,9,1,0,0.251993
1,108,6,1,4,8,4,0,0.025199
1,18,2,8,2,6,24,0,0.047896
1,81,4,1,2,16,8,0,0.022493
1,12,9,12,8,1,8,0,0.517867
1,48,9,2,48,2,1,0,0.27062
0,81,4,1,2,16,8,0,0.122368
1,12,4,6,6,48,1,0,0.048091
1,2,16,81,1,32,1,0,0.754278
1,3,3,16,144,1,4,0,0.18148
1,3,144,1,3,8,8,0,0.08097
1,6,2,12,2,9,32,0,0.181642
1,3,3,24,24,1,16,0,0.085172
1,3,36,2,2,96,2,0,0.084795
1,48,2,1,32,9,3,0,0.182354
1,6,6,4,8,24,3,0,0.220317
1,4,27,6,4,1,32,0,0.028323
1,6,24,9,4,1,16,0,0.518002
1,9,3,8,8,4,12,0,0.087244
1,1,2,1296,2,1,16,0,0.754451
1,3,18,16,16,3,2,0,0.268686
1,108,1,2,1,48,8,0,0.085667
1,4,4,18,3,48,2,0,0.048797
1,72,6,2,6,16,1,0,0.268372
1,3,18,8,1,12,16,0,0.083473
1,108,1,1,2,96,4,0,0.268244
1,24,2,18,8,6,2,0,0.267637
1,6,12,3,192,1,2,0,0.08562
1,4,54,12,8,2,2,0,0.754179
0,6,9,4,16,2,12,0,0.183805
1,2,36,2,9,2,32,0,0.181776
1,8,3,6,6,24,4,0,0.181965
1,3,9,3,1,64,16,0,0.019379
1,3,96,3,2,3,16,0,0.268333
1,16,3,27,32,2,1,0,0.517649
1,6,1,16,12,12,6,0,0.182946
1,54,48,1,1,1,32,0,0.754413
1,36,1,4,1,18,32,0,0.18223
1,108,24,1,1,2,16,0,0.757412
1,8,108,1,1,24,4,0,0.295586
1,1,72,12,8,1,12,0,0.268588
1,288,1,1,3,3,32,0,0.047774
1,72,4,1,144,2,1,0,0.049729
1,1,36,8,36,1,8,0,0.048819
0,3,9,3,1,64,16,0,0.116503
1,6,108,1,64,1,2,0,0.027176
1,36,1,24,1,24,4,0,0.268678
1,24,12,1,8,2,18,0,0.049838
1,1,108,4,12,4,4,0,0.082387
1,6,16,3,8,1,36,0,0.046588
1,144,1,9,4,2,8,0,0.518829
1,16,1,162,1,32,1,0,0.754317
1,8,9,2,12,24,2,0,0.182336
1,3,96,1,12,12,2,0,0.048349
1,27,4,8,2,16,3,0,0.270233
1,16,1,6,18,3,16,0,0.18191
1,18,1,24,6,16,2,0,0.080735
1,32,1,9,2,72,2,0,0.049534
1,12,1,18,1,128,3,0,0.084793
1,12,6,6,6,2,16,0,0.08099
1,12,9,2,3,4,32,0,0.080989
1,1,12,12,9,4,16,0,0.182674
1,1,1296,2,16,1,2,0,0.754217
1,3,3,9,32,2,16,0,0.022361
1,2,36,2,24,1,24,0,0.182639
1,3,96,1,4,18,4,0,0.048935
1,3,3,36,4,8,8,0,0.022772
1,9,32,1,1,32,9,0,0.119042
1,4,108,1,24,8,1,0,0.080655
1,2,16,27,1,6,16,0,0.269955
