gx,gy,gz,bx,by,bz,smefficiency
2,1024,4,32,1,1,58.09
2,1024,4,16,2,1,57.64
2,1024,4,8,4,1,58.83
2,1024,4,4,8,1,58.21
2,1024,4,2,16,1,58.07
2,1024,4,1,32,1,58.56
2,1024,4,16,1,2,57.68
2,1024,4,8,2,2,58.36
2,1024,4,4,4,2,58.33
2,1024,4,2,8,2,58.48
2,1024,4,1,16,2,57.64
2,1024,4,8,1,4,58.42
2,1024,4,4,2,4,58.22
2,1024,4,2,4,4,57.88
2,1024,4,1,8,4,58.62
2,1024,4,4,1,8,58.55
2,1024,4,2,2,8,57.43
2,1024,4,1,4,8,58.35
2,1024,4,2,1,16,58.48
2,1024,4,1,2,16,58.42
2,1024,4,1,1,32,57.94
