kernel,gx,gy,gz,bx,by,bz,funcId,smefficiency 
0,32,5,10,64,1,1,60,70.9
1,32,5,10,64,1,1,60,92.51 
0,32,10,5,64,1,1,60,71.82
1,32,10,5,64,1,1,60,92.28 
0,32,25,2,64,1,1,60,70.33
1,32,25,2,64,1,1,60,92.35 
0,32,50,1,64,1,1,52,66.51
1,32,50,1,64,1,1,52,93.1 
0,40,1,40,64,1,1,44,70.9
1,40,1,40,64,1,1,44,93.24 
0,40,2,20,64,1,1,60,70.29
1,40,2,20,64,1,1,60,92.39 
0,40,4,10,64,1,1,60,70.26
1,40,4,10,64,1,1,60,92.01 
0,40,5,8,64,1,1,60,70.56
1,40,5,8,64,1,1,60,93.65 
0,40,8,5,64,1,1,60,71.07
1,40,8,5,64,1,1,60,92.64 
0,40,10,4,64,1,1,60,70.67
1,40,10,4,64,1,1,60,92.34 
0,40,20,2,64,1,1,60,71.99
1,40,20,2,64,1,1,60,91.84 
0,40,40,1,64,1,1,52,69.84
1,40,40,1,64,1,1,52,92.83 
0,50,1,32,64,1,1,44,72.43
1,50,1,32,64,1,1,44,90.48 
0,50,2,16,64,1,1,60,71.1
1,50,2,16,64,1,1,60,92.6 
0,50,4,8,64,1,1,60,71.8
1,50,4,8,64,1,1,60,92.84 
0,50,8,4,64,1,1,60,70.22
1,50,8,4,64,1,1,60,92.53 
0,50,16,2,64,1,1,60,71.69
1,50,16,2,64,1,1,60,92.0 
0,50,32,1,64,1,1,52,71.58
1,50,32,1,64,1,1,52,91.96 
0,64,1,25,64,1,1,44,70.55
1,64,1,25,64,1,1,44,91.84 
0,64,5,5,64,1,1,60,70.57
1,64,5,5,64,1,1,60,91.12 
0,64,25,1,64,1,1,52,66.57
1,64,25,1,64,1,1,52,93.12 
0,80,1,20,64,1,1,44,72.82
1,80,1,20,64,1,1,44,95.0 
0,80,2,10,64,1,1,60,72.36
1,80,2,10,64,1,1,60,93.67 
0,80,4,5,64,1,1,60,70.26
1,80,4,5,64,1,1,60,93.54 
0,80,5,4,64,1,1,60,71.54
1,80,5,4,64,1,1,60,94.2 
0,80,10,2,64,1,1,60,70.75
1,80,10,2,64,1,1,60,95.04 
0,80,20,1,64,1,1,52,71.05
1,80,20,1,64,1,1,52,94.15 
0,100,1,16,64,1,1,44,73.76
1,100,1,16,64,1,1,44,94.56 
0,100,2,8,64,1,1,60,72.28
1,100,2,8,64,1,1,60,93.41 
0,100,4,4,64,1,1,60,71.87
1,100,4,4,64,1,1,60,94.22 
0,100,8,2,64,1,1,60,72.72
1,100,8,2,64,1,1,60,92.68 
0,100,16,1,64,1,1,52,70.86
1,100,16,1,64,1,1,52,94.33 
0,160,1,10,64,1,1,44,72.89
1,160,1,10,64,1,1,44,93.93 
0,160,2,5,64,1,1,60,70.3
1,160,2,5,64,1,1,60,95.54 
0,160,5,2,64,1,1,60,70.26
1,160,5,2,64,1,1,60,94.53 
0,160,10,1,64,1,1,52,70.67
1,160,10,1,64,1,1,52,93.24 
0,200,1,8,64,1,1,44,72.52
1,200,1,8,64,1,1,44,94.15 
0,200,2,4,64,1,1,60,66.02
1,200,2,4,64,1,1,60,95.16 
0,200,4,2,64,1,1,60,70.7
1,200,4,2,64,1,1,60,92.66 
0,200,8,1,64,1,1,52,70.13
1,200,8,1,64,1,1,52,95.43 
0,320,1,5,64,1,1,44,71.88
1,320,1,5,64,1,1,44,93.63 
0,320,5,1,64,1,1,52,70.59
1,320,5,1,64,1,1,52,94.46 
0,400,1,4,64,1,1,44,46.21
1,400,1,4,64,1,1,44,93.56 
0,400,2,2,64,1,1,60,71.26
1,400,2,2,64,1,1,60,94.92 
0,400,4,1,64,1,1,52,70.82
1,400,4,1,64,1,1,52,93.4 
0,800,1,2,64,1,1,44,73.32
1,800,1,2,64,1,1,44,93.47 
0,800,2,1,64,1,1,52,69.79
1,800,2,1,64,1,1,52,95.35 
0,1600,1,1,64,1,1,36,72.32
1,1600,1,1,64,1,1,36,95.26 
0,1,1,800,128,1,1,12,71.63
1,1,1,800,128,1,1,12,93.46 
0,1,2,400,128,1,1,28,73.01
1,1,2,400,128,1,1,28,94.16 
0,1,4,200,128,1,1,28,72.98
1,1,4,200,128,1,1,28,93.15 
0,1,5,160,128,1,1,28,73.05
1,1,5,160,128,1,1,28,93.27 
0,1,8,100,128,1,1,28,73.04
1,1,8,100,128,1,1,28,93.97 
0,1,10,80,128,1,1,28,73.81
1,1,10,80,128,1,1,28,93.19 
0,1,16,50,128,1,1,28,68.71
1,1,16,50,128,1,1,28,94.67 
0,1,20,40,128,1,1,28,71.89
1,1,20,40,128,1,1,28,93.43 
0,1,25,32,128,1,1,28,73.43
1,1,25,32,128,1,1,28,92.78 
0,1,32,25,128,1,1,28,74.01
1,1,32,25,128,1,1,28,92.83 
0,1,40,20,128,1,1,28,72.41
1,1,40,20,128,1,1,28,93.22 
0,1,50,16,128,1,1,28,72.67
1,1,50,16,128,1,1,28,93.44 
0,1,80,10,128,1,1,28,71.85
1,1,80,10,128,1,1,28,93.15 
0,1,100,8,128,1,1,28,72.75
1,1,100,8,128,1,1,28,93.06 
0,1,160,5,128,1,1,28,74.16
1,1,160,5,128,1,1,28,94.37 
0,1,200,4,128,1,1,28,73.9
1,1,200,4,128,1,1,28,93.13 
0,1,400,2,128,1,1,28,74.39
1,1,400,2,128,1,1,28,94.18 
0,1,800,1,128,1,1,20,71.74
1,1,800,1,128,1,1,20,95.26 
0,2,1,400,128,1,1,44,73.58
1,2,1,400,128,1,1,44,93.3 
0,2,2,200,128,1,1,60,72.54
1,2,2,200,128,1,1,60,93.58 
0,2,4,100,128,1,1,60,71.26
1,2,4,100,128,1,1,60,93.15 
0,2,5,80,128,1,1,60,71.02
1,2,5,80,128,1,1,60,94.0 
0,2,8,50,128,1,1,60,69.91
1,2,8,50,128,1,1,60,93.09 
0,2,10,40,128,1,1,60,67.93
1,2,10,40,128,1,1,60,93.59 
0,2,16,25,128,1,1,60,71.72
1,2,16,25,128,1,1,60,94.19 
0,2,20,20,128,1,1,60,71.2
1,2,20,20,128,1,1,60,94.27 
0,2,25,16,128,1,1,60,72.16
1,2,25,16,128,1,1,60,93.66 
0,2,40,10,128,1,1,60,72.65
1,2,40,10,128,1,1,60,93.58 
0,2,50,8,128,1,1,60,71.43
1,2,50,8,128,1,1,60,93.19 
0,2,80,5,128,1,1,60,71.81
1,2,80,5,128,1,1,60,94.28 
0,2,100,4,128,1,1,60,70.76
1,2,100,4,128,1,1,60,94.23 
0,2,200,2,128,1,1,60,70.84
1,2,200,2,128,1,1,60,93.11 
0,2,400,1,128,1,1,52,71.39
1,2,400,1,128,1,1,52,94.54 
0,4,1,200,128,1,1,44,72.52
1,4,1,200,128,1,1,44,93.64 
0,4,2,100,128,1,1,60,71.29
1,4,2,100,128,1,1,60,93.03 
0,4,4,50,128,1,1,60,72.6
1,4,4,50,128,1,1,60,92.69 
0,4,5,40,128,1,1,60,71.38
1,4,5,40,128,1,1,60,93.99 
0,4,8,25,128,1,1,60,71.28
1,4,8,25,128,1,1,60,93.06 
0,4,10,20,128,1,1,60,69.86
1,4,10,20,128,1,1,60,92.43 
0,4,20,10,128,1,1,60,70.69
1,4,20,10,128,1,1,60,94.03 
0,4,25,8,128,1,1,60,66.23
1,4,25,8,128,1,1,60,93.54 
0,4,40,5,128,1,1,60,72.44
1,4,40,5,128,1,1,60,92.93 
0,4,50,4,128,1,1,60,70.69
1,4,50,4,128,1,1,60,93.02 
0,4,100,2,128,1,1,60,72.47
1,4,100,2,128,1,1,60,94.85 
0,4,200,1,128,1,1,52,71.74
1,4,200,1,128,1,1,52,94.46 
0,5,1,160,128,1,1,44,74.01
1,5,1,160,128,1,1,44,94.0 
0,5,2,80,128,1,1,60,72.53
1,5,2,80,128,1,1,60,94.23 
0,5,4,40,128,1,1,60,71.33
1,5,4,40,128,1,1,60,94.59 
0,5,5,32,128,1,1,60,71.92
1,5,5,32,128,1,1,60,94.99 
0,5,8,20,128,1,1,60,71.14
1,5,8,20,128,1,1,60,94.26 
0,5,10,16,128,1,1,60,71.53
1,5,10,16,128,1,1,60,93.62 
0,5,16,10,128,1,1,60,72.3
1,5,16,10,128,1,1,60,92.7 
0,5,20,8,128,1,1,60,71.34
1,5,20,8,128,1,1,60,93.44 
0,5,32,5,128,1,1,60,71.65
1,5,32,5,128,1,1,60,94.73 
0,5,40,4,128,1,1,60,72.83
1,5,40,4,128,1,1,60,94.05 
0,5,80,2,128,1,1,60,72.77
1,5,80,2,128,1,1,60,93.84 
0,5,160,1,128,1,1,52,68.82
1,5,160,1,128,1,1,52,93.83 
0,8,1,100,128,1,1,44,67.16
1,8,1,100,128,1,1,44,94.72 
0,8,2,50,128,1,1,60,71.6
1,8,2,50,128,1,1,60,93.34 
0,8,4,25,128,1,1,60,71.84
1,8,4,25,128,1,1,60,92.98 
0,8,5,20,128,1,1,60,72.03
1,8,5,20,128,1,1,60,94.02 
0,8,10,10,128,1,1,60,71.68
1,8,10,10,128,1,1,60,93.95 
0,8,20,5,128,1,1,60,72.08
1,8,20,5,128,1,1,60,93.98 
0,8,25,4,128,1,1,60,72.19
1,8,25,4,128,1,1,60,94.0 
0,8,50,2,128,1,1,60,71.61
1,8,50,2,128,1,1,60,93.12 
0,8,100,1,128,1,1,52,72.13
1,8,100,1,128,1,1,52,93.45 
0,10,1,80,128,1,1,44,73.56
1,10,1,80,128,1,1,44,93.83 
0,10,2,40,128,1,1,60,71.99
1,10,2,40,128,1,1,60,93.3 
0,10,4,20,128,1,1,60,71.87
1,10,4,20,128,1,1,60,94.98 
0,10,5,16,128,1,1,60,71.58
1,10,5,16,128,1,1,60,93.2 
0,10,8,10,128,1,1,60,72.05
1,10,8,10,128,1,1,60,94.05 
0,10,10,8,128,1,1,60,72.63
1,10,10,8,128,1,1,60,93.79 
0,10,16,5,128,1,1,60,71.37
1,10,16,5,128,1,1,60,93.01 
0,10,20,4,128,1,1,60,72.77
1,10,20,4,128,1,1,60,92.49 
0,10,40,2,128,1,1,60,66.62
1,10,40,2,128,1,1,60,93.5 
0,10,80,1,128,1,1,52,70.71
1,10,80,1,128,1,1,52,94.68 
0,16,1,50,128,1,1,44,71.41
1,16,1,50,128,1,1,44,93.18 
0,16,2,25,128,1,1,60,71.86
1,16,2,25,128,1,1,60,93.3 
0,16,5,10,128,1,1,60,71.95
1,16,5,10,128,1,1,60,95.2 
0,16,10,5,128,1,1,60,71.13
1,16,10,5,128,1,1,60,94.38 
0,16,25,2,128,1,1,60,72.57
1,16,25,2,128,1,1,60,93.84 
0,16,50,1,128,1,1,52,72.93
1,16,50,1,128,1,1,52,94.03 
0,20,1,40,128,1,1,44,72.26
1,20,1,40,128,1,1,44,93.27 
0,20,2,20,128,1,1,60,72.07
1,20,2,20,128,1,1,60,92.91 
0,20,4,10,128,1,1,60,71.93
1,20,4,10,128,1,1,60,94.05 
0,20,5,8,128,1,1,60,72.15
1,20,5,8,128,1,1,60,93.2 
0,20,8,5,128,1,1,60,70.81
1,20,8,5,128,1,1,60,94.38 
0,20,10,4,128,1,1,60,71.54
1,20,10,4,128,1,1,60,92.76 
0,20,20,2,128,1,1,60,70.62
1,20,20,2,128,1,1,60,92.94 
0,20,40,1,128,1,1,52,72.31
1,20,40,1,128,1,1,52,93.51 
0,25,1,32,128,1,1,44,70.92
1,25,1,32,128,1,1,44,93.79 
0,25,2,16,128,1,1,60,68.15
1,25,2,16,128,1,1,60,94.58 
0,25,4,8,128,1,1,60,71.73
1,25,4,8,128,1,1,60,92.55 
0,25,8,4,128,1,1,60,72.94
1,25,8,4,128,1,1,60,92.12 
0,25,16,2,128,1,1,60,73.1
1,25,16,2,128,1,1,60,94.61 
0,25,32,1,128,1,1,52,72.74
1,25,32,1,128,1,1,52,93.85 
0,32,1,25,128,1,1,44,72.97
1,32,1,25,128,1,1,44,92.53 
0,32,5,5,128,1,1,60,72.33
1,32,5,5,128,1,1,60,94.41 
0,32,25,1,128,1,1,52,71.54
1,32,25,1,128,1,1,52,94.61 
0,40,1,20,128,1,1,44,72.47
1,40,1,20,128,1,1,44,94.21 
0,40,2,10,128,1,1,60,72.4
1,40,2,10,128,1,1,60,93.54 
0,40,4,5,128,1,1,60,72.2
1,40,4,5,128,1,1,60,94.02 
0,40,5,4,128,1,1,60,72.06
1,40,5,4,128,1,1,60,94.21 
0,40,10,2,128,1,1,60,71.81
1,40,10,2,128,1,1,60,92.34 
0,40,20,1,128,1,1,52,72.29
1,40,20,1,128,1,1,52,94.45 
0,50,1,16,128,1,1,44,72.3
1,50,1,16,128,1,1,44,93.8 
0,50,2,8,128,1,1,60,73.3
1,50,2,8,128,1,1,60,94.86 
0,50,4,4,128,1,1,60,71.57
1,50,4,4,128,1,1,60,92.98 
0,50,8,2,128,1,1,60,66.7
1,50,8,2,128,1,1,60,92.63 
0,50,16,1,128,1,1,52,72.03
1,50,16,1,128,1,1,52,93.66 
0,80,1,10,128,1,1,44,72.43
1,80,1,10,128,1,1,44,94.62 
0,80,2,5,128,1,1,60,71.8
1,80,2,5,128,1,1,60,94.29 
0,80,5,2,128,1,1,60,70.71
1,80,5,2,128,1,1,60,94.12 
0,80,10,1,128,1,1,52,71.18
1,80,10,1,128,1,1,52,93.04 
0,100,1,8,128,1,1,44,72.71
1,100,1,8,128,1,1,44,93.4 
0,100,2,4,128,1,1,60,71.07
1,100,2,4,128,1,1,60,93.52 
0,100,4,2,128,1,1,60,72.87
1,100,4,2,128,1,1,60,93.45 
0,100,8,1,128,1,1,52,71.81
1,100,8,1,128,1,1,52,93.07 
0,160,1,5,128,1,1,44,73.15
1,160,1,5,128,1,1,44,93.34 
0,160,5,1,128,1,1,52,71.19
1,160,5,1,128,1,1,52,92.41 
0,200,1,4,128,1,1,44,72.23
1,200,1,4,128,1,1,44,94.59 
0,200,2,2,128,1,1,60,69.76
1,200,2,2,128,1,1,60,95.6 
0,200,4,1,128,1,1,52,72.38
1,200,4,1,128,1,1,52,94.87 
0,400,1,2,128,1,1,44,72.28
1,400,1,2,128,1,1,44,94.9 
0,400,2,1,128,1,1,52,72.39
1,400,2,1,128,1,1,52,95.6 
0,800,1,1,128,1,1,36,67.65
1,800,1,1,128,1,1,36,94.21 
0,1,1,640,160,1,1,12,72.34
1,1,1,640,160,1,1,12,96.98 
0,1,2,320,160,1,1,28,72.69
1,1,2,320,160,1,1,28,97.31 
0,1,4,160,160,1,1,28,72.98
1,1,4,160,160,1,1,28,97.32 
0,1,5,128,160,1,1,28,72.74
1,1,5,128,160,1,1,28,96.81 
0,1,8,80,160,1,1,28,72.63
1,1,8,80,160,1,1,28,95.62 
0,1,10,64,160,1,1,28,71.85
1,1,10,64,160,1,1,28,97.18 
0,1,16,40,160,1,1,28,69.98
1,1,16,40,160,1,1,28,97.21 
0,1,20,32,160,1,1,28,72.18
1,1,20,32,160,1,1,28,97.64 
0,1,32,20,160,1,1,28,72.39
1,1,32,20,160,1,1,28,97.44 
0,1,40,16,160,1,1,28,71.84
1,1,40,16,160,1,1,28,97.23 
0,1,64,10,160,1,1,28,70.12
1,1,64,10,160,1,1,28,97.63 
0,1,80,8,160,1,1,28,70.53
1,1,80,8,160,1,1,28,97.82 
0,1,128,5,160,1,1,28,72.57
1,1,128,5,160,1,1,28,98.44 
0,1,160,4,160,1,1,28,70.78
1,1,160,4,160,1,1,28,97.55 
0,1,320,2,160,1,1,28,71.87
1,1,320,2,160,1,1,28,97.0 
0,1,640,1,160,1,1,20,71.43
1,1,640,1,160,1,1,20,96.1 
0,2,1,320,160,1,1,44,68.48
1,2,1,320,160,1,1,44,97.84 
0,2,2,160,160,1,1,60,71.27
1,2,2,160,160,1,1,60,97.66 
0,2,4,80,160,1,1,60,71.44
1,2,4,80,160,1,1,60,96.79 
0,2,5,64,160,1,1,60,71.97
1,2,5,64,160,1,1,60,95.42 
0,2,8,40,160,1,1,60,72.18
1,2,8,40,160,1,1,60,96.37 
0,2,10,32,160,1,1,60,70.77
1,2,10,32,160,1,1,60,97.34 
0,2,16,20,160,1,1,60,71.82
1,2,16,20,160,1,1,60,97.48 
0,2,20,16,160,1,1,60,70.9
1,2,20,16,160,1,1,60,97.58 
0,2,32,10,160,1,1,60,70.5
1,2,32,10,160,1,1,60,98.27 
0,2,40,8,160,1,1,60,72.66
1,2,40,8,160,1,1,60,96.39 
0,2,64,5,160,1,1,60,72.58
1,2,64,5,160,1,1,60,97.27 
0,2,80,4,160,1,1,60,72.6
1,2,80,4,160,1,1,60,97.47 
0,2,160,2,160,1,1,60,72.4
1,2,160,2,160,1,1,60,97.3 
0,2,320,1,160,1,1,52,71.33
1,2,320,1,160,1,1,52,97.38 
0,4,1,160,160,1,1,44,72.66
1,4,1,160,160,1,1,44,98.03 
0,4,2,80,160,1,1,60,72.51
1,4,2,80,160,1,1,60,95.48 
0,4,4,40,160,1,1,60,72.07
1,4,4,40,160,1,1,60,97.48 
0,4,5,32,160,1,1,60,67.41
1,4,5,32,160,1,1,60,97.65 
0,4,8,20,160,1,1,60,71.54
1,4,8,20,160,1,1,60,96.14 
0,4,10,16,160,1,1,60,72.15
1,4,10,16,160,1,1,60,97.27 
0,4,16,10,160,1,1,60,72.49
1,4,16,10,160,1,1,60,98.26 
0,4,20,8,160,1,1,60,72.53
1,4,20,8,160,1,1,60,97.58 
0,4,32,5,160,1,1,60,70.9
1,4,32,5,160,1,1,60,98.02 
0,4,40,4,160,1,1,60,72.16
1,4,40,4,160,1,1,60,96.51 
0,4,80,2,160,1,1,60,72.29
1,4,80,2,160,1,1,60,96.68 
0,4,160,1,160,1,1,52,72.28
1,4,160,1,160,1,1,52,96.82 
0,5,1,128,160,1,1,44,73.78
1,5,1,128,160,1,1,44,97.34 
0,5,2,64,160,1,1,60,71.96
1,5,2,64,160,1,1,60,97.27 
0,5,4,32,160,1,1,60,71.74
1,5,4,32,160,1,1,60,98.0 
0,5,8,16,160,1,1,60,68.21
1,5,8,16,160,1,1,60,97.36 
0,5,16,8,160,1,1,60,71.93
1,5,16,8,160,1,1,60,97.93 
0,5,32,4,160,1,1,60,67.3
1,5,32,4,160,1,1,60,98.18 
0,5,64,2,160,1,1,60,72.46
1,5,64,2,160,1,1,60,97.03 
0,5,128,1,160,1,1,52,67.82
1,5,128,1,160,1,1,52,96.99 
0,8,1,80,160,1,1,44,69.6
1,8,1,80,160,1,1,44,97.42 
0,8,2,40,160,1,1,60,72.07
1,8,2,40,160,1,1,60,96.48 
0,8,4,20,160,1,1,60,69.18
1,8,4,20,160,1,1,60,97.13 
0,8,5,16,160,1,1,60,73.72
1,8,5,16,160,1,1,60,97.42 
0,8,8,10,160,1,1,60,71.38
1,8,8,10,160,1,1,60,97.01 
0,8,10,8,160,1,1,60,71.96
1,8,10,8,160,1,1,60,96.99 
0,8,16,5,160,1,1,60,71.45
1,8,16,5,160,1,1,60,97.54 
0,8,20,4,160,1,1,60,71.23
1,8,20,4,160,1,1,60,97.53 
0,8,40,2,160,1,1,60,72.21
1,8,40,2,160,1,1,60,96.41 
0,8,80,1,160,1,1,52,73.83
1,8,80,1,160,1,1,52,97.39 
0,10,1,64,160,1,1,44,72.72
1,10,1,64,160,1,1,44,96.38 
0,10,2,32,160,1,1,60,73.22
1,10,2,32,160,1,1,60,96.97 
0,10,4,16,160,1,1,60,72.74
1,10,4,16,160,1,1,60,97.34 
0,10,8,8,160,1,1,60,72.71
1,10,8,8,160,1,1,60,96.82 
0,10,16,4,160,1,1,60,72.18
1,10,16,4,160,1,1,60,97.21 
0,10,32,2,160,1,1,60,73.5
1,10,32,2,160,1,1,60,97.15 
0,10,64,1,160,1,1,52,72.17
1,10,64,1,160,1,1,52,97.02 
0,16,1,40,160,1,1,44,67.6
1,16,1,40,160,1,1,44,98.01 
0,16,2,20,160,1,1,60,72.6
1,16,2,20,160,1,1,60,96.11 
0,16,4,10,160,1,1,60,72.77
1,16,4,10,160,1,1,60,96.77 
0,16,5,8,160,1,1,60,72.54
1,16,5,8,160,1,1,60,97.05 
0,16,8,5,160,1,1,60,73.41
1,16,8,5,160,1,1,60,97.22 
0,16,10,4,160,1,1,60,71.62
1,16,10,4,160,1,1,60,97.26 
0,16,20,2,160,1,1,60,72.17
1,16,20,2,160,1,1,60,97.2 
0,16,40,1,160,1,1,52,71.83
1,16,40,1,160,1,1,52,96.81 
0,20,1,32,160,1,1,44,73.56
1,20,1,32,160,1,1,44,97.52 
0,20,2,16,160,1,1,60,72.47
1,20,2,16,160,1,1,60,97.5 
0,20,4,8,160,1,1,60,71.81
1,20,4,8,160,1,1,60,96.72 
0,20,8,4,160,1,1,60,72.03
1,20,8,4,160,1,1,60,97.18 
0,20,16,2,160,1,1,60,72.99
1,20,16,2,160,1,1,60,96.95 
0,20,32,1,160,1,1,52,71.35
1,20,32,1,160,1,1,52,97.01 
0,32,1,20,160,1,1,44,72.86
1,32,1,20,160,1,1,44,96.63 
0,32,2,10,160,1,1,60,72.44
1,32,2,10,160,1,1,60,96.59 
0,32,4,5,160,1,1,60,72.82
1,32,4,5,160,1,1,60,97.5 
0,32,5,4,160,1,1,60,66.26
1,32,5,4,160,1,1,60,97.32 
0,32,10,2,160,1,1,60,73.5
1,32,10,2,160,1,1,60,97.87 
0,32,20,1,160,1,1,52,71.18
1,32,20,1,160,1,1,52,96.38 
0,40,1,16,160,1,1,44,73.06
1,40,1,16,160,1,1,44,98.0 
0,40,2,8,160,1,1,60,72.47
1,40,2,8,160,1,1,60,96.61 
0,40,4,4,160,1,1,60,72.28
1,40,4,4,160,1,1,60,96.75 
0,40,8,2,160,1,1,60,71.66
1,40,8,2,160,1,1,60,96.82 
0,40,16,1,160,1,1,52,71.12
1,40,16,1,160,1,1,52,96.83 
0,64,1,10,160,1,1,44,73.05
1,64,1,10,160,1,1,44,97.39 
0,64,2,5,160,1,1,60,72.08
1,64,2,5,160,1,1,60,96.89 
0,64,5,2,160,1,1,60,71.62
1,64,5,2,160,1,1,60,97.19 
0,64,10,1,160,1,1,52,70.46
1,64,10,1,160,1,1,52,97.27 
0,80,1,8,160,1,1,44,72.83
1,80,1,8,160,1,1,44,96.76 
0,80,2,4,160,1,1,60,73.31
1,80,2,4,160,1,1,60,96.06 
0,80,4,2,160,1,1,60,72.85
1,80,4,2,160,1,1,60,97.3 
0,80,8,1,160,1,1,52,72.47
1,80,8,1,160,1,1,52,97.75 
0,128,1,5,160,1,1,44,73.72
1,128,1,5,160,1,1,44,96.9 
0,128,5,1,160,1,1,52,68.85
1,128,5,1,160,1,1,52,97.32 
0,160,1,4,160,1,1,44,72.34
1,160,1,4,160,1,1,44,96.7 
0,160,2,2,160,1,1,60,71.53
1,160,2,2,160,1,1,60,97.25 
0,160,4,1,160,1,1,52,72.98
1,160,4,1,160,1,1,52,96.63 
0,320,1,2,160,1,1,44,73.33
1,320,1,2,160,1,1,44,97.6 
0,320,2,1,160,1,1,52,72.79
1,320,2,1,160,1,1,52,96.7 
0,640,1,1,160,1,1,36,71.56
1,640,1,1,160,1,1,36,97.28 
0,1,1,400,256,1,1,12,71.26
1,1,1,400,256,1,1,12,92.49 
0,1,2,200,256,1,1,28,71.02
1,1,2,200,256,1,1,28,91.72 
0,1,4,100,256,1,1,28,70.08
1,1,4,100,256,1,1,28,93.85 
0,1,5,80,256,1,1,28,72.19
1,1,5,80,256,1,1,28,92.37 
0,1,8,50,256,1,1,28,71.92
1,1,8,50,256,1,1,28,92.34 
0,1,10,40,256,1,1,28,70.95
1,1,10,40,256,1,1,28,91.98 
0,1,16,25,256,1,1,28,71.25
1,1,16,25,256,1,1,28,92.84 
0,1,20,20,256,1,1,28,70.81
1,1,20,20,256,1,1,28,92.7 
0,1,25,16,256,1,1,28,71.43
1,1,25,16,256,1,1,28,92.76 
0,1,40,10,256,1,1,28,70.27
1,1,40,10,256,1,1,28,91.2 
0,1,50,8,256,1,1,28,65.74
1,1,50,8,256,1,1,28,92.62 
0,1,80,5,256,1,1,28,71.77
1,1,80,5,256,1,1,28,92.98 
0,1,100,4,256,1,1,28,71.82
1,1,100,4,256,1,1,28,91.97 
0,1,200,2,256,1,1,28,71.33
1,1,200,2,256,1,1,28,92.02 
0,1,400,1,256,1,1,20,70.69
1,1,400,1,256,1,1,20,92.5 
0,2,1,200,256,1,1,44,71.11
1,2,1,200,256,1,1,44,93.32 
0,2,2,100,256,1,1,60,66.57
1,2,2,100,256,1,1,60,93.5 
0,2,4,50,256,1,1,60,66.23
1,2,4,50,256,1,1,60,93.59 
0,2,5,40,256,1,1,60,68.43
1,2,5,40,256,1,1,60,94.06 
0,2,8,25,256,1,1,60,67.51
1,2,8,25,256,1,1,60,94.12 
0,2,10,20,256,1,1,60,64.69
1,2,10,20,256,1,1,60,93.15 
0,2,20,10,256,1,1,60,67.45
1,2,20,10,256,1,1,60,93.1 
0,2,25,8,256,1,1,60,68.47
1,2,25,8,256,1,1,60,93.12 
0,2,40,5,256,1,1,60,66.41
1,2,40,5,256,1,1,60,93.08 
0,2,50,4,256,1,1,60,66.94
1,2,50,4,256,1,1,60,93.09 
0,2,100,2,256,1,1,60,66.94
1,2,100,2,256,1,1,60,92.41 
0,2,200,1,256,1,1,52,66.7
1,2,200,1,256,1,1,52,92.51 
0,4,1,100,256,1,1,44,65.79
1,4,1,100,256,1,1,44,95.29 
0,4,2,50,256,1,1,60,64.41
1,4,2,50,256,1,1,60,92.91 
0,4,4,25,256,1,1,60,66.91
1,4,4,25,256,1,1,60,91.23 
0,4,5,20,256,1,1,60,66.25
1,4,5,20,256,1,1,60,92.93 
0,4,10,10,256,1,1,60,67.77
1,4,10,10,256,1,1,60,93.31 
0,4,20,5,256,1,1,60,67.88
1,4,20,5,256,1,1,60,93.36 
0,4,25,4,256,1,1,60,66.8
1,4,25,4,256,1,1,60,92.94 
0,4,50,2,256,1,1,60,66.23
1,4,50,2,256,1,1,60,92.98 
0,4,100,1,256,1,1,52,69.06
1,4,100,1,256,1,1,52,94.18 
0,5,1,80,256,1,1,44,66.96
1,5,1,80,256,1,1,44,91.32 
0,5,2,40,256,1,1,60,67.2
1,5,2,40,256,1,1,60,94.1 
0,5,4,20,256,1,1,60,68.45
1,5,4,20,256,1,1,60,93.7 
0,5,5,16,256,1,1,60,67.35
1,5,5,16,256,1,1,60,93.2 
0,5,8,10,256,1,1,60,65.48
1,5,8,10,256,1,1,60,93.07 
0,5,10,8,256,1,1,60,64.84
1,5,10,8,256,1,1,60,92.09 
0,5,16,5,256,1,1,60,68.52
1,5,16,5,256,1,1,60,93.65 
0,5,20,4,256,1,1,60,67.49
1,5,20,4,256,1,1,60,92.51 
0,5,40,2,256,1,1,60,67.68
1,5,40,2,256,1,1,60,92.45 
0,5,80,1,256,1,1,52,67.22
1,5,80,1,256,1,1,52,93.86 
0,8,1,50,256,1,1,44,68.25
1,8,1,50,256,1,1,44,92.31 
0,8,2,25,256,1,1,60,66.26
1,8,2,25,256,1,1,60,93.78 
0,8,5,10,256,1,1,60,65.31
1,8,5,10,256,1,1,60,92.5 
0,8,10,5,256,1,1,60,65.45
1,8,10,5,256,1,1,60,91.52 
0,8,25,2,256,1,1,60,65.85
1,8,25,2,256,1,1,60,94.36 
0,8,50,1,256,1,1,52,67.19
1,8,50,1,256,1,1,52,92.58 
0,10,1,40,256,1,1,44,66.82
1,10,1,40,256,1,1,44,92.15 
0,10,2,20,256,1,1,60,65.4
1,10,2,20,256,1,1,60,91.91 
0,10,4,10,256,1,1,60,67.17
1,10,4,10,256,1,1,60,93.35 
0,10,5,8,256,1,1,60,67.12
1,10,5,8,256,1,1,60,92.77 
0,10,8,5,256,1,1,60,66.34
1,10,8,5,256,1,1,60,93.28 
0,10,10,4,256,1,1,60,66.23
1,10,10,4,256,1,1,60,91.21 
0,10,20,2,256,1,1,60,65.87
