gx,gy,gz,bx,by,bz,funcId,smefficiency 
1,32,32,128,2,1,30,11.15 
1,64,16,128,2,1,30,11.18 
1,128,8,128,2,1,30,11.16 
1,256,4,128,2,1,30,11.15 
1,512,2,128,2,1,30,11.14 
1,1024,1,128,2,1,22,11.14 
2,1,512,128,2,1,46,11.18 
2,2,256,128,2,1,62,11.14 
2,4,128,128,2,1,62,11.14 
2,8,64,128,2,1,62,11.17 
2,16,32,128,2,1,62,11.15 
2,32,16,128,2,1,62,11.23 
2,64,8,128,2,1,62,11.18 
2,128,4,128,2,1,62,11.16 
2,256,2,128,2,1,62,11.13 
2,512,1,128,2,1,54,11.15 
4,1,256,128,2,1,46,11.17 
4,2,128,128,2,1,62,11.15 
4,4,64,128,2,1,62,11.18 
4,8,32,128,2,1,62,11.14 
4,16,16,128,2,1,62,11.18 
4,32,8,128,2,1,62,11.17 
4,64,4,128,2,1,62,11.18 
4,128,2,128,2,1,62,11.18 
4,256,1,128,2,1,54,11.17 
8,1,128,128,2,1,46,11.11 
8,2,64,128,2,1,62,11.18 
8,4,32,128,2,1,62,11.18 
8,8,16,128,2,1,62,11.19 
8,16,8,128,2,1,62,11.21 
8,32,4,128,2,1,62,11.19 
8,64,2,128,2,1,62,11.18 
8,128,1,128,2,1,54,11.16 
16,1,64,128,2,1,46,11.18 
16,2,32,128,2,1,62,11.17 
16,4,16,128,2,1,62,11.15 
16,8,8,128,2,1,62,11.17 
16,16,4,128,2,1,62,11.17 
16,32,2,128,2,1,62,11.17 
16,64,1,128,2,1,54,11.16 
32,1,32,128,2,1,46,11.13 
32,2,16,128,2,1,62,11.13 
32,4,8,128,2,1,62,11.18 
32,8,4,128,2,1,62,11.21 
32,16,2,128,2,1,62,11.2 
32,32,1,128,2,1,54,11.15 
64,1,16,128,2,1,46,11.18 
64,2,8,128,2,1,62,11.17 
64,4,4,128,2,1,62,11.22 
64,8,2,128,2,1,62,11.15 
64,16,1,128,2,1,54,11.19 
128,1,8,128,2,1,46,11.16 
128,2,4,128,2,1,62,11.17 
128,4,2,128,2,1,62,11.17 
128,8,1,128,2,1,54,11.21 
256,1,4,128,2,1,46,11.15 
256,2,2,128,2,1,62,11.17 
256,4,1,128,2,1,54,11.2 
512,1,2,128,2,1,46,11.18 
512,2,1,128,2,1,54,11.21 
1024,1,1,128,2,1,38,11.15 
1,1,512,256,2,1,14,5.78 
1,2,256,256,2,1,30,5.79 
1,4,128,256,2,1,30,5.79 
1,8,64,256,2,1,30,5.79 
1,16,32,256,2,1,30,5.79 
1,32,16,256,2,1,30,5.8 
1,64,8,256,2,1,30,5.78 
1,128,4,256,2,1,30,5.79 
1,256,2,256,2,1,30,5.79 
1,512,1,256,2,1,22,5.78 
2,1,256,256,2,1,46,5.79 
2,2,128,256,2,1,62,5.79 
2,4,64,256,2,1,62,5.79 
2,8,32,256,2,1,62,5.8 
2,16,16,256,2,1,62,5.79 
2,32,8,256,2,1,62,5.79 
2,64,4,256,2,1,62,5.79 
2,128,2,256,2,1,62,5.79 
2,256,1,256,2,1,54,5.81 
4,1,128,256,2,1,46,5.78 
4,2,64,256,2,1,62,5.79 
4,4,32,256,2,1,62,5.78 
4,8,16,256,2,1,62,5.79 
4,16,8,256,2,1,62,5.79 
4,32,4,256,2,1,62,5.77 
4,64,2,256,2,1,62,5.79 
4,128,1,256,2,1,54,5.81 
8,1,64,256,2,1,46,5.79 
8,2,32,256,2,1,62,5.79 
8,4,16,256,2,1,62,5.79 
8,8,8,256,2,1,62,5.81 
8,16,4,256,2,1,62,5.79 
8,32,2,256,2,1,62,5.79 
8,64,1,256,2,1,54,5.82 
16,1,32,256,2,1,46,5.77 
16,2,16,256,2,1,62,5.8 
16,4,8,256,2,1,62,5.77 
16,8,4,256,2,1,62,5.8 
16,16,2,256,2,1,62,5.81 
16,32,1,256,2,1,54,5.83 
32,1,16,256,2,1,46,5.8 
32,2,8,256,2,1,62,5.78 
32,4,4,256,2,1,62,5.79 
32,8,2,256,2,1,62,5.82 
32,16,1,256,2,1,54,5.82 
64,1,8,256,2,1,46,5.79 
64,2,4,256,2,1,62,5.81 
64,4,2,256,2,1,62,5.79 
64,8,1,256,2,1,54,5.79 
128,1,4,256,2,1,46,5.79 
128,2,2,256,2,1,62,5.79 
128,4,1,256,2,1,54,5.8 
256,1,2,256,2,1,46,5.79 
256,2,1,256,2,1,54,5.77 
512,1,1,256,2,1,38,5.79 
1,1,256,512,2,1,14,5.8 
1,2,128,512,2,1,30,5.75 
1,4,64,512,2,1,30,5.77 
1,8,32,512,2,1,30,5.79 
1,16,16,512,2,1,30,5.77 
1,32,8,512,2,1,30,5.76 
1,64,4,512,2,1,30,5.75 
1,128,2,512,2,1,30,5.77 
1,256,1,512,2,1,22,5.77 
2,1,128,512,2,1,46,5.77 
2,2,64,512,2,1,62,5.77 
2,4,32,512,2,1,62,5.76 
2,8,16,512,2,1,62,5.77 
2,16,8,512,2,1,62,5.77 
2,32,4,512,2,1,62,5.77 
2,64,2,512,2,1,62,5.77 
2,128,1,512,2,1,54,5.79 
4,1,64,512,2,1,46,5.77 
4,2,32,512,2,1,62,5.77 
4,4,16,512,2,1,62,5.77 
4,8,8,512,2,1,62,5.75 
4,16,4,512,2,1,62,5.77 
4,32,2,512,2,1,62,5.78 
4,64,1,512,2,1,54,5.78 
8,1,32,512,2,1,46,5.78 
8,2,16,512,2,1,62,5.77 
8,4,8,512,2,1,62,5.72 
8,8,4,512,2,1,62,5.76 
8,16,2,512,2,1,62,5.78 
8,32,1,512,2,1,54,5.79 
16,1,16,512,2,1,46,5.78 
16,2,8,512,2,1,62,5.75 
16,4,4,512,2,1,62,5.77 
16,8,2,512,2,1,62,5.77 
16,16,1,512,2,1,54,5.79 
32,1,8,512,2,1,46,5.77 
32,2,4,512,2,1,62,5.78 
32,4,2,512,2,1,62,5.77 
32,8,1,512,2,1,54,5.78 
64,1,4,512,2,1,46,5.77 
64,2,2,512,2,1,62,5.76 
64,4,1,512,2,1,54,5.78 
128,1,2,512,2,1,46,5.76 
128,2,1,512,2,1,54,5.77 
256,1,1,512,2,1,38,5.78 
1,1,8192,8,4,1,14,58.11 
1,2,4096,8,4,1,30,58.1 
1,4,2048,8,4,1,30,58.26 
1,8,1024,8,4,1,30,58.57 
1,16,512,8,4,1,30,58.41 
1,32,256,8,4,1,30,58.24 
1,64,128,8,4,1,30,58.63 
1,128,64,8,4,1,30,58.09 
1,256,32,8,4,1,30,58.35 
1,512,16,8,4,1,30,58.26 
1,1024,8,8,4,1,30,58.01 
1,2048,4,8,4,1,30,58.3 
1,4096,2,8,4,1,30,58.22 
1,8192,1,8,4,1,22,58.24 
2,1,4096,8,4,1,46,58.35 
2,2,2048,8,4,1,62,58.15 
2,4,1024,8,4,1,62,58.15 
2,8,512,8,4,1,62,58.56 
2,16,256,8,4,1,62,58.2 
2,32,128,8,4,1,62,58.23 
2,64,64,8,4,1,62,58.37 
2,128,32,8,4,1,62,58.54 
2,256,16,8,4,1,62,58.12 
2,512,8,8,4,1,62,58.02 
2,1024,4,8,4,1,62,58.08 
2,2048,2,8,4,1,62,58.73 
2,4096,1,8,4,1,54,58.08 
4,1,2048,8,4,1,46,58.63 
4,2,1024,8,4,1,62,58.09 
4,4,512,8,4,1,62,58.28 
4,8,256,8,4,1,62,58.3 
4,16,128,8,4,1,62,58.0 
4,32,64,8,4,1,62,58.21 
4,64,32,8,4,1,62,58.22 
4,128,16,8,4,1,62,58.44 
4,256,8,8,4,1,62,58.23 
4,512,4,8,4,1,62,58.06 
4,1024,2,8,4,1,62,58.61 
4,2048,1,8,4,1,54,58.22 
8,1,1024,8,4,1,46,58.09 
8,2,512,8,4,1,62,58.12 
8,4,256,8,4,1,62,58.19 
8,8,128,8,4,1,62,58.09 
8,16,64,8,4,1,62,58.22 
8,32,32,8,4,1,62,58.44 
8,64,16,8,4,1,62,57.87 
8,128,8,8,4,1,62,58.34 
8,256,4,8,4,1,62,58.13 
8,512,2,8,4,1,62,58.45 
8,1024,1,8,4,1,54,58.54 
16,1,512,8,4,1,46,57.89 
16,2,256,8,4,1,62,58.36 
16,4,128,8,4,1,62,58.47 
16,8,64,8,4,1,62,58.48 
16,16,32,8,4,1,62,58.61 
16,32,16,8,4,1,62,58.21 
16,64,8,8,4,1,62,58.48 
16,128,4,8,4,1,62,58.41 
16,256,2,8,4,1,62,58.48 
16,512,1,8,4,1,54,58.02 
32,1,256,8,4,1,46,58.13 
32,2,128,8,4,1,62,58.53 
32,4,64,8,4,1,62,58.1 
32,8,32,8,4,1,62,58.28 
32,16,16,8,4,1,62,58.45 
32,32,8,8,4,1,62,58.18 
32,64,4,8,4,1,62,58.28 
32,128,2,8,4,1,62,58.48 
32,256,1,8,4,1,54,58.4 
64,1,128,8,4,1,46,58.11 
64,2,64,8,4,1,62,58.08 
64,4,32,8,4,1,62,58.67 
64,8,16,8,4,1,62,58.26 
64,16,8,8,4,1,62,58.34 
64,32,4,8,4,1,62,58.47 
64,64,2,8,4,1,62,58.34 
64,128,1,8,4,1,54,58.16 
128,1,64,8,4,1,46,58.55 
128,2,32,8,4,1,62,58.23 
128,4,16,8,4,1,62,58.5 
128,8,8,8,4,1,62,58.49 
128,16,4,8,4,1,62,58.58 
128,32,2,8,4,1,62,58.0 
128,64,1,8,4,1,54,58.04 
256,1,32,8,4,1,46,58.36 
256,2,16,8,4,1,62,58.36 
256,4,8,8,4,1,62,58.39 
256,8,4,8,4,1,62,58.29 
256,16,2,8,4,1,62,58.23 
256,32,1,8,4,1,54,58.13 
512,1,16,8,4,1,46,58.36 
512,2,8,8,4,1,62,57.7 
512,4,4,8,4,1,62,57.95 
512,8,2,8,4,1,62,58.13 
512,16,1,8,4,1,54,58.11 
1024,1,8,8,4,1,46,57.72 
1024,2,4,8,4,1,62,58.64 
1024,4,2,8,4,1,62,58.16 
1024,8,1,8,4,1,54,57.9 
2048,1,4,8,4,1,46,58.23 
2048,2,2,8,4,1,62,58.24 
2048,4,1,8,4,1,54,58.09 
4096,1,2,8,4,1,46,57.76 
4096,2,1,8,4,1,54,58.23 
8192,1,1,8,4,1,38,58.3 
1,1,4096,16,4,1,14,32.56 
1,2,2048,16,4,1,30,32.48 
1,4,1024,16,4,1,30,32.52 
1,8,512,16,4,1,30,32.59 
1,16,256,16,4,1,30,32.43 
1,32,128,16,4,1,30,32.61 
1,64,64,16,4,1,30,32.6 
1,128,32,16,4,1,30,32.37 
1,256,16,16,4,1,30,32.5 
1,512,8,16,4,1,30,32.33 
1,1024,4,16,4,1,30,32.62 
1,2048,2,16,4,1,30,32.39 
1,4096,1,16,4,1,22,32.62 
2,1,2048,16,4,1,46,32.46 
2,2,1024,16,4,1,62,32.51 
2,4,512,16,4,1,62,32.5 
2,8,256,16,4,1,62,32.45 
2,16,128,16,4,1,62,31.58 
2,32,64,16,4,1,62,32.53 
2,64,32,16,4,1,62,32.48 
2,128,16,16,4,1,62,32.48 
2,256,8,16,4,1,62,32.51 
2,512,4,16,4,1,62,32.51 
2,1024,2,16,4,1,62,32.52 
2,2048,1,16,4,1,54,32.53 
4,1,1024,16,4,1,46,32.51 
4,2,512,16,4,1,62,32.5 
4,4,256,16,4,1,62,32.44 
4,8,128,16,4,1,62,33.02 
4,16,64,16,4,1,62,32.36 
4,32,32,16,4,1,62,32.22 
4,64,16,16,4,1,62,32.55 
4,128,8,16,4,1,62,32.52 
4,256,4,16,4,1,62,32.54 
4,512,2,16,4,1,62,32.66 
4,1024,1,16,4,1,54,32.49 
8,1,512,16,4,1,46,32.42 
8,2,256,16,4,1,62,32.59 
8,4,128,16,4,1,62,32.47 
8,8,64,16,4,1,62,32.49 
8,16,32,16,4,1,62,32.41 
8,32,16,16,4,1,62,31.56 
8,64,8,16,4,1,62,32.44 
8,128,4,16,4,1,62,32.57 
8,256,2,16,4,1,62,32.5 
8,512,1,16,4,1,54,32.65 
16,1,256,16,4,1,46,32.49 
16,2,128,16,4,1,62,32.93 
16,4,64,16,4,1,62,32.45 
16,8,32,16,4,1,62,32.84 
16,16,16,16,4,1,62,32.42 
16,32,8,16,4,1,62,32.54 
16,64,4,16,4,1,62,32.52 
16,128,2,16,4,1,62,32.63 
16,256,1,16,4,1,54,32.69 
32,1,128,16,4,1,46,32.59 
32,2,64,16,4,1,62,32.9 
32,4,32,16,4,1,62,32.54 
32,8,16,16,4,1,62,32.59 
32,16,8,16,4,1,62,33.0 
32,32,4,16,4,1,62,32.63 
32,64,2,16,4,1,62,32.5 
32,128,1,16,4,1,54,32.69 
64,1,64,16,4,1,46,31.95 
64,2,32,16,4,1,62,32.53 
64,4,16,16,4,1,62,32.57 
64,8,8,16,4,1,62,32.48 
64,16,4,16,4,1,62,33.03 
64,32,2,16,4,1,62,32.46 
64,64,1,16,4,1,54,32.68 
128,1,32,16,4,1,46,32.58 
128,2,16,16,4,1,62,32.45 
128,4,8,16,4,1,62,32.55 
128,8,4,16,4,1,62,32.6 
128,16,2,16,4,1,62,32.57 
128,32,1,16,4,1,54,32.54 
256,1,16,16,4,1,46,32.51 
256,2,8,16,4,1,62,32.84 
256,4,4,16,4,1,62,32.55 
256,8,2,16,4,1,62,32.64 
256,16,1,16,4,1,54,32.53 
512,1,8,16,4,1,46,33.06 
512,2,4,16,4,1,62,32.49 
512,4,2,16,4,1,62,32.5 
512,8,1,16,4,1,54,32.49 
1024,1,4,16,4,1,46,32.56 
1024,2,2,16,4,1,62,32.55 
1024,4,1,16,4,1,54,32.6 
2048,1,2,16,4,1,46,32.61 
2048,2,1,16,4,1,54,33.02 
4096,1,1,16,4,1,38,32.36 
1,1,2048,32,4,1,14,18.82 
1,2,1024,32,4,1,30,19.05 
1,4,512,32,4,1,30,18.86 
1,8,256,32,4,1,30,18.98 
1,16,128,32,4,1,30,18.73 
1,32,64,32,4,1,30,19.02 
1,64,32,32,4,1,30,18.93 
1,128,16,32,4,1,30,19.33 
1,256,8,32,4,1,30,19.35 
1,512,4,32,4,1,30,19.34 
1,1024,2,32,4,1,30,18.89 
1,2048,1,32,4,1,22,18.88 
2,1,1024,32,4,1,46,18.91 
2,2,512,32,4,1,62,19.24 
2,4,256,32,4,1,62,18.71 
2,8,128,32,4,1,62,18.81 
2,16,64,32,4,1,62,19.1 
2,32,32,32,4,1,62,18.96 
2,64,16,32,4,1,62,18.91 
2,128,8,32,4,1,62,19.11 
2,256,4,32,4,1,62,18.87 
2,512,2,32,4,1,62,19.21 
2,1024,1,32,4,1,54,19.04 
4,1,512,32,4,1,46,18.93 
4,2,256,32,4,1,62,19.04 
4,4,128,32,4,1,62,19.0 
4,8,64,32,4,1,62,19.13 
4,16,32,32,4,1,62,18.76 
4,32,16,32,4,1,62,18.92 
4,64,8,32,4,1,62,19.01 
4,128,4,32,4,1,62,19.22 
4,256,2,32,4,1,62,19.45 
4,512,1,32,4,1,54,19.3 
8,1,256,32,4,1,46,19.33 
8,2,128,32,4,1,62,18.94 
8,4,64,32,4,1,62,19.38 
8,8,32,32,4,1,62,19.28 
8,16,16,32,4,1,62,18.94 
8,32,8,32,4,1,62,18.87 
8,64,4,32,4,1,62,19.0 
8,128,2,32,4,1,62,18.97 
8,256,1,32,4,1,54,19.0 
16,1,128,32,4,1,46,19.01 
16,2,64,32,4,1,62,19.03 
16,4,32,32,4,1,62,18.91 
16,8,16,32,4,1,62,18.89 
16,16,8,32,4,1,62,19.18 
16,32,4,32,4,1,62,19.31 
16,64,2,32,4,1,62,18.92 
16,128,1,32,4,1,54,18.99 
32,1,64,32,4,1,46,19.01 
32,2,32,32,4,1,62,18.76 
32,4,16,32,4,1,62,19.03 
32,8,8,32,4,1,62,19.22 
32,16,4,32,4,1,62,18.67 
32,32,2,32,4,1,62,19.04 
32,64,1,32,4,1,54,19.47 
64,1,32,32,4,1,46,19.33 
64,2,16,32,4,1,62,19.02 
64,4,8,32,4,1,62,18.97 
64,8,4,32,4,1,62,19.29 
64,16,2,32,4,1,62,18.94 
64,32,1,32,4,1,54,18.99 
128,1,16,32,4,1,46,19.5 
128,2,8,32,4,1,62,18.9 
128,4,4,32,4,1,62,19.0 
128,8,2,32,4,1,62,18.89 
128,16,1,32,4,1,54,19.45 
256,1,8,32,4,1,46,19.37 
256,2,4,32,4,1,62,19.04 
256,4,2,32,4,1,62,18.94 
256,8,1,32,4,1,54,18.92 
512,1,4,32,4,1,46,18.92 
512,2,2,32,4,1,62,19.17 
512,4,1,32,4,1,54,19.03 
1024,1,2,32,4,1,46,19.05 
1024,2,1,32,4,1,54,19.03 
2048,1,1,32,4,1,38,18.95 
1,1,1024,64,4,1,14,11.18 
1,2,512,64,4,1,30,11.19 
1,4,256,64,4,1,30,11.16 
1,8,128,64,4,1,30,11.15 
1,16,64,64,4,1,30,11.15 
1,32,32,64,4,1,30,11.04 
1,64,16,64,4,1,30,11.17 
1,128,8,64,4,1,30,11.19 
1,256,4,64,4,1,30,11.17 
1,512,2,64,4,1,30,11.16 
1,1024,1,64,4,1,22,10.96 
2,1,512,64,4,1,46,11.15 
2,2,256,64,4,1,62,11.18 
2,4,128,64,4,1,62,11.16 
2,8,64,64,4,1,62,11.17 
2,16,32,64,4,1,62,11.2 
2,32,16,64,4,1,62,11.17 
2,64,8,64,4,1,62,11.16 
2,128,4,64,4,1,62,11.18 
2,256,2,64,4,1,62,11.16 
2,512,1,64,4,1,54,11.16 
4,1,256,64,4,1,46,11.19 
4,2,128,64,4,1,62,11.15 
4,4,64,64,4,1,62,11.19 
4,8,32,64,4,1,62,11.21 
4,16,16,64,4,1,62,11.17 
4,32,8,64,4,1,62,11.19 
4,64,4,64,4,1,62,11.19 
4,128,2,64,4,1,62,11.18 
4,256,1,64,4,1,54,11.15 
8,1,128,64,4,1,46,11.19 
8,2,64,64,4,1,62,11.22 
8,4,32,64,4,1,62,11.17 
8,8,16,64,4,1,62,11.18 
8,16,8,64,4,1,62,11.17 
8,32,4,64,4,1,62,11.15 
8,64,2,64,4,1,62,11.17 
8,128,1,64,4,1,54,11.14 
16,1,64,64,4,1,46,11.19 
16,2,32,64,4,1,62,11.17 
16,4,16,64,4,1,62,11.17 
16,8,8,64,4,1,62,11.17 
16,16,4,64,4,1,62,11.18 
16,32,2,64,4,1,62,11.15 
16,64,1,64,4,1,54,11.19 
32,1,32,64,4,1,46,11.14 
32,2,16,64,4,1,62,11.17 
32,4,8,64,4,1,62,11.19 
32,8,4,64,4,1,62,11.2 
32,16,2,64,4,1,62,11.18 
32,32,1,64,4,1,54,11.2 
64,1,16,64,4,1,46,11.14 
64,2,8,64,4,1,62,11.19 
64,4,4,64,4,1,62,11.2 
64,8,2,64,4,1,62,11.17 
64,16,1,64,4,1,54,11.21 
128,1,8,64,4,1,46,11.15 
128,2,4,64,4,1,62,11.2 
128,4,2,64,4,1,62,11.21 
128,8,1,64,4,1,54,11.19 
256,1,4,64,4,1,46,11.11 
256,2,2,64,4,1,62,11.17 
256,4,1,64,4,1,54,11.2 
512,1,2,64,4,1,46,11.2 
512,2,1,64,4,1,54,11.21 
1024,1,1,64,4,1,38,11.18 
1,1,512,128,4,1,14,5.8 
1,2,256,128,4,1,30,5.78 
1,4,128,128,4,1,30,5.78 
1,8,64,128,4,1,30,5.79 
1,16,32,128,4,1,30,5.79 
1,32,16,128,4,1,30,5.79 
1,64,8,128,4,1,30,5.79 
1,128,4,128,4,1,30,5.79 
1,256,2,128,4,1,30,5.79 
1,512,1,128,4,1,22,5.79 
2,1,256,128,4,1,46,5.79 
2,2,128,128,4,1,62,5.79 
2,4,64,128,4,1,62,5.8 
2,8,32,128,4,1,62,5.8 
2,16,16,128,4,1,62,5.81 
2,32,8,128,4,1,62,5.79 
2,64,4,128,4,1,62,5.79 
2,128,2,128,4,1,62,5.79 
2,256,1,128,4,1,54,5.79 
4,1,128,128,4,1,46,5.78 
4,2,64,128,4,1,62,5.79 
4,4,32,128,4,1,62,5.74 
4,8,16,128,4,1,62,5.78 
4,16,8,128,4,1,62,5.79 
4,32,4,128,4,1,62,5.8 
4,64,2,128,4,1,62,5.8 
4,128,1,128,4,1,54,5.79 
8,1,64,128,4,1,46,5.78 
8,2,32,128,4,1,62,5.8 
8,4,16,128,4,1,62,5.79 
8,8,8,128,4,1,62,5.79 
8,16,4,128,4,1,62,5.81 
8,32,2,128,4,1,62,5.79 
8,64,1,128,4,1,54,5.79 
16,1,32,128,4,1,46,5.78 
16,2,16,128,4,1,62,5.79 
16,4,8,128,4,1,62,5.8 
16,8,4,128,4,1,62,5.8 
16,16,2,128,4,1,62,5.79 
16,32,1,128,4,1,54,5.78 
32,1,16,128,4,1,46,5.78 
32,2,8,128,4,1,62,5.79 
32,4,4,128,4,1,62,5.79 
32,8,2,128,4,1,62,5.8 
32,16,1,128,4,1,54,5.78 
64,1,8,128,4,1,46,5.78 
64,2,4,128,4,1,62,5.79 
64,4,2,128,4,1,62,5.79 
64,8,1,128,4,1,54,5.79 
128,1,4,128,4,1,46,5.82 
128,2,2,128,4,1,62,5.8 
128,4,1,128,4,1,54,5.79 
256,1,2,128,4,1,46,5.79 
256,2,1,128,4,1,54,5.79 
512,1,1,128,4,1,38,5.79 
1,1,256,256,4,1,14,5.78 
1,2,128,256,4,1,30,5.77 
1,4,64,256,4,1,30,5.77 
1,8,32,256,4,1,30,5.77 
1,16,16,256,4,1,30,5.77 
1,32,8,256,4,1,30,5.79 
1,64,4,256,4,1,30,5.76 
1,128,2,256,4,1,30,5.76 
1,256,1,256,4,1,22,5.76 
2,1,128,256,4,1,46,5.77 
2,2,64,256,4,1,62,5.77 
2,4,32,256,4,1,62,5.75 
2,8,16,256,4,1,62,5.76 
2,16,8,256,4,1,62,5.76 
2,32,4,256,4,1,62,5.77 
2,64,2,256,4,1,62,5.77 
2,128,1,256,4,1,54,5.77 
4,1,64,256,4,1,46,5.77 
4,2,32,256,4,1,62,5.76 
4,4,16,256,4,1,62,5.78 
4,8,8,256,4,1,62,5.78 
4,16,4,256,4,1,62,5.77 
4,32,2,256,4,1,62,5.77 
4,64,1,256,4,1,54,5.78 
8,1,32,256,4,1,46,5.77 
8,2,16,256,4,1,62,5.77 
8,4,8,256,4,1,62,5.77 
8,8,4,256,4,1,62,5.77 
8,16,2,256,4,1,62,5.76 
8,32,1,256,4,1,54,5.76 
16,1,16,256,4,1,46,5.77 
16,2,8,256,4,1,62,5.77 
16,4,4,256,4,1,62,5.76 
16,8,2,256,4,1,62,5.76 
16,16,1,256,4,1,54,5.76 
32,1,8,256,4,1,46,5.78 
32,2,4,256,4,1,62,5.76 
32,4,2,256,4,1,62,5.76 
32,8,1,256,4,1,54,5.77 
64,1,4,256,4,1,46,5.77 
64,2,2,256,4,1,62,5.77 
64,4,1,256,4,1,54,5.75 
128,1,2,256,4,1,46,5.77 
128,2,1,256,4,1,54,5.76 
256,1,1,256,4,1,38,5.77 
1,1,8192,4,8,1,14,58.28 
1,2,4096,4,8,1,30,58.19 
1,4,2048,4,8,1,30,58.26 
1,8,1024,4,8,1,30,58.43 
1,16,512,4,8,1,30,58.4 
1,32,256,4,8,1,30,57.62 
1,64,128,4,8,1,30,58.6 
1,128,64,4,8,1,30,57.76 
1,256,32,4,8,1,30,58.36 
1,512,16,4,8,1,30,57.85 
1,1024,8,4,8,1,30,57.82 
1,2048,4,4,8,1,30,57.7 
1,4096,2,4,8,1,30,57.62 
1,8192,1,4,8,1,22,57.96 
2,1,4096,4,8,1,46,57.94 
2,2,2048,4,8,1,62,58.42 
2,4,1024,4,8,1,62,58.66 
2,8,512,4,8,1,62,57.88 
2,16,256,4,8,1,62,58.31 
2,32,128,4,8,1,62,58.27 
2,64,64,4,8,1,62,57.8 
2,128,32,4,8,1,62,58.11 
2,256,16,4,8,1,62,58.15 
2,512,8,4,8,1,62,58.4 
2,1024,4,4,8,1,62,57.74 
2,2048,2,4,8,1,62,58.44 
2,4096,1,4,8,1,54,58.26 
4,1,2048,4,8,1,46,58.57 
4,2,1024,4,8,1,62,58.22 
4,4,512,4,8,1,62,58.41 
4,8,256,4,8,1,62,58.34 
4,16,128,4,8,1,62,58.25 
4,32,64,4,8,1,62,57.66 
4,64,32,4,8,1,62,58.47 
4,128,16,4,8,1,62,57.76 
4,256,8,4,8,1,62,58.04 
4,512,4,4,8,1,62,57.93 
4,1024,2,4,8,1,62,58.09 
4,2048,1,4,8,1,54,58.5 
8,1,1024,4,8,1,46,58.61 
8,2,512,4,8,1,62,58.27 
8,4,256,4,8,1,62,58.0 
8,8,128,4,8,1,62,58.0 
8,16,64,4,8,1,62,58.39 
8,32,32,4,8,1,62,58.26 
8,64,16,4,8,1,62,58.29 
8,128,8,4,8,1,62,58.38 
8,256,4,4,8,1,62,58.21 
8,512,2,4,8,1,62,57.8 
8,1024,1,4,8,1,54,57.85 
16,1,512,4,8,1,46,58.21 
16,2,256,4,8,1,62,58.34 
16,4,128,4,8,1,62,58.2 
16,8,64,4,8,1,62,57.86 
16,16,32,4,8,1,62,58.18 
16,32,16,4,8,1,62,58.41 
16,64,8,4,8,1,62,58.33 
16,128,4,4,8,1,62,58.44 
16,256,2,4,8,1,62,58.77 
16,512,1,4,8,1,54,58.52 
32,1,256,4,8,1,46,58.06 
32,2,128,4,8,1,62,57.71 
32,4,64,4,8,1,62,58.62 
32,8,32,4,8,1,62,58.47 
32,16,16,4,8,1,62,58.12 
32,32,8,4,8,1,62,58.23 
32,64,4,4,8,1,62,58.21 
32,128,2,4,8,1,62,58.08 
32,256,1,4,8,1,54,58.08 
64,1,128,4,8,1,46,58.26 
64,2,64,4,8,1,62,58.24 
64,4,32,4,8,1,62,58.35 
64,8,16,4,8,1,62,58.42 
64,16,8,4,8,1,62,58.06 
64,32,4,4,8,1,62,57.99 
64,64,2,4,8,1,62,58.19 
64,128,1,4,8,1,54,57.99 
128,1,64,4,8,1,46,58.46 
128,2,32,4,8,1,62,58.49 
128,4,16,4,8,1,62,58.44 
128,8,8,4,8,1,62,58.51 
128,16,4,4,8,1,62,58.69 
128,32,2,4,8,1,62,58.36 
128,64,1,4,8,1,54,58.0 
256,1,32,4,8,1,46,58.05 
256,2,16,4,8,1,62,58.1 
256,4,8,4,8,1,62,58.31 
256,8,4,4,8,1,62,58.64 
256,16,2,4,8,1,62,58.51 
256,32,1,4,8,1,54,57.51 
512,1,16,4,8,1,46,57.96 
512,2,8,4,8,1,62,57.52 
512,4,4,4,8,1,62,58.24 
512,8,2,4,8,1,62,58.39 
512,16,1,4,8,1,54,58.14 
1024,1,8,4,8,1,46,58.22 
1024,2,4,4,8,1,62,58.44 
1024,4,2,4,8,1,62,58.61 
1024,8,1,4,8,1,54,57.86 
2048,1,4,4,8,1,46,58.33 
2048,2,2,4,8,1,62,58.46 
2048,4,1,4,8,1,54,58.27 
4096,1,2,4,8,1,46,58.31 
4096,2,1,4,8,1,54,58.15 
8192,1,1,4,8,1,38,58.16 
1,1,4096,8,8,1,14,32.54 
1,2,2048,8,8,1,30,32.43 
1,4,1024,8,8,1,30,32.47 
1,8,512,8,8,1,30,32.53 
1,16,256,8,8,1,30,32.05 
1,32,128,8,8,1,30,32.65 
1,64,64,8,8,1,30,32.55 
1,128,32,8,8,1,30,32.73 
1,256,16,8,8,1,30,32.43 
1,512,8,8,8,1,30,32.6 
1,1024,4,8,8,1,30,32.52 
1,2048,2,8,8,1,30,32.27 
1,4096,1,8,8,1,22,32.1 
2,1,2048,8,8,1,46,32.0 
2,2,1024,8,8,1,62,32.8 
2,4,512,8,8,1,62,32.09 
2,8,256,8,8,1,62,32.84 
2,16,128,8,8,1,62,32.33 
2,32,64,8,8,1,62,32.54 
2,64,32,8,8,1,62,32.92 
2,128,16,8,8,1,62,32.43 
2,256,8,8,8,1,62,32.56 
2,512,4,8,8,1,62,32.15 
2,1024,2,8,8,1,62,32.1 
