gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,1,8192,32,1,1,0,98.77
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,2,4096,32,1,1,0,98.85
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,4,2048,32,1,1,0,98.74
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,8,1024,32,1,1,0,98.76
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,16,512,32,1,1,0,98.74
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,32,256,32,1,1,0,98.77
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,64,128,32,1,1,0,98.81
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,128,64,32,1,1,0,98.82
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,256,32,32,1,1,0,98.73
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,512,16,32,1,1,0,98.81
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,1024,8,32,1,1,0,98.85
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,2048,4,32,1,1,0,98.74
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,4096,2,32,1,1,0,98.7
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
1,8192,1,32,1,1,0,98.75
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,1,4096,32,1,1,0,98.71
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,2,2048,32,1,1,0,98.74
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,4,1024,32,1,1,0,98.83
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,8,512,32,1,1,0,98.82
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,16,256,32,1,1,0,98.77
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,32,128,32,1,1,0,98.72
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,64,64,32,1,1,0,98.82
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,128,32,32,1,1,0,98.75
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,256,16,32,1,1,0,98.79
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,512,8,32,1,1,0,98.87
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,1024,4,32,1,1,0,98.74
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,2048,2,32,1,1,0,98.73
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
2,4096,1,32,1,1,0,98.7
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,1,2048,32,1,1,0,98.69
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,2,1024,32,1,1,0,98.87
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,4,512,32,1,1,0,98.7
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,8,256,32,1,1,0,98.73
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,16,128,32,1,1,0,98.79
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,32,64,32,1,1,0,98.87
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,64,32,32,1,1,0,98.76
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,128,16,32,1,1,0,98.76
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,256,8,32,1,1,0,98.68
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,512,4,32,1,1,0,98.82
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,1024,2,32,1,1,0,98.76
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
4,2048,1,32,1,1,0,98.8
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,1,1024,32,1,1,0,98.62
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,2,512,32,1,1,0,98.72
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,4,256,32,1,1,0,98.68
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,8,128,32,1,1,0,98.76
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,16,64,32,1,1,0,98.73
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,32,32,32,1,1,0,98.61
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,64,16,32,1,1,0,98.64
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,128,8,32,1,1,0,98.73
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,256,4,32,1,1,0,98.69
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,512,2,32,1,1,0,98.67
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
8,1024,1,32,1,1,0,98.76
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,1,512,32,1,1,0,98.8
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,2,256,32,1,1,0,98.71
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,4,128,32,1,1,0,98.71
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,8,64,32,1,1,0,98.77
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,16,32,32,1,1,0,98.62
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,32,16,32,1,1,0,98.75
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,64,8,32,1,1,0,98.62
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,128,4,32,1,1,0,98.75
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,256,2,32,1,1,0,98.75
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
16,512,1,32,1,1,0,98.6
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
32,1,256,32,1,1,0,98.64
gx,gy,gz,bx,by,bz,gpuId,smefficiency 
