Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
0,8,1,2,4,4,16,0,6.9
0,8,2,4,8,8,1,0,9.56
0,2,4,8,2,4,8,0,10.03
0,4,1,2,4,4,32,0,4.83
0,4,1,2,1,16,32,0,4.8
0,16,1,4,4,2,8,0,9.43
0,4,8,1,32,4,1,0,9.38
0,32,1,2,32,2,1,0,9.42
0,1,8,1,16,32,1,0,4.8
0,2,1,4,8,32,2,0,4.84
0,2,32,1,1,8,8,0,11.12
0,4,16,2,8,1,4,0,13.07
0,4,2,2,8,8,4,0,6.98
0,4,8,2,1,4,16,0,9.82
0,4,4,1,32,4,2,0,6.71
0,1,4,1,2,128,4,0,3.86
0,1,4,1,4,8,32,0,3.86
0,1,1,8,256,2,1,0,4.79
0,2,1,2,256,1,4,0,3.83
0,1,16,1,1,64,4,0,6.64
0,2,4,1,16,4,8,0,4.84
0,8,1,4,4,1,32,0,9.17
0,1,8,1,4,8,16,0,4.81
0,2,1,32,1,1,64,0,9.15
0,4,1,2,4,128,1,0,4.77
0,16,1,4,1,32,2,0,10.03
0,2,8,1,4,64,1,0,6.69
0,8,16,1,1,1,32,0,14.49
0,8,1,1,256,2,1,0,4.73
0,2,4,16,4,1,8,0,15.04
0,2,4,8,8,1,8,0,9.57
0,1,64,2,2,1,16,0,15.16
0,2,32,1,1,16,4,0,9.54
0,1,1,8,256,1,2,0,4.9
0,2,16,1,1,8,16,0,10.09
0,16,1,4,8,1,8,0,9.12
0,32,1,1,16,2,4,0,9.71
0,64,1,1,8,2,4,0,10.79
0,2,4,2,8,4,8,0,6.99
0,2,2,2,8,32,2,0,4.95
0,32,1,4,16,2,1,0,13.15
0,64,1,1,64,1,1,0,8.97
0,2,2,8,2,2,32,0,10.06
0,1,16,4,8,2,4,0,9.5
0,32,2,1,2,16,2,0,9.48
0,16,2,2,4,2,8,0,10.6
0,2,1,64,1,8,4,0,13.38
0,2,1,64,2,16,1,0,13.23
0,1,2,32,16,1,4,0,10.32
0,1,1,16,4,64,1,0,6.72
0,64,1,1,4,2,8,0,9.58
0,4,2,4,128,1,1,0,10.38
0,2,16,2,16,4,1,0,9.58
0,2,4,2,32,8,1,0,6.75
0,16,2,1,4,32,1,0,9.48
0,2,4,8,4,8,2,0,11.2
0,2,8,1,32,1,8,0,7.15
0,4,8,2,2,1,32,0,9.46
0,2,1,8,8,8,4,0,7.08
0,4,1,2,64,4,2,0,5.05
0,4,4,4,4,2,8,0,10.41
0,16,2,1,1,128,1,0,10.08
0,4,2,1,16,32,1,0,5.05
0,8,1,8,2,1,32,0,9.12
0,16,1,1,1,64,4,0,6.46
0,1,1,32,8,1,16,0,9.28
0,16,1,4,8,2,4,0,9.57
0,4,2,1,2,128,2,0,4.81
0,4,4,1,16,1,16,0,6.64
0,1,1,16,2,4,32,0,6.73
0,8,2,4,1,8,8,0,10.04
0,1,16,1,4,4,16,0,6.67
0,1,4,32,8,1,4,0,13.38
0,1,32,1,2,4,16,0,9.41
0,4,1,4,32,1,8,0,6.52
0,1,4,4,4,1,64,0,6.69
0,8,4,4,2,8,2,0,13.19
0,4,2,1,2,16,16,0,4.84
0,2,16,1,1,4,32,0,10.37
0,2,16,4,16,1,2,0,13.13
0,64,1,1,8,8,1,0,9.27
0,1,64,2,16,2,1,0,13.09
0,2,1,4,8,2,32,0,4.79
0,1,4,8,1,16,8,0,9.46
0,1,1,32,16,2,4,0,9.11
0,16,1,2,16,4,2,0,10.34
0,4,4,1,16,16,1,0,6.68
0,2,8,8,4,2,4,0,13.96
0,8,1,1,2,64,4,0,4.87
0,4,1,16,64,1,1,0,9.33
0,1,32,2,2,16,2,0,9.58
0,1,8,1,2,64,4,0,4.82
0,4,2,4,2,1,64,0,9.41
0,1,64,2,32,1,1,0,13.14
0,2,32,1,1,64,1,0,9.3
0,4,1,1,2,256,2,0,3.87
0,1,16,4,1,32,2,0,9.45
0,32,1,2,1,4,16,0,9.49
0,4,2,4,1,64,2,0,9.74
0,4,8,4,1,8,4,0,13.6
0,8,4,1,2,16,4,0,9.41
0,1,16,2,16,8,1,0,9.22
0,4,4,2,1,32,4,0,9.77
0,1,4,8,2,2,32,0,9.42
0,4,1,2,2,32,8,0,4.82
0,16,2,4,8,2,2,0,13.81
0,1,1,128,2,2,8,0,12.73
0,4,1,8,2,64,1,0,9.38
0,2,4,1,8,2,32,0,4.83
0,1,16,1,8,4,8,0,6.65
0,1,1,4,4,256,1,0,3.86
0,8,2,8,2,16,1,0,13.19
0,1,4,16,32,1,2,0,9.5
0,2,4,1,128,4,1,0,4.8
0,2,1,2,64,4,4,0,3.89
0,1,1,32,4,32,1,0,9.71
0,1,1,4,512,2,1,0,3.85
0,16,1,4,2,4,8,0,9.42
0,4,4,4,1,4,16,0,9.77
0,1,32,4,4,2,4,0,13.12
0,2,1,2,8,2,64,0,3.89
0,2,32,2,16,2,1,0,13.34
0,1,1,32,8,2,8,0,9.44
0,2,64,1,4,8,1,0,13.63
0,16,1,4,2,16,2,0,9.56
0,4,1,4,32,2,4,0,6.7
0,2,2,1,4,256,1,0,3.71
0,8,1,8,4,2,8,0,9.56
0,1,2,2,1,16,64,0,3.86
0,2,32,1,2,32,1,0,9.43
0,4,1,4,64,1,4,0,6.51
0,32,1,1,2,16,4,0,9.41
0,1,2,8,8,32,1,0,6.62
0,2,1,2,128,4,2,0,3.89
