Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 0, 8,  3,  12,  1,  32,  1, 0 , 26.13 
 0, 1,  36,  1,  4,  64,  1, 0 , 10.0 
 0, 2,  12,  1,  48,  8,  1, 0 , 10.04 
 0, 2,  3,  8,  4,  1,  48, 0 , 10.13 
 0, 1,  3,  4,  8,  32,  3, 0 , 10.04 
 0, 8,  18,  2,  1,  1,  32, 0 , 26.18 
 0, 16,  3,  1,  6,  1,  32, 0 , 9.97 
 0, 1,  4,  18,  4,  4,  8, 0 , 10.0 
 0, 3,  4,  8,  12,  1,  8, 0 , 10.11 
 0, 8,  4,  3,  8,  2,  6, 0 , 10.14 
 0, 1,  4,  6,  16,  2,  12, 0 , 10.02 
 0, 2,  2,  36,  32,  2,  1, 0 , 17.87 
 0, 2,  1,  16,  2,  48,  3, 0 , 10.03 
 0, 2,  12,  6,  1,  2,  32, 0 , 17.84 
 0, 4,  2,  6,  2,  2,  48, 0 , 10.14 
 0, 3,  4,  2,  12,  8,  4, 0 , 10.14 
 0, 1,  36,  2,  1,  128,  1, 0 , 9.94 
 0, 8,  2,  1,  4,  24,  6, 0 , 9.99 
 0, 1,  6,  2,  4,  64,  3, 0 , 10.04 
 0, 32,  1,  3,  3,  16,  2, 0 , 10.06 
 0, 12,  1,  2,  128,  1,  3, 0 , 10.09 
 0, 24,  1,  1,  4,  24,  4, 0 , 10.08 
 0, 2,  3,  8,  24,  4,  2, 0 , 10.13 
 0, 2,  12,  2,  24,  1,  8, 0 , 10.12 
 0, 2,  1,  8,  36,  8,  2, 0 , 10.02 
 0, 2,  1,  144,  1,  1,  32, 0 , 26.09 
 0, 6,  1,  2,  4,  16,  12, 0 , 10.04 
 0, 8,  3,  4,  2,  24,  2, 0 , 10.14 
 0, 18,  2,  8,  2,  16,  1, 0 , 26.07 
 0, 2,  1,  8,  64,  1,  9, 0 , 10.06 
 0, 8,  3,  4,  2,  12,  4, 0 , 10.13 
 0, 2,  8,  6,  3,  1,  32, 0 , 10.12 
 0, 2,  1,  8,  1,  192,  3, 0 , 9.94 
 0, 48,  1,  1,  12,  8,  2, 0 , 10.08 
 0, 3,  1,  8,  12,  2,  16, 0 , 10.05 
 0, 12,  1,  8,  4,  2,  12, 0 , 10.06 
 0, 1,  8,  18,  16,  1,  4, 0 , 17.9 
 0, 16,  3,  1,  16,  6,  2, 0 , 9.98 
 0, 3,  3,  4,  16,  16,  1, 0 , 10.02 
 0, 2,  4,  36,  16,  2,  1, 0 , 26.14 
 0, 6,  4,  4,  2,  24,  2, 0 , 10.15 
 0, 12,  1,  8,  6,  16,  1, 0 , 9.99 
 0, 3,  1,  96,  16,  2,  1, 0 , 26.12 
 0, 1,  6,  8,  96,  1,  2, 0 , 10.05 
 0, 4,  9,  2,  4,  8,  4, 0 , 10.13 
 0, 4,  1,  6,  1,  192,  2, 0 , 9.97 
 0, 1,  1,  18,  8,  64,  1, 0 , 9.94 
 0, 6,  4,  4,  8,  6,  2, 0 , 10.14 
 0, 2,  4,  3,  12,  4,  8, 0 , 10.14 
 0, 6,  12,  2,  1,  32,  2, 0 , 17.83 
 0, 1,  8,  4,  32,  9,  1, 0 , 9.96 
 0, 16,  18,  1,  1,  4,  8, 0 , 27.2 
 0, 4,  12,  1,  8,  4,  6, 0 , 9.98 
 0, 1,  3,  8,  4,  3,  32, 0 , 10.02 
 0, 1,  72,  4,  4,  1,  8, 0 , 26.15 
 0, 2,  4,  36,  32,  1,  1, 0 , 26.07 
 0, 2,  1,  8,  24,  12,  2, 0 , 10.02 
 0, 3,  4,  1,  1,  128,  6, 0 , 9.07 
 0, 2,  1,  16,  144,  1,  2, 0 , 10.07 
 0, 1,  1,  24,  12,  1,  32, 0 , 9.97 
 0, 1,  4,  24,  1,  8,  12, 0 , 9.97 
 0, 1,  18,  16,  1,  2,  16, 0 , 26.12 
 0, 8,  3,  6,  1,  16,  4, 0 , 17.81 
 0, 1,  2,  16,  24,  12,  1, 0 , 9.96 
 0, 18,  16,  1,  32,  1,  1, 0 , 26.07 
 0, 4,  1,  12,  4,  6,  8, 0 , 10.05 
 0, 1,  2,  6,  24,  8,  4, 0 , 10.04 
