Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc 
 0, 128,  1,  1,  1,  18,  16, 0 , 0.830911
 0, 1,  8,  9,  128,  2,  2, 0 , 0.782885
 0, 1,  3,  12,  2,  8,  64, 0 , 0.78348
 0, 16,  2,  2,  3,  6,  32, 0 , 0.783003
 0, 2,  12,  4,  2,  24,  8, 0 , 0.782377
 0, 1,  8,  72,  16,  2,  2, 0 , 0.913874
 0, 4,  12,  2,  6,  64,  1, 0 , 0.798727
 0, 3,  6,  64,  4,  4,  2, 0 , 0.955654
 0, 24,  1,  2,  4,  4,  48, 0 , 0.782956
 0, 9,  16,  8,  8,  4,  1, 0 , 0.958925
 0, 48,  8,  1,  1,  8,  12, 0 , 0.78565
 0, 2,  1,  32,  144,  1,  4, 0 , 0.814766
 0, 1,  16,  4,  1,  18,  32, 0 , 0.814778
 0, 8,  1,  12,  64,  1,  6, 0 , 0.814144
 0, 4,  24,  1,  1,  96,  4, 0 , 0.78876
 0, 4,  2,  12,  8,  48,  1, 0 , 0.79863
 0, 8,  4,  2,  8,  72,  1, 0 , 0.79816
 0, 3,  4,  4,  6,  4,  32, 0 , 0.784056
 0, 2,  16,  12,  4,  2,  12, 0 , 0.875448
 0, 2,  24,  12,  1,  64,  1, 0 , 0.926786
 0, 288,  1,  1,  16,  4,  2, 0 , 0.894536
 0, 2,  48,  3,  4,  16,  2, 0 , 0.875054
 0, 16,  6,  6,  1,  2,  32, 0 , 0.920266
 0, 48,  4,  2,  12,  8,  1, 0 , 0.884201
 0, 48,  1,  3,  128,  2,  1, 0 , 0.81461
 0, 1,  3,  32,  2,  192,  1, 0 , 0.814286
 0, 1,  16,  8,  2,  3,  48, 0 , 0.782273
 0, 32,  12,  1,  6,  1,  16, 0 , 0.893455
 0, 3,  12,  2,  2,  128,  2, 0 , 0.782847
 0, 16,  12,  2,  1,  8,  12, 0 , 0.884222
 0, 1,  8,  8,  288,  2,  1, 0 , 0.814415
 0, 1,  2,  48,  8,  6,  8, 0 , 0.782494
 0, 2,  48,  1,  12,  32,  1, 0 , 0.814767
 0, 12,  8,  4,  24,  1,  4, 0 , 0.884436
 0, 12,  6,  4,  16,  4,  2, 0 , 0.875073
 0, 288,  1,  4,  4,  4,  2, 0 , 0.955596
 0, 8,  9,  1,  32,  4,  4, 0 , 0.782324
 0, 4,  4,  3,  256,  3,  1, 0 , 0.798523
 0, 8,  12,  1,  3,  128,  1, 0 , 0.814072
 0, 4,  9,  32,  1,  32,  1, 0 , 0.962255
 0, 2,  1,  32,  2,  72,  4, 0 , 0.782476
 0, 1,  2,  64,  18,  4,  4, 0 , 0.782366
 0, 4,  9,  16,  4,  8,  2, 0 , 0.914194
 0, 1,  4,  12,  12,  16,  4, 0 , 0.784541
 0, 1,  32,  2,  64,  3,  3, 0 , 0.783354
 0, 1,  3,  16,  8,  8,  12, 0 , 0.784932
 0, 3,  6,  2,  16,  32,  2, 0 , 0.78316
 0, 8,  36,  2,  2,  32,  1, 0 , 0.92038
 0, 12,  1,  32,  4,  6,  4, 0 , 0.875148
 0, 2,  3,  6,  32,  32,  1, 0 , 0.796893
 0, 36,  1,  8,  1,  16,  8, 0 , 0.89376
 0, 2,  8,  3,  12,  2,  32, 0 , 0.783
 0, 6,  4,  8,  2,  4,  24, 0 , 0.782836
 0, 16,  3,  1,  2,  384,  1, 0 , 0.814722
 0, 4,  1,  48,  4,  8,  6, 0 , 0.782731
 0, 4,  8,  4,  2,  9,  16, 0 , 0.78375
 0, 8,  48,  1,  4,  24,  1, 0 , 0.893509
 0, 1,  1,  64,  36,  16,  1, 0 , 0.830664
 0, 16,  3,  1,  16,  4,  12, 0 , 0.783159
 0, 12,  8,  2,  3,  2,  32, 0 , 0.782855
 0, 1,  48,  1,  64,  1,  12, 0 , 0.831396
 0, 2,  16,  36,  2,  2,  8, 0 , 0.955648
 0, 1,  3,  48,  64,  4,  1, 0 , 0.814421
 0, 4,  2,  6,  6,  128,  1, 0 , 0.798312
 0, 24,  2,  6,  1,  4,  32, 0 , 0.884395
 0, 3,  1,  24,  64,  8,  1, 0 , 0.814349
 0, 16,  1,  4,  12,  8,  6, 0 , 0.783182
 0, 6,  1,  8,  6,  32,  4, 0 , 0.783026
 0, 24,  2,  4,  4,  16,  3, 0 , 0.783148
 0, 3,  8,  16,  4,  24,  1, 0 , 0.884168
 0, 8,  18,  4,  8,  4,  2, 0 , 0.914159
 0, 1,  128,  1,  1,  12,  24, 0 , 0.830618
 0, 16,  3,  3,  16,  4,  4, 0 , 0.782369
 0, 24,  4,  3,  16,  2,  4, 0 , 0.875221
 0, 2,  2,  12,  3,  64,  4, 0 , 0.783868
 0, 6,  2,  16,  4,  8,  6, 0 , 0.782414
 0, 8,  12,  1,  96,  4,  1, 0 , 0.814349
 0, 4,  36,  1,  128,  1,  2, 0 , 0.814892
