Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc 
 0, 1,  392,  1,  32,  2,  2, 0 , 0.875879
 0, 1,  784,  2,  1,  4,  8, 0 , 0.961891
 0, 112,  1,  7,  4,  4,  4, 0 , 0.923328
 0, 1,  1,  56,  16,  2,  28, 0 , 0.784818
 0, 1,  196,  2,  8,  8,  2, 0 , 0.854284
 0, 4,  7,  4,  14,  16,  2, 0 , 0.74717
 0, 28,  1,  8,  7,  8,  4, 0 , 0.74757
 0, 2,  2,  392,  1,  1,  32, 0 , 0.961922
 0, 16,  7,  14,  32,  1,  1, 0 , 0.961893
 0, 4,  8,  7,  7,  1,  32, 0 , 0.767999
 0, 4,  98,  1,  8,  4,  4, 0 , 0.854336
 0, 56,  1,  14,  8,  1,  8, 0 , 0.934762
 0, 7,  112,  1,  4,  4,  4, 0 , 0.92318
 0, 4,  2,  14,  4,  8,  14, 0 , 0.747034
 0, 4,  14,  4,  56,  2,  2, 0 , 0.746524
 0, 1,  784,  2,  4,  8,  1, 0 , 0.961886
 0, 14,  14,  8,  2,  8,  2, 0 , 0.955192
 0, 1,  14,  28,  16,  4,  2, 0 , 0.854427
 0, 2,  1,  392,  2,  2,  16, 0 , 0.923259
 0, 4,  1,  49,  16,  2,  8, 0 , 0.747423
 0, 1,  14,  16,  2,  56,  2, 0 , 0.746498
 0, 1,  7,  16,  28,  8,  2, 0 , 0.747169
 0, 2,  4,  28,  224,  1,  1, 0 , 0.783129
 0, 4,  56,  7,  4,  8,  1, 0 , 0.958531
 0, 7,  8,  1,  8,  14,  8, 0 , 0.748079
 0, 56,  1,  2,  64,  7,  1, 0 , 0.784179
 0, 7,  1,  7,  64,  16,  1, 0 , 0.783613
 0, 1,  2,  56,  2,  224,  1, 0 , 0.783954
 0, 14,  2,  2,  2,  8,  56, 0 , 0.748473
 0, 98,  2,  1,  64,  2,  2, 0 , 0.746356
 0, 56,  1,  4,  112,  2,  1, 0 , 0.783699
 0, 28,  7,  1,  16,  16,  1, 0 , 0.783528
 0, 8,  7,  14,  1,  4,  16, 0 , 0.928908
 0, 1,  112,  2,  7,  32,  1, 0 , 0.783296
 0, 2,  112,  1,  2,  2,  56, 0 , 0.746026
 0, 4,  7,  2,  14,  8,  8, 0 , 0.748139
 0, 4,  7,  4,  16,  1,  28, 0 , 0.768492
 0, 1,  14,  8,  224,  1,  2, 0 , 0.783978
 0, 2,  2,  14,  2,  112,  4, 0 , 0.748748
 0, 1,  28,  8,  112,  2,  1, 0 , 0.783181
 0, 4,  7,  8,  14,  1,  16, 0 , 0.767763
 0, 1,  2,  392,  16,  1,  4, 0 , 0.934809
 0, 1,  1,  56,  8,  16,  7, 0 , 0.784681
 0, 56,  2,  2,  1,  7,  32, 0 , 0.765077
 0, 1,  28,  4,  448,  1,  1, 0 , 0.802969
 0, 8,  2,  7,  14,  4,  8, 0 , 0.747336
 0, 14,  1,  7,  2,  64,  4, 0 , 0.747069
 0, 2,  1,  196,  8,  8,  2, 0 , 0.854656
 0, 2,  1,  49,  2,  16,  16, 0 , 0.747272
 0, 1,  8,  14,  28,  2,  8, 0 , 0.747354
 0, 1,  28,  2,  2,  8,  56, 0 , 0.748647
 0, 4,  196,  1,  4,  1,  16, 0 , 0.934715
 0, 56,  1,  4,  4,  14,  4, 0 , 0.747216
 0, 4,  1,  28,  16,  2,  14, 0 , 0.747895
 0, 28,  4,  2,  4,  56,  1, 0 , 0.766715
 0, 98,  1,  1,  16,  16,  2, 0 , 0.784129
 0, 4,  392,  1,  32,  1,  1, 0 , 0.965229
 0, 16,  49,  1,  2,  2,  16, 0 , 0.92321
 0, 14,  2,  2,  112,  8,  1, 0 , 0.768256
 0, 1,  14,  8,  2,  32,  7, 0 , 0.747517
 0, 28,  14,  1,  8,  16,  1, 0 , 0.87593
 0, 7,  4,  2,  56,  2,  8, 0 , 0.748064
 0, 14,  28,  1,  16,  1,  8, 0 , 0.875838
 0, 392,  4,  1,  2,  1,  16, 0 , 0.961874
