Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
0,1,32,1,2,2,32,1,58.95
1,1,8,4,1,32,4,1,80.88
1,16,1,4,1,32,2,1,87.63
0,4,4,1,2,4,32,1,59.23
0,4,4,1,1,128,2,1,58.37
0,2,2,1,16,2,32,1,15.74
0,1,4,16,1,2,32,1,59.16
0,1,2,64,2,16,1,1,57.43
0,2,2,4,2,128,1,1,59.88
0,64,2,1,4,8,1,1,55.95
0,4,1,4,8,1,32,1,59.26
0,2,32,1,16,1,4,1,58.65
0,2,1,8,16,16,1,1,59.8
0,1,8,4,2,32,2,1,59.8
0,1,4,1,16,32,2,1,15.9
0,1,1,8,8,16,4,1,31.98
0,1,2,8,16,1,16,1,58.32
0,1,4,2,4,16,8,1,32.32
0,4,4,1,1,4,64,1,57.62
0,2,2,2,128,2,2,1,32.11
0,1,2,4,4,4,32,1,31.96
0,4,4,1,256,1,1,1,59.67
0,1,8,16,4,1,8,1,56.15
1,2,8,4,1,64,1,1,86.91
0,4,16,1,32,1,2,1,58.38
0,4,4,2,8,2,8,1,58.97
1,2,2,1,16,2,32,1,26.12
0,1,4,2,16,32,1,1,31.92
0,8,1,16,4,8,1,1,57.53
0,2,1,64,4,4,2,1,56.11
0,2,4,8,2,32,1,1,58.72
0,2,64,1,2,16,1,1,56.03
0,2,32,1,4,2,8,1,57.05
0,64,1,2,2,16,1,1,57.78
1,1,1,4,16,32,2,1,26.09
0,2,4,2,64,1,4,1,59.73
1,4,4,2,128,1,1,1,81.07
0,1,8,8,2,16,2,1,59.46
0,1,1,8,16,8,4,1,31.22
0,1,64,1,32,1,2,1,57.1
0,128,1,1,4,2,4,1,56.2
0,1,64,2,1,4,8,1,57.54
0,8,1,1,16,32,1,1,31.8
0,1,2,4,4,8,16,1,32.16
0,2,16,1,1,128,1,1,59.87
1,32,1,1,8,16,1,1,84.64
0,4,4,8,1,4,8,1,57.37
0,1,2,32,8,1,8,1,57.07
0,8,1,4,1,16,8,1,58.33
0,1,8,1,4,8,16,1,31.97
1,1,64,1,1,64,1,1,87.13
1,1,8,1,2,256,1,1,50.32
0,2,1,2,16,1,64,1,15.97
0,2,2,1,64,1,16,1,15.54
0,1,8,2,128,2,1,1,59.25
0,2,2,4,1,128,2,1,59.38
0,4,1,1,2,512,1,1,15.86
0,1,16,1,64,2,2,1,59.41
0,2,1,2,4,256,1,1,15.89
0,1,1,8,1,8,64,1,29.92
0,8,1,4,2,64,1,1,59.14
0,1,4,4,256,1,1,1,58.07
0,1,128,1,16,2,1,1,55.85
0,1,64,1,1,64,1,1,56.97
0,8,16,1,4,1,8,1,56.82
0,16,1,2,32,1,4,1,58.79
0,4,2,1,32,2,8,1,31.29
0,4,2,4,32,4,1,1,59.63
0,1,2,4,2,256,1,1,31.88
0,2,8,8,2,4,4,1,56.5
0,4,2,8,16,4,1,1,58.47
1,2,1,2,64,8,2,1,26.08
0,2,32,2,1,4,8,1,57.14
0,2,2,16,4,8,2,1,58.29
1,16,1,1,1,256,1,1,68.3
0,4,16,1,1,32,2,1,57.16
0,2,1,8,32,4,2,1,58.49
0,2,1,2,1,256,4,1,15.55
1,1,16,1,128,1,2,1,67.74
1,1,32,2,32,1,2,1,87.13
1,2,2,1,64,1,16,1,26.14
0,1,2,4,2,16,16,1,32.1
1,4,4,4,16,1,4,1,86.34
0,1,2,4,8,8,8,1,32.02
0,1,4,8,8,4,4,1,58.77
1,1,1,8,16,16,2,1,50.92
0,1,1,64,4,2,8,1,58.29
0,2,32,2,8,1,4,1,57.69
0,1,2,32,4,2,8,1,58.92
0,1,8,16,2,4,4,1,57.96
0,2,2,1,32,8,4,1,15.57
1,1,2,2,8,2,64,1,26.04
1,2,1,4,32,1,16,1,50.91
0,2,8,2,64,1,2,1,59.66
1,8,2,2,2,4,16,1,81.01
1,1,128,1,1,1,32,1,92.96
0,1,4,8,64,1,2,1,58.03
0,1,4,1,2,64,8,1,15.9
1,1,2,4,8,8,8,1,50.92
0,16,2,4,4,8,1,1,57.52
0,16,4,2,32,1,1,1,57.26
0,4,1,2,4,2,64,1,32.16
0,16,1,2,2,64,1,1,59.14
0,1,1,4,128,8,1,1,15.68
1,2,4,1,32,8,2,1,50.77
1,8,1,2,1,32,8,1,67.56
0,1,64,1,16,1,4,1,57.84
1,64,1,2,8,4,1,1,92.32
1,1,4,4,4,64,1,1,67.12
0,2,2,1,64,2,8,1,15.59
0,4,8,2,8,4,2,1,57.85
0,8,4,2,1,4,16,1,58.98
1,2,8,4,1,4,16,1,87.9
1,8,1,2,4,16,4,1,67.06
0,1,64,1,4,8,2,1,58.39
1,1,16,4,32,2,1,1,87.72
1,1,4,1,1024,1,1,1,26.07
1,2,2,8,1,128,1,1,81.0
1,1,1,8,32,4,4,1,50.89
0,1,16,8,32,1,1,1,56.6
0,64,1,2,1,8,4,1,56.77
0,1,32,2,4,1,16,1,56.73
0,8,1,1,1,32,16,1,31.95
0,1,1,128,2,8,2,1,57.15
0,32,1,4,4,2,4,1,56.24
0,32,4,1,32,1,1,1,57.25
1,2,64,1,4,8,1,1,91.47
0,8,4,4,16,2,1,1,57.56
0,2,1,16,4,16,2,1,58.4
1,1,4,4,8,8,4,1,68.32
0,1,8,16,8,1,4,1,55.76
0,16,1,2,4,16,2,1,57.74
0,8,4,1,16,4,2,1,57.72
1,128,1,1,8,1,4,1,92.13
0,2,2,4,64,1,4,1,59.55
0,2,2,8,4,16,2,1,59.1
1,4,2,1,2,8,32,1,50.91
1,32,2,2,2,1,16,1,93.04
1,2,8,1,8,16,2,1,68.72
