Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
0,1,352,11,1,4,8,1,80.72
0,22,4,2,11,16,4,1,80.65
1,8,242,1,2,16,2,1,99.83
0,1,242,1,8,64,1,1,79.41
0,176,11,1,1,64,1,1,80.13
0,2,11,88,1,64,1,1,80.94
0,8,22,22,8,2,2,1,82.27
0,16,22,1,2,4,44,1,80.62
0,1,44,4,2,176,2,1,80.38
0,22,1,11,2,4,64,1,79.13
0,22,22,1,4,1,64,1,78.59
1,121,16,1,16,2,2,1,99.77
0,11,8,22,16,2,2,1,80.84
0,88,11,1,2,2,32,1,79.6
1,1,176,1,2,88,4,1,97.85
0,4,11,44,1,4,16,1,79.63
0,4,22,2,8,44,2,1,81.22
0,2,44,44,2,2,8,1,81.26
0,4,22,11,1,32,4,1,79.78
0,1,11,176,2,16,2,1,80.82
0,1,16,22,16,22,1,1,80.39
1,176,2,1,2,4,44,1,96.28
1,1,44,4,1,44,16,1,97.86
1,22,22,1,4,1,64,1,99.43
0,8,242,2,2,8,2,1,81.61
0,2,2,242,1,2,64,1,80.58
0,16,11,22,2,4,4,1,81.78
0,1,44,22,2,32,2,1,79.42
0,8,22,1,8,8,11,1,80.4
0,1,968,1,64,2,1,1,80.91
0,11,44,1,4,8,8,1,79.52
0,2,2,968,16,1,2,1,81.75
0,1,121,1,2,64,8,1,80.41
0,4,11,88,8,1,4,1,82.85
0,2,11,16,8,22,2,1,80.85
1,16,121,2,8,4,1,1,99.84
0,22,44,4,4,4,2,1,79.77
0,4,22,2,22,16,2,1,81.56
0,4,1,121,1,64,4,1,78.06
0,4,1,88,2,88,2,1,80.87
0,11,1,44,4,16,4,1,79.27
0,121,1,1,1,256,4,1,78.4
0,1,121,16,2,8,4,1,79.84
0,121,32,1,32,1,1,1,82.3
0,11,1,16,16,4,11,1,80.53
0,11,32,1,4,8,11,1,80.53
0,44,1,22,2,1,64,1,79.45
0,2,88,11,2,2,16,1,79.99
0,1,121,1,256,1,4,1,78.1
0,22,88,1,1,64,1,1,80.28
0,22,2,44,16,4,1,1,79.98
0,4,121,2,16,4,2,1,80.15
1,4,1,121,1,64,4,1,99.15
0,8,1,22,1,64,11,1,79.9
0,8,1,22,2,176,2,1,80.42
0,4,121,1,16,16,1,1,79.71
0,1,242,8,16,1,4,1,79.46
0,22,22,8,1,16,2,1,81.44
0,4,2,22,4,88,2,1,80.22
0,1,176,22,16,2,1,1,81.68
0,8,44,1,2,88,2,1,80.5
0,2,2,44,8,2,44,1,80.31
1,4,121,4,2,16,2,1,99.89
1,11,4,11,4,16,4,1,99.06
0,22,88,2,1,8,4,1,81.2
0,1,4,121,128,1,2,1,78.7
0,1,44,4,1,32,22,1,80.8
0,88,1,2,1,64,11,1,79.95
0,88,4,1,1,352,1,1,80.48
0,1,4,242,1,64,2,1,79.07
0,2,11,11,1,128,4,1,79.6
0,1,242,4,64,1,2,1,79.2
0,121,4,1,4,4,16,1,77.25
0,968,1,4,32,1,1,1,80.82
1,8,11,11,1,2,64,1,99.6
0,11,4,4,2,32,11,1,80.89
0,11,176,1,2,32,1,1,78.96
1,2,484,4,2,1,16,1,99.8
0,88,2,2,4,11,8,1,79.99
1,121,4,1,4,4,16,1,99.3
0,484,2,1,8,4,4,1,79.73
0,88,4,1,4,2,44,1,80.83
0,121,4,1,2,8,16,1,80.15
0,1,1,968,2,1,64,1,80.19
0,2,2,484,2,8,4,1,80.29
1,1,2,121,1,256,2,1,99.05
1,11,1,44,32,4,2,1,99.31
0,2,1,1936,2,8,2,1,81.86
0,8,22,2,4,4,22,1,80.64
0,1936,1,2,2,2,8,1,81.12
