Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,32,1,64,1,64,2,0,0.299626
0,2,64,8,32,8,1,0,0.417204
0,64,4,4,32,4,2,0,0.466651
0,1,512,8,4,16,1,0,0.20006
0,2,128,8,8,2,8,0,0.379318
0,2,32,4,2,256,2,0,0.468235
0,4,32,64,2,16,1,0,0.134369
0,32,8,2,256,1,2,0,0.416756
0,1,1,256,128,2,4,0,0.369002
0,64,16,4,1,8,8,0,0.227669
0,1,8,1024,8,4,1,0,0.118952
0,8,16,4,4,64,2,0,0.466188
0,128,1,8,64,2,2,0,0.464067
0,8,2,16,1024,1,1,0,0.370334
0,512,2,4,8,2,4,0,0.252519
0,16,4,64,4,4,4,0,0.254171
0,64,8,1,256,2,1,0,0.369181
0,1,16,32,32,4,4,0,0.465702
0,1,2,1024,1,8,16,0,0.299276
0,1,256,2,2,256,1,0,0.368814
0,8,1,512,2,8,4,0,0.253984
0,4,32,8,2,32,4,0,0.466656
0,1,2,256,16,4,8,0,0.465062
0,128,2,32,32,1,1,0,0.118313
0,16,4,64,2,2,16,0,0.252733
0,4,1024,1,2,4,8,0,0.252001
0,1,64,64,2,32,1,0,0.196916
0,2,2,512,1,64,2,0,0.340393
0,512,4,1,1,32,4,0,0.367489
0,256,1,8,4,1,32,0,0.300418
0,1,64,128,2,16,1,0,0.11856
0,16,512,1,4,4,2,0,0.150205
0,4,1024,2,1,16,2,0,0.134537
0,4,1,512,1,2,64,0,0.300196
0,32,2,4,2,8,64,0,0.469995
0,1,1,8192,4,1,8,0,0.102294
0,1,2,128,32,8,4,0,0.467128
0,2,64,8,64,4,1,0,0.417408
0,2,1,128,128,1,8,0,0.36894
0,2,1,256,2,64,4,0,0.464237
0,2,64,16,8,1,16,0,0.340154
0,32,16,4,4,32,1,0,0.337681
0,128,2,4,16,2,8,0,0.467213
0,1,8,64,4,16,8,0,0.463169
0,8,8,32,128,1,1,0,0.298787
0,256,2,8,32,2,1,0,0.227572
0,256,1,16,1,32,2,0,0.199738
0,4,4,16,32,8,4,0,0.468726
0,32,2,4,32,1,32,0,0.418522
0,8,4,16,4,32,4,0,0.466211
0,16,8,8,4,2,32,0,0.466866
0,16,32,1,256,2,1,0,0.36837
0,2,32,8,8,32,2,0,0.467885
0,8,2,32,4,32,4,0,0.467858
0,1,128,64,1,32,1,0,0.102608
0,4,512,1,16,4,2,0,0.380326
0,256,2,2,16,1,16,0,0.416224
0,1,512,2,32,8,1,0,0.367869
0,4,2,128,2,8,16,0,0.465229
0,8,4,8,32,16,2,0,0.470386
0,4,128,4,1,16,8,0,0.339347
0,1,512,8,2,2,16,0,0.253297
0,2,4,256,64,2,1,0,0.338083
0,1,2048,1,16,2,4,0,0.300092
0,256,16,1,32,2,1,0,0.200299
0,64,1,16,16,2,8,0,0.46414
0,2,4,512,4,8,2,0,0.251969
0,1024,8,1,1,4,8,0,0.167652
0,128,16,4,2,16,1,0,0.134545
0,64,1,64,4,8,2,0,0.253878
0,4,64,16,2,1,32,0,0.225365
0,1,1,2048,4,8,4,0,0.298668
0,128,2,1,256,4,1,0,0.370689
0,4,1024,1,4,16,1,0,0.199282
0,4,2,128,1,128,2,0,0.417273
