Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,4,1,4,64,2,8,0,0.373737
0,2,64,1,32,4,1,0,0.215251
0,16,16,2,1,4,8,0,0.133627
0,1,1,512,2,8,2,0,0.119313
0,64,1,2,2,8,8,0,0.258231
0,2,16,2,32,8,1,0,0.260682
0,2,16,4,16,2,4,0,0.263795
0,16,1,4,2,4,32,0,0.260617
0,1,1,64,2,32,4,0,0.225975
0,16,1,2,4,16,8,0,0.272985
0,4,2,8,4,1,64,0,0.259124
0,8,64,1,2,4,4,0,0.14808
0,4,1,128,8,1,4,0,0.11941
0,4,2,4,128,2,2,0,0.275353
0,4,8,8,8,1,8,0,0.178574
0,1,64,4,2,8,4,0,0.194752
0,64,2,4,1,8,4,0,0.133364
0,16,2,2,128,1,2,0,0.257264
0,4,32,4,1,2,16,0,0.131754
0,4,2,8,4,2,32,0,0.270232
0,4,4,16,1,8,8,0,0.177315
0,1,8,4,4,128,1,0,0.228266
0,16,2,4,32,2,2,0,0.276545
0,1,32,4,16,2,4,0,0.27315
0,1,1,32,32,4,4,0,0.230561
0,2,8,8,1,128,1,0,0.220869
0,16,2,16,2,16,1,0,0.133456
0,1,2,16,8,64,1,0,0.23004
0,128,2,2,4,1,8,0,0.134417
0,32,4,1,16,4,2,0,0.26963
0,16,2,4,8,2,8,0,0.273016
0,2,2,64,8,8,1,0,0.177539
0,2,16,16,4,8,1,0,0.133746
0,1,64,4,16,2,2,0,0.19465
0,2,2,16,2,2,64,0,0.27086
0,4,64,2,2,8,2,0,0.145761
0,4,4,8,4,8,4,0,0.269688
0,64,1,1,4,2,32,0,0.239485
0,64,1,8,4,8,1,0,0.118512
0,2,16,2,256,1,1,0,0.20729
0,256,1,2,16,2,1,0,0.118648
0,8,4,1,4,2,64,0,0.283418
0,1,1,32,128,2,2,0,0.235203
0,16,1,1,16,16,4,0,0.293744
0,16,2,16,1,1,32,0,0.118361
0,32,2,4,1,8,8,0,0.177649
0,32,1,1,128,4,1,0,0.202641
0,1,1,16,4,256,1,0,0.23478
0,2,64,4,4,8,1,0,0.133726
0,64,1,2,16,1,8,0,0.229833
0,1,1,64,2,16,8,0,0.229681
0,16,1,8,2,64,1,0,0.222195
0,1,2,8,32,4,8,0,0.350016
0,2,1,128,2,2,16,0,0.195364
0,2,32,4,4,2,8,0,0.190354
0,1,256,1,8,2,4,0,0.15854
0,16,4,1,8,1,32,0,0.23935
0,1,8,16,1,128,1,0,0.200714
0,32,4,1,1,32,4,0,0.240477
0,4,4,2,16,1,32,0,0.268368
0,32,8,1,4,16,1,0,0.160549
0,4,8,1,512,1,1,0,0.210597
0,32,1,2,2,4,32,0,0.264499
0,1,32,1,8,64,1,0,0.196309
0,1,16,8,32,2,2,0,0.266208
0,8,4,16,16,1,2,0,0.134442
0,1,8,2,16,16,4,0,0.364204
0,2,1,16,2,16,16,0,0.261824
0,1,32,2,4,8,8,0,0.27572
0,512,1,1,8,4,1,0,0.103219
0,16,4,2,2,8,8,0,0.273681
0,8,2,16,32,2,1,0,0.178127
0,1,32,1,32,16,1,0,0.183758
0,16,2,4,2,16,4,0,0.274779
0,64,1,1,8,8,4,0,0.232596
0,16,1,1,64,1,16,0,0.259548
0,2,1,16,32,8,2,0,0.269349
0,4,32,1,2,4,16,0,0.275922
0,4,16,1,2,64,2,0,0.283717
0,2,16,8,32,1,2,0,0.178976
0,1,32,4,8,8,2,0,0.271574
0,1,32,2,16,4,4,0,0.268012
0,4,16,2,1,16,8,0,0.247675
0,2,128,2,2,8,2,0,0.146094
0,1,32,1,128,4,1,0,0.201068
0,1,16,32,1,4,8,0,0.118332
0,128,4,1,4,2,4,0,0.148208
0,64,2,1,2,32,2,0,0.276336
0,1,2,8,1024,1,1,0,0.255398
0,4,64,1,8,4,2,0,0.19696
0,16,1,4,1,8,32,0,0.243557
0,2,64,2,1,8,8,0,0.177922
0,4,2,16,1,2,64,0,0.248486
0,4,4,8,64,1,2,0,0.262379
0,2,4,2,4,256,1,0,0.335735
0,1,16,4,4,8,8,0,0.26757
0,2,256,1,1,4,8,0,0.137608
0,1,16,2,1,16,32,0,0.223981
0,32,2,8,1,8,4,0,0.133444
0,32,1,1,64,4,2,0,0.223527
0,8,8,8,32,1,1,0,0.11785
0,1,64,2,2,1,64,0,0.216763
0,4,8,16,4,8,1,0,0.133994
0,1,16,4,4,32,2,0,0.276598
0,2,1,32,4,16,4,0,0.285887
0,4,8,4,8,16,1,0,0.238068
0,1,64,1,1,32,8,0,0.211647
0,2,64,4,1,32,1,0,0.115935
0,1,128,2,4,8,2,0,0.194944
0,2,4,4,1,512,1,0,0.216779
0,32,1,1,2,8,32,0,0.228144
0,1,1,16,256,2,2,0,0.293857
0,16,1,4,4,16,4,0,0.269046
0,1,128,1,32,1,4,0,0.185136
0,128,1,4,8,4,1,0,0.118798
0,16,4,1,2,2,64,0,0.278408
0,2,4,2,64,8,2,0,0.344928
0,64,1,1,8,32,1,0,0.209996
0,8,16,2,4,16,1,0,0.177779
0,4,8,8,16,2,2,0,0.192912
0,4,4,32,8,1,4,0,0.134098
0,4,2,4,16,16,2,0,0.268749
0,2,32,1,1,8,32,0,0.30572
0,8,1,4,256,2,1,0,0.234138
0,1,4,16,32,2,4,0,0.277657
0,2,16,1,16,8,4,0,0.289192
0,4,8,16,2,16,1,0,0.134075
0,1,1,32,8,2,32,0,0.233987
0,1,2,128,4,8,2,0,0.195577
0,1,1,64,16,16,1,0,0.205849
0,1,16,32,2,16,1,0,0.11871
0,2,2,4,32,2,16,0,0.355674
0,2,128,2,16,2,1,0,0.133791
0,128,1,2,8,1,8,0,0.16007
0,1,1,256,8,8,1,0,0.136522
0,4,32,1,1,2,64,0,0.254591
0,32,2,2,1,2,64,0,0.25666
0,64,1,2,4,2,16,0,0.278412
0,8,4,4,1,16,8,0,0.256511
0,2,1,32,8,4,8,0,0.277906
0,8,1,4,8,4,16,0,0.276221
0,64,2,1,8,16,1,0,0.22532
0,2,2,16,1,4,64,0,0.251882
0,1,8,32,8,2,4,0,0.194653
0,1,4,4,2,32,16,0,0.354674
0,4,2,16,1,128,1,0,0.204013
0,1,8,2,1,64,16,0,0.296387
0,1,8,4,32,8,2,0,0.286581
0,8,2,2,16,2,16,0,0.276952
0,128,4,1,4,8,1,0,0.118327
0,4,8,1,64,8,1,0,0.229718
0,64,1,8,1,8,4,0,0.118667
0,16,1,4,4,8,8,0,0.271839
0,32,2,4,1,16,4,0,0.187069
0,4,2,4,4,2,64,0,0.271862
0,2,4,32,8,1,8,0,0.17827
0,1,1,256,4,1,16,0,0.139145
0,2,32,2,2,4,16,0,0.269469
0,32,2,4,4,4,4,0,0.190339
0,2,8,1,512,1,2,0,0.29384
0,16,2,8,1,32,2,0,0.175888
0,1,64,1,64,4,1,0,0.204811
0,4,8,16,1,8,4,0,0.132977
0,4,4,8,2,16,4,0,0.273156
0,1,2,32,4,1,64,0,0.234753
0,2,64,4,4,4,2,0,0.145675
0,2,1,32,16,4,4,0,0.281701
0,4,16,1,32,8,1,0,0.222224
0,256,1,2,1,16,2,0,0.11756
0,8,16,1,2,16,4,0,0.293677
0,8,8,2,16,2,4,0,0.266714
0,32,2,2,4,32,1,0,0.248934
0,8,1,16,16,2,4,0,0.283576
0,4,1,8,4,32,4,0,0.266885
0,8,2,1,512,2,1,0,0.289765
0,1,1,64,32,1,8,0,0.210035
0,8,4,1,4,64,2,0,0.297966
0,16,16,2,2,1,16,0,0.133363
0,32,4,2,1,2,32,0,0.174922
0,1,128,2,8,8,1,0,0.157746
0,2,1,8,64,16,1,0,0.293557
0,8,4,16,1,8,4,0,0.13313
0,2,1,32,4,32,2,0,0.281004
0,2,4,8,8,4,8,0,0.283163
0,2,32,8,2,2,8,0,0.14539
0,1,8,4,1,8,64,0,0.242888
0,8,4,2,1,64,4,0,0.262849
0,2,4,2,32,8,4,0,0.349523
0,8,2,2,1,512,1,0,0.240005
0,1,2,8,16,8,8,0,0.361349
0,16,1,32,2,1,16,0,0.118714
0,2,64,1,8,1,16,0,0.236219
0,4,8,4,1,8,16,0,0.24561
0,64,2,2,4,1,16,0,0.177256
0,2,8,16,16,4,1,0,0.176906
0,2,8,16,2,8,4,0,0.187367
0,1,32,4,128,1,1,0,0.204399
0,4,1,4,2,16,32,0,0.364897
0,128,1,2,2,2,16,0,0.196942
0,16,1,1,128,2,4,0,0.290471
0,2,64,2,4,16,1,0,0.176856
0,32,1,2,8,1,32,0,0.22645
0,2,16,4,16,8,1,0,0.248322
0,4,16,2,1,8,16,0,0.249275
0,1,4,4,4,64,4,0,0.39572
0,1,8,16,16,8,1,0,0.223807
0,1,64,1,1,64,4,0,0.193972
0,16,2,4,4,1,32,0,0.265836
0,2,8,1,32,4,8,0,0.389777
0,4,1,64,4,1,16,0,0.158399
0,2,2,4,128,2,4,0,0.383896
0,2,32,1,64,1,4,0,0.22242
0,4,4,8,8,2,8,0,0.271869
0,32,4,1,32,1,4,0,0.222268
0,1,1,16,2,32,16,0,0.294716
0,8,8,1,1,32,8,0,0.238416
0,2,4,2,256,2,2,0,0.353967
0,1,128,2,16,4,1,0,0.157067
0,1,1,32,64,2,4,0,0.244106
0,64,1,2,1,32,4,0,0.22027
0,1,1,64,64,4,1,0,0.204144
0,16,2,8,4,2,8,0,0.190816
0,2,8,4,128,2,1,0,0.265721
0,2,4,4,8,32,2,0,0.278214
0,8,32,1,2,32,1,0,0.156226
0,1,1,256,2,4,8,0,0.158859
0,8,8,8,16,2,1,0,0.133138
0,1,16,16,1,2,32,0,0.156355
0,32,2,4,4,8,2,0,0.190986
0,1,1,64,1,8,32,0,0.194565
0,4,4,8,2,32,2,0,0.268402
0,8,1,16,4,32,1,0,0.234524
0,4,4,2,8,16,4,0,0.287906
0,8,32,1,1,1,64,0,0.137841
0,32,4,4,32,1,1,0,0.119228
0,64,1,1,8,4,8,0,0.233151
0,8,4,1,8,2,32,0,0.296622
0,1,2,8,128,4,2,0,0.35397
0,4,4,32,2,1,16,0,0.132672
0,2,16,4,2,8,8,0,0.280765
0,32,1,1,16,1,32,0,0.209956
0,1,1,16,1,128,8,0,0.252507
0,1,1,16,32,2,16,0,0.296442
0,1,4,8,32,8,2,0,0.305118
0,4,2,2,2,512,1,0,0.32814
0,16,2,1,4,32,4,0,0.29533
0,1,16,8,4,32,1,0,0.223633
0,4,16,1,2,4,32,0,0.280495
0,1,32,1,2,8,32,0,0.239657
0,1,4,8,1,32,16,0,0.243378
0,8,64,1,1,8,4,0,0.137493
0,1,64,2,8,1,16,0,0.218974
0,64,1,1,8,16,2,0,0.217744
0,1,64,1,32,4,2,0,0.228732
0,1,1,32,8,4,16,0,0.248656
0,64,8,1,32,1,1,0,0.103331
0,1,16,2,4,16,8,0,0.305848
0,4,8,1,4,2,64,0,0.295393
0,1,2,16,2,32,8,0,0.300865
0,2,2,4,1,32,32,0,0.356751
0,4,1,8,2,16,16,0,0.304573
0,8,1,4,2,256,1,0,0.23941
0,1,32,16,8,1,4,0,0.117438
0,2,2,16,32,2,4,0,0.269961
0,1,8,2,16,1,64,0,0.289653
0,16,2,1,64,1,8,0,0.236248
0,1,32,2,1,4,64,0,0.23419
0,1,8,4,16,16,2,0,0.306254
0,4,64,1,1,64,1,0,0.135445
0,32,1,2,1,16,16,0,0.22068
0,4,4,2,64,1,8,0,0.273624
0,2,8,1,8,4,32,0,0.361413
0,1,256,1,4,4,4,0,0.156663
0,32,2,1,8,16,2,0,0.297321
0,32,2,1,64,2,2,0,0.278022
0,1,8,2,8,128,1,0,0.323446
0,8,16,1,4,1,32,0,0.223534
0,1,32,2,2,16,8,0,0.287688
0,1,8,4,32,1,16,0,0.217429
0,32,16,1,8,1,4,0,0.118008
0,8,1,64,4,2,4,0,0.148551
0,8,2,4,1,32,8,0,0.249526
0,1,8,64,8,4,1,0,0.118517
0,1,64,4,1,4,16,0,0.156683
0,8,16,2,2,1,32,0,0.17775
0,16,1,8,2,4,16,0,0.289408
0,1,4,16,32,1,8,0,0.220762
0,64,1,2,1,64,2,0,0.219552
0,1,256,1,4,16,1,0,0.135835
0,1,32,8,4,2,8,0,0.196561
0,2,8,32,2,16,1,0,0.133232
0,2,1,32,2,2,64,0,0.281187
0,16,4,8,2,8,2,0,0.145348
0,4,4,32,32,1,1,0,0.119016
0,1,2,64,8,2,8,0,0.279454
0,2,8,4,4,8,8,0,0.264025
0,16,2,1,1,512,1,0,0.206393
0,4,16,1,1,4,64,0,0.291494
0,4,4,1,1,16,64,0,0.219625
0,4,4,32,4,2,4,0,0.14541
0,64,2,4,1,2,16,0,0.133011
0,2,4,16,16,4,2,0,0.26779
0,1,8,2,8,16,8,0,0.359154
0,4,4,2,2,32,8,0,0.270359
0,1,2,16,64,2,4,0,0.305616
0,1,2,16,256,1,2,0,0.227903
0,8,4,16,4,8,1,0,0.133095
0,1,1,64,4,8,8,0,0.226628
0,4,4,16,8,1,8,0,0.176994
0,8,1,8,32,4,2,0,0.281471
0,2,16,16,1,8,4,0,0.132987
0,1,4,8,4,16,8,0,0.298125
0,32,8,1,2,32,1,0,0.155995
0,1,32,4,1,2,64,0,0.219112
0,8,4,1,16,4,8,0,0.302924
0,2,8,2,1,128,4,0,0.25966
0,1,4,32,32,1,4,0,0.231378
0,4,64,2,32,1,1,0,0.119244
0,8,2,2,1,64,8,0,0.248547
0,2,2,8,64,2,4,0,0.287601
0,4,1,16,32,2,4,0,0.275859
0,8,2,2,1,8,64,0,0.25055
0,1,1,64,4,64,1,0,0.193107
0,4,32,1,4,1,32,0,0.223538
0,4,32,2,64,1,1,0,0.158902
0,8,1,32,1,2,32,0,0.156143
0,1,4,8,64,1,8,0,0.236528
0,64,4,1,1,32,2,0,0.180881
0,1,128,1,1,4,32,0,0.20045
0,4,1,8,2,4,64,0,0.299663
0,4,2,32,2,2,16,0,0.191947
0,256,2,1,1,2,16,0,0.135115
0,2,1,32,32,1,8,0,0.225672
0,16,4,4,8,2,4,0,0.191355
0,16,8,2,1,1,64,0,0.157372
0,2,16,1,256,2,1,0,0.235925
0,1,16,2,1,256,2,0,0.239752
0,4,1,4,1,64,16,0,0.290065
0,8,16,4,2,1,16,0,0.132874
0,2,1,16,16,2,16,0,0.303796
0,32,1,4,1,16,8,0,0.237446
0,32,16,1,2,2,8,0,0.148712
0,2,8,32,2,8,2,0,0.145346
0,1,1,256,4,8,2,0,0.159129
0,1,8,2,1,1024,1,0,0.279936
0,64,2,1,1,32,4,0,0.248324
0,64,1,2,16,4,2,0,0.295188
