Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,4,36,2,2,4,4,0,0.120504
0,6,1,8,4,12,4,0,0.189925
0,3,1,8,2,48,4,0,0.196947
0,18,2,1,4,32,2,0,0.194448
0,1,6,4,16,24,1,0,0.169545
0,4,1,24,12,2,4,0,0.180655
0,9,2,2,256,1,1,0,0.160681
0,9,1,16,2,2,16,0,0.142707
0,8,3,12,1,4,8,0,0.110458
0,2,24,1,8,6,4,0,0.185076
0,4,8,1,24,3,4,0,0.184249
0,72,1,1,2,32,2,0,0.152526
0,8,1,2,9,1,64,0,0.221834
0,8,3,2,6,32,1,0,0.171941
0,6,1,6,4,2,32,0,0.182517
0,1,1,48,4,4,12,0,0.157441
0,24,4,1,2,2,24,0,0.188059
0,4,6,4,1,2,48,0,0.160702
0,16,3,3,4,8,2,0,0.140085
0,2,2,24,6,16,1,0,0.17299
0,12,6,4,1,32,1,0,0.097764
0,6,6,8,8,1,4,0,0.113011
0,4,9,2,1,64,2,0,0.162568
0,1,3,4,64,4,3,0,0.274122
0,4,72,1,8,1,4,0,0.099724
0,2,1,16,1,18,16,0,0.155809
0,6,6,2,1,128,1,0,0.144069
0,4,3,1,192,2,2,0,0.278385
0,4,3,2,2,4,48,0,0.201241
0,4,2,4,16,2,9,0,0.182644
0,12,1,2,8,24,2,0,0.207575
0,1,1,12,6,64,2,0,0.239098
0,9,1,2,16,4,8,0,0.243312
0,2,18,4,1,32,2,0,0.12727
0,16,2,1,36,2,4,0,0.192676
0,1,8,12,48,2,1,0,0.153996
0,2,2,18,2,8,8,0,0.17501
0,1,4,12,12,1,16,0,0.145239
0,3,3,1,2,512,1,0,0.264455
0,1,32,9,2,16,1,0,0.099618
0,1,16,6,6,8,2,0,0.188307
0,1,2,16,3,8,12,0,0.180427
0,16,3,1,64,3,1,0,0.152935
0,1,24,2,8,6,4,0,0.190373
0,16,6,1,2,8,6,0,0.192506
0,1,32,1,18,1,16,0,0.137303
0,18,2,4,1,2,32,0,0.127937
0,12,1,2,96,4,1,0,0.168866
0,1,8,2,9,2,32,0,0.257269
0,2,4,3,1,48,8,0,0.185097
0,2,6,8,1,8,12,0,0.1605
0,2,1,48,16,6,1,0,0.147359
0,8,9,4,8,1,4,0,0.112434
0,3,1,96,1,1,32,0,0.087405
0,8,2,3,2,4,24,0,0.175097
0,4,8,1,1,288,1,0,0.131082
0,4,24,1,4,12,2,0,0.190456
0,2,8,2,3,4,24,0,0.18397
0,36,1,2,8,8,2,0,0.182074
0,3,4,4,16,2,6,0,0.182393
0,12,1,1,16,1,48,0,0.219521
0,24,2,1,2,2,48,0,0.193147
0,3,16,2,1,12,8,0,0.167079
0,1,18,1,32,2,8,0,0.18596
0,1,3,6,128,1,4,0,0.193756
0,3,2,16,2,1,48,0,0.173248
0,1,2,12,2,192,1,0,0.161371
0,1,8,4,48,2,3,0,0.180324
0,1,16,2,9,2,16,0,0.180218
0,8,4,1,4,12,6,0,0.185136
0,1,8,12,3,4,8,0,0.187463
0,2,6,24,1,16,2,0,0.110416
0,12,1,1,2,48,8,0,0.218708
0,1,1,12,3,64,4,0,0.238617
0,2,24,1,1,32,6,0,0.181095
0,2,2,6,2,64,3,0,0.191687
0,6,16,3,2,2,8,0,0.12088
0,2,1,12,4,2,48,0,0.206717
0,1,12,1,12,64,1,0,0.205869
0,12,1,1,32,12,2,0,0.219357
0,1,8,3,16,12,2,0,0.197345
0,16,2,1,6,2,24,0,0.192416
0,1,4,24,2,12,4,0,0.18036
0,8,18,1,1,16,4,0,0.127882
0,2,9,16,8,1,4,0,0.112994
0,2,16,1,6,4,12,0,0.184647
0,4,2,4,72,1,4,0,0.166368
0,1,1,18,4,8,16,0,0.199335
0,24,4,3,4,1,8,0,0.112623
0,4,6,6,16,2,2,0,0.137782
0,3,2,8,2,4,24,0,0.171534
0,6,1,4,8,16,3,0,0.203716
0,1,4,4,288,2,1,0,0.21007
0,1,4,8,9,8,4,0,0.180889
0,8,2,3,96,1,2,0,0.1666
0,1,16,1,6,32,3,0,0.195103
0,8,12,1,2,12,4,0,0.183736
0,24,12,1,1,4,8,0,0.114439
0,1,3,8,6,4,16,0,0.208894
0,24,4,3,2,16,1,0,0.111994
0,1,6,24,1,8,8,0,0.115107
0,1,8,2,3,64,3,0,0.241708
0,2,3,4,12,16,2,0,0.201117
0,6,6,2,2,16,4,0,0.183119
0,2,12,3,4,8,4,0,0.175515
0,6,1,16,4,6,4,0,0.18061
0,8,4,1,3,48,2,0,0.184783
0,2,3,12,2,2,32,0,0.174567
0,1,16,2,6,3,16,0,0.180693
0,72,2,2,8,1,4,0,0.112862
0,9,1,8,16,8,1,0,0.153861
0,3,16,2,1,4,24,0,0.169153
0,36,8,1,1,8,4,0,0.116259
0,4,3,1,2,32,12,0,0.297984
0,6,1,3,4,4,32,0,0.241955
0,2,18,4,2,16,2,0,0.139214
0,9,32,1,1,8,4,0,0.116416
0,4,9,2,4,32,1,0,0.166664
0,2,1,72,4,4,4,0,0.142652
0,1,18,2,32,2,4,0,0.181471
0,3,2,2,16,48,1,0,0.267252
0,8,3,6,4,8,2,0,0.140158
