Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,1,100,8,2,4,4,0,0.15908
0,20,5,1,1,4,64,0,0.355215
0,4,100,1,4,16,1,0,0.163066
0,1,8,5,10,16,4,0,0.359967
0,8,2,50,4,1,8,0,0.144885
0,1,20,10,2,2,32,0,0.274572
0,10,10,2,1,64,2,0,0.245244
0,40,1,2,1,80,4,0,0.290626
0,4,10,1,8,20,4,0,0.367827
0,1,16,2,1,20,40,0,0.290722
0,8,25,2,8,4,2,0,0.205922
0,1,25,32,2,4,4,0,0.159661
0,8,1,10,160,2,1,0,0.291286
0,1,4,8,1,25,32,0,0.290916
0,160,1,1,16,10,1,0,0.252567
0,2,1,100,2,32,2,0,0.262493
0,50,16,1,2,2,8,0,0.160841
0,20,4,1,2,32,5,0,0.364936
0,1,1,80,4,5,16,0,0.291698
0,2,1,80,2,40,2,0,0.353862
0,25,1,32,1,2,16,0,0.128052
0,16,2,5,2,10,8,0,0.360969
0,40,2,5,4,1,16,0,0.185568
0,2,8,5,2,5,32,0,0.363507
0,2,20,1,20,1,32,0,0.295675
0,16,1,5,2,10,16,0,0.35599
0,10,2,2,160,1,4,0,0.335427
0,4,10,5,8,16,1,0,0.244389
0,8,20,1,40,4,1,0,0.289401
0,4,5,5,4,32,2,0,0.36361
0,400,1,1,1,8,8,0,0.142111
0,1,40,2,80,1,4,0,0.291017
0,4,2,25,2,4,16,0,0.269062
0,1,5,80,1,16,4,0,0.162427
0,1,40,4,80,1,2,0,0.288558
0,1,100,2,4,16,2,0,0.26269
0,2,10,2,80,1,8,0,0.335044
0,1,40,5,4,16,2,0,0.275015
0,20,2,10,8,1,8,0,0.185531
0,40,5,1,1,16,8,0,0.231924
0,10,10,1,4,8,8,0,0.368835
0,40,2,10,1,8,4,0,0.145076
0,5,2,8,64,1,5,0,0.330066
0,2,1,25,128,2,2,0,0.358282
0,1,4,20,2,5,32,0,0.353573
0,2,20,1,32,20,1,0,0.293913
0,2,50,1,16,4,4,0,0.361961
0,1,8,20,1,5,32,0,0.287927
0,1,2,16,32,1,25,0,0.291785
0,1,2,200,1,4,16,0,0.162641
0,2,5,4,80,1,8,0,0.334677
0,2,20,1,4,160,1,0,0.295618
0,40,2,10,1,2,16,0,0.145177
0,10,4,2,4,2,40,0,0.363607
0,1,1,160,80,2,1,0,0.251895
0,2,50,4,1,32,2,0,0.18656
0,10,4,2,1,16,20,0,0.328487
0,25,2,8,8,4,2,0,0.205759
0,4,4,25,32,1,2,0,0.18463
0,4,40,1,10,2,8,0,0.363559
0,10,4,20,2,2,8,0,0.16156
0,1,80,1,4,4,20,0,0.290751
0,1,4,50,1,32,4,0,0.212388
0,10,8,1,4,40,2,0,0.366849
0,4,1,200,2,4,4,0,0.1598
0,2,20,1,16,2,20,0,0.369597
0,4,10,2,160,1,2,0,0.330466
0,16,2,5,2,2,40,0,0.362081
0,16,2,5,5,8,4,0,0.362918
0,1,80,1,5,64,1,0,0.252087
0,1,50,1,2,4,64,0,0.291776
0,8,2,2,25,8,4,0,0.36646
0,200,1,4,8,2,2,0,0.15939
0,1,100,1,64,1,4,0,0.254086
0,2,5,4,8,2,40,0,0.370367
0,16,2,1,5,40,4,0,0.376633
0,1,4,8,4,20,10,0,0.361427
0,10,16,1,1,4,40,0,0.324652
0,10,10,1,256,1,1,0,0.254172
0,2,1,16,50,1,16,0,0.294076
0,4,2,10,40,2,4,0,0.362674
0,5,2,5,256,2,1,0,0.331329
0,2,8,10,4,20,2,0,0.362219
0,1,40,1,2,64,5,0,0.29512
0,5,2,80,2,1,16,0,0.145194
0,1,5,20,4,16,4,0,0.359114
0,8,2,50,1,16,2,0,0.144758
0,20,1,2,128,5,1,0,0.296338
0,2,8,5,5,64,1,0,0.328755
0,1,1,800,16,2,1,0,0.110943
0,1,20,5,4,32,2,0,0.356225
0,40,2,10,2,2,8,0,0.161418
0,20,4,1,4,4,20,0,0.36694
0,2,8,5,10,16,2,0,0.363708
0,10,1,20,4,32,1,0,0.213779
0,8,100,1,2,1,16,0,0.127693
0,1,20,4,1,20,16,0,0.288805
0,4,5,2,5,32,4,0,0.37094
0,2,20,5,2,2,32,0,0.280636
0,2,2,10,2,16,20,0,0.369751
0,1,4,25,4,16,4,0,0.359163
0,5,32,1,10,8,2,0,0.363537
0,1,1,80,1,10,32,0,0.251233
0,10,8,2,2,16,5,0,0.362465
0,2,4,20,1,4,40,0,0.328661
0,5,1,5,1,128,8,0,0.30982
0,4,5,4,40,8,1,0,0.32971
0,4,2,25,128,1,1,0,0.211911
0,20,10,4,2,8,2,0,0.160888
0,50,4,1,32,4,1,0,0.215548
0,4,2,25,2,16,4,0,0.268773
0,4,5,2,10,8,8,0,0.3699
0,1,2,400,2,2,8,0,0.15953
0,160,1,1,1,16,10,0,0.252495
0,5,5,1,4,4,64,0,0.392283
0,10,40,2,1,16,2,0,0.145266
0,8,2,25,4,1,16,0,0.185126
0,1,160,5,2,16,1,0,0.128014
0,4,1,100,8,8,1,0,0.16358
0,5,8,1,1,32,20,0,0.221083
0,1,50,8,1,16,4,0,0.162583
0,5,16,1,40,2,4,0,0.365569
0,1,8,10,32,10,1,0,0.291312
0,1,25,2,16,16,2,0,0.357434
0,8,5,4,32,5,1,0,0.328457
0,2,2,25,8,4,8,0,0.364991
0,1,100,2,64,1,2,0,0.213269
0,20,4,2,4,10,4,0,0.362057
0,2,20,4,2,8,10,0,0.363354
0,2,8,5,4,8,10,0,0.363116
0,5,2,8,2,16,10,0,0.36401
0,16,10,1,2,8,10,0,0.363524
0,5,1,16,16,20,1,0,0.291571
0,5,5,2,8,32,2,0,0.367023
0,4,2,10,5,64,1,0,0.328741
0,1,2,40,2,16,10,0,0.357663
0,5,1,10,2,256,1,0,0.293693
0,40,4,5,2,2,8,0,0.160883
0,1,10,16,8,1,20,0,0.290267
0,80,1,2,2,16,5,0,0.353802
0,40,2,1,2,8,20,0,0.366793
0,32,5,5,1,8,4,0,0.144517
0,4,2,10,20,16,1,0,0.329505
0,2,2,200,2,2,8,0,0.161225
0,50,2,8,1,16,2,0,0.144967
0,8,25,4,8,4,1,0,0.145197
0,20,1,2,1,640,1,0,0.256887
0,16,1,2,5,32,5,0,0.365002
0,1,2,20,4,16,10,0,0.359037
0,5,2,8,4,5,16,0,0.36098
0,1,2,16,80,10,1,0,0.294087
0,5,1,32,4,1,40,0,0.290774
0,8,5,20,1,16,2,0,0.144735
0,1,5,160,16,1,2,0,0.128078
0,1,16,10,2,10,8,0,0.351743
0,10,2,4,32,1,10,0,0.329963
0,2,20,2,4,80,1,0,0.329001
0,10,10,2,2,32,2,0,0.267629
0,5,1,16,80,4,1,0,0.29123
0,5,4,4,5,2,32,0,0.362876
0,2,4,100,16,2,1,0,0.145136
0,100,1,1,2,64,2,0,0.291542
0,1,1,80,16,5,4,0,0.291871
0,20,1,2,20,4,8,0,0.357341
0,10,1,5,4,16,8,0,0.357777
0,2,1,16,1,800,1,0,0.254512
0,80,5,1,2,1,32,0,0.163789
0,25,1,1,16,1,64,0,0.268618
0,10,1,16,10,16,1,0,0.290149
0,25,2,2,16,2,8,0,0.364867
0,100,2,2,8,4,2,0,0.206022
0,25,4,1,1,8,32,0,0.366938
0,1,8,5,32,4,5,0,0.357153
0,4,10,4,1,160,1,0,0.278284
0,8,1,50,64,1,1,0,0.142027
0,5,20,8,8,4,1,0,0.145199
0,40,1,5,2,4,16,0,0.26494
0,20,2,1,4,80,2,0,0.367831
0,4,5,2,1,128,5,0,0.334891
0,4,2,20,2,8,10,0,0.362109
0,40,2,5,16,2,2,0,0.205837
0,1,80,2,2,5,16,0,0.355971
0,40,10,2,16,1,2,0,0.14533
0,5,8,1,1,640,1,0,0.256925
0,1,20,8,1,80,2,0,0.287711
0,1,5,40,1,128,1,0,0.18564
0,8,5,2,320,1,1,0,0.288499
0,100,1,8,1,2,16,0,0.127992
0,25,2,8,1,2,32,0,0.18558
0,40,2,10,4,8,1,0,0.14476
0,2,1,80,4,1,40,0,0.290439
0,2,5,10,2,2,64,0,0.354543
0,25,2,4,4,1,32,0,0.2424
0,4,4,10,10,4,4,0,0.362567
0,2,2,10,40,2,8,0,0.369004
0,2,20,5,64,2,1,0,0.242057
