Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
1,16,1,54,1,16,6,0,0.047139
1,4,108,2,4,24,1,0,0.047213
0,3,1,32,24,12,3,0,0.99169
1,24,4,1,2,216,2,0,0.047673
0,16,1,54,1,16,6,0,0.947368
0,24,9,1,96,2,2,0,1.042119
0,8,3,36,3,4,8,0,1.018883
1,4,8,3,6,4,36,0,0.047701
1,3,24,6,6,1,32,0,0.047831
1,9,18,4,4,16,2,0,0.048014
1,2,54,2,32,4,3,0,0.048323
1,18,6,12,32,1,2,0,0.048061
1,12,2,4,36,3,8,0,0.047671
1,6,24,1,1,192,3,0,0.068688
1,48,3,2,1,96,3,0,0.048375
1,1,81,1,64,16,1,0,0.048772
1,9,2,12,1,192,2,0,0.048644
1,6,12,12,1,12,8,0,0.047258
0,4,2,12,2,72,6,0,0.99637
1,3,24,2,1,64,9,0,0.047194
0,3,6,16,9,8,4,0,1.048185
0,1,4,36,2,24,12,0,0.955078
1,12,3,12,8,3,8,0,0.048333
1,8,9,4,4,6,12,0,0.048539
1,2,48,27,4,4,2,0,0.043339
1,9,16,3,3,16,4,0,0.047318
1,6,16,3,4,72,1,0,0.048332
1,72,6,1,6,32,1,0,0.047757
0,2,48,27,4,4,2,0,0.802716
1,1,144,6,2,6,8,0,0.047737
0,8,3,36,6,2,8,0,1.015816
1,12,8,3,2,16,9,0,0.048262
1,1,9,48,24,8,1,0,0.047947
1,3,12,3,16,16,3,0,0.043909
1,12,3,12,2,48,2,0,0.047869
1,2,27,3,2,32,8,0,0.048292
1,3,72,1,2,8,24,0,0.048601
1,12,18,1,12,8,4,0,0.048157
1,6,12,18,32,2,1,0,0.048173
0,6,4,6,3,8,24,0,0.9963
1,24,1,9,192,2,1,0,0.04808
1,4,3,9,24,4,8,0,0.04388
0,8,27,2,4,1,48,0,0.953646
0,9,12,4,3,4,16,0,0.941531
1,4,3,8,9,2,48,0,0.047796
1,1,2,48,96,9,1,0,0.047674
1,144,1,2,6,6,8,0,0.048414
1,16,18,3,32,3,1,0,0.047049
1,6,8,3,8,36,2,0,0.047211
0,6,4,12,36,8,1,0,0.978265
1,36,3,1,16,3,16,0,0.043933
1,3,8,4,27,1,32,0,0.047845
1,2,1,432,4,2,12,0,0.047173
1,36,1,12,8,2,12,0,0.047788
1,18,3,2,8,8,12,0,0.043914
0,54,1,2,2,16,24,0,0.991788
1,48,1,6,8,2,18,0,0.048628
1,6,3,24,2,8,12,0,0.047919
0,3,3,16,1,64,9,0,0.94018
1,2,48,1,27,2,16,0,0.047694
1,6,6,24,3,2,16,0,0.047468
0,2,2,108,16,6,2,0,0.974887
1,1,12,8,1,216,4,0,0.047648
1,16,3,6,2,144,1,0,0.048239
0,32,3,9,2,16,3,0,1.027815
1,48,3,2,72,2,2,0,0.048413
1,108,2,3,1,32,4,0,0.048364
1,1,6,144,1,2,48,0,0.047389
1,2,27,2,16,12,4,0,0.043719
1,9,16,3,1,16,12,0,0.047998
1,3,2,16,4,24,9,0,0.047649
1,9,16,1,12,48,1,0,0.047344
1,18,24,2,12,4,2,0,0.046958
1,36,2,3,1,48,8,0,0.048368
1,54,4,4,8,4,3,0,0.047449
1,2,1,81,2,128,2,0,0.04861
1,1,72,4,2,6,24,0,0.048435
0,4,4,162,4,2,4,0,0.812961
1,2,27,4,4,16,6,0,0.048552
1,6,16,3,48,1,6,0,0.048298
1,3,3,16,12,2,24,0,0.047454
1,2,18,4,24,1,24,0,0.046963
0,2,8,9,16,18,2,0,0.98277
1,2,2,108,24,4,2,0,0.047577
1,4,12,3,18,32,1,0,0.046598
1,108,1,1,16,1,48,0,0.043927
1,32,9,1,18,2,8,0,0.048456
1,96,9,1,3,32,1,0,0.047667
1,48,6,9,1,16,2,0,0.043333
0,4,1,216,2,1,48,0,0.931822
1,2,54,2,384,1,1,0,0.047784
0,3,36,2,32,1,12,0,0.940453
0,216,1,12,2,8,2,0,0.821173
1,8,6,18,1,8,12,0,0.04758
1,2,16,3,48,1,18,0,0.047336
1,1,9,24,1,64,6,0,0.04866
0,4,72,1,9,8,4,0,1.058233
1,4,1,36,8,6,12,0,0.047761
0,1,24,9,16,12,2,0,0.961356
1,4,18,4,32,3,3,0,0.048314
1,1,4,27,4,12,16,0,0.043942
0,6,6,12,8,8,3,0,0.967824
1,2,4,81,1,8,16,0,0.048044
1,9,1,16,2,8,36,0,0.0477
0,3,2,144,32,1,3,0,0.961763
0,24,3,3,96,1,4,0,0.93928
0,12,9,6,8,16,1,0,0.967114
0,9,8,2,4,6,24,0,1.005262
1,2,9,24,2,16,6,0,0.047853
1,6,16,1,1,108,8,0,0.331768
1,48,2,27,2,2,8,0,0.043606
1,1,32,81,1,8,4,0,0.04321
1,9,24,2,24,4,2,0,0.047841
1,162,1,2,16,16,1,0,0.04853
1,12,6,2,1,144,4,0,0.047566
1,12,36,2,4,1,24,0,0.047858
1,1,72,2,4,144,1,0,0.046977
1,3,8,4,32,1,27,0,0.047647
1,6,1,24,8,36,2,0,0.047302
1,144,1,6,6,1,16,0,0.047317
1,3,2,24,4,6,24,0,0.047067
1,144,3,1,96,2,1,0,0.047497
0,9,3,8,8,16,3,0,0.958461
1,108,1,2,32,12,1,0,0.048628
1,1,3,36,16,1,48,0,0.043882
1,2,6,9,32,24,1,0,0.043767
1,12,4,9,8,2,12,0,0.048137
1,9,16,2,8,1,36,0,0.04834
1,1,24,6,6,3,32,0,0.047681
1,2,6,8,72,3,4,0,0.047593
1,3,27,1,512,2,1,0,0.048812
0,3,4,9,3,8,32,0,0.968829
1,2,81,2,16,4,4,0,0.04841
1,6,36,1,24,2,8,0,0.048487
0,1,32,81,1,8,4,0,0.758757
1,1,108,2,2,12,16,0,0.048104
1,8,18,3,12,8,2,0,0.047831
1,4,12,3,6,12,8,0,0.047329
1,1,24,18,1,6,32,0,0.048101
1,18,4,12,8,3,4,0,0.047646
1,18,2,4,12,3,16,0,0.047001
1,4,1,54,2,6,32,0,0.04819
1,27,2,4,96,1,4,0,0.047864
1,12,9,1,128,3,2,0,0.043853
1,108,1,4,6,16,2,0,0.047791
0,27,1,24,4,16,2,0,1.020248
1,12,12,1,8,2,36,0,0.046838
1,2,3,54,4,2,32,0,0.048547
1,54,4,1,64,6,1,0,0.048281
1,2,27,2,48,4,4,0,0.043905
1,3,54,16,4,2,4,0,0.043838
