Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,4,1,16,1,32,8,0,0.308815
1,4,4,32,4,8,1,0,0.077505
1,1,32,1,2,64,4,0,0.091971
1,128,1,4,32,1,1,0,0.07679
1,4,2,8,16,2,8,0,0.086234
0,4,4,32,4,8,1,0,0.301675
1,2,2,4,2,256,2,0,0.135871
0,128,1,4,32,1,1,0,0.265854
1,2,8,16,2,4,8,0,0.079636
1,4,1,128,2,4,4,0,0.076689
1,2,1,128,8,4,2,0,0.081063
1,2,32,1,4,1,64,0,0.087247
1,32,2,1,4,1,64,0,0.087914
1,1,16,1,4,4,64,0,0.14086
0,4,1,128,2,4,4,0,0.312749
1,8,64,1,4,2,4,0,0.077744
1,2,2,8,16,1,32,0,0.093493
1,8,2,2,2,16,16,0,0.091197
1,8,4,4,16,2,4,0,0.082307
1,4,1,8,1,16,32,0,0.092239
1,1,2,256,4,8,1,0,0.07753
0,4,1,64,8,8,1,0,0.287165
1,4,2,64,1,8,4,0,0.076381
0,8,2,16,4,1,16,0,0.294037
1,32,2,2,8,8,2,0,0.080714
1,16,4,8,4,1,8,0,0.076908
1,1,16,16,2,32,1,0,0.080489
0,4,16,4,1,1,64,0,0.287651
1,2,4,64,2,16,1,0,0.077089
1,8,16,1,8,4,4,0,0.082864
1,64,8,1,1,2,16,0,0.299357
1,8,4,16,2,2,8,0,0.077502
1,32,1,8,8,2,4,0,0.080867
0,16,1,2,64,8,1,0,0.279799
1,1,4,4,32,1,32,0,0.139588
1,16,8,4,1,32,1,0,0.077622
1,2,2,4,4,64,4,0,0.135717
0,8,2,4,1,32,8,0,0.303575
1,4,8,1,1,16,32,0,0.605245
1,4,4,4,128,2,1,0,0.08745
1,32,1,4,8,4,4,0,0.081881
1,4,8,16,2,1,16,0,0.077576
1,64,1,2,8,4,4,0,0.082025
1,2,8,32,1,4,8,0,0.0772
1,128,2,2,2,2,8,0,0.076856
1,128,1,4,8,4,1,0,0.077466
1,2,8,2,64,2,4,0,0.091159
1,1,4,4,2,256,2,0,0.135564
1,2,4,16,32,1,4,0,0.081776
0,2,8,1,8,4,32,0,0.533788
1,2,128,1,4,16,1,0,0.081685
0,2,16,8,4,16,1,0,0.302463
1,8,2,1,1,512,2,0,0.485617
1,8,2,1,16,2,32,0,0.138005
0,4,128,1,32,1,1,0,0.280687
1,8,1,4,32,16,1,0,0.092988
1,16,2,2,16,16,1,0,0.08621
1,1,8,2,4,256,1,0,0.138588
1,1,16,2,16,8,4,0,0.092282
1,4,1,4,128,2,4,0,0.137123
1,2,16,1,16,16,2,0,0.091667
0,1,4,32,8,2,8,0,0.314261
0,2,32,8,2,2,8,0,0.321389
1,128,1,2,16,2,2,0,0.079376
1,32,2,1,32,4,2,0,0.087248
1,2,64,1,1,32,4,0,0.495398
1,8,64,1,1,1,32,0,0.076973
1,2,64,2,4,2,8,0,0.081423
1,16,8,4,1,2,16,0,0.07648
1,64,4,2,32,1,1,0,0.077494
1,2,32,2,64,1,2,0,0.081827
1,4,16,1,2,64,2,0,0.087097
1,32,2,2,8,4,4,0,0.082135
1,2,1,128,1,32,2,0,0.08123
0,2,1,16,8,4,16,0,0.321972
