Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,2,8,2,2,32,2,0,0.080154
1,64,1,1,64,1,1,0,0.325553
1,1,8,4,1,64,2,0,0.325322
1,2,8,2,2,32,2,0,0.323989
1,2,2,2,4,8,16,0,0.68046
0,4,1,2,16,1,32,0,0.34917
1,1,1,128,1,1,32,0,0.326418
0,2,4,8,64,1,1,0,0.10294
0,4,8,2,1,8,8,0,0.111039
0,8,1,2,128,2,1,0,0.17739
0,8,4,2,2,8,4,0,0.11118
0,8,8,2,4,8,1,0,0.109276
0,1,1,4,4,128,2,0,0.728221
0,1,4,4,32,8,1,0,0.185183
1,1,1,8,2,16,16,0,0.674158
0,4,16,1,4,8,2,0,0.117938
1,16,8,1,1,8,4,0,0.357001
0,8,1,8,2,2,16,0,0.11837
0,1,8,1,8,1,64,0,0.257326
0,1,32,1,8,8,2,0,0.070695
1,1,8,2,32,8,1,0,0.492906
0,1,8,1,128,2,2,0,0.255303
1,1,32,1,8,8,2,0,0.307552
0,4,2,16,4,1,8,0,0.077679
0,1,1,4,1,256,4,0,0.517331
0,1,4,1,4,128,2,0,0.523942
0,1,1,32,4,32,1,0,0.074003
0,2,16,2,16,1,4,0,0.077289
0,2,1,32,1,32,2,0,0.078438
1,128,1,1,2,4,4,0,0.305319
0,8,2,2,2,64,1,0,0.077057
1,2,1,2,1,64,16,0,0.717104
0,1,4,32,1,32,1,0,0.07559
0,2,8,1,4,8,8,0,0.146783
0,1,4,1,4,64,4,0,0.530868
0,1,4,1,64,4,4,0,0.482677
0,1,2,4,4,16,8,0,0.275868
0,2,2,16,1,1,64,0,0.070676
0,4,1,16,2,32,1,0,0.07345
0,16,1,1,1,8,32,0,0.123934
0,4,32,1,1,2,16,0,0.080625
0,8,2,1,8,4,8,0,0.148006
0,2,4,4,1,16,8,0,0.077907
0,2,32,1,1,64,1,0,0.101737
1,1,1,8,4,4,32,0,0.680476
1,2,2,16,1,1,64,0,0.328332
0,1,4,1,128,1,8,0,0.530498
0,1,4,8,4,8,4,0,0.113151
0,4,1,16,2,2,16,0,0.118045
0,2,1,16,16,2,4,0,0.11799
0,1,64,2,1,32,1,0,0.102851
0,1,8,2,2,64,2,0,0.197992
0,4,4,1,1,8,32,0,0.195909
0,4,1,4,32,2,4,0,0.205537
1,1,8,2,256,1,1,0,0.517738
0,2,4,8,1,2,32,0,0.111659
0,4,8,1,2,1,64,0,0.10668
1,4,1,2,128,2,2,0,0.677165
1,1,1,32,1,64,2,0,0.327878
1,2,1,16,1,128,1,0,0.32534
0,2,2,32,8,2,2,0,0.081335
0,1,2,16,8,16,1,0,0.107019
0,16,1,2,2,4,16,0,0.107396
0,4,1,8,128,1,1,0,0.072265
0,1,64,2,2,4,4,0,0.111643
0,16,1,1,32,1,8,0,0.179299
0,1,16,8,16,1,2,0,0.076945
0,8,1,8,2,1,32,0,0.074895
0,2,1,16,64,1,2,0,0.106873
1,1,4,1,2,512,1,0,0.728974
0,16,8,1,4,4,2,0,0.116893
1,2,4,8,32,1,2,0,0.326643
0,2,16,1,1,16,8,0,0.105348
1,1,2,64,1,32,1,0,0.307256
0,16,2,1,16,8,1,0,0.109138
0,32,4,1,4,2,4,0,0.11815
0,2,2,32,1,1,32,0,0.107275
1,1,1,8,2,4,64,0,0.67392
0,1,16,1,2,64,2,0,0.184397
0,2,2,8,1,128,1,0,0.105969
0,4,4,4,16,4,1,0,0.109301
0,1,16,1,32,4,2,0,0.184671
1,4,4,2,2,2,32,0,0.307431
1,16,1,2,64,2,1,0,0.316558
1,16,2,1,2,32,2,0,0.307088
1,1,8,4,4,2,16,0,0.314429
0,8,4,2,4,16,1,0,0.075139
0,4,8,2,32,2,1,0,0.077109
0,1,1,32,8,8,2,0,0.075398
0,2,8,4,2,32,1,0,0.07557
1,16,1,1,4,32,2,0,0.488926
1,2,4,8,4,4,4,0,0.313895
0,1,16,1,4,1,64,0,0.125608
0,1,2,4,8,64,1,0,0.249194
1,2,32,1,1,4,16,0,0.339728
0,16,1,2,128,1,1,0,0.10289
0,8,1,4,4,32,1,0,0.074451
0,4,8,2,64,1,1,0,0.106685
1,4,1,2,256,2,1,0,0.674493
0,32,4,1,8,1,4,0,0.106624
0,1,1,4,128,4,2,0,0.731559
1,2,16,4,8,1,4,0,0.324591
1,64,2,1,16,2,1,0,0.301362
0,16,2,2,2,2,16,0,0.08151
0,1,8,1,1,8,64,0,0.337915
1,1,32,2,8,2,4,0,0.30885
0,1,8,1,512,1,1,0,0.246742
0,2,1,8,1,16,16,0,0.134904
0,1,8,4,32,2,2,0,0.078774
1,4,4,8,4,1,8,0,0.305122
0,2,2,4,2,64,2,0,0.141497
0,4,1,2,8,64,1,0,0.358983
1,32,2,1,32,2,1,0,0.306898
0,2,32,1,2,2,16,0,0.118595
1,4,4,8,2,2,8,0,0.32365
0,16,4,2,2,4,4,0,0.111759
0,1,2,64,2,1,16,0,0.076983
0,1,1,64,4,4,4,0,0.075614
0,4,4,8,2,1,16,0,0.106155
1,64,1,2,16,1,2,0,0.303465
1,2,1,2,16,4,16,0,0.71915
1,4,2,1,8,32,2,0,0.673033
0,16,1,1,4,32,2,0,0.129679
0,16,1,2,1,8,16,0,0.080565
0,4,16,2,1,16,2,0,0.079939
1,1,1,64,8,8,1,0,0.315459
0,4,2,2,4,32,2,0,0.143198
0,2,1,8,2,32,4,0,0.150783
0,8,2,4,64,1,1,0,0.076389
0,1,1,16,1,256,1,0,0.128621
0,1,64,2,8,4,1,0,0.076362
0,128,1,1,32,1,1,0,0.074087
1,2,1,16,16,1,8,0,0.311393
0,1,2,2,2,64,8,0,0.55129
1,2,1,2,64,2,8,0,0.721512
0,4,1,1,1,32,32,0,0.510358
1,2,4,1,2,16,16,0,0.664065
0,1,1,64,2,1,32,0,0.072144
0,1,8,4,8,2,8,0,0.080647
1,8,2,1,2,64,2,0,0.497963
1,16,1,1,4,2,32,0,0.491097
1,4,2,8,2,16,2,0,0.30599
0,1,1,4,32,16,2,0,0.535402
0,4,8,2,2,8,4,0,0.082572
0,8,4,2,2,16,2,0,0.080163
1,8,4,1,4,8,4,0,0.313411
0,1,2,16,1,64,2,0,0.073195
1,2,1,4,16,32,1,0,0.664009
1,4,8,1,2,4,16,0,0.311209
1,8,2,8,8,4,1,0,0.305251
0,1,4,1,1,64,16,0,0.497213
0,4,4,2,4,32,1,0,0.078921
0,4,2,8,4,1,16,0,0.079301
1,1,1,8,2,32,8,0,0.667694
0,4,2,4,2,32,2,0,0.083001
0,2,2,2,1,64,8,0,0.272869
0,1,32,2,16,1,4,0,0.079956
1,4,2,2,4,2,32,0,0.498916
1,2,2,1,16,64,1,0,0.717397
0,4,1,4,1,32,8,0,0.135716
0,1,2,64,16,1,2,0,0.079158
0,1,4,2,4,16,8,0,0.266453
1,16,8,1,4,2,4,0,0.31186
1,16,4,1,16,1,4,0,0.312286
1,2,4,4,2,32,2,0,0.307267
0,2,8,2,4,4,8,0,0.082796
0,2,8,4,8,4,2,0,0.082633
0,1,1,32,4,1,32,0,0.068437
0,8,1,2,2,32,4,0,0.150769
0,64,1,1,4,2,8,0,0.079174
0,1,8,16,8,2,2,0,0.081857
0,1,4,2,16,32,1,0,0.260731
0,1,16,8,1,8,4,0,0.073803
0,2,32,2,4,2,4,0,0.082794
1,4,1,8,2,1,64,0,0.313515
0,4,2,16,2,1,16,0,0.074513
0,2,2,2,4,8,16,0,0.280253
0,4,8,2,4,16,1,0,0.079019
0,16,1,1,32,4,2,0,0.131875
0,1,2,2,16,4,16,0,0.552228
1,4,1,2,4,16,8,0,0.672343
0,4,1,1,64,4,4,0,0.555616
0,8,16,1,2,2,8,0,0.086929
0,32,1,4,8,4,1,0,0.076219
0,32,4,1,8,4,1,0,0.079675
0,2,1,32,2,32,1,0,0.075544
0,16,2,1,1,2,64,0,0.081963
0,2,4,1,8,4,16,0,0.295153
0,4,2,8,8,2,4,0,0.082706
0,2,8,8,8,1,4,0,0.077391
0,4,1,1,64,8,2,0,0.562972
0,1,2,4,1,64,8,0,0.260897
0,2,8,4,1,1,64,0,0.073102
0,16,1,2,2,32,2,0,0.11766
0,8,2,2,1,128,1,0,0.07343
0,4,2,2,64,1,4,0,0.138375
0,4,4,1,2,8,16,0,0.207446
0,4,2,1,32,4,4,0,0.408143
0,8,1,4,4,1,32,0,0.10887
0,1,1,4,16,8,8,0,0.66332
0,1,4,1,256,4,1,0,0.706292
0,1,32,1,32,2,2,0,0.105142
0,8,2,2,32,2,2,0,0.078133
0,2,2,1,256,2,2,0,0.58669
0,2,2,2,4,128,1,0,0.27027
0,1,2,2,1,512,2,0,0.532547
1,1,1,32,4,1,32,0,0.304805
0,1,64,1,2,4,8,0,0.075014
0,1,4,4,4,4,16,0,0.141946
0,8,4,4,8,4,1,0,0.075926
0,4,16,1,1,64,1,0,0.069136
0,1,32,1,32,1,4,0,0.072758
0,2,1,16,128,1,1,0,0.072606
0,1,8,1,16,2,16,0,0.25807
0,32,2,1,16,1,4,0,0.075674
0,1,4,1,8,4,32,0,0.533148
0,4,4,2,2,8,8,0,0.082664
0,2,2,2,2,64,4,0,0.274655
1,4,4,1,4,32,2,0,0.50065
1,1,16,1,4,16,4,0,0.495259
