Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,20,1,2,8,40,2,0,0.51188
1,10,8,2,8,2,10,0,0.050667
0,1,2,20,320,1,2,0,0.464118
0,40,2,1,4,20,4,0,0.468521
1,5,4,40,16,1,2,0,0.048518
1,4,8,1,40,20,1,0,0.055807
0,2,4,4,50,16,1,0,0.464121
1,10,2,4,1,10,32,0,0.051279
0,1,80,10,1,4,8,0,0.430604
1,10,2,5,8,16,2,0,0.052316
0,50,2,2,4,16,2,0,0.494435
0,40,4,1,20,8,1,0,0.468979
1,2,4,4,80,1,10,0,0.055876
0,5,4,40,16,1,2,0,0.447467
1,5,4,4,8,40,1,0,0.051468
1,2,10,40,4,8,1,0,0.048667
0,10,8,2,5,1,32,0,0.466505
1,4,50,1,4,16,2,0,0.04943
1,5,2,10,4,2,32,0,0.05294
1,8,20,5,16,2,1,0,0.048987
1,20,1,5,64,4,1,0,0.053219
1,1,5,8,64,5,2,0,0.06141
0,1,100,8,2,8,2,0,0.449438
1,1,10,5,256,2,1,0,0.055526
1,50,2,2,32,4,1,0,0.049718
1,2,4,10,5,1,64,0,0.052252
0,4,2,5,4,10,16,0,0.487453
1,1,50,1,16,32,1,0,0.055783
1,5,4,8,2,4,20,0,0.050367
1,20,10,1,16,1,8,0,0.04968
1,10,4,5,2,32,2,0,0.049525
1,2,5,40,2,16,2,0,0.049568
1,4,20,1,160,2,1,0,0.052313
1,10,4,1,16,5,8,0,0.06121
0,4,4,5,8,1,40,0,0.463124
1,8,1,4,5,10,16,0,0.055453
1,2,80,1,1,20,8,0,0.583765
1,2,1,80,2,16,5,0,0.050471
1,10,4,20,2,16,1,0,0.048773
1,2,2,8,400,1,2,0,0.056171
1,8,1,4,16,25,2,0,0.055297
1,8,25,1,4,16,2,0,0.049997
1,1,8,50,1,64,1,0,0.04942
1,5,16,2,20,8,1,0,0.049721
0,80,1,10,4,1,8,0,0.436803
1,2,1,200,8,8,1,0,0.049548
