Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,1,10,10,32,16,2,0,1.088225
0,4,16,2,4,4,50,0,1.030609
0,8,5,80,1,16,2,0,0.817536
0,1,800,4,8,1,4,0,0.797605
0,10,1,160,2,2,16,0,1.051757
1,16,20,1,2,16,10,0,0.042691
0,1,40,4,320,2,1,0,0.986994
1,5,40,4,2,1,64,0,0.042521
1,1,50,64,8,2,2,0,0.03909
0,16,20,1,2,16,10,0,0.965687
1,40,1,16,2,40,2,0,0.041484
1,4,1,160,8,5,4,0,0.041543
0,4,8,5,8,40,2,0,1.034649
1,10,2,16,8,2,20,0,0.039729
1,8,5,80,32,1,1,0,0.037151
1,4,5,20,2,32,4,0,0.034405
1,4,4,20,1,40,8,0,0.032928
1,10,8,2,40,1,16,0,0.033665
1,5,1,64,80,4,1,0,0.032829
1,32,10,1,1,32,10,0,0.330988
1,4,8,5,80,2,4,0,0.034164
1,4,4,10,10,32,2,0,0.034005
1,10,16,5,8,2,8,0,0.033059
1,32,2,2,5,40,4,0,0.034278
1,80,8,1,8,10,2,0,0.032935
1,2,16,5,10,1,64,0,0.034213
1,5,10,16,4,4,8,0,0.033751
1,2,2,80,4,40,2,0,0.033453
1,8,8,10,16,5,2,0,0.03281
1,2,10,10,128,1,4,0,0.03384
1,10,1,64,8,2,10,0,0.032851
0,8,1,16,40,10,2,0,0.981436
1,16,40,1,40,1,4,0,0.032962
0,4,1,40,10,4,16,0,0.987276
1,32,2,2,40,1,20,0,0.042733
1,20,20,2,2,8,8,0,0.038536
0,20,10,4,1,64,2,0,0.977914
1,2,5,64,10,2,8,0,0.037937
1,8,2,20,1,320,1,0,0.034422
1,80,1,20,64,1,1,0,0.035785
1,1,160,2,4,40,2,0,0.033496
1,1,100,4,4,4,16,0,0.033977
1,2,40,5,1,4,64,0,0.034472
1,25,4,1,256,2,2,0,0.035086
1,10,2,16,10,4,8,0,0.033373
1,1,25,4,2,64,8,0,0.035483
1,2,25,2,1,256,4,0,0.035687
1,16,40,1,1,40,4,0,0.05819
0,2,160,2,5,4,8,0,0.928696
1,64,2,1,100,2,4,0,0.034271
1,10,1,64,5,8,4,0,0.033018
1,4,10,10,2,32,4,0,0.034111
1,2,25,2,256,1,4,0,0.035663
1,1,64,25,1,4,16,0,0.034693
0,8,8,10,16,5,2,0,0.965236
1,10,32,1,8,4,10,0,0.032936
1,8,400,1,4,2,4,0,0.034232
1,128,1,1,4,20,10,0,0.034293
1,2,4,40,16,5,4,0,0.032927
1,8,50,1,1,16,16,0,0.540385
1,50,4,16,16,2,1,0,0.042854
1,50,4,8,1,4,16,0,0.039192
0,160,1,2,4,10,8,0,0.966624
0,1,32,5,1,40,16,0,0.875945
0,1,200,4,4,32,1,0,0.900489
0,1,2,160,2,32,5,0,0.944824
1,20,8,10,1,1,64,0,0.034405
1,1,40,20,4,4,8,0,0.033334
1,50,4,16,1,16,2,0,0.03446
1,1,4,25,4,16,16,0,0.03522
1,2,1,160,5,8,8,0,0.033794
1,16,5,20,2,2,16,0,0.03473
1,40,10,2,64,1,2,0,0.034281
1,32,2,10,16,2,5,0,0.033069
1,2,80,1,1,40,16,0,0.485189
0,1,10,64,2,4,20,0,0.940496
0,100,4,8,8,1,4,0,0.770231
1,16,1,200,4,1,8,0,0.034492
1,1,1600,1,8,8,1,0,0.035223
1,1,40,4,16,10,4,0,0.034278
1,10,4,5,1,16,32,0,0.034057
1,5,1,128,8,20,1,0,0.032961
1,1,25,4,1024,1,1,0,0.035838
1,25,1,16,2,64,2,0,0.034846
1,4,20,8,20,4,2,0,0.033365
1,1,2,160,20,1,16,0,0.033231
1,16,4,2,5,32,5,0,0.034526
1,8,50,1,8,16,2,0,0.03427
1,160,1,4,4,40,1,0,0.041298
1,10,32,2,16,1,10,0,0.037825
1,2,400,4,1,8,4,0,0.039125
1,8,8,5,80,4,1,0,0.03562
1,1,2,320,32,1,5,0,0.033433
0,16,5,4,1,5,64,0,0.926494
1,16,4,5,80,4,1,0,0.033544
1,320,5,2,4,4,2,0,0.034688
1,2,1,50,8,8,16,0,0.035931
1,4,1,200,16,4,2,0,0.033635
1,10,4,80,2,16,1,0,0.034456
1,50,8,8,2,1,16,0,0.034462
1,4,5,8,32,5,4,0,0.034076
1,1,200,2,2,128,1,0,0.033793
1,4,25,4,8,8,4,0,0.034079
1,4,8,25,2,2,32,0,0.03363
1,20,8,4,80,1,2,0,0.033167
1,5,16,2,16,4,10,0,0.034299
1,1,64,2,5,5,32,0,0.034524
1,2,16,5,10,16,4,0,0.034012
1,8,2,10,2,40,8,0,0.034493
1,80,2,4,2,2,40,0,0.033113
1,16,2,4,800,1,1,0,0.034487
1,25,1,4,1,64,16,0,0.035686
1,40,4,20,4,8,1,0,0.034467
1,1,100,2,4,128,1,0,0.040724
1,8,1,40,16,1,20,0,0.034806
1,1,8,25,32,16,1,0,0.034703
1,320,1,5,4,4,4,0,0.034871
1,25,4,1,1024,1,1,0,0.03589
