Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
1,7,1,7,16,8,8,0,0.047494
1,2,4,49,8,8,2,0,0.041957
1,14,1,7,16,1,32,0,0.044855
0,7,1,7,16,8,8,0,0.899678
1,56,28,1,4,1,8,0,0.048472
1,4,2,7,2,7,64,0,0.041904
1,1,7,28,16,16,1,0,0.042024
1,28,1,56,4,2,4,0,0.046441
0,2,4,49,8,8,2,0,0.837826
1,7,28,1,16,1,16,0,0.042198
1,8,1,28,28,4,2,0,0.042071
1,28,56,1,8,1,4,0,0.047717
1,1,8,98,1,4,16,0,0.042103
1,7,2,28,32,1,4,0,0.04196
1,14,1,7,1,512,1,0,0.044779
1,98,4,1,32,1,4,0,0.041938
0,98,1,16,4,4,2,0,0.640727
1,7,4,2,1,32,28,0,0.041991
1,14,4,4,2,14,8,0,0.041958
1,98,1,1,512,1,1,0,0.044814
1,1,4,28,7,16,4,0,0.041963
1,1,4,56,1,14,16,0,0.04191
0,1,4,392,2,8,2,0,0.647962
1,8,7,7,2,16,4,0,0.042036
1,196,2,4,1,2,16,0,0.046832
0,14,28,2,1,4,16,0,0.767999
0,4,2,7,2,7,64,0,0.880271
1,112,7,2,4,4,2,0,0.047094
1,14,4,1,128,7,1,0,0.041917
1,14,7,8,4,16,1,0,0.041979
1,2,7,8,28,4,4,0,0.041967
0,1,392,2,2,32,1,0,0.726879
1,1,16,98,4,1,8,0,0.04669
1,1,14,8,4,8,14,0,0.042168
1,8,14,7,1,2,32,0,0.042002
1,4,2,28,4,28,2,0,0.041863
1,224,1,1,7,1,32,0,0.041958
1,14,4,7,2,2,32,0,0.041936
1,4,14,1,7,64,2,0,0.042001
1,4,14,1,1,14,64,0,0.634519
1,14,7,2,2,4,32,0,0.042001
1,8,7,1,7,4,32,0,0.04188
1,2,14,7,2,2,64,0,0.042054
1,4,7,8,2,16,7,0,0.041894
1,8,28,7,16,2,1,0,0.046731
1,1,98,1,2,128,2,0,0.044767
1,1,28,4,4,7,16,0,0.041946
1,4,14,1,64,7,2,0,0.042013
1,8,14,1,1,14,32,0,0.63834
1,14,1,28,2,2,32,0,0.041907
1,1,224,7,2,2,8,0,0.048187
1,7,14,4,32,2,2,0,0.041843
1,2,4,14,2,7,32,0,0.042108
