Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
1,24,6,1,48,12,1,0,87.11
0,18,12,2,12,16,1,0,70.1
1,27,1,32,6,4,4,1,97.56
0,6,2,12,36,8,2,0,67.63
0,2,108,1,24,1,16,0,68.16
1,6,2,12,36,8,2,1,97.42
0,6,1,72,2,24,4,0,69.55
0,4,18,9,1,8,16,1,75.64
0,32,1,3,2,8,54,0,66.63
0,18,3,8,48,4,1,0,69.09
0,4,4,6,18,2,24,0,67.38
0,4,2,162,1,2,32,0,66.16
1,32,1,3,2,8,54,0,87.74
0,4,2,162,1,2,32,1,75.31
1,4,2,162,1,2,32,0,86.56
0,18,36,1,8,4,4,0,68.21
0,4,12,2,2,12,36,0,66.63
0,2,4,27,4,2,48,0,69.74
0,3,2,16,4,216,1,0,68.35
0,9,9,16,8,2,4,0,65.13
0,54,1,4,1,6,64,0,68.5
0,6,36,2,16,2,6,0,69.57
0,8,3,18,48,2,2,0,68.57
0,4,27,1,1,768,1,0,68.98
0,81,4,1,4,64,1,0,68.29
0,18,2,3,4,24,8,0,68.03
0,1,2,432,1,24,4,0,67.73
0,12,4,3,6,3,32,0,68.78
0,4,2,36,48,6,1,1,76.4
0,9,9,16,8,2,4,1,75.54
0,1,6,24,4,9,16,0,69.09
1,4,3,8,24,1,36,0,88.18
1,9,12,12,64,1,1,1,97.99
1,18,24,6,2,1,16,0,98.14
0,2,6,72,32,3,1,0,69.68
0,6,1,48,1,16,18,0,67.18
0,2,72,6,8,3,4,0,68.74
1,1,288,3,2,16,3,1,97.95
1,3,36,4,32,2,3,1,98.25
0,1,54,4,12,16,2,0,70.21
0,12,12,18,8,1,4,0,69.39
0,1,162,8,32,1,2,0,66.4
0,18,4,2,192,1,3,0,68.61
0,4,2,36,24,3,4,0,67.56
0,36,8,1,24,2,6,0,67.85
1,12,2,12,3,4,24,0,86.35
0,3,48,3,4,3,16,0,67.78
0,18,4,12,16,6,1,0,69.41
0,12,8,9,2,2,24,0,68.48
0,72,2,3,24,4,2,0,68.0
1,3,1,27,32,32,1,1,92.09
1,9,9,16,8,2,4,0,87.26
0,48,6,1,2,18,8,0,68.31
0,1,16,6,24,4,9,0,68.21
0,9,2,18,32,2,4,0,69.22
0,36,6,3,8,4,4,0,67.54
0,2,18,72,1,2,16,0,68.93
0,48,3,3,32,3,2,0,67.96
0,2,162,2,2,32,2,0,69.41
0,12,6,2,12,2,24,0,69.01
0,36,4,6,4,12,2,1,73.83
0,12,9,8,2,8,6,0,67.94
0,9,4,8,3,32,3,0,67.67
0,9,4,3,32,6,4,0,68.79
1,2,162,8,1,16,2,1,98.72
0,1,12,36,192,1,1,0,67.85
0,2,24,18,4,12,2,0,67.77
1,72,3,3,4,32,1,0,86.79
0,1,2,48,27,8,4,0,69.12
1,1,96,1,6,24,6,0,87.8
0,6,4,4,24,4,9,0,66.67
1,54,1,2,3,256,1,1,93.55
1,8,1,12,8,3,36,1,97.14
1,108,1,6,4,8,4,1,97.1
0,9,36,2,1,128,1,0,68.07
0,8,3,6,18,32,1,0,68.25
0,9,12,4,12,2,8,0,69.01
0,2,6,8,2,48,9,0,64.81
0,324,1,8,1,16,2,0,67.29
0,1,32,3,48,1,18,0,67.67
0,18,2,18,128,1,1,0,68.39
0,1,36,6,16,3,8,0,69.45
0,32,1,27,24,1,4,0,67.94
0,72,12,3,1,1,32,0,68.52
0,6,48,3,8,2,6,0,68.16
0,36,4,3,3,32,2,0,67.3
0,9,2,9,16,2,16,0,66.78
0,6,1,72,64,1,3,0,67.5
0,72,1,12,1,48,2,0,68.45
0,18,8,2,12,4,6,0,68.76
0,3,16,18,3,32,1,0,69.06
0,2,2,81,2,32,4,0,69.09
0,16,3,3,48,12,1,0,69.34
0,18,6,2,1,128,3,0,69.81
0,6,4,6,2,32,9,0,68.65
0,12,2,27,2,1,64,0,68.38
0,4,12,18,32,3,1,0,68.78
0,1,9,32,48,2,3,0,68.06
0,4,3,9,128,3,2,0,68.62
1,2,6,8,2,48,9,0,86.94
0,2,6,8,2,48,9,1,74.52
0,3,3,32,2,9,16,0,67.99
0,9,6,16,2,1,48,0,67.97
0,48,1,2,36,4,6,0,67.25
0,8,9,2,6,24,4,0,68.49
1,4,6,6,16,18,2,0,87.43
0,27,1,96,2,16,1,1,77.43
1,1,12,8,6,6,24,1,97.12
1,6,4,12,9,32,1,1,96.73
0,24,1,4,24,12,3,0,67.36
0,1,108,12,8,2,4,0,68.12
0,2,16,3,16,18,3,0,65.74
1,4,4,6,3,96,3,1,97.56
0,12,1,9,128,6,1,0,68.48
0,4,8,27,1,8,12,0,68.42
1,8,6,6,8,36,1,1,97.12
0,4,18,3,24,16,1,0,65.74
0,18,48,3,1,4,8,0,70.61
0,1,12,24,96,3,1,0,67.77
1,6,1,16,36,12,2,1,97.38
1,2,27,4,2,8,24,1,97.44
0,162,1,1,1,16,32,1,74.64
1,6,4,4,1,432,2,0,86.97
1,9,4,12,6,4,8,1,98.34
1,3,8,9,96,1,4,0,85.87
0,1,3,288,4,3,8,0,68.39
0,32,1,27,32,3,1,0,69.47
1,2,6,8,2,48,9,1,97.38
0,16,1,6,9,8,12,0,66.3
1,216,1,2,192,1,1,1,97.17
1,1,648,1,4,1,32,1,97.74
1,4,12,9,2,96,1,1,97.65
0,48,2,9,2,1,48,0,68.4
0,6,3,6,12,1,64,0,68.74
0,2,27,16,2,24,2,0,67.65
0,12,12,1,24,8,3,0,68.6
1,6,3,12,96,2,2,0,85.52
1,2,27,3,8,16,4,0,86.14
0,3,8,9,4,8,12,0,68.15
0,324,1,4,8,4,2,0,65.91
1,8,3,12,96,3,1,0,86.38
1,8,4,9,8,12,3,1,96.87
0,12,24,1,12,1,24,0,67.5
1,4,2,18,3,3,64,0,87.91
0,36,3,2,32,6,2,0,69.73
1,2,8,54,48,1,2,1,97.74
0,27,1,32,48,2,1,0,68.54
0,6,3,12,64,3,2,0,70.29
0,2,27,2,3,256,1,0,69.71
1,18,4,3,8,6,8,1,97.84
1,2,108,2,8,1,24,1,97.6
1,4,12,3,3,192,1,0,87.95
0,36,1,6,6,8,8,0,69.42
0,4,4,9,48,4,3,0,68.39
1,3,1,72,32,3,4,1,97.34
1,4,8,81,4,1,8,1,98.53
1,12,4,2,16,9,6,1,97.37
0,8,9,2,2,32,9,0,68.7
0,4,9,36,2,8,4,0,66.67
0,36,1,12,2,96,1,0,68.77
0,48,1,2,54,4,4,0,67.13
0,2,18,4,36,2,8,0,68.95
1,9,4,72,1,32,1,1,99.07
0,24,3,6,8,1,24,1,75.91
1,81,2,1,64,8,1,0,85.6
1,12,36,1,2,3,32,1,97.94
0,4,6,12,8,4,9,0,69.95
0,2,3,24,6,16,6,0,66.88
0,2,108,2,8,3,8,0,68.25
1,1,8,18,144,4,1,1,97.69
0,9,9,8,128,1,1,0,69.24
1,96,1,3,6,48,1,1,95.93
1,72,2,1,72,1,8,1,97.32
0,1,8,12,72,1,12,0,67.24
0,2,3,48,3,12,8,0,67.8
0,54,4,6,8,1,8,0,66.23
1,4,2,12,3,8,36,1,97.26
0,9,3,8,2,12,16,0,68.93
0,27,1,8,24,4,4,0,69.47
1,9,3,32,1,48,2,1,98.44
0,24,1,12,144,2,1,0,69.48
0,9,2,36,16,2,4,0,68.87
0,3,3,32,6,2,24,0,67.24
0,2,72,6,4,12,2,0,68.33
1,4,12,9,8,12,2,1,98.4
0,8,1,108,1,16,6,0,69.03
0,1,72,2,1,96,6,0,67.45
1,32,3,1,3,72,4,1,97.32
1,36,24,1,3,4,8,1,98.08
1,18,9,1,4,8,16,1,95.51
1,6,48,3,1,32,3,0,90.95
0,1,12,36,12,16,1,0,69.3
0,24,12,3,1,48,2,0,68.76
0,4,1,72,48,6,1,0,68.44
0,12,9,4,8,1,24,0,69.94
1,18,3,6,16,2,8,1,96.22
1,12,9,2,32,4,3,1,97.51
0,12,3,6,2,48,4,0,67.52
0,1,2,1296,1,16,2,0,69.07
1,2,6,8,3,8,36,1,97.11
0,12,12,3,3,1,64,0,69.27
0,6,36,1,1,12,32,0,65.11
1,9,4,24,2,2,24,1,96.94
1,48,2,1,8,54,2,1,97.45
1,6,18,4,12,1,16,1,98.14
0,16,3,6,18,4,4,0,68.26
0,4,2,27,3,4,32,0,69.32
0,6,3,6,32,12,2,0,68.72
0,4,9,36,1,1,64,0,67.02
1,72,6,1,6,1,32,1,98.34
1,48,1,6,6,8,6,1,96.64
1,48,9,1,48,4,1,1,97.3
0,72,4,9,2,16,1,1,78.33
0,3,36,12,16,4,1,0,66.85
0,24,9,1,12,16,2,0,67.94
0,32,1,9,6,16,3,0,67.33
0,2,9,8,24,4,6,0,68.95
0,3,9,12,2,2,64,1,76.15
1,9,6,2,6,16,8,1,93.39
0,48,3,1,8,18,4,0,67.84
0,2,3,27,4,4,32,0,67.58
1,3,36,1,192,2,2,1,93.58
0,96,3,1,48,1,6,0,67.51
0,3,16,9,1,48,4,0,69.25
0,6,27,4,4,1,32,0,69.11
1,4,12,9,32,2,3,1,96.93
1,4,1,216,8,4,3,1,96.56
0,8,12,3,3,96,1,0,69.35
0,3,16,2,24,12,3,0,67.67
1,12,6,3,1,48,8,1,96.82
1,1,3,432,2,4,8,1,96.86
1,72,3,2,24,8,1,1,98.12
0,1,162,4,2,16,4,0,68.9
0,2,81,2,16,8,2,0,69.69
0,8,54,3,2,16,2,0,67.57
0,162,1,1,512,1,1,0,65.8
0,8,18,1,48,12,1,0,67.45
0,32,9,1,4,24,3,0,66.53
0,2,27,4,12,8,4,1,75.53
1,8,1,18,1,16,36,1,97.28
0,27,8,1,8,6,8,0,68.78
0,32,81,1,1,8,4,0,67.84
