Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 1, 1,  5,  16,  20,  8,  2, 1,97.15 
 1, 16,  1,  50,  8,  2,  2, 1,92.36 
 1, 4,  1,  25,  128,  1,  2, 1,96.31 
 1, 10,  80,  1,  4,  1,  8, 1,88.95 
 1, 2,  40,  10,  4,  8,  1, 1,93.73 
 1, 20,  4,  2,  1,  10,  16, 1,98.74 
 1, 20,  2,  1,  320,  2,  1, 1,91.06 
 1, 1,  4,  8,  1,  160,  5, 1,92.03 
 1, 1,  20,  10,  64,  2,  1, 1,98.46 
 1, 10,  80,  1,  4,  1,  8, 0,97.57 
 1, 2,  1,  100,  2,  8,  8, 1,98.4 
 1, 2,  1,  25,  64,  2,  4, 1,94.3 
 1, 8,  2,  50,  2,  4,  4, 1,91.44 
 1, 4,  10,  1,  160,  4,  1, 1,91.02 
 1, 40,  4,  1,  1,  4,  40, 1,98.17 
 0, 16,  5,  1,  4,  80,  1, 0,59.35 
 1, 5,  2,  20,  1,  2,  64, 0,96.65 
 0, 1,  16,  2,  2,  200,  2, 0,61.07 
 0, 40,  1,  10,  1,  1,  64, 1,60.54 
 0, 1,  25,  8,  1,  8,  16, 0,58.28 
 0, 25,  1,  4,  1,  128,  2, 0,57.71 
 0, 4,  4,  2,  2,  20,  20, 0,59.46 
 0, 5,  1,  8,  32,  4,  5, 0,59.49 
 0, 4,  20,  5,  2,  2,  16, 0,57.19 
 0, 2,  4,  4,  25,  4,  8, 0,59.13 
 0, 4,  8,  5,  32,  1,  5, 0,58.44 
 0, 20,  1,  5,  8,  2,  16, 0,58.45 
 0, 4,  4,  50,  1,  16,  2, 0,53.4 
 0, 4,  1,  20,  320,  1,  1, 0,60.04 
 1, 2,  200,  1,  2,  1,  32, 0,97.13 
 0, 1,  16,  10,  1,  4,  40, 0,59.33 
 0, 10,  1,  80,  8,  2,  2, 0,52.17 
 0, 1,  5,  20,  8,  8,  4, 0,60.54 
 1, 4,  4,  50,  1,  16,  2, 0,97.37 
 1, 4,  2,  4,  8,  4,  25, 0,92.04 
 0, 20,  10,  2,  1,  8,  8, 0,55.41 
 0, 5,  8,  4,  10,  2,  8, 0,56.66 
 0, 1,  8,  100,  2,  4,  4, 0,54.52 
 0, 5,  10,  1,  8,  16,  4, 0,57.53 
 0, 50,  8,  1,  2,  8,  4, 0,56.81 
 0, 1,  5,  10,  1,  16,  32, 0,59.9 
 0, 16,  1,  5,  5,  32,  2, 0,58.76 
 0, 1,  5,  10,  16,  16,  2, 0,60.01 
 0, 1,  5,  20,  16,  2,  8, 0,59.37 
 0, 20,  5,  1,  64,  4,  1, 0,58.26 
 0, 2,  10,  4,  10,  4,  8, 0,59.81 
 0, 16,  25,  2,  1,  32,  1, 0,53.44 
 0, 40,  2,  5,  32,  1,  2, 0,56.59 
 0, 1,  8,  4,  8,  100,  1, 0,58.68 
 0, 1,  1,  80,  20,  16,  1, 0,57.73 
 0, 5,  2,  4,  10,  1,  64, 0,60.04 
 0, 25,  1,  1,  64,  1,  16, 1,62.62 
 0, 5,  1,  8,  640,  1,  1, 0,60.2 
 1, 50,  2,  1,  16,  1,  16, 1,96.24 
 0, 20,  5,  2,  1,  64,  2, 0,57.54 
 0, 8,  5,  2,  10,  8,  4, 0,60.02 
 1, 1,  10,  8,  5,  16,  4, 1,97.16 
 0, 1,  25,  8,  16,  8,  1, 1,60.42 
 1, 10,  1,  80,  8,  2,  2, 0,97.3 
 0, 1,  2,  20,  4,  16,  10, 0,59.89 
 0, 40,  1,  1,  4,  80,  2, 0,58.85 
 0, 100,  2,  1,  2,  1,  64, 0,57.82 
 0, 4,  1,  25,  4,  32,  2, 0,57.84 
 0, 1,  2,  40,  40,  1,  8, 0,59.25 
 0, 25,  4,  1,  4,  1,  64, 0,59.11 
 0, 5,  2,  8,  10,  16,  2, 0,59.17 
 0, 2,  100,  2,  8,  2,  4, 0,55.94 
 0, 50,  1,  2,  16,  16,  1, 0,59.19 
 0, 16,  10,  1,  4,  10,  4, 0,57.31 
 0, 2,  50,  4,  1,  4,  16, 0,54.94 
 0, 4,  4,  10,  20,  4,  2, 0,57.17 
 0, 200,  1,  2,  2,  1,  32, 0,57.16 
 0, 1,  4,  25,  8,  32,  1, 0,59.01 
 1, 25,  1,  4,  8,  16,  2, 0,93.35 
 0, 100,  1,  4,  1,  8,  8, 1,58.99 
 1, 8,  4,  5,  5,  4,  8, 0,96.54 
 0, 1,  20,  4,  1,  8,  40, 0,60.18 
 0, 1,  5,  5,  4,  256,  1, 0,53.71 
 0, 80,  2,  5,  1,  2,  16, 0,53.14 
 0, 4,  10,  4,  10,  4,  4, 0,58.66 
 1, 50,  1,  2,  64,  1,  4, 1,96.41 
 0, 1,  100,  4,  16,  1,  4, 0,56.05 
 1, 10,  1,  80,  8,  2,  2, 1,90.84 
 0, 4,  2,  5,  160,  1,  4, 1,63.0 
 0, 4,  50,  4,  1,  8,  4, 0,53.63 
 0, 40,  1,  1,  16,  10,  4, 0,59.75 
 0, 5,  2,  4,  32,  4,  5, 0,59.56 
 1, 10,  4,  1,  20,  1,  32, 1,90.95 
 0, 4,  1,  40,  4,  5,  8, 0,58.88 
 0, 2,  4,  10,  4,  80,  1, 0,59.82 
 1, 8,  5,  1,  32,  10,  2, 0,84.75 
 0, 10,  20,  1,  2,  2,  32, 1,61.19 
 1, 1,  4,  8,  1,  100,  8, 1,92.07 
 1, 20,  2,  5,  2,  4,  16, 1,98.61 
 1, 4,  2,  100,  2,  16,  1, 0,97.36 
 0, 4,  4,  2,  2,  100,  4, 0,58.68 
 0, 32,  1,  1,  100,  8,  1, 0,60.41 
 0, 4,  5,  8,  16,  1,  10, 0,57.15 
 0, 1,  10,  8,  2,  80,  2, 0,59.96 
 0, 8,  1,  4,  8,  4,  25, 0,59.08 
 0, 4,  50,  2,  4,  1,  16, 1,61.03 
 0, 1,  4,  25,  1,  64,  4, 0,58.85 
 0, 4,  4,  2,  100,  1,  8, 0,59.41 
 0, 5,  20,  1,  64,  2,  2, 0,58.09 
 0, 1,  8,  10,  320,  1,  1, 0,58.27 
 0, 1,  16,  2,  16,  50,  1, 0,60.29 
 0, 4,  2,  5,  20,  16,  2, 0,59.33 
 0, 4,  5,  4,  20,  1,  16, 0,60.27 
 0, 4,  25,  1,  64,  2,  2, 0,58.14 
 0, 2,  1,  100,  4,  16,  2, 0,56.94 
 0, 80,  1,  5,  4,  2,  8, 0,56.13 
 0, 4,  20,  1,  40,  2,  4, 0,58.78 
 1, 20,  1,  2,  8,  5,  16, 1,90.97 
 1, 5,  32,  1,  32,  5,  1, 1,98.64 
 1, 10,  1,  5,  1,  16,  32, 1,94.26 
 0, 1,  5,  32,  8,  5,  4, 0,54.36 
 0, 1,  16,  10,  16,  1,  10, 0,55.63 
 0, 10,  1,  80,  8,  2,  2, 1,59.57 
 1, 4,  4,  5,  16,  1,  20, 1,97.21 
 0, 10,  8,  2,  5,  4,  8, 0,58.55 
 0, 2,  5,  20,  32,  1,  4, 0,58.39 
 0, 40,  4,  1,  2,  16,  5, 0,57.09 
 1, 40,  10,  1,  8,  1,  8, 1,99.17 
 0, 32,  5,  5,  4,  1,  8, 0,53.09 
 1, 20,  2,  2,  5,  32,  2, 0,94.85 
 0, 4,  5,  2,  16,  20,  2, 0,59.59 
 0, 10,  4,  4,  8,  4,  5, 1,61.22 
 1, 8,  10,  1,  8,  4,  10, 1,97.17 
 1, 2,  20,  4,  1,  80,  2, 1,98.6 
 1, 1,  5,  32,  2,  2,  40, 0,97.0 
 0, 2,  25,  2,  1,  8,  32, 0,59.76 
 0, 2,  25,  16,  1,  8,  4, 1,62.25 
 1, 50,  2,  2,  1,  2,  64, 0,96.83 
 0, 1,  5,  8,  16,  10,  4, 0,60.79 
 0, 25,  8,  4,  8,  2,  2, 0,53.23 
 0, 1,  16,  5,  2,  16,  10, 0,59.69 
 0, 8,  5,  20,  2,  1,  16, 0,53.93 
 0, 4,  2,  10,  32,  2,  5, 0,58.93 
 0, 2,  20,  20,  4,  4,  2, 0,52.99 
 0, 1,  25,  1,  8,  16,  8, 0,53.36 
 0, 5,  1,  8,  1,  40,  16, 0,58.25 
 0, 1,  16,  2,  100,  2,  4, 0,60.87 
 1, 4,  5,  8,  1,  160,  1, 1,98.74 
 0, 4,  2,  10,  1,  64,  5, 0,59.57 
 1, 4,  4,  2,  1,  20,  40, 1,91.97 
 1, 1,  2,  40,  10,  2,  16, 1,97.06 
 0, 2,  50,  1,  2,  32,  4, 0,58.5 
 0, 1,  1,  400,  16,  1,  4, 0,57.17 
 0, 1,  5,  80,  2,  32,  1, 0,57.32 
 0, 4,  4,  10,  4,  40,  1, 0,58.78 
 0, 2,  4,  100,  8,  2,  2, 0,53.51 
 1, 4,  100,  1,  8,  4,  2, 1,99.17 
 0, 40,  2,  1,  10,  1,  32, 1,62.1 
 1, 4,  25,  4,  4,  1,  16, 0,97.15 
