Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
0,4,4,8,8,4,4,0,57.97
0,64,2,2,16,1,4,1,59.71
0,16,1,2,128,1,4,0,58.48
0,4,4,8,8,4,4,1,59.8
1,4,4,8,8,4,4,0,96.63
1,32,1,2,2,128,1,0,93.96
1,1,8,4,8,1,64,1,94.79
1,4,16,2,1,2,64,1,97.9
0,8,16,2,8,2,4,0,56.15
0,32,2,4,1,1,64,0,57.6
0,2,1,16,128,1,4,0,58.8
0,8,1,16,2,8,8,0,56.56
0,4,16,8,8,4,1,0,53.43
0,128,4,1,8,2,2,0,52.76
1,1,4,16,2,2,64,0,94.21
0,4,4,1,32,1,32,0,34.02
0,1,64,1,1,4,64,0,58.14
0,128,4,1,1,32,1,0,53.62
0,2,4,64,8,4,1,0,54.64
0,2,2,64,1,32,2,0,56.17
0,2,64,1,2,64,1,0,56.71
0,4,4,16,1,64,1,0,56.29
0,2,16,1,1,256,2,0,57.31
0,1,8,32,4,8,2,0,56.72
0,4,4,8,2,2,32,0,57.64
0,2,2,128,1,2,16,0,54.24
0,4,8,2,4,4,16,0,58.41
1,2,4,4,4,32,4,1,94.82
0,8,2,4,16,2,8,1,60.78
0,1,4,4,4,4,64,0,34.46
0,32,2,1,32,4,2,0,56.39
0,2,2,32,2,8,8,0,57.95
0,1,1,256,1,64,1,0,55.5
0,2,4,8,8,1,32,0,59.3
0,1,128,1,4,16,2,0,56.77
0,8,8,8,2,16,1,0,53.56
0,32,8,1,1,64,1,0,56.52
1,1,512,1,8,4,1,1,95.46
1,1,32,1,8,2,32,1,94.87
0,64,1,8,8,1,4,0,53.19
0,2,1,256,4,8,1,0,54.06
0,2,2,4,2,16,32,0,33.88
0,1,1,16,32,2,16,0,34.05
0,8,1,8,2,2,64,0,57.81
0,128,2,2,4,4,2,0,53.83
0,32,2,1,128,1,2,0,58.08
0,1,64,4,1,32,2,0,57.45
0,8,1,8,2,4,32,0,57.46
0,16,1,1,64,4,4,0,33.54
0,1,1,64,4,1,64,0,58.36
0,4,2,16,4,32,1,0,58.67
0,32,1,4,1,128,1,0,56.25
0,16,4,2,4,2,16,0,58.64
0,2,8,32,2,1,16,0,53.9
0,256,1,1,2,4,8,0,50.6
0,1,1,32,32,16,1,0,57.51
0,1,8,8,64,1,4,0,57.26
0,32,4,1,2,64,1,0,56.66
0,8,4,2,16,4,4,0,58.47
0,1,8,2,2,256,2,0,34.86
0,32,4,2,4,8,2,0,55.83
0,8,4,4,2,16,4,0,57.34
0,2,1,16,1,16,32,0,57.63
0,1,128,1,32,2,2,0,57.64
0,1,32,8,2,2,16,0,56.45
0,64,2,2,2,16,2,0,56.31
0,2,4,8,32,1,8,0,58.77
1,16,1,1,64,4,4,0,54.95
0,1,64,8,2,16,1,0,54.5
0,4,1,16,8,32,1,0,58.51
0,16,2,2,2,2,64,0,58.97
0,1,1,32,256,2,1,0,58.16
0,64,4,2,8,1,4,0,54.53
0,16,1,32,32,1,1,0,53.55
0,1,128,4,1,8,4,0,53.67
0,4,4,16,32,1,2,0,56.33
1,4,1,32,1,128,1,0,96.42
1,1,32,1,16,1,32,1,94.76
0,64,8,1,4,2,4,0,53.61
0,8,2,8,1,128,1,0,57.65
0,16,1,16,16,4,1,0,56.71
0,4,8,8,4,8,2,0,55.32
0,32,2,4,16,4,1,1,60.76
0,1,32,1,4,4,32,0,58.98
0,1,1,32,64,8,1,0,57.37
0,4,16,4,1,8,8,0,56.38
1,1,16,8,16,8,1,1,97.84
0,16,1,1,64,4,4,1,59.79
0,1,1,128,128,1,1,0,56.35
0,16,2,16,32,1,1,1,63.18
1,1,4,8,128,4,1,1,94.74
1,2,8,2,32,4,4,0,90.28
0,8,4,4,1,4,32,0,57.38
0,2,4,2,64,8,2,0,33.76
0,2,1,8,8,16,8,0,33.61
0,1,16,2,16,2,16,0,59.43
0,2,16,16,32,1,1,0,53.28
1,1,8,16,4,32,1,0,96.49
0,2,8,1,2,16,32,1,60.39
0,32,1,1,16,4,8,1,60.38
0,8,64,1,16,2,1,0,52.05
0,2,8,4,32,8,1,0,58.38
0,2,1,16,4,4,32,0,57.74
0,8,8,2,32,2,2,1,60.01
0,4,4,2,128,4,1,0,58.28
0,2,32,8,2,4,4,0,54.19
0,4,2,2,4,128,2,0,33.64
0,16,8,4,2,2,8,0,53.43
1,1,16,2,64,4,2,1,94.83
0,2,1,32,4,2,32,1,60.08
1,64,1,2,8,4,4,0,96.33
1,32,2,1,16,16,1,1,97.48
0,4,2,4,16,2,16,0,58.53
0,32,2,8,1,16,2,0,53.37
0,4,4,2,32,4,4,0,58.6
1,32,4,2,2,4,8,1,99.73
0,4,4,16,1,4,16,0,56.56
0,64,2,4,16,2,1,0,53.64
0,2,1,8,128,4,2,0,33.59
1,16,1,1,64,4,4,1,89.87
0,2,2,8,2,64,4,0,58.19
0,4,2,64,1,8,4,1,63.74
1,2,64,4,1,32,1,0,97.52
0,16,8,2,16,1,4,0,56.43
1,1,8,8,1,128,2,0,94.32
0,16,32,1,2,1,16,1,62.86
1,1,4,64,4,8,2,0,98.73
0,16,1,4,1,128,2,1,59.8
1,2,4,32,2,16,2,1,99.68
0,64,1,8,8,2,2,0,53.15
0,2,4,64,1,8,4,0,53.76
0,4,1,8,16,1,32,0,57.61
0,2,256,1,4,4,2,0,52.84
1,128,4,1,8,4,1,1,95.05
1,1,4,4,1,32,32,1,89.84
0,2,32,4,8,1,8,0,56.99
0,16,4,2,128,1,1,0,56.55
0,64,4,2,2,16,1,0,54.01
0,8,2,4,2,16,8,0,58.41
1,1,32,16,1,2,16,0,97.44
0,1,32,1,4,2,64,0,58.6
1,32,4,1,2,1,64,1,97.85
0,1,1,128,1,128,1,0,56.62
1,1,64,2,2,16,4,0,96.48
1,16,1,2,8,64,1,0,90.37
1,32,2,4,2,16,2,1,99.6
0,4,16,1,32,2,4,0,58.24
0,1,2,32,16,2,8,0,58.72
0,4,2,2,256,2,2,0,33.61
0,1,128,1,128,1,1,1,59.57
1,32,1,1,2,8,32,1,94.63
1,8,32,2,1,16,2,1,94.84
0,1,32,16,32,1,1,0,52.4
0,8,16,1,128,1,1,0,57.83
0,64,2,2,4,8,2,0,56.61
0,2,32,4,1,64,1,0,55.93
0,16,2,2,2,8,16,0,58.81
0,1,8,16,8,16,1,0,57.68
0,4,2,64,2,4,4,0,53.5
1,1,2,16,4,8,16,0,90.26
1,1,128,1,8,2,8,0,96.4
0,2,8,8,32,1,4,0,57.28
0,32,8,1,2,32,1,0,54.69
0,2,16,8,1,32,2,0,56.66
1,1,2,8,2,512,1,1,89.88
0,2,4,32,2,8,4,0,56.32
1,32,2,2,32,1,4,1,97.81
0,2,4,2,128,4,2,0,33.84
1,64,1,2,2,1,64,0,96.41
1,128,2,2,1,2,16,1,95.28
0,4,64,1,1,16,4,0,55.22
0,1,16,32,8,1,4,1,62.94
1,4,16,4,16,4,1,1,99.71
1,4,4,4,256,1,1,1,97.56
0,32,8,2,8,4,1,0,53.71
0,2,2,16,16,1,16,0,59.06
0,4,8,4,1,2,64,0,57.96
0,8,2,32,2,8,2,0,52.41
0,16,1,2,1,8,64,0,57.53
