gx,gy,gz,bx,by,bz,smefficiency
8,32,1,32,8,4,10.23
4,8,8,16,4,16,10.23
1,1,512,16,32,1,10.19
32,128,1,1,2,32,67.65
4,1,2048,2,2,8,98.68
8,16,16,2,8,8,35.21
2,2,1024,4,1,16,67.25
1,256,1,8,2,64,10.21
2,64,8,1,4,64,19.05
8,4,32,4,1,64,19.08
4,256,2,64,1,2,35.18
1,256,2,4,32,4,10.2
32,32,4,16,4,1,67.26
32,1,128,1,8,8,67.23
1,1024,4,32,2,1,67.14
4,32,4,2,128,2,10.21
1,128,16,1,2,64,35.14
32,2,16,2,128,1,19.09
16,64,4,16,2,2,67.25
16,16,8,1,128,1,35.15
512,2,1,2,2,64,19.11
2,16,8,128,4,2,10.23
32,16,4,2,32,2,35.19
2,256,8,1,2,32,67.24
4,64,8,4,4,8,35.19
16,32,8,4,8,2,67.29
4,128,8,8,2,4,67.38
2,16,8,1,32,32,10.21
1,2,256,2,32,8,10.2
1,4,64,16,2,32,10.25
256,8,4,4,8,1,98.78
1,1,2048,4,8,4,35.11
64,16,1,1,64,4,19.09
2,4,64,32,4,4,10.21
2,32,8,4,8,16,10.21
512,2,8,2,16,1,98.83
1,1024,2,32,1,4,35.14
1,2,512,2,128,1,19.07
8,64,2,64,4,1,19.08
64,16,1,2,64,2,19.11
2048,2,2,1,1,32,98.75
1,512,2,16,8,2,19.1
64,1,4,2,8,64,10.26
32,128,1,16,1,4,67.2
16,4,4,8,2,64,10.23
4,16,32,16,4,2,35.2
8,4,32,1,128,2,19.02
64,1,32,1,16,8,35.13
1,4096,2,4,2,4,98.71
128,4,4,2,64,1,35.12
1,512,1,8,4,16,10.19
16,8,64,32,1,1,98.78
2,64,64,16,2,1,98.93
32,128,1,1,4,16,67.89
256,2,1,128,4,1,10.2
4,8,256,2,4,4,98.76
512,1,2,4,4,16,19.15
128,4,1,2,256,1,10.2
1,32,8,16,4,16,10.25
16,256,1,2,16,2,67.3
16,1,32,32,8,2,10.22
32,32,8,8,4,1,98.72
8,32,1,1,16,64,10.15
1,128,2,32,2,16,10.24
256,1,4,2,128,1,19.08
32,2,64,2,16,2,67.32
4,32,4,2,4,64,10.21
16,1,256,32,1,2,67.26
32,32,1,4,32,2,19.05
4,64,16,1,1,64,67.27
1,256,16,8,8,1,67.25
8,1,128,2,64,2,19.13
256,2,4,1,16,8,35.12
8,16,4,32,4,4,10.2
4,256,1,16,8,2,19.11
32,16,2,8,8,4,19.12
4096,2,1,2,2,8,98.9
1,1024,4,4,8,2,67.33
8,64,8,1,16,4,67.23
256,32,1,16,1,2,98.85
128,1,16,4,8,4,35.16
16,2,8,16,16,4,10.24
4,512,2,2,2,16,67.33
512,4,4,2,1,16,98.77
1,4,64,4,64,4,10.25
64,4,4,1,4,64,19.07
16,128,2,1,1,64,67.23
4,16,32,16,2,4,35.14
256,1,1,32,16,2,10.22
8,16,16,4,16,2,35.16
8,128,1,64,4,1,19.05
64,1,32,2,4,16,35.19
16,64,1,16,1,16,19.05
4,64,2,256,1,2,10.21
4,16,4,4,8,32,10.23
8,128,2,16,4,2,35.19
128,32,1,1,64,1,67.19
1,8,64,2,256,1,10.18
64,32,2,2,8,4,67.31
2,256,2,8,8,4,19.12
4,4,32,64,8,1,10.19
64,2,2,4,64,4,10.23
64,1,4,128,8,1,10.21
2,64,4,128,1,4,10.21
1,2,2048,2,4,8,67.31
256,16,2,16,2,1,98.89
256,1,1,256,2,2,10.22
128,2,1,4,128,2,10.23
4,128,1,1,32,16,10.22
2,4,128,8,8,4,19.11
1,2,128,2,16,32,10.24
16,128,1,64,2,1,35.16
4,64,4,16,16,1,19.06
64,2,8,4,32,2,19.11
8,4,128,8,4,2,67.31
128,4,8,1,2,32,67.2
4,128,2,8,32,1,19.09
4,32,64,4,4,2,98.82
2,8,32,8,4,16,10.21
2,32,32,4,32,1,35.17
16,256,2,8,2,2,98.74
256,8,1,4,4,8,35.2
128,64,1,1,32,1,98.76
4,1024,1,8,8,1,67.26
2,1,2048,2,16,2,67.31
1,1,1024,64,1,4,19.06
2,8,32,16,2,16,10.21
4,8,32,4,1,64,19.11
8,64,4,4,16,2,35.2
64,32,1,1,128,1,35.11
8,2,64,32,2,4,19.12
512,1,1,32,16,1,10.18
512,1,1,8,1,64,10.18
512,1,8,8,4,2,67.33
8,1,64,128,2,2,10.22
2,4,512,1,64,1,67.25
1,32,64,2,64,1,35.13
16,16,16,2,8,4,67.28
8,16,16,2,16,4,35.2
1,1024,8,1,4,8,98.72
1,1,256,1,16,64,10.2
8,16,8,8,32,1,19.08
8,16,4,8,2,32,10.21
4,1,256,1,256,1,19.09
2,2,128,2,8,32,10.2
1,8,32,64,8,2,10.25
64,32,1,4,4,8,35.24
2,128,8,1,32,4,35.15
8192,1,1,2,8,2,98.76
4,8,32,16,4,4,19.12
4,32,8,32,2,4,19.13
4,512,2,2,32,1,67.26
32,1,8,16,1,64,10.23
64,4,4,16,8,2,19.11
16,128,2,16,4,1,67.23
1,256,1,2,512,1,10.19
128,16,4,4,1,8,98.86
256,2,16,8,1,4,98.78
64,8,2,32,2,4,19.1
32,4,4,1,32,16,10.19
64,8,1,128,4,1,10.2
2,512,4,4,1,16,67.23
64,16,2,32,4,1,35.14
8,4,128,1,4,16,67.22
16,2,256,8,2,2,98.75
512,1,2,1,32,8,19.08
32,1,8,8,32,4,10.25
2,16,64,16,1,8,35.2
32,1,32,4,2,32,19.15
256,4,1,2,2,64,19.13
4,64,8,2,64,1,35.16
2,32,16,4,4,16,19.11
16,2,16,128,2,2,10.21
512,2,1,8,1,32,19.06
1,8,256,16,2,4,35.23
4,128,16,4,4,2,98.81
1,64,16,4,4,16,19.13
2,128,8,2,8,8,35.2
4,256,1,1,4,64,21.53
2,128,16,16,2,2,67.25
128,8,1,2,64,2,19.07
1,256,8,4,32,1,35.12
64,8,1,8,64,1,10.2
128,4,1,16,4,8,10.2
8,32,8,16,4,2,35.2
16,32,1,8,2,32,10.2
64,1,4,16,4,16,10.24
64,4,4,32,1,8,19.05
4,16,8,4,128,1,10.19
1,256,8,4,2,16,35.23
32,16,1,2,256,1,10.21
2,16,16,4,32,4,10.21
2,16,256,1,4,8,98.8
1,128,8,2,128,1,19.07
512,1,2,128,1,2,19.1
32,32,1,16,16,1,19.07
2,128,4,2,8,16,19.12
1,1,512,256,1,2,10.18
8,1,64,4,64,2,10.22
64,4,2,4,32,4,10.21
128,8,2,1,128,1,35.15
1,256,1,1,16,64,10.19
4,1024,1,4,2,8,67.24
256,1,8,4,8,4,35.17
1,8,512,4,8,2,67.35
32,16,16,16,1,2,98.81
2,4,512,8,1,8,67.25
1,512,16,1,8,4,98.81
32,8,8,16,2,4,35.19
16,2,64,1,64,2,35.13
32,8,4,32,4,2,19.12
128,16,1,1,16,8,36.2
2,2,256,128,2,1,19.08
1024,2,1,1,2,64,36.16
64,4,8,4,2,16,35.2
256,1,1,32,32,1,10.19
32,4,4,32,8,2,10.21
128,2,32,1,1,32,98.68
512,4,1,4,32,1,35.15
128,8,4,4,16,1,67.25
4,4,32,2,8,32,10.21
16,64,2,16,4,2,35.19
16,8,2,32,16,2,10.22
2,2048,1,32,2,1,67.18
2,64,4,1,8,64,10.2
16,128,2,64,1,1,67.17
512,16,1,2,1,16,98.85
64,4,16,1,4,16,67.25
8,16,8,128,2,1,19.05
4,32,8,1,16,16,19.05
512,2,8,1,2,16,98.73
4,8,64,2,8,8,35.21
2,32,32,16,2,4,35.18
16,16,8,4,8,4,35.17
1,64,64,1,1,64,67.19
1,1,1024,2,16,8,19.08
8,64,16,8,2,2,98.67
1,4,64,2,64,8,10.24
1,256,8,16,2,4,35.24
2,2,256,1,4,64,19.05
512,16,1,1,8,4,97.66
2,16,32,64,1,4,19.09
32,1,8,128,1,8,10.24
32,1,8,1,256,4,10.24
1,512,1,2,256,1,10.19
4096,1,1,2,4,8,67.22
1,16,256,32,2,1,67.23
1,2,2048,2,16,2,67.24
32,256,1,4,4,2,98.76
4,8,32,8,4,8,19.11
2,64,2,32,2,16,10.23
32,128,1,1,8,8,67.94
2,256,2,64,1,4,19.09
1,1,256,32,1,32,10.2
8,8,8,32,8,2,10.21
1,512,4,128,1,1,35.11
512,2,1,32,4,2,19.11
2,16,8,1,512,2,10.21
256,16,1,1,2,32,67.68
16,128,1,2,8,8,35.2
16,16,1,1,64,16,9.31
2,2048,2,8,1,4,98.78
256,1,1,16,16,4,10.23
2,16,8,8,8,16,10.23
4,64,16,2,4,8,67.35
2,1024,1,2,32,2,35.2
1024,2,1,8,1,16,35.13
128,16,2,4,4,4,67.31
2,2048,1,16,4,1,67.27
128,4,2,16,1,16,19.11
64,1,16,16,16,1,19.07
128,2,2,8,8,8,10.21
128,1,2,16,4,16,10.25
1,2048,1,16,4,2,35.17
2,512,1,64,1,4,19.05
32,4,4,64,4,2,10.2
1024,1,1,256,1,1,19.05
1,1,1024,4,1,64,19.07
128,8,4,8,2,4,67.3
2,512,1,8,8,4,19.1
128,1,64,4,2,4,98.89
1,8,256,1,64,2,35.14
8,2,16,8,4,32,10.22
16,4,4,16,2,32,10.22
16,8,8,64,4,1,19.09
32,4,32,16,4,1,67.22
4,1,512,2,8,8,35.2
2,32,8,1,64,8,10.19
1,64,4,8,8,16,10.24
4,16,64,2,1,32,67.22
16,64,2,8,2,8,35.19
1,256,2,1,32,16,10.19
8,16,32,1,2,32,67.25
4,4,256,4,2,8,67.35
128,1,8,16,4,4,19.14
32,1,16,64,4,2,10.23
4,32,2,4,8,32,10.23
2,128,8,1,4,32,35.12
2,64,2,8,32,4,10.23
1,1,4096,16,4,1,67.26
2,128,32,8,1,4,98.82
32,1,8,4,32,8,10.24
8,4,8,16,32,2,10.23
1,8,32,512,2,1,10.2
256,1,2,4,32,4,10.23
32,1,16,2,4,64,10.22
16,4,8,32,4,4,10.21
8,16,32,8,8,1,67.25
2,8,64,2,64,2,19.09
8,1,1024,2,2,8,98.73
4,4,128,8,4,4,35.19
1,16,16,8,64,2,10.24
2,512,4,16,2,2,67.33
256,1,2,2,32,8,10.22
512,1,4,16,1,8,35.14
256,2,1,16,1,32,10.18
16,1,128,4,32,1,35.06
4,1,256,32,8,1,19.06
32,2,4,8,32,4,10.22
8,8,64,16,1,4,67.3
64,32,1,128,1,1,35.08
32,16,1,1,64,8,10.21
4,1,512,1,64,2,35.13
16,256,1,1,8,8,67.89
4,8,64,128,1,1,35.13
4,128,8,4,16,1,67.25
2,4,128,8,32,1,19.08
1,256,16,4,2,8,67.3
2,128,1,1024,1,1,10.2
8,16,2,4,8,32,10.22
4,2,512,2,4,8,67.3
1,8,64,1,32,16,10.19
2048,1,2,16,1,4,67.23
256,1,4,16,2,8,19.16
256,1,8,2,4,16,35.18
64,64,1,2,8,4,67.21
512,1,8,4,8,2,67.27
128,8,1,64,1,4,19.04
8,1,128,4,2,32,19.1
2,8,64,1,64,4,19.05
64,4,2,1,8,64,10.19
2,256,1,64,4,2,10.2
2,128,2,2,16,16,10.21
1,2,2048,1,16,4,67.29
256,4,8,2,4,4,98.77
4,16,4,32,32,1,10.21
32,8,1,2,16,32,10.24
1024,1,1,16,4,4,19.1
1,4,2048,1,4,8,98.85
2,16,256,32,1,1,98.76
1,2048,4,4,1,8,98.78
2,128,16,1,8,8,67.22
256,2,1,16,16,2,10.21
4,128,2,2,2,64,19.12
256,16,1,8,8,1,67.17
8,128,4,4,8,2,67.27
128,1,4,16,8,4,10.22
512,2,8,32,1,1,98.8
256,1,32,8,1,4,98.83
32,2,4,64,16,1,10.2
4,4,32,8,32,2,10.21
4,512,2,4,4,4,67.3
32,1,32,1,128,2,19.08
16,8,32,64,1,1,67.22
2,8,512,1,1,32,98.81
1,8,256,1,16,8,35.11
1,1,512,32,1,16,10.18
8,512,2,2,2,8,98.75
8,4,32,64,1,4,19.11
2,1024,2,2,32,1,67.31
512,2,4,1,16,4,67.28
4,8,32,1,128,2,19.04
1,128,32,2,16,2,67.28
8,32,16,8,2,4,67.32
8,64,2,8,4,8,19.09
8,32,2,1,8,64,10.19
8,1024,1,2,8,2,98.72
64,8,16,4,1,8,98.86
2,256,4,1,128,1,35.11
2,2,128,2,128,2,10.21
16,32,2,8,8,4,19.1
16,16,1,16,2,32,10.25
4,4,64,16,1,16,19.09
1,4,128,1,8,64,10.19
4,2,512,16,4,1,67.24
8,32,2,1,256,2,10.19
1,1,512,2,16,16,10.19
4,64,16,1,64,1,67.24
2,2,64,32,1,32,10.23
4,4,16,1,512,2,10.21
32,2,64,1,1,64,67.21
8,4,32,128,1,2,19.09
16,2,16,16,32,1,10.19
4,1024,1,1,16,4,67.57
4,128,8,2,4,8,67.25
4,32,2,64,8,2,10.23
64,1,16,16,8,2,19.16
1,256,4,2,2,64,19.1
256,2,4,32,2,2,35.19
32,8,2,64,1,8,10.22
512,2,1,8,16,2,19.12
2,16,16,16,32,1,10.19
16,32,16,2,16,1,98.77
256,2,8,2,2,16,67.26
1,32,32,1,16,16,19.04
16,4,4,4,128,2,10.22
128,2,2,1,64,8,10.19
8,1,32,2,512,1,10.2
64,16,1,128,2,1,19.06
4,4,64,1,256,1,19.05
512,1,4,2,16,4,35.19
2,16,16,8,2,32,10.2
2,8,32,32,4,4,10.2
1,4,256,1,32,8,19.02
8,8,16,128,1,2,19.09
4,16,64,16,4,1,67.24
4,2,256,1,128,1,35.14
16,2,16,32,1,16,10.25
64,2,32,4,8,2,67.3
8,1,512,4,4,4,67.33
2,4,32,2,256,2,10.22
1,64,64,1,2,32,67.23
64,1,4,2,256,2,10.25
32,64,2,1,8,8,67.23
16,1,16,128,8,1,10.2
2,8,128,16,4,2,35.2
1,512,8,16,2,2,67.28
4,2,128,128,1,2,19.09
32,1,32,16,2,8,19.16
4,32,4,2,32,8,10.21
2,16,64,1,16,8,35.15
8,2,16,16,64,1,10.21
16,1,32,8,1,64,10.22
16,64,2,2,32,2,35.17
2,1,256,16,4,8,10.22
2,1024,1,2,2,32,35.21
1,1,1024,8,1,32,19.07
4,8,32,128,1,2,19.11
4,2,32,2,8,64,10.22
1,1024,8,4,4,2,98.8
64,1,64,2,8,4,67.35
16,16,1,64,4,4,10.24
1,512,1,128,2,2,10.2
1,1024,8,2,1,16,98.77
16,8,32,2,8,4,67.31
4,64,8,2,8,8,35.17
128,4,4,4,16,2,35.21
8,2,512,4,8,1,98.79
512,4,4,4,1,8,98.62
1,128,2,2,16,32,10.25
8,2,16,2,128,4,10.23
256,1,1,1,16,64,10.19
1,1,256,4,64,4,10.21
256,32,1,2,8,2,98.85
2,1,2048,8,8,1,67.16
32,32,2,64,1,2,35.17
1,512,1,16,32,1,10.18
4,2,32,16,4,16,10.22
16,256,2,16,2,1,98.6
128,1,64,1,2,16,98.8
4,1,1024,16,1,4,67.27
2,2,256,16,8,2,19.07
512,2,4,1,4,16,67.23
2,2,128,1,32,16,10.19
1,32,16,128,2,2,10.21
8,8,4,2,256,2,10.23
1,256,32,1,1,32,98.66
2,16,32,32,8,1,19.06
512,1,1,64,2,4,10.2
16,2,128,2,2,16,67.3
128,16,1,32,2,2,35.21
1024,4,1,32,1,2,67.17
16,4,32,1,128,1,35.12
8,128,4,8,8,1,67.29
4,256,2,1,16,8,35.15
16,4,4,8,16,8,10.24
1,128,2,64,1,16,10.2
64,8,2,4,4,16,19.11
4096,1,1,2,1,32,67.13
8,1,64,128,4,1,10.19
2,1024,1,8,1,16,35.12
1024,1,1,128,2,1,19.03
2,8,256,16,1,4,67.22
2,128,32,4,8,1,98.81
8,128,2,1,2,64,35.15
32,16,2,16,4,4,19.1
64,8,1,4,16,8,10.21
8,2,128,2,16,4,35.15
4,256,1,1,256,1,19.04
1,16,128,4,4,8,35.23
2,128,16,1,1,64,67.26
1,16,256,4,2,8,67.33
32,1,64,2,4,16,35.23
16,8,64,2,16,1,98.72
128,8,8,1,16,2,98.7
64,8,2,8,2,16,19.11
8,1,512,32,2,1,67.19
2048,2,2,2,1,16,98.71
1,128,16,16,8,1,35.14
16,2,64,4,1,32,35.13
8,16,16,4,1,32,35.15
2,512,1,2,16,8,19.1
4,32,2,512,2,1,10.2
16,16,32,1,2,16,98.6
64,4,2,16,2,16,10.21
4,16,64,8,8,1,67.2
32,128,2,8,1,4,98.79
4,8,32,64,4,1,19.03
8,64,4,1,4,32,35.12
256,1,2,256,1,2,10.22
4,16,64,1,16,4,67.28
128,4,1,32,16,1,10.2
4,1,256,32,1,8,19.11
64,2,8,64,4,1,19.04
32,4,64,1,8,4,98.76
8,16,64,2,2,8,98.76
1,2,128,1,512,2,10.21
32,1,64,16,1,8,35.16
2,32,4,128,4,2,10.23
1,64,4,2,32,16,10.24
8,32,1,64,1,16,10.21
1,128,2,8,64,2,10.25
1,256,4,1,4,64,19.07
1024,2,2,4,1,16,67.27
32,4,8,16,4,4,19.12
32,8,1,4,8,32,10.24
32,32,2,16,2,4,35.16
64,4,1,4,8,32,10.23
64,8,2,2,4,32,19.1
4,256,8,2,4,4,98.63
16,32,16,16,2,1,98.84
2,512,2,2,2,32,35.18
4,4,32,4,4,32,10.21
512,1,16,2,4,4,98.69
2,4,128,2,32,4,19.1
64,4,16,1,1,64,67.25
1,2,1024,1,64,2,35.13
2,64,8,8,32,1,19.06
2,16,32,2,64,2,19.11
16,8,8,4,16,4,19.11
8,8,128,4,2,4,98.66
2,4,32,16,64,1,10.2
4,8,256,8,1,4,98.73
1024,1,1,8,32,1,19.06
32,2,8,1,32,16,10.2
128,2,1,32,8,4,10.24
4,32,64,32,1,1,98.78
2,256,1,16,2,16,10.21
64,1,32,32,4,1,35.08
8,16,2,8,128,1,10.2
32,64,1,2,32,2,35.21
1,4,64,8,64,2,10.23
1,512,4,2,2,32,35.23
1,128,32,2,32,1,67.25
8,8,64,16,2,2,67.3
2048,4,1,4,2,4,98.84
512,2,8,1,16,2,98.88
1,8192,1,2,8,2,98.65
4,8,8,1,128,8,10.21
512,2,4,1,1,64,67.26
256,1,32,1,1,32,98.73
1,32,8,4,4,64,10.25
2,64,8,64,1,4,19.12
2,16,32,32,2,4,19.12
128,4,4,16,4,2,35.2
32,2,4,1,32,32,10.21
64,1,4,4,256,1,10.21
64,16,4,2,1,32,67.31
16,32,1,1,32,16,10.22
4,128,4,4,1,32,35.17
8,64,2,64,2,2,19.11
4,4,16,64,2,8,10.24
128,8,2,2,16,4,35.2
32,128,1,4,8,2,67.25
4,4,128,8,8,2,35.21
1,4,512,1,4,32,35.14
8,8,4,1,32,32,10.21
64,2,16,2,2,32,35.2
64,1,8,4,4,32,10.22
64,16,2,2,64,1,35.14
2,2,1024,4,16,1,67.27
2,64,4,4,4,32,10.21
16,128,2,1,16,4,67.22
32,4,4,4,32,4,10.21
4,16,64,1,8,8,67.27
64,8,1,4,8,16,10.2
4,4,16,2,64,8,10.24
8,8,4,32,1,32,10.24
64,1,128,2,4,4,98.84
1024,8,1,2,8,2,98.85
128,4,2,4,1,64,19.09
16,4,128,32,1,1,98.87
4,4,128,32,4,1,35.17
1,1,1024,4,16,4,19.07
32,1,16,32,4,4,10.22
1,128,4,512,1,1,10.19
512,4,1,2,2,32,35.21
8,32,2,32,16,1,10.19
2,4,32,8,32,4,10.22
4,2,32,64,8,2,10.24
8,4,16,128,2,2,10.21
256,4,1,16,16,1,19.07
4,16,4,1,32,32,10.21
64,64,2,4,1,8,98.81
1,64,8,8,1,64,10.2
64,2,32,1,2,32,67.22
16,512,1,1,2,16,98.36
8,16,16,4,4,8,35.21
16,1,64,2,64,2,19.17
32,2,16,2,64,2,19.11
16,1,16,8,2,64,10.25
1,256,16,2,16,2,67.32
4,1,64,4,16,16,10.24
16,16,16,16,4,1,67.25
8,1,1024,1,32,1,98.73
1,8,512,1,32,2,67.21
4,8,256,1,1,32,98.76
1,256,2,1,256,2,10.2
8,32,8,4,8,4,35.22
2,1024,1,32,1,4,35.12
8,1,1024,16,1,2,98.88
1,128,2,2,64,8,10.24
32,2,64,8,4,2,67.28
1,16,256,1,2,32,67.24
512,1,16,1,8,4,98.87
64,16,2,4,4,8,35.21
2,512,4,32,2,1,67.29
1,128,2,8,8,16,10.25
2048,2,1,2,32,1,67.21
1,1024,2,128,1,1,35.13
128,16,4,16,1,2,98.72
32,32,1,32,1,8,19.07
1,4,256,4,1,64,19.05
32,1,16,32,16,1,10.19
16,8,16,128,1,1,35.11
2,256,16,2,4,4,98.77
8,8,128,4,4,2,98.7
256,1,1,256,1,4,10.2
512,4,2,2,4,8,67.32
128,2,1,256,2,2,10.24
8,2,64,32,8,1,19.08
8,1,32,256,1,4,10.24
128,2,16,1,64,1,67.19
1,16,128,128,1,1,35.12
2,2,128,32,16,1,10.19
1,1,256,1,512,2,10.2
8,4,64,32,2,2,35.2
2,1024,4,32,1,1,98.84
4,2048,1,1,32,1,98.84
1,128,32,1,2,32,67.27
1,4,512,1,2,64,35.14
512,1,8,1,16,4,67.2
4,1024,2,2,8,2,98.76
8,16,16,8,4,4,35.18
32,32,1,4,16,4,19.14
16,16,4,1,8,32,19.09
8,16,2,16,8,8,10.23
1,256,32,2,2,8,98.66
16,8,8,2,64,2,19.12
4,256,1,128,1,2,19.05
1,1,512,2,256,1,10.18
1,8,128,2,32,4,19.13
16,16,16,1,32,2,67.26
8,1,64,8,64,1,10.2
512,1,1,128,2,2,10.2
8,4,64,4,16,2,35.19
4,512,4,1,8,4,98.78
32,1,16,8,2,32,10.22
1,1024,1,8,1,32,19.08
4,16,4,128,2,4,10.22
1024,2,1,2,8,8,35.21
4096,1,1,2,16,2,67.24
16,4,32,2,8,8,35.19
4,1,512,2,64,1,35.11
128,8,1,2,128,1,19.08
2,2,256,8,32,1,19.08
16,32,16,1,8,4,98.79
4,4,128,2,8,8,35.18
128,2,16,8,4,2,67.28
128,4,8,8,2,4,67.29
128,1,2,2,16,32,10.24
16,4,4,1,32,32,10.21
1,128,16,8,8,2,35.22
32,2,4,512,1,2,10.23
2,1,128,16,8,8,10.24
8,16,16,2,2,32,35.2
1,4,512,2,1,64,35.14
128,2,2,32,1,16,10.22
1,2,128,4,64,4,10.23
128,2,1,4,64,4,10.22
8,16,4,8,64,1,10.19
256,32,1,4,2,4,98.86
16,64,1,32,4,2,19.12
2,128,8,16,4,2,35.19
32,2,16,64,4,1,19.09
8,8,128,2,16,1,98.69
32,64,2,8,2,4,67.27
4,8,32,2,4,32,19.1
4,128,2,8,8,4,19.12
128,64,1,2,2,8,98.75
1,64,16,1,256,1,19.04
32,4,8,8,16,2,19.12
256,32,1,2,2,8,98.88
32,8,32,2,16,1,98.69
2,64,2,1024,1,1,10.2
64,16,4,2,32,1,67.26
4,512,1,4,8,4,35.19
32,32,2,4,1,32,35.15
512,1,16,4,8,1,98.66
4,16,16,8,16,2,19.11
1,128,2,1,1024,1,10.2
32,1,64,32,4,1,35.12
4,256,4,8,4,2,67.24
64,8,16,16,2,1,98.83
8,64,2,16,1,16,19.11
4,32,8,1,32,8,19.05
64,8,16,16,1,2,98.78
512,2,2,2,4,16,35.18
256,16,1,16,4,1,67.26
1,4096,1,16,1,4,67.25
1,1024,8,1,32,1,98.87
4,4,64,1,8,32,19.04
1,8,32,1,512,2,10.2
256,16,1,4,8,2,67.3
2,8,16,4,16,16,10.22
8,4,128,1,1,64,67.26
8,1,1024,4,1,8,98.74
64,1,16,64,4,1,19.04
128,4,2,8,4,8,19.1
8,1,64,1,64,8,10.22
4,16,8,16,1,32,10.22
64,4,4,1,64,4,19.03
2,512,4,64,1,1,67.18
8,2,128,16,4,2,35.17
2,4,32,2,8,64,10.22
1,4,64,16,8,8,10.24
2,128,4,2,128,1,19.03
1024,2,4,8,4,1,98.73
32,2,64,4,4,4,67.29
32,8,2,16,2,16,10.21
4,32,32,16,2,2,67.31
2,64,8,4,4,16,19.1
4,2,256,1,16,8,35.14
16,4,4,1,64,16,10.21
2,1,128,2,256,2,10.26
128,2,4,1,256,1,19.04
8,4,256,1,16,2,98.72
64,1,64,1,8,8,67.19
256,4,1,4,32,2,19.12
1,64,16,128,2,1,19.06
16,256,2,1,1,32,98.78
2,4,32,16,2,32,10.23
4,32,2,8,8,16,10.23
4,4,256,1,32,2,67.25
4,4,32,16,2,16,10.21
4,2,256,8,4,4,35.18
4,1,64,8,2,64,10.25
4,4,16,4,8,32,10.24
128,2,8,8,16,1,35.13
32,128,2,2,16,1,98.68
1024,1,1,4,16,4,19.1
32,1,16,8,8,8,10.22
128,4,2,4,2,32,19.09
128,4,16,32,1,1,98.8
1,64,4,2,128,4,10.25
2,16,32,16,8,2,19.12
2,8,64,32,2,4,19.12
128,2,16,64,1,1,67.21
1,8,256,16,1,8,35.12
16,64,1,1,8,32,21.72
32,16,4,1,128,1,35.13
8,2,64,8,32,1,19.07
4,4,16,128,8,1,10.21
8,16,2,128,1,8,10.23
64,8,2,256,1,1,19.06
4,128,2,2,64,2,19.1
4,128,1,32,4,4,10.21
8,1,512,4,2,8,67.32
1,2,128,32,4,8,10.25
2,1,512,1,4,64,19.06
4,4,32,4,128,1,10.2
2,1024,1,16,2,4,35.16
16,1,16,64,8,2,10.25
128,1,16,8,4,4,35.19
64,1,4,8,8,16,10.26
256,1,1,4,128,2,10.21
64,8,1,128,2,2,10.21
128,2,2,4,2,64,10.2
128,1,8,8,16,2,19.13
256,4,2,1,128,1,35.13
16,2,64,2,32,2,35.16
4,64,1,128,1,8,10.21
1,8192,1,1,2,16,98.63
1,256,8,2,64,1,35.1
4,512,1,8,2,8,35.21
512,1,1,4,2,64,10.2
16,256,1,2,32,1,67.19
32,1,64,32,2,2,35.2
64,32,1,4,16,2,35.2
2,4,32,1,256,4,10.2
4,2048,1,1,16,2,97.98
1,32,256,2,1,16,98.84
128,4,1,64,8,1,10.21
1,256,4,64,4,1,19.07
8,2,128,2,2,32,35.19
16,16,8,128,1,1,35.14
64,128,1,1,16,2,98.35
16,16,2,8,64,1,10.19
8,32,4,8,4,8,19.09
256,1,16,1,64,1,67.15
16,32,16,2,2,8,98.73
64,1,32,16,4,2,35.18
32,64,1,2,64,1,35.14
64,2,16,16,2,4,35.19
16,8,2,32,32,1,10.21
256,2,8,32,2,1,67.27
4,32,2,32,4,8,10.22
1024,2,1,1,128,1,35.12
1,128,32,64,1,1,67.21
128,2,1,1,32,32,9.31
512,4,1,64,1,2,35.14
256,2,1,2,256,1,10.2
64,4,1,32,1,32,10.21
8,1,32,8,8,16,10.25
128,2,4,1,64,4,19.06
8,8,4,1,16,64,10.2
64,16,1,4,16,4,19.11
8,128,8,8,1,4,98.81
1,2,1024,32,1,4,35.17
128,1,8,8,8,4,19.16
1,1,512,128,1,4,10.18
8,16,2,32,1,32,10.24
32,16,4,16,8,1,35.14
1,4096,1,2,32,1,67.22
256,1,1,2,64,8,10.22
32,2,32,1,2,64,35.14
1,2,256,64,1,8,10.2
1,64,32,32,4,1,35.14
8,32,1,32,16,2,10.24
16,2,8,8,128,1,10.21
1,64,4,128,2,4,10.24
32,2,64,2,2,16,67.27
128,1,4,256,1,2,10.22
256,2,2,16,8,2,19.09
32,256,1,16,2,1,98.72
4,512,4,2,2,8,98.74
4,2,512,4,16,1,67.25
1,2,256,4,32,4,10.21
64,16,4,1,1,64,67.26
32,4,16,2,1,64,35.16
4,64,8,4,8,4,35.2
32,2,8,64,1,8,10.21
16,2,256,1,1,32,98.78
8,64,16,4,2,4,98.75
128,2,16,1,1,64,67.27
1,32,16,2,32,8,10.2
64,1,16,4,8,8,19.15
128,8,2,4,2,16,35.2
16,4,16,256,1,1,19.02
2,16,64,8,16,1,35.14
16,64,8,2,16,1,98.67
8,2,512,1,16,2,98.77
2,512,1,1,256,1,19.05
2,16,32,8,16,2,19.12
4,64,2,2,8,32,10.21
4096,1,1,4,2,8,67.23
256,1,8,4,4,8,35.2
2,4,32,1,1024,1,10.2
