Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
1,4,4,10,4,40,1,1,0.819006
1,10,4,1,32,4,5,1,0.848133
0,10,1,4,32,20,1,1,0.819592
0,1,1,32,5,40,4,1,0.7534
1,1,10,20,2,4,16,1,0.829281
0,32,1,5,16,5,2,1,0.816826
0,40,2,1,40,8,1,1,0.817753
0,32,5,1,2,2,40,1,0.8169
0,2,8,2,800,1,1,1,0.753734
1,8,5,4,40,1,4,1,0.819647
0,1,5,10,4,128,1,1,0.818713
0,8,1,20,20,2,4,1,0.817105
0,1,80,10,1,2,16,1,0.41975
0,2,1,40,160,1,2,1,0.818361
0,5,4,5,64,1,4,1,0.818516
0,16,1,2,5,16,10,1,0.75158
0,4,4,5,4,20,4,1,0.818255
0,8,4,5,4,40,1,1,0.817209
0,2,10,2,8,8,10,1,0.818757
1,1,8,25,4,2,16,1,0.829778
0,2,16,1,160,1,5,1,0.753353
0,8,1,20,10,1,16,1,0.817298
1,1,80,10,1,2,16,1,0.474835
0,16,1,5,5,4,16,1,0.817936
0,20,10,1,8,16,1,1,0.813065
0,1,32,1,400,1,2,1,0.75104
0,4,40,1,32,1,5,1,0.817552
0,5,32,1,2,10,8,1,0.816895
0,8,5,10,1,8,8,1,0.768633
0,4,2,5,5,16,8,1,0.819152
0,2,4,4,10,2,40,1,0.75473
0,8,1,10,8,4,10,1,0.818698
0,5,4,5,2,16,8,1,0.818513
0,1,100,2,1,16,8,1,0.812748
0,20,1,20,4,8,2,1,0.768259
0,5,1,5,16,16,4,1,0.818783
0,4,2,5,80,2,4,1,0.819191
0,4,10,10,2,1,32,1,0.76933
0,1,10,16,1,5,32,1,0.817168
0,1,32,25,4,4,2,1,0.4195
0,50,4,2,1,4,16,1,0.771028
0,1,5,32,4,1,40,1,0.816471
0,1,20,4,8,20,2,1,0.819032
0,1,160,1,10,16,1,1,0.816443
1,1,80,1,80,2,2,1,0.819855
0,8,1,4,1,160,5,1,0.754167
0,20,2,2,4,16,5,1,0.818137
0,5,8,5,2,16,4,1,0.812908
0,1,50,1,4,16,8,1,0.818868
0,25,1,4,16,1,16,1,0.818081
1,1,32,25,4,4,2,1,0.474988
0,1,5,5,64,2,8,1,0.820057
0,1,10,4,1,128,5,1,0.81895
0,80,2,5,16,1,2,1,0.418355
0,16,50,1,4,4,2,1,0.416599
0,2,4,10,16,4,5,1,0.818245
1,200,1,2,16,1,4,1,0.824644
1,1,80,10,1,4,8,1,0.475714
0,16,1,50,8,4,1,1,0.421234
0,1,1,200,32,4,1,1,0.811807
0,2,1,80,1,5,32,1,0.816641
0,8,1,20,40,4,1,1,0.817121
0,1,5,20,1,64,4,1,0.819058
0,5,20,1,16,1,16,1,0.818777
0,400,2,1,1,8,4,1,0.415844
0,8,2,25,1,64,1,1,0.771698
0,10,1,5,1,64,8,1,0.818486
0,5,1,8,5,32,4,1,0.819239
0,16,1,5,2,40,4,1,0.818976
0,40,20,1,8,4,1,1,0.417894
0,4,1,8,2,80,5,1,0.752754
0,2,8,10,40,2,2,1,0.816891
0,5,1,16,320,1,1,1,0.818889
0,1,2,40,5,64,1,1,0.818068
0,40,2,2,20,2,4,1,0.817898
0,1,1,200,1,2,64,1,0.811902
0,1,50,4,4,4,8,1,0.813963
1,400,2,1,1,8,4,1,0.463859
0,32,5,1,4,8,5,1,0.8174
0,2,10,20,16,4,1,1,0.770093
0,16,1,25,1,2,32,1,0.765659
0,4,5,5,128,2,1,1,0.818955
0,8,4,5,2,2,40,1,0.817945
0,40,1,5,32,1,4,1,0.81263
0,1,25,4,16,16,1,1,0.818267
0,1,40,1,20,2,16,1,0.819245
0,4,2,5,8,80,1,1,0.819183
0,40,1,5,1,8,16,1,0.811839
0,10,5,1,1,128,4,1,0.808732
0,1,20,2,8,5,16,1,0.819234
0,25,1,8,4,1,32,1,0.812938
0,8,1,5,10,16,4,1,0.819103
0,10,2,5,8,32,1,1,0.819185
0,50,2,2,2,8,8,1,0.812672
0,20,20,2,1,8,4,1,0.419839
0,16,1,5,8,2,20,1,0.818746
0,4,2,25,4,1,32,1,0.813623
0,4,20,10,1,16,2,1,0.418663
1,5,1,5,32,4,8,1,0.880296
0,1,8,20,20,1,8,1,0.817073
0,20,2,1,16,1,40,1,0.818946
0,1,5,5,64,8,2,1,0.819357
0,5,10,8,2,32,1,1,0.76956
0,1,40,4,2,5,16,1,0.817877
0,2,20,1,16,10,4,1,0.818444
0,2,50,2,2,8,8,1,0.813753
0,5,5,4,16,1,16,1,0.81922
0,2,1,16,100,8,1,1,0.753404
1,1,10,10,1,16,16,1,0.832687
1,40,1,1,16,2,20,1,0.848691
0,100,4,1,2,8,4,1,0.769707
0,10,2,2,20,8,4,1,0.818961
0,25,16,1,16,2,2,1,0.767095
0,2,8,10,16,1,10,1,0.817849
0,1,1,100,1,64,4,1,0.818541
0,8,5,1,160,1,4,1,0.818574
0,5,8,5,4,8,4,1,0.812473
0,10,1,4,8,5,16,1,0.818857
1,2,20,1,1,80,8,1,0.852342
0,4,4,2,2,40,10,1,0.754432
0,10,4,4,20,8,1,1,0.817795
0,10,1,10,4,32,2,1,0.818485
0,20,2,1,2,8,40,1,0.819293
0,80,1,2,4,40,1,1,0.817394
0,32,1,1,100,4,2,1,0.751611
0,5,80,1,4,1,16,1,0.769114
0,1,20,4,5,8,8,1,0.818944
0,1,80,2,4,10,4,1,0.817684
0,8,10,1,10,32,1,1,0.818107
0,8,1,25,2,8,8,1,0.812515
0,160,1,5,8,2,2,1,0.416996
0,8,2,2,2,10,40,1,0.754324
1,10,1,10,4,1,64,1,0.832379
0,40,2,5,16,4,1,1,0.7717
0,1,4,20,5,32,2,1,0.819106
0,2,1,20,16,2,20,1,0.818708
0,5,4,8,1,20,8,1,0.817718
0,1,1,100,2,16,8,1,0.818665
0,20,2,1,2,80,4,1,0.819172
0,1,40,5,32,1,4,1,0.812099
0,5,80,2,4,4,2,1,0.418532
0,1,8,4,1,400,2,1,0.754207
0,16,10,1,20,4,2,1,0.81748
0,32,1,1,5,20,8,1,0.753773
0,160,5,1,1,1,32,1,0.417824
1,50,1,4,16,8,1,1,0.829426
1,1,5,8,16,20,2,1,0.848068
0,4,10,4,4,5,8,1,0.816967
0,8,4,1,2,20,20,1,0.753698
0,10,2,4,2,5,32,1,0.818206
0,5,5,2,8,64,1,1,0.818969
0,1,100,2,2,64,1,1,0.812663
0,2,5,10,64,2,2,1,0.818012
0,8,1,25,8,1,16,1,0.813322
0,4,1,8,4,8,25,1,0.752515
1,4,10,1,2,16,20,1,0.848651
0,4,8,25,1,4,8,1,0.4187
0,40,1,1,80,2,4,1,0.81808
0,40,2,5,16,2,2,1,0.771555
1,4,10,10,1,64,1,1,0.82503
0,1,160,1,1,10,16,1,0.817636
0,200,1,2,1,64,1,1,0.769076
0,10,1,5,8,16,4,1,0.818592
0,2,400,1,2,2,8,1,0.416688
1,100,2,2,1,8,8,1,0.824538
0,200,2,2,8,1,4,1,0.420209
0,16,10,1,2,5,16,1,0.81757
0,5,2,16,32,5,1,1,0.817027
0,4,1,40,20,2,4,1,0.817569
