Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
1,28,4,14,1,16,2,1,0.496164
0,4,14,7,8,4,4,1,0.85327
1,2,2,49,4,32,2,1,0.956886
1,7,28,4,8,2,4,1,0.890263
1,8,14,2,1,16,14,1,0.867511
1,1,1,56,7,8,16,1,0.870518
1,2,28,1,28,2,16,1,0.870643
1,2,4,49,16,8,1,1,0.887751
0,4,7,2,56,16,1,1,0.7942
1,8,1,7,32,28,1,1,0.870603
1,56,2,7,1,32,2,1,0.8922
1,4,8,49,2,4,4,1,0.497231
0,28,4,14,1,16,2,1,0.409924
0,2,56,7,4,16,1,1,0.80318
0,56,4,1,7,32,1,1,0.848158
0,4,7,7,1,256,1,1,0.873061
0,2,7,56,4,2,8,1,0.796185
0,14,7,4,8,1,16,1,0.852621
0,8,7,1,4,16,14,1,0.789473
0,112,1,1,4,2,56,1,0.78664
0,2,112,1,28,8,1,1,0.841321
0,7,8,2,2,8,28,1,0.790369
0,49,8,4,8,4,1,1,0.407753
0,7,8,1,2,56,8,1,0.787498
0,49,1,4,1,32,8,1,0.854084
0,4,14,2,1,224,2,1,0.792954
0,56,4,7,2,1,16,1,0.418553
0,4,4,7,28,1,16,1,0.788344
1,1,14,4,8,4,28,1,0.870689
1,49,8,4,8,4,1,1,0.496058
0,16,2,7,8,28,1,1,0.856828
0,98,1,4,1,8,16,1,0.851252
1,98,1,8,1,4,16,1,0.88409
0,1,14,7,16,32,1,1,0.870925
0,4,8,7,1,16,14,1,0.847077
0,1,2,112,1,224,1,1,0.840666
0,2,28,1,2,64,7,1,0.792554
0,196,4,2,2,4,4,1,0.397393
0,1,7,14,8,16,4,1,0.882264
0,2,7,8,16,14,2,1,0.789433
0,1,98,2,64,4,1,1,0.868419
0,7,28,1,64,4,1,1,0.861689
0,4,28,1,2,28,8,1,0.794486
0,392,4,1,2,16,1,1,0.403917
0,7,4,7,8,32,1,1,0.869679
0,4,14,14,4,8,2,1,0.797001
0,14,8,1,16,2,14,1,0.785013
1,14,4,28,16,2,1,1,0.497843
0,1,8,7,28,4,8,1,0.801256
0,1,7,224,1,8,4,1,0.411562
0,2,2,56,4,56,1,1,0.850872
0,2,28,2,4,56,2,1,0.788434
1,196,4,2,2,4,4,1,0.495038
0,7,4,14,2,2,32,1,0.858605
0,4,14,1,7,128,1,1,0.796595
0,2,14,56,8,4,1,1,0.412928
0,2,1,28,1,14,64,1,0.785469
0,8,14,1,2,112,2,1,0.791666
0,98,1,2,4,64,1,1,0.871339
0,8,14,1,14,8,4,1,0.788504
0,2,196,4,8,1,4,1,0.409538
0,7,8,14,2,2,16,1,0.792337
0,1,14,7,8,1,64,1,0.864108
0,1,392,1,1,128,1,1,0.8363
0,4,28,1,16,14,2,1,0.780689
0,8,2,49,4,2,8,1,0.794639
0,8,1,14,8,28,2,1,0.79469
0,2,1,112,56,4,1,1,0.852179
0,4,7,4,1,16,28,1,0.790904
0,14,1,28,64,1,2,1,0.848299
1,1,8,14,56,4,2,1,0.871099
0,7,14,2,1,32,8,1,0.874323
0,2,49,16,1,4,8,1,0.411681
0,1,14,16,4,2,28,1,0.863267
0,56,1,2,1,224,2,1,0.798896
0,49,32,1,4,8,1,1,0.412487
0,1,4,28,16,1,28,1,0.790535
0,8,14,2,2,14,8,1,0.842106
0,2,4,28,14,1,16,1,0.854335
0,16,2,7,8,2,14,1,0.84731
1,4,28,7,32,2,1,1,0.908599
0,4,49,2,32,4,1,1,0.856235
1,2,1,49,128,4,1,1,0.933376
1,2,7,7,2,8,32,1,0.913294
1,2,14,28,1,32,2,1,0.879267
0,2,2,196,2,2,16,1,0.790309
0,14,4,4,28,2,4,1,0.848893
0,28,14,1,128,1,1,1,0.844587
1,14,4,1,128,7,1,1,0.87065
0,7,4,4,4,112,1,1,0.791829
0,56,7,1,4,2,16,1,0.852072
1,1,28,2,4,112,2,1,0.87059
0,2,2,28,16,4,7,1,0.787127
0,28,1,56,1,1,32,1,0.407528
0,7,1,14,2,256,1,1,0.872499
0,4,7,8,8,1,28,1,0.840324
0,4,14,1,16,14,4,1,0.784823
0,14,56,2,8,1,4,1,0.411004
0,4,7,2,14,8,8,1,0.78815
0,2,8,14,1,14,16,1,0.850155
1,1,4,98,1,2,64,1,0.901797
0,2,7,14,16,2,8,1,0.868375
0,392,4,1,4,2,4,1,0.416936
0,2,196,2,2,8,4,1,0.809142
0,8,7,2,16,1,28,1,0.795459
0,2,49,1,8,2,32,1,0.868172
0,14,4,2,8,1,56,1,0.791938
0,49,1,16,1,64,1,1,0.794653
0,16,7,7,16,4,1,1,0.800825
0,49,1,1,1,1024,1,1,0.872837
0,1,1,98,2,16,16,1,0.858802
0,28,2,28,4,8,1,1,0.411026
0,1,8,14,2,7,32,1,0.792549
0,7,28,1,16,1,16,1,0.863314
0,8,7,7,4,32,1,1,0.855972
0,4,7,4,28,8,2,1,0.794986
0,7,16,14,1,32,1,1,0.411692
0,16,49,2,2,16,1,1,0.408188
0,1,7,28,2,2,64,1,0.864794
1,8,28,7,2,16,1,1,0.496882
0,1,4,14,1,32,28,1,0.802098
0,14,7,4,16,4,2,1,0.850639
0,196,1,2,1,8,16,1,0.84733
0,2,2,28,7,4,16,1,0.791777
0,1,14,7,16,16,2,1,0.872288
0,49,1,2,2,16,16,1,0.867194
1,14,28,2,16,1,4,1,0.89764
0,1,1,56,8,7,16,1,0.791788
0,4,392,1,1,2,16,1,0.394572
0,16,1,98,1,4,8,1,0.403764
0,4,14,2,64,1,7,1,0.794691
0,1,4,98,16,4,2,1,0.857182
0,14,2,2,896,1,1,1,0.789024
1,4,392,1,1,2,16,1,0.496408
0,14,4,4,1,224,1,1,0.856154
0,7,4,56,1,1,32,1,0.410158
0,14,8,7,16,4,1,1,0.805572
0,784,1,1,1,32,2,1,0.804437
0,14,2,4,16,7,4,1,0.791946
0,32,1,7,4,4,14,1,0.847781
0,1,2,112,4,7,8,1,0.865273
0,2,7,16,8,28,1,1,0.850618
0,1,2,56,2,14,16,1,0.792501
0,1,7,16,56,1,8,1,0.785419
0,1,7,14,16,1,32,1,0.858244
0,28,2,1,32,14,2,1,0.796514
0,4,2,7,14,4,16,1,0.819479
0,2,2,14,4,112,2,1,0.787961
0,4,98,2,4,2,8,1,0.796575
0,1,2,98,8,16,2,1,0.862945
0,2,16,7,8,1,28,1,0.849472
0,49,8,1,2,64,1,1,0.853076
0,49,4,1,2,8,16,1,0.865214
0,56,7,1,2,16,4,1,0.854472
0,4,14,7,2,64,1,1,0.85371
0,4,98,4,1,16,2,1,0.405628
0,7,8,4,2,7,16,1,0.846207
0,14,2,4,1,8,56,1,0.787232
0,14,4,4,14,2,8,1,0.843435
0,7,1,56,8,16,1,1,0.859397
0,2,14,2,28,4,8,1,0.794634
0,1,56,2,56,2,4,1,0.795334
0,1,8,49,1,128,1,1,0.848276
0,2,7,112,8,4,1,1,0.40795
0,14,2,4,64,7,1,1,0.787352
0,7,14,1,2,64,4,1,0.874921
0,2,49,1,4,2,64,1,0.870852
0,98,2,2,32,2,2,1,0.85168
0,7,8,2,16,2,14,1,0.790648
0,2,1,196,2,16,4,1,0.846079
0,1,4,49,4,16,4,1,0.871975
0,98,8,2,1,2,16,1,0.414514
0,8,7,2,8,7,8,1,0.782273
0,56,2,2,1,4,56,1,0.841141
0,49,1,1,32,32,1,1,0.869884
0,14,2,4,7,2,32,1,0.78919
0,14,8,1,4,8,14,1,0.790747
0,8,1,7,2,32,14,1,0.796232
0,2,2,196,2,16,2,1,0.801355
0,16,14,1,56,1,4,1,0.843551
0,196,4,1,2,4,8,1,0.802004
1,4,7,4,8,2,28,1,0.852185
0,7,16,1,28,2,8,1,0.788255
0,2,1,392,16,1,4,1,0.790569
0,98,16,1,8,1,4,1,0.408439
0,2,2,14,8,28,4,1,0.785618
0,2,1,196,1,4,32,1,0.845101
1,56,2,2,2,28,4,1,0.867512
0,1,56,28,8,4,1,1,0.415513
0,4,28,1,8,56,1,1,0.783273
0,7,4,4,1,8,56,1,0.790972
0,196,1,1,4,64,1,1,0.868494
0,112,7,1,64,1,1,1,0.798604
0,2,2,56,4,28,2,1,0.853509
1,14,1,56,2,4,8,1,0.88474
0,98,1,16,1,32,1,1,0.407228
1,4,4,7,224,2,1,1,0.850444
0,7,14,8,1,4,16,1,0.794888
1,14,1,4,8,8,14,1,0.870805
0,7,4,4,1,224,2,1,0.791376
0,56,1,4,14,8,2,1,0.852928
0,14,7,8,2,1,32,1,0.803999
0,1,7,224,1,16,2,1,0.405967
0,2,8,49,2,1,32,1,0.792122
0,8,14,1,7,64,1,1,0.789214
1,4,4,98,4,8,1,1,0.496654
0,1,224,1,2,2,56,1,0.848561
0,28,4,2,112,1,2,1,0.849515
0,56,1,14,2,32,1,1,0.79988
1,56,7,1,128,1,1,1,0.884994
1,8,7,2,1,64,7,1,0.845254
0,49,8,1,2,16,4,1,0.856438
0,2,28,2,64,7,1,1,0.792048
0,1,7,28,16,4,4,1,0.864194
0,49,1,32,1,4,8,1,0.408476
0,4,1,196,8,1,8,1,0.793822
1,2,1,28,14,1,64,1,0.870719
1,1,49,1,32,4,8,1,0.949831
0,1,14,14,2,64,2,1,0.870204
0,14,4,4,2,2,56,1,0.85176
0,7,2,4,14,2,32,1,0.791598
0,2,98,2,4,32,1,1,0.855809
0,1,14,4,112,2,4,1,0.794593
0,7,2,4,14,4,16,1,0.793864
0,14,2,7,64,2,2,1,0.871506
0,4,7,56,2,8,2,1,0.411739
0,7,1,8,448,2,1,1,0.792927
1,224,1,1,14,2,8,1,0.875021
0,14,1,8,16,14,2,1,0.787262
1,4,14,4,16,1,14,1,0.895093
1,2,7,4,224,1,4,1,0.870513
0,56,2,7,8,8,1,1,0.802546
0,14,4,14,64,1,1,1,0.797306
0,1,7,112,2,2,16,1,0.806394
0,1,784,1,1,32,2,1,0.798897
0,4,2,7,32,4,7,1,0.787872
0,7,1,28,1,8,32,1,0.865794
0,28,1,4,28,16,1,1,0.788872
0,1,1,98,64,4,2,1,0.865746
0,1,1,224,14,16,1,1,0.848132
0,1,2,28,4,4,56,1,0.792036
0,14,2,4,7,32,2,1,0.792191
1,2,392,2,1,1,32,1,0.496956
0,224,1,1,7,32,1,1,0.855662
0,1,224,1,28,4,2,1,0.848866
0,2,8,7,16,28,1,1,0.790414
0,1,7,16,2,7,32,1,0.794463
0,4,1,196,4,8,2,1,0.800114
0,1,28,2,112,2,4,1,0.797295
1,1,392,4,2,8,2,1,0.496427
1,4,28,1,112,2,2,1,0.844696
0,1,56,4,1,14,16,1,0.850156
0,2,7,4,1,32,28,1,0.792391
0,56,2,1,8,28,2,1,0.788564
0,8,7,2,7,16,4,1,0.790794
0,14,14,4,2,32,1,1,0.799036
0,14,16,1,56,1,4,1,0.847988
0,7,2,8,4,7,16,1,0.791283
1,1,28,56,16,1,2,1,0.495974
0,4,7,8,2,112,1,1,0.855679
0,7,14,4,8,8,2,1,0.833177
0,28,14,2,32,1,2,1,0.802401
0,4,8,7,4,2,28,1,0.851216
0,2,56,7,4,1,16,1,0.803796
1,1,16,14,4,2,28,1,0.890173
0,4,14,2,2,28,8,1,0.797591
0,4,2,7,2,112,4,1,0.791415
0,2,2,98,16,2,4,1,0.843982
0,1,49,1,256,1,4,1,0.868811
0,4,1,56,2,2,56,1,0.843795
1,4,28,2,1,112,2,1,0.89481
0,4,1,28,4,56,2,1,0.783075
0,49,4,2,64,1,2,1,0.853682
0,14,1,8,7,64,1,1,0.787131
0,1,224,1,16,1,14,1,0.841211
0,16,7,1,2,56,4,1,0.783082
0,7,1,14,1,16,32,1,0.86754
0,49,8,1,128,1,1,1,0.85139
0,1,1,49,2,32,16,1,0.870526
