Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 1, 242,  1,  16,  8,  1,  4, 0 , 98.39 
 0, 11,  8,  2,  1,  176,  4, 0 , 82.24 
 1, 121,  4,  2,  2,  8,  8, 0 , 98.17 
 0, 4,  2,  484,  4,  4,  2, 0 , 89.63 
 0, 22,  1,  44,  16,  1,  8, 0 , 80.08 
 0, 4,  2,  484,  4,  2,  4, 0 , 89.62 
 0, 22,  2,  88,  2,  1,  16, 0 , 89.51 
 0, 2,  11,  8,  16,  1,  44, 0 , 81.4 
 1, 11,  32,  1,  16,  22,  1, 0 , 97.5 
 0, 11,  4,  4,  2,  16,  22, 0 , 82.33 
 0, 11,  1,  22,  8,  4,  16, 0 , 80.35 
 0, 121,  8,  4,  2,  1,  16, 0 , 89.64 
 0, 242,  2,  2,  1,  4,  32, 0 , 80.6 
 0, 8,  1,  44,  11,  2,  16, 0 , 81.26 
 0, 1,  4,  44,  11,  16,  4, 0 , 81.99 
 0, 11,  88,  1,  2,  32,  2, 0 , 81.03 
 0, 22,  8,  2,  2,  22,  8, 0 , 80.72 
 0, 11,  1,  16,  1,  352,  2, 0 , 80.6 
 0, 8,  4,  11,  1,  22,  16, 0 , 80.48 
 0, 44,  1,  4,  1,  64,  11, 0 , 82.27 
 1, 2,  2,  242,  4,  4,  8, 0 , 97.25 
 1, 1,  1,  352,  22,  1,  16, 0 , 97.87 
 0, 484,  1,  8,  16,  2,  1, 0 , 89.39 
 0, 121,  4,  4,  16,  4,  1, 0 , 84.75 
 0, 1,  88,  4,  2,  176,  1, 0 , 81.25 
 0, 1,  22,  11,  8,  32,  2, 0 , 80.52 
 0, 44,  11,  1,  16,  2,  8, 0 , 80.84 
 0, 4,  4,  22,  88,  1,  4, 0 , 80.51 
 1, 22,  1,  44,  16,  1,  8, 0 , 99.09 
 0, 16,  1,  242,  2,  8,  2, 0 , 89.61 
 1, 22,  1,  16,  1,  352,  1, 0 , 93.1 
 1, 176,  1,  22,  16,  2,  1, 0 , 99.81 
 0, 2,  1,  484,  128,  1,  1, 0 , 79.87 
 0, 2,  16,  11,  1,  352,  1, 0 , 80.89 
 0, 1,  11,  11,  16,  64,  1, 0 , 78.42 
 0, 22,  1,  88,  2,  32,  1, 0 , 84.33 
 0, 2,  1,  484,  16,  8,  1, 0 , 80.46 
 0, 1,  16,  22,  32,  1,  11, 0 , 80.74 
 0, 44,  2,  4,  4,  11,  8, 0 , 81.35 
 0, 8,  121,  2,  2,  4,  8, 0 , 84.77 
 0, 121,  4,  2,  8,  16,  1, 0 , 80.11 
 0, 2,  1,  242,  4,  8,  8, 0 , 79.87 
 0, 11,  1,  88,  2,  64,  1, 0 , 79.96 
 0, 88,  1,  11,  1,  64,  2, 0 , 80.11 
 0, 16,  2,  11,  16,  2,  11, 0 , 81.21 
 0, 4,  121,  4,  32,  2,  1, 0 , 84.56 
 0, 1,  16,  11,  352,  1,  2, 0 , 81.74 
 0, 11,  2,  176,  1,  1,  32, 0 , 89.53 
 0, 22,  16,  1,  11,  4,  8, 0 , 81.82 
 0, 44,  88,  1,  8,  4,  1, 0 , 89.55 
 0, 16,  1,  11,  352,  2,  1, 0 , 81.65 
 0, 121,  8,  1,  2,  8,  8, 0 , 80.98 
 0, 2,  16,  11,  1,  22,  16, 0 , 81.33 
 0, 1,  8,  22,  32,  11,  2, 0 , 81.92 
 0, 1,  484,  2,  8,  16,  1, 0 , 80.29 
 0, 11,  2,  11,  4,  32,  4, 0 , 80.2 
 0, 1,  88,  44,  4,  8,  1, 0 , 89.51 
 0, 1,  11,  22,  128,  4,  1, 0 , 80.18 
 0, 8,  11,  2,  11,  4,  16, 0 , 80.44 
 0, 4,  1,  968,  4,  8,  1, 0 , 89.47 
 1, 1,  11,  11,  16,  64,  1, 0 , 95.77 
 0, 4,  2,  484,  2,  1,  16, 0 , 89.56 
 0, 88,  1,  4,  2,  16,  11, 0 , 81.35 
 1, 44,  4,  1,  44,  16,  1, 0 , 97.12 
 1, 11,  16,  2,  22,  4,  4, 0 , 97.83 
 0, 22,  1,  22,  4,  8,  8, 0 , 80.75 
 0, 11,  11,  8,  1,  64,  2, 0 , 80.42 
 0, 4,  88,  1,  8,  11,  4, 0 , 81.64 
 0, 1,  242,  1,  4,  32,  4, 0 , 80.53 
 0, 4,  11,  4,  2,  352,  1, 0 , 81.03 
 0, 4,  121,  4,  1,  1,  64, 0 , 84.26 
 1, 22,  1,  8,  4,  4,  44, 0 , 97.32 
 0, 2,  242,  4,  1,  4,  16, 0 , 84.56 
 1, 1,  2,  88,  44,  16,  1, 0 , 96.8 
 1, 2,  242,  8,  16,  2,  1, 0 , 99.86 
 1, 44,  2,  2,  32,  11,  2, 0 , 97.14 
 0, 121,  2,  1,  1,  512,  1, 0 , 79.8 
 0, 11,  11,  4,  8,  8,  4, 0 , 80.85 
 0, 88,  44,  1,  8,  4,  1, 0 , 89.48 
 0, 1,  1,  3872,  4,  1,  8, 0 , 89.49 
 0, 11,  4,  4,  1,  352,  2, 0 , 80.56 
 0, 1,  11,  11,  16,  32,  2, 0 , 78.18 
 0, 88,  22,  1,  64,  1,  1, 0 , 84.29 
 1, 1,  11,  11,  16,  32,  2, 0 , 97.49 
 0, 11,  8,  4,  44,  2,  4, 0 , 81.3 
 0, 44,  8,  11,  2,  4,  4, 0 , 89.58 
 0, 4,  22,  4,  11,  2,  16, 0 , 81.2 
 0, 4,  2,  22,  11,  8,  8, 0 , 80.3 
 0, 484,  2,  1,  1,  32,  4, 0 , 80.24 
 0, 44,  4,  1,  1,  176,  4, 0 , 81.76 
 0, 44,  4,  1,  44,  2,  8, 0 , 82.49 
 0, 32,  1,  121,  1,  8,  4, 0 , 89.55 
 0, 11,  1,  352,  4,  4,  2, 0 , 89.46 
 0, 4,  2,  44,  4,  2,  44, 0 , 81.24 
 0, 22,  1,  8,  16,  2,  22, 0 , 80.67 
 0, 4,  1,  88,  8,  4,  11, 0 , 81.23 
 0, 1,  2,  242,  1,  32,  8, 0 , 79.91 
 0, 1,  484,  1,  2,  4,  32, 0 , 79.99 
 0, 1,  4,  968,  2,  16,  1, 0 , 89.46 
 0, 11,  16,  1,  2,  88,  4, 0 , 80.86 
 0, 1,  8,  242,  4,  1,  16, 0 , 84.46 
 0, 4,  11,  22,  16,  4,  2, 0 , 80.16 
