Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency 
 1, 1,  28,  7,  4,  8,  8, 0 , 94.22 
 0, 2,  28,  1,  448,  1,  2, 0 , 69.11 
 0, 4,  28,  2,  8,  28,  1, 0 , 68.92 
 1, 2,  28,  1,  448,  1,  2, 0 , 90.31 
 0, 7,  7,  4,  256,  1,  1, 0 , 70.26 
 1, 4,  28,  2,  8,  28,  1, 0 , 90.93 
 0, 2,  4,  28,  7,  1,  32, 0 , 70.27 
 1, 1,  196,  8,  2,  4,  4, 0 , 99.42 
 0, 4,  7,  14,  2,  64,  1, 0 , 70.53 
 0, 8,  28,  7,  16,  2,  1, 0 , 80.47 
 0, 1,  14,  4,  2,  16,  28, 0 , 70.07 
 0, 4,  7,  8,  28,  8,  1, 0 , 70.0 
 1, 14,  56,  2,  16,  1,  2, 0 , 99.43 
 1, 4,  2,  196,  1,  4,  8, 0 , 99.44 
 0, 7,  56,  4,  16,  2,  1, 0 , 80.48 
 1, 49,  16,  1,  8,  2,  4, 0 , 97.08 
 0, 1,  392,  4,  1,  4,  8, 0 , 80.46 
 1, 1,  1,  56,  2,  28,  16, 0 , 90.15 
 1, 7,  1,  16,  2,  8,  28, 0 , 90.89 
 0, 4,  1,  56,  56,  4,  1, 0 , 69.4 
 0, 4,  14,  2,  7,  64,  1, 0 , 70.57 
 0, 1,  14,  8,  4,  4,  28, 0 , 70.54 
 1, 1,  14,  4,  8,  7,  16, 0 , 90.04 
 1, 1,  14,  8,  16,  4,  7, 0 , 91.04 
 1, 2,  2,  56,  2,  2,  56, 0 , 95.15 
 0, 14,  1,  4,  14,  16,  4, 0 , 69.32 
 0, 56,  1,  2,  4,  8,  14, 0 , 70.01 
 0, 196,  1,  8,  1,  2,  16, 0 , 80.38 
 0, 28,  2,  1,  8,  112,  1, 0 , 69.42 
 1, 196,  1,  1,  1,  32,  8, 0 , 94.04 
 1, 14,  1,  14,  4,  64,  1, 0 , 94.26 
 0, 2,  112,  1,  2,  8,  14, 0 , 70.06 
 0, 4,  56,  7,  1,  1,  32, 0 , 80.09 
 0, 56,  1,  14,  64,  1,  1, 0 , 73.99 
 0, 4,  28,  7,  1,  16,  4, 0 , 74.73 
 1, 28,  7,  4,  8,  4,  2, 0 , 98.5 
 1, 8,  7,  28,  8,  4,  1, 0 , 99.71 
 0, 49,  1,  2,  4,  16,  8, 0 , 68.25 
 0, 28,  1,  4,  112,  1,  4, 0 , 69.9 
 1, 49,  4,  8,  4,  4,  2, 0 , 99.36 
 0, 8,  4,  7,  7,  2,  16, 0 , 70.39 
 0, 14,  4,  4,  16,  2,  7, 0 , 70.07 
 0, 8,  2,  14,  4,  7,  8, 0 , 70.45 
 0, 2,  28,  28,  4,  8,  1, 0 , 80.57 
 1, 1,  8,  28,  2,  28,  4, 0 , 88.67 
 1, 1,  112,  2,  1,  32,  7, 0 , 89.02 
 0, 16,  7,  14,  1,  4,  8, 0 , 80.83 
 1, 2,  8,  14,  4,  14,  4, 0 , 90.94 
 0, 1,  4,  14,  224,  1,  4, 0 , 70.09 
 0, 1,  112,  1,  56,  1,  8, 0 , 69.61 
 0, 14,  2,  2,  1,  224,  4, 0 , 70.27 
 1, 2,  112,  1,  8,  14,  2, 0 , 90.38 
 1, 49,  1,  2,  4,  16,  8, 0 , 93.98 
 0, 2,  14,  14,  8,  4,  4, 0 , 70.7 
 0, 49,  2,  2,  64,  1,  4, 0 , 69.92 
 0, 56,  7,  4,  4,  1,  8, 0 , 80.2 
 0, 1,  14,  14,  16,  8,  2, 0 , 70.7 
 0, 1,  98,  8,  8,  4,  2, 0 , 75.06 
 0, 1,  2,  112,  32,  1,  7, 0 , 70.21 
 0, 14,  28,  1,  128,  1,  1, 0 , 70.27 
 0, 224,  1,  1,  28,  4,  2, 0 , 70.11 
 1, 4,  7,  4,  32,  7,  2, 0 , 90.87 
 1, 1,  49,  2,  4,  16,  8, 0 , 93.84 
 0, 1,  392,  1,  128,  1,  1, 0 , 69.76 
 0, 8,  2,  14,  4,  4,  14, 0 , 69.75 
 0, 14,  2,  8,  2,  112,  1, 0 , 69.74 
 0, 1,  1,  112,  2,  4,  56, 0 , 70.03 
 1, 1,  392,  1,  4,  2,  16, 0 , 93.18 
 0, 7,  1,  56,  2,  4,  16, 0 , 70.73 
 0, 1,  8,  14,  224,  1,  2, 0 , 71.16 
 0, 1,  28,  8,  56,  1,  4, 0 , 69.91 
 1, 2,  2,  98,  32,  4,  1, 0 , 93.32 
 0, 4,  98,  1,  32,  2,  2, 0 , 71.18 
 0, 2,  7,  56,  16,  1,  4, 0 , 74.77 
 0, 14,  14,  4,  8,  4,  2, 0 , 74.73 
 0, 7,  14,  4,  16,  8,  1, 0 , 70.47 
 0, 224,  1,  1,  8,  4,  7, 0 , 69.72 
 0, 4,  1,  56,  4,  56,  1, 0 , 69.46 
 0, 2,  2,  28,  1,  28,  16, 0 , 70.72 
 0, 4,  1,  56,  28,  2,  4, 0 , 69.99 
 0, 28,  1,  8,  16,  1,  14, 0 , 69.9 
 0, 1,  8,  28,  14,  16,  1, 0 , 69.67 
 0, 49,  4,  4,  4,  16,  1, 0 , 74.06 
 0, 2,  2,  28,  2,  16,  14, 0 , 69.45 
 0, 7,  7,  2,  8,  4,  16, 0 , 69.06 
 1, 14,  4,  4,  112,  2,  1, 0 , 89.56 
 1, 1,  14,  14,  2,  8,  16, 0 , 93.96 
 0, 2,  8,  7,  7,  16,  4, 0 , 69.8 
 0, 2,  8,  98,  1,  16,  2, 0 , 80.14 
 0, 28,  4,  1,  28,  8,  2, 0 , 70.67 
 0, 2,  1,  49,  128,  4,  1, 0 , 68.71 
 0, 98,  2,  4,  1,  4,  16, 0 , 75.0 
 0, 28,  56,  1,  4,  1,  8, 0 , 80.66 
 0, 56,  4,  1,  2,  16,  7, 0 , 71.06 
 0, 112,  7,  1,  2,  1,  32, 0 , 74.73 
 0, 8,  4,  49,  2,  16,  1, 0 , 80.84 
 0, 8,  14,  2,  7,  16,  2, 0 , 69.45 
 0, 1,  392,  2,  64,  1,  1, 0 , 75.02 
 0, 28,  2,  14,  16,  2,  2, 0 , 75.13 
 0, 14,  14,  8,  2,  2,  8, 0 , 80.76 
 1, 7,  8,  28,  4,  8,  1, 0 , 99.55 
 0, 56,  2,  1,  7,  32,  2, 0 , 71.57 
 0, 1,  4,  14,  112,  2,  4, 0 , 70.85 
 0, 56,  4,  7,  32,  1,  1, 0 , 80.78 
 0, 98,  4,  1,  2,  4,  16, 0 , 71.52 
 0, 7,  28,  2,  32,  1,  4, 0 , 71.19 
 0, 4,  14,  4,  7,  4,  8, 0 , 70.62 
 0, 16,  7,  1,  4,  8,  14, 0 , 71.51 
 1, 98,  1,  2,  32,  8,  1, 0 , 93.01 
 1, 2,  1,  28,  14,  32,  2, 0 , 88.82 
 0, 16,  7,  7,  4,  8,  2, 0 , 75.96 
 0, 1,  16,  14,  14,  2,  8, 0 , 71.17 
 0, 1,  14,  28,  64,  1,  2, 0 , 70.67 
 1, 4,  14,  1,  7,  128,  1, 0 , 88.78 
 0, 1,  28,  4,  4,  112,  1, 0 , 71.5 
 1, 32,  1,  7,  2,  2,  56, 0 , 90.46 
 0, 49,  2,  8,  16,  1,  4, 0 , 74.44 
 0, 49,  1,  2,  4,  128,  1, 0 , 68.36 
 0, 56,  14,  1,  4,  1,  16, 0 , 74.28 
 0, 2,  4,  7,  2,  7,  64, 0 , 69.66 
 0, 56,  1,  1,  1,  112,  8, 0 , 69.1 
 0, 7,  7,  2,  2,  4,  64, 0 , 69.24 
 1, 7,  8,  4,  28,  4,  2, 0 , 89.43 
 0, 1,  14,  112,  2,  16,  1, 0 , 80.38 
 0, 28,  28,  1,  1,  16,  4, 0 , 75.17 
 0, 4,  2,  49,  32,  2,  2, 0 , 70.57 
