Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
 1, 1,  64,  16,  4,  1,  16, 0 , 97.27
 1, 1,  32,  16,  8,  2,  8, 0 , 91.76
 0, 512,  1,  1,  4,  2,  16, 0 , 73.56
 0, 32,  1,  2,  32,  2,  16, 0 , 71.46
 0, 4,  2,  64,  16,  4,  2, 0 , 73.17
 0, 32,  1,  8,  256,  1,  1, 0 , 72.66
 0, 4,  128,  1,  4,  2,  16, 0 , 74.32
 0, 2,  8,  16,  1,  256,  1, 0 , 72.46
 1, 32,  1,  2,  32,  2,  16, 0 , 91.57
 1, 2,  4,  32,  8,  2,  16, 0 , 92.02
 0, 32,  8,  4,  2,  16,  2, 0 , 77.72
 1, 8,  256,  1,  32,  1,  1, 0 , 98.02
 0, 4,  1,  64,  1,  256,  1, 0 , 73.16
 1, 4,  2,  8,  16,  8,  8, 0 , 91.53
 1, 16,  32,  1,  16,  1,  8, 0 , 91.42
 0, 1,  256,  4,  1,  2,  32, 0 , 77.3
 0, 4,  1,  64,  2,  64,  2, 0 , 73.36
 0, 2,  4,  8,  64,  16,  1, 0 , 71.63
 0, 32,  32,  1,  4,  8,  2, 0 , 77.73
 0, 128,  16,  1,  16,  1,  2, 0 , 83.38
 0, 4,  256,  1,  8,  8,  1, 0 , 77.32
 0, 16,  1,  8,  2,  8,  32, 0 , 72.83
 0, 16,  1,  4,  256,  4,  1, 0 , 71.27
 0, 8,  32,  2,  8,  2,  8, 0 , 73.38
 0, 16,  16,  8,  32,  1,  1, 0 , 83.81
 1, 2,  128,  2,  64,  2,  1, 0 , 91.82
 1, 8,  64,  1,  64,  1,  2, 0 , 91.88
 0, 16,  1,  8,  16,  2,  16, 0 , 73.04
 1, 1,  32,  4,  8,  16,  4, 0 , 92.1
 0, 16,  8,  4,  8,  16,  1, 0 , 72.75
 1, 2,  256,  1,  2,  4,  16, 0 , 91.84
 0, 1,  32,  4,  64,  8,  1, 0 , 71.97
 0, 2,  16,  2,  16,  64,  1, 0 , 71.35
 1, 32,  2,  32,  16,  2,  1, 0 , 99.35
 1, 256,  2,  1,  64,  1,  2, 0 , 91.84
 0, 1,  8,  128,  16,  4,  1, 0 , 77.08
 0, 8,  4,  2,  4,  32,  8, 0 , 71.82
 0, 64,  1,  1,  2,  16,  32, 0 , 71.17
 0, 2,  512,  2,  2,  16,  1, 0 , 83.69
 0, 8,  2,  32,  32,  4,  1, 0 , 72.98
 0, 1,  4,  256,  2,  1,  32, 0 , 77.16
 0, 8,  4,  4,  2,  32,  8, 0 , 73.47
 0, 8,  1,  8,  4,  4,  64, 0 , 71.55
 0, 32,  4,  16,  1,  16,  2, 0 , 84.07
 0, 1,  1,  2048,  8,  1,  4, 0 , 83.41
 1, 64,  1,  1,  2,  16,  32, 0 , 91.6
 0, 128,  8,  1,  2,  2,  16, 0 , 77.71
 0, 2,  1,  256,  2,  2,  32, 0 , 73.77
 0, 32,  4,  1,  32,  1,  16, 0 , 72.4
 0, 4,  1,  256,  8,  4,  2, 0 , 77.49
 0, 8,  1,  8,  32,  2,  16, 0 , 71.51
 0, 4,  8,  4,  1,  16,  32, 0 , 73.09
 0, 32,  2,  1,  1,  256,  4, 0 , 71.41
 1, 64,  2,  8,  2,  4,  8, 0 , 95.55
 1, 512,  1,  1,  4,  8,  4, 0 , 91.82
 0, 32,  2,  1,  2,  256,  2, 0 , 72.1
 0, 32,  4,  1,  2,  32,  8, 0 , 73.35
 1, 2,  8,  32,  2,  1,  64, 0 , 91.82
 0, 1,  2,  64,  8,  64,  1, 0 , 72.53
 0, 16,  16,  1,  1,  256,  1, 0 , 73.66
 0, 1,  256,  4,  1,  64,  1, 0 , 77.16
 1, 1,  512,  4,  8,  2,  2, 0 , 99.48
 0, 1,  32,  2,  4,  4,  64, 0 , 72.11
 0, 1,  8,  128,  4,  8,  2, 0 , 77.82
 0, 128,  1,  1,  8,  4,  16, 0 , 72.81
 0, 1,  32,  64,  1,  1,  32, 0 , 83.54
 0, 256,  1,  8,  2,  2,  8, 0 , 83.69
 0, 64,  16,  2,  1,  2,  16, 0 , 84.23
 0, 4,  32,  16,  1,  16,  2, 0 , 83.9
 0, 1,  16,  128,  2,  1,  16, 0 , 83.91
 0, 8,  8,  8,  4,  16,  2, 0 , 73.43
 0, 128,  8,  1,  1,  1,  64, 0 , 77.29
 1, 2,  32,  4,  4,  64,  1, 0 , 92.22
 1, 8,  64,  2,  2,  32,  1, 0 , 95.5
 1, 2,  32,  2,  512,  1,  1, 0 , 92.14
 0, 1,  16,  16,  2,  2,  64, 0 , 74.08
 0, 32,  2,  4,  8,  4,  8, 0 , 73.1
 1, 64,  2,  1,  2,  16,  16, 0 , 91.94
 0, 128,  2,  1,  128,  2,  1, 0 , 73.54
 0, 8,  16,  16,  16,  2,  1, 0 , 83.86
 0, 32,  1,  32,  2,  32,  1, 0 , 77.23
 0, 1,  1,  64,  32,  32,  1, 0 , 71.81
 0, 32,  4,  4,  4,  32,  1, 0 , 73.13
 0, 8,  64,  1,  64,  1,  2, 0 , 72.92
 1, 16,  16,  1,  64,  1,  4, 0 , 92.08
 0, 4,  128,  2,  1,  1,  64, 0 , 77.19
 1, 4,  16,  4,  2,  16,  8, 0 , 92.17
 1, 8,  8,  2,  2,  32,  8, 0 , 91.87
 0, 16,  2,  4,  1,  128,  4, 0 , 73.56
 0, 2,  8,  8,  256,  2,  1, 0 , 72.97
 0, 4,  128,  2,  32,  1,  2, 0 , 77.23
 0, 1,  32,  8,  16,  1,  16, 0 , 73.75
 0, 4,  16,  16,  4,  2,  8, 0 , 77.42
 1, 4,  4,  16,  1,  16,  16, 0 , 91.81
 1, 2,  2,  128,  32,  4,  1, 0 , 90.99
 0, 16,  4,  32,  4,  8,  1, 0 , 83.82
 0, 2,  8,  8,  2,  128,  2, 0 , 72.69
 1, 16,  1,  8,  128,  1,  4, 0 , 92.14
 0, 16,  64,  1,  1,  32,  2, 0 , 77.89
 0, 128,  2,  4,  1,  8,  8, 0 , 77.62
 0, 1,  2,  128,  16,  4,  4, 0 , 73.6
 0, 4,  32,  16,  2,  4,  4, 0 , 83.74
 0, 64,  4,  4,  64,  1,  1, 0 , 77.15
 1, 8,  2,  4,  16,  8,  8, 0 , 91.45
 1, 32,  64,  1,  1,  8,  4, 0 , 99.5
 1, 128,  4,  4,  2,  4,  4, 0 , 99.37
