Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
1,200,1,4,8,8,2,0,95.18
0,32,1,20,4,40,1,0,77.9
1,20,4,4,10,4,8,0,98.77
1,32,1,20,4,40,1,0,98.37
0,8,80,1,10,1,16,0,77.06
0,4,25,1,128,1,8,0,76.16
1,1,16,40,1,8,20,0,98.24
1,2,1,64,1,32,25,0,96.58
0,2,160,10,1,1,32,0,87.94
0,20,1,32,10,2,8,0,78.34
0,25,1,64,2,32,1,0,82.26
0,1,5,32,1,10,64,0,77.91
1,4,25,1,128,1,8,0,94.61
0,10,8,2,1,10,64,0,77.65
0,64,10,5,2,16,1,0,88.11
0,40,5,8,8,1,8,0,82.53
0,100,2,1,256,1,2,0,77.8
0,4,40,1,40,1,16,0,77.35
0,8,1,20,16,8,5,0,78.16
1,4,10,80,4,4,2,0,99.77
0,128,1,25,32,1,1,0,87.92
0,16,1,20,2,10,16,0,78.77
1,2,25,8,2,8,16,0,94.83
1,2,4,16,2,20,20,0,92.16
0,1,64,10,40,1,4,0,78.31
0,100,1,8,4,4,8,0,78.32
0,128,1,1,200,2,2,0,78.98
0,5,16,10,8,16,1,0,78.71
0,16,1,200,4,2,4,0,88.14
0,8,40,2,8,5,4,0,78.51
0,1,64,10,5,16,2,0,78.84
0,4,2,40,10,2,16,0,78.72
0,10,10,1,16,1,64,0,75.65
0,8,4,10,32,5,2,0,77.99
0,1,40,8,2,10,16,0,79.02
0,2,1,160,2,10,16,0,78.72
0,1,320,1,4,80,1,0,78.41
0,80,4,2,5,8,4,0,78.81
0,800,1,2,8,2,4,0,82.7
0,8,5,16,80,2,1,0,78.43
0,32,10,2,32,5,1,0,78.11
0,2,320,1,1,8,20,0,78.22
0,32,1,50,16,1,4,0,82.36
0,1,16,40,4,1,40,0,78.39
0,40,4,10,16,2,2,0,82.56
0,2,20,10,16,8,2,0,78.46
1,4,2,20,1,32,20,0,98.06
1,16,5,10,8,16,1,0,95.24
1,10,10,1,16,1,64,0,94.95
0,1,1,320,80,2,2,0,78.14
0,8,8,2,40,5,4,0,79.17
0,32,1,10,4,20,4,0,78.46
0,2,50,1,1,128,8,0,75.91
0,2,1,64,40,2,10,0,79.07
0,16,20,10,1,32,1,0,88.15
1,5,16,4,16,2,10,0,98.88
0,100,1,1,8,128,1,0,75.62
0,8,25,1,2,4,64,0,78.49
0,2,80,4,1,160,1,0,78.18
0,1,10,64,10,4,4,0,79.22
0,64,5,1,8,5,8,0,78.67
0,1,128,5,1,8,20,0,78.59
0,5,8,80,1,16,2,0,88.34
0,10,1,160,2,2,16,0,82.45
0,25,16,2,16,1,8,0,78.43
0,25,8,2,16,4,4,0,78.74
0,20,16,5,4,4,4,0,82.82
1,16,2,20,16,1,10,0,98.44
0,4,5,5,2,8,64,0,75.73
0,2,25,8,1,128,2,0,78.28
0,32,100,1,16,1,2,0,88.05
0,1,2,200,4,8,8,0,78.23
0,8,4,25,4,4,8,0,78.79
0,10,1,10,2,8,64,0,75.87
0,5,16,4,1,8,40,0,79.09
0,1,10,32,1,8,40,0,78.19
1,1,8,16,16,2,25,0,96.48
0,32,10,5,32,1,2,0,82.57
0,10,5,16,2,16,4,0,78.7
0,1,8,400,1,1,32,0,88.06
0,10,5,4,1,16,32,0,78.42
0,32,4,5,1,16,10,0,78.56
0,8,5,16,160,1,1,0,78.2
0,80,4,1,2,80,2,0,79.29
