Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
0,2,24,2,96,1,1,0,7.8
0,2,6,3,8,16,2,0,9.26
0,2,4,4,1,16,18,0,8.14
0,4,4,1,18,32,1,0,5.91
0,1,6,6,2,8,16,0,8.1
0,1,1,48,6,8,4,0,7.95
0,2,4,4,4,18,4,0,8.82
0,4,1,6,12,16,2,0,7.68
0,8,3,1,48,4,2,0,7.32
0,4,6,1,6,2,32,0,7.73
0,2,2,9,8,1,32,0,7.86
0,1,2,24,16,1,12,0,7.92
0,2,2,6,4,2,48,0,7.64
0,8,3,3,1,8,16,0,8.78
0,9,1,16,1,4,16,0,10.62
0,2,1,12,32,3,4,0,7.42
0,1,48,2,16,1,6,0,8.2
0,6,3,8,4,1,16,0,10.54
0,24,1,4,2,48,1,0,8.31
0,2,24,2,1,16,6,0,8.13
0,4,1,18,16,1,8,0,8.14
0,4,1,3,96,4,2,0,5.33
0,3,4,2,3,128,1,0,7.64
0,6,1,2,384,2,1,0,5.41
0,4,1,8,8,4,9,0,8.57
0,4,3,1,3,8,32,0,5.47
0,1,6,2,6,8,16,0,5.34
0,48,1,2,4,12,2,0,8.58
0,24,1,1,3,8,16,0,7.75
0,4,3,2,32,2,6,0,7.62
0,8,6,2,12,1,8,0,7.89
0,3,2,8,12,1,16,0,8.38
0,3,8,1,1,8,48,0,6.97
0,4,9,2,1,32,4,0,8.6
0,6,48,1,8,2,2,0,15.16
0,1,3,4,16,3,16,0,5.65
0,1,8,2,3,16,12,0,6.07
0,1,16,18,8,4,1,0,15.28
0,1,9,32,4,1,8,0,15.14
0,24,2,2,6,16,1,0,8.37
0,9,2,1,32,8,2,0,6.54
0,4,3,4,4,4,12,0,8.86
0,12,1,12,2,32,1,0,10.54
0,6,1,4,2,6,32,0,7.6
0,4,4,2,24,12,1,0,8.25
0,6,4,4,2,48,1,0,8.41
0,9,2,2,4,1,64,0,8.33
0,1,1,24,1,128,3,0,7.26
0,2,12,2,4,8,6,0,8.89
0,8,1,18,1,32,2,0,10.61
0,4,6,1,3,32,4,0,7.7
0,2,1,8,24,2,12,0,6.29
0,1,4,4,4,8,18,0,6.38
0,4,4,2,8,1,36,0,8.28
0,2,36,2,1,4,16,0,10.92
0,4,1,3,16,4,12,0,5.51
0,1,9,4,1,64,4,0,8.33
0,1,4,6,2,32,6,0,7.86
0,2,1,8,3,48,4,0,6.29
0,1,1,144,1,64,1,0,10.61
0,2,2,4,2,96,3,0,6.16
0,1,12,2,16,8,3,0,7.82
0,2,3,48,4,2,4,0,15.6
0,1,144,1,1,4,16,0,10.64
0,2,12,6,1,1,64,0,10.52
0,3,2,6,128,1,2,0,8.58
0,4,2,2,12,2,24,0,6.17
0,4,4,2,6,12,4,0,8.33
0,1,6,4,1,64,6,0,7.24
0,12,2,1,2,16,12,0,7.28
0,12,2,2,1,96,2,0,8.59
0,4,1,8,1,6,48,0,8.37
0,6,4,4,8,6,2,0,8.58
0,2,48,1,4,24,1,0,8.18
0,12,8,1,8,12,1,0,8.39
0,48,2,1,1,32,3,0,8.21
0,1,16,2,8,36,1,0,8.35
0,8,1,2,144,4,1,0,6.14
0,18,8,1,1,32,2,0,11.21
0,72,2,1,4,4,4,0,10.7
0,1,32,1,2,8,18,0,8.36
0,1,8,3,32,2,6,0,7.8
0,2,8,1,8,3,24,0,5.97
0,2,36,4,8,2,2,0,15.61
0,8,6,1,1,3,64,0,8.47
0,1,4,36,2,32,1,0,10.68
0,6,1,4,6,2,32,0,7.61
0,2,9,1,1,128,4,0,4.88
0,6,3,16,4,8,1,0,15.09
0,8,1,3,2,64,3,0,7.84
0,2,2,24,3,8,4,0,8.86
0,1,1,48,1,3,64,0,8.64
0,4,3,4,96,2,1,0,8.03
0,2,16,9,2,1,16,0,15.07
