Kernel,gx,gy,gz,bx,by,bz,gpuId,smefficiency
0,392,1,1,1,2,64,0,10.99
0,14,1,8,4,8,14,0,6.57
0,1,7,16,64,7,1,0,6.46
0,1,1,224,1,14,16,0,6.45
0,8,14,1,1,112,4,0,5.05
0,1,28,4,16,2,14,0,6.59
0,2,14,2,64,14,1,0,6.45
0,4,14,2,4,4,28,0,6.46
0,2,4,49,4,32,1,0,11.04
0,2,1,49,16,16,2,0,6.45
0,2,56,1,8,14,4,0,6.51
0,14,14,1,32,8,1,0,6.45
0,4,7,28,1,64,1,0,16.43
0,112,1,1,448,1,1,0,6.43
0,14,7,1,128,1,4,0,6.39
0,49,16,2,4,4,2,0,28.16
0,1,49,4,1,128,2,0,6.48
0,1,196,4,16,1,4,0,16.48
0,49,2,1,8,16,4,0,6.43
0,1,14,8,1,56,8,0,6.47
0,16,2,7,7,8,4,0,6.47
0,1,4,49,16,2,8,0,6.52
0,8,28,1,1,4,56,0,7.58
0,1,16,98,2,4,4,0,28.09
0,1,7,7,32,1,32,0,6.35
0,112,2,1,56,4,1,0,6.44
0,1,98,1,64,8,1,0,6.38
0,1,49,1,8,32,4,0,6.36
0,14,7,1,2,256,1,0,6.39
0,14,1,16,8,28,1,0,6.44
0,2,28,4,1,14,16,0,6.47
0,1,14,4,28,4,8,0,6.57
0,56,1,7,2,64,1,0,10.76
0,28,4,7,16,1,4,0,16.34
0,7,1,8,28,32,1,0,6.45
0,2,14,4,8,8,7,0,6.46
0,7,56,4,2,1,16,0,27.89
0,1,4,28,2,32,7,0,6.65
0,112,1,1,4,112,1,0,6.45
0,28,4,2,16,7,2,0,6.46
0,1,28,8,112,1,2,0,6.44
0,1,2,28,2,56,8,0,6.58
0,14,2,2,14,64,1,0,6.45
0,2,2,56,4,2,28,0,6.47
0,4,196,1,16,4,1,0,16.11
0,784,1,2,2,4,4,0,28.17
0,1,224,1,2,28,4,0,6.44
0,28,1,28,8,4,2,0,16.66
0,1,2,56,56,1,8,0,6.45
0,1568,1,1,8,2,2,0,27.95
0,1,8,28,16,7,2,0,6.56
0,1,7,28,1,128,2,0,6.53
0,7,16,1,2,14,16,0,6.51
0,7,1,56,2,16,4,0,11.19
0,1,4,392,2,8,2,0,28.02
0,7,7,1,1,512,2,0,5.01
0,1,8,7,32,2,14,0,6.58
0,56,1,14,32,2,1,0,16.5
0,4,49,1,1,128,2,0,6.13
0,1,2,49,256,1,2,0,6.39
0,98,1,1,8,16,4,0,6.39
0,4,2,14,16,14,2,0,6.46
0,2,1,196,1,4,32,0,11.02
0,98,4,2,16,4,1,0,16.5
0,1,14,4,32,2,14,0,6.58
0,16,1,14,4,2,28,0,6.56
0,28,1,2,16,1,56,0,6.45
0,16,7,1,28,1,16,0,6.46
0,28,4,7,2,2,16,0,16.39
0,28,2,1,1,896,1,0,6.44
0,1,56,2,2,4,56,0,6.58
0,2,2,56,2,28,4,0,6.47
0,2,2,56,14,4,4,0,6.46
0,1,4,98,8,16,1,0,10.99
0,196,1,2,1,8,16,0,10.84
0,1,56,2,2,32,7,0,6.59
0,28,2,2,7,16,4,0,6.46
0,2,28,1,2,112,4,0,6.49
0,1,8,7,4,7,32,0,6.57
0,1,7,16,28,8,2,0,6.54
0,8,7,2,7,4,16,0,6.47
0,2,14,56,1,16,2,0,28.03
0,224,1,7,1,2,16,0,28.03
0,8,14,1,4,28,4,0,6.49
0,1,28,4,2,56,4,0,6.61
0,2,4,7,1,14,64,0,6.53
0,1,7,32,32,1,7,0,6.44
0,2,14,14,16,1,8,0,10.96
0,1,8,14,2,16,14,0,6.58
0,2,1,28,64,1,14,0,6.45
0,2,7,16,8,7,4,0,6.46
0,2,49,4,8,4,4,0,11.03
0,56,14,2,2,16,1,0,28.04
0,4,14,1,7,16,8,0,6.51
0,28,2,4,1,224,1,0,6.53
0,8,1,14,4,112,1,0,6.45
0,28,2,1,4,14,16,0,6.48
0,1,7,8,28,16,2,0,6.57
0,7,32,1,8,28,1,0,6.44
