gx,gy,gz,bx,by,bz,smefficiency
2,8,1,16,4,4,10.53
2,16,2,2,4,8,10.78
8,1,1,4,64,2,9.72
4,1,1,8,128,1,8.64
2,2,4,2,32,4,10.76
1,8,2,16,16,1,10.54
32,1,2,1,8,8,11.32
4,1,8,8,16,1,10.62
1,4,4,4,64,1,10.54
1,4,1,128,8,1,8.66
2,1,16,1,2,64,10.51
4,1,32,1,8,4,18.18
16,1,1,1,128,2,10.46
4,4,1,32,4,2,10.54
1,4,2,2,8,32,9.65
2,8,8,8,1,4,18.37
16,2,1,2,64,1,10.63
4,8,2,1,4,16,10.53
4,1,1,16,1,64,8.65
64,1,2,2,2,8,18.3
1,4,4,1,128,2,10.51
2,1,4,32,1,16,9.74
4,1,2,128,1,4,9.71
2,4,1,32,16,1,9.67
8,8,1,2,8,4,10.55
16,2,1,2,2,32,10.55
16,2,2,1,2,32,10.56
16,1,4,8,4,2,10.69
1,2,8,2,128,1,10.53
1,2,2,16,1,64,8.7
1,8,8,16,4,1,10.55
32,2,2,8,2,2,18.42
2,8,1,1,128,2,10.44
4,1,2,4,128,1,9.66
1,1,4,2,16,32,8.67
16,2,4,8,2,2,18.42
4,1,1,4,8,32,8.72
1,1,32,4,16,2,10.54
8,4,1,1,8,16,12.69
4,1,1,64,4,4,8.72
16,1,2,4,2,16,10.63
8,16,1,2,16,1,18.31
1,16,1,4,2,32,10.61
2,2,1,64,4,4,8.71
1,8,4,8,1,16,10.64
16,4,1,1,16,4,11.81
2,1,8,2,4,32,10.61
4,16,1,4,1,16,10.53
8,2,2,2,32,2,10.75
4,4,8,8,4,1,18.21
2,1,8,64,1,4,10.68
4,1,32,4,1,8,18.37
2,8,1,1,32,8,10.4
2,4,2,2,32,4,10.76
2,2,2,4,128,1,10.22
1,1,4,4,64,4,8.66
1,2,16,2,64,1,10.54
4,4,2,1,32,4,10.53
1,2,2,32,4,8,8.72
1,2,4,8,32,2,9.65
32,2,1,8,4,2,10.56
2,16,1,64,2,1,10.62
2,2,4,4,8,8,10.75
4,1,2,1,128,4,9.6
1,4,1,256,4,1,8.66
2,1,4,16,16,2,9.67
1,2,32,1,32,2,10.55
2,1,4,8,1,64,9.72
4,8,4,4,4,2,18.42
2,1,8,16,16,1,10.61
4,4,2,1,64,2,10.54
1,2,4,256,2,1,9.63
4,2,2,2,2,64,10.76
1,16,1,16,16,1,10.59
2,8,1,64,4,1,10.61
64,1,2,16,1,2,18.36
2,4,16,8,4,1,18.22
2,4,2,2,2,64,10.73
32,2,2,2,4,4,18.42
16,2,2,1,16,4,10.55
64,2,1,1,2,16,19.08
4,4,8,2,4,4,18.41
2,8,2,32,2,2,10.77
4,2,2,32,2,4,10.74
1,2,8,1,32,8,10.51
16,4,2,1,16,2,18.2
2,16,1,4,32,1,10.63
2,4,16,2,16,1,18.22
1,1,32,8,1,16,10.51
1,8,4,2,1,64,10.65
1,1,8,1,512,1,9.65
4,4,1,2,8,16,10.53
1,1,4,1,128,8,8.66
1,4,4,8,1,32,10.62
1,8,8,4,16,1,10.56
4,16,1,1,32,2,10.57
8,16,1,2,4,4,18.2
2,8,1,128,2,1,10.6
4,2,4,4,1,32,10.71
1,4,1,4,4,64,8.68
1,1,4,4,16,16,8.67
1,4,8,4,2,16,10.58
4,1,16,32,1,2,10.72
32,4,1,2,4,4,18.21
4,1,16,1,8,8,10.52
1,128,1,4,4,2,18.22
2,2,2,64,4,2,9.76
2,16,1,1,32,4,10.54
128,1,1,2,2,8,18.36
2,8,4,2,8,4,10.77
4,1,4,8,1,32,10.68
1,2,16,8,4,4,10.57
4,2,2,2,128,1,10.54
8,2,1,64,2,2,10.54
1,1,16,4,32,2,10.54
1,32,1,2,2,32,10.57
64,1,1,64,1,1,10.62
1,8,1,64,4,2,9.63
2,4,2,8,1,32,10.67
2,1,16,64,1,2,10.69
1,2,8,32,4,2,10.57
4,4,1,2,4,32,10.54
2,1,4,256,2,1,9.66
4,2,2,4,4,16,10.75
2,4,1,2,256,1,9.66
64,1,1,8,1,8,10.5
16,1,1,1,64,4,10.47
16,8,1,2,2,8,18.22
2,32,2,2,16,1,18.22
2,8,8,1,1,32,18.34
32,1,1,8,4,4,10.67
8,4,4,16,2,1,18.21
16,2,1,4,2,16,10.54
2,1,32,8,8,1,10.65
2,4,1,32,8,2,9.64
8,1,2,32,2,4,10.62
16,2,1,2,1,64,10.51
2,4,1,16,2,16,9.64
1,1,128,4,2,4,18.21
2,32,2,1,32,1,18.32
16,4,2,2,2,8,18.43
8,1,4,32,4,1,10.62
1,2,8,1,256,1,10.49
2,4,16,1,1,32,18.36
64,2,1,8,1,4,18.19
1,4,4,2,8,16,10.55
32,1,4,1,1,32,18.15
2,16,1,128,1,1,10.48
2,2,32,2,4,4,18.42
2,2,2,8,32,2,9.76
2,8,1,2,4,32,10.53
4,1,8,1,4,32,10.54
1,4,2,64,1,8,9.68
4,32,1,2,8,2,18.22
8,1,8,8,2,4,10.65
4,8,4,4,8,1,18.21
4,1,16,4,16,1,10.64
8,1,4,16,8,1,10.63
4,2,1,8,1,64,9.61
32,2,1,2,4,8,10.56
2,2,4,64,1,4,10.68
1,32,4,1,4,8,18.2
1,8,2,2,32,4,10.56
16,2,2,8,2,4,10.76
2,8,1,8,8,4,10.53
2,1,64,2,16,1,18.29
8,2,8,2,1,16,18.38
1,1,8,16,2,16,9.63
128,1,1,1,32,1,18.32
4,1,4,128,1,2,10.68
64,1,2,32,1,1,18.27
4,8,4,2,2,8,18.42
8,1,4,2,32,2,10.63
2,1,8,4,4,16,10.62
2,8,2,4,16,2,10.77
4,4,2,8,8,2,10.77
8,2,2,2,1,64,10.71
8,4,4,2,2,8,18.42
1,1,4,64,8,2,8.68
1,1,4,256,4,1,8.65
2,1,64,16,2,1,18.29
2,1,2,16,1,64,8.72
1,2,2,8,4,32,8.71
64,2,1,1,16,2,19.07
8,8,1,16,4,1,10.65
2,4,1,1,512,1,9.59
1,16,4,1,2,32,10.53
64,1,2,8,4,1,19.15
1,32,4,1,1,32,18.1
64,1,1,16,1,4,10.5
4,16,2,4,4,2,19.12
1,1,4,2,128,4,8.67
2,4,16,2,1,16,18.32
2,1,2,64,8,2,8.72
1,4,4,8,8,4,10.54
2,4,2,4,32,2,10.73
2,4,2,1,16,16,10.5
1,1,32,4,8,4,10.57
2,32,2,4,2,4,18.35
1,1,32,2,4,16,10.52
2,1,32,1,4,16,10.52
1,16,8,1,16,2,18.18
1,128,1,4,8,1,18.24
1,8,1,1,64,8,9.58
2,1,32,4,1,16,10.69
1,1,8,1,32,16,9.64
16,4,1,8,4,2,10.55
16,4,2,8,2,2,18.39
1,128,1,1,8,4,18.19
32,2,1,1,2,32,11.79
2,2,4,4,16,4,11.53
1,8,1,1,8,64,9.59
4,8,2,2,1,32,10.72
4,1,4,4,2,32,10.61
64,1,1,32,1,2,10.5
16,4,1,2,8,4,11.42
1,1,64,16,2,2,10.54
1,2,8,4,8,8,10.54
8,2,8,16,2,1,18.79
8,8,2,1,16,2,18.91
32,1,4,2,8,2,18.29
1,1,8,2,256,1,9.62
32,2,2,16,2,1,19.06
16,1,2,16,8,1,10.63
2,1,8,128,2,1,10.61
1,8,8,8,1,8,10.64
2,4,16,1,2,16,18.2
2,4,2,1,8,32,10.51
1,8,4,1,32,4,10.53
1,1,32,2,16,4,10.51
1,2,4,2,4,64,9.63
1,1,4,1,512,2,8.65
4,1,8,8,1,16,10.69
8,1,2,1,32,8,10.49
2,2,1,1024,1,1,8.65
2,4,8,1,1,64,10.72
8,4,2,8,2,4,11.58
2,1,8,16,4,4,10.59
4,1,16,2,32,1,10.64
1,64,2,2,2,8,18.22
2,1,2,16,64,1,8.68
1,16,1,128,2,1,10.59
4,2,2,32,8,1,10.53
1,16,2,128,1,1,10.48
1,8,2,2,8,16,10.52
1,2,2,16,2,32,8.84
1,2,4,64,8,1,9.63
1,2,16,8,2,8,10.55
4,1,16,8,1,8,10.7
1,1,4,2,256,2,8.67
1,2,8,64,1,4,10.6
1,1,16,32,4,2,10.52
16,2,1,8,2,8,10.54
2,1,8,8,1,32,10.67
8,1,4,4,4,8,10.62
1,16,2,2,64,1,10.51
2,2,2,64,2,4,9.76
2,2,4,2,2,64,10.75
32,2,1,2,16,2,10.54
1,8,2,4,32,2,10.53
16,1,4,8,8,1,10.65
1,1,64,2,1,32,11.46
1,1,64,16,4,1,10.5
2,1,64,1,32,1,18.28
1,4,1,8,64,2,8.67
8,2,1,16,2,8,10.52
1,4,2,8,32,2,9.64
1,4,1,1,1024,1,8.64
8,4,4,1,2,16,18.17
2,4,16,4,8,1,18.21
4,8,1,32,4,1,10.63
32,1,2,16,2,2,10.64
4,1,2,64,8,1,9.66
8,1,2,16,1,16,10.67
1,2,8,128,1,2,10.6
1,2,16,2,8,8,10.54
2,1,4,16,4,8,9.67
1,16,8,32,1,1,18.15
2,4,8,1,64,1,10.65
1,32,4,1,8,4,18.19
8,2,4,4,4,4,10.78
2,1,32,64,1,1,10.62
1,2,2,32,2,16,8.7
1,4,16,16,4,1,10.52
4,4,4,1,2,32,10.54
1,2,8,4,64,1,10.51
32,1,2,4,16,1,10.66
16,2,4,2,2,8,18.4
1,8,2,2,64,2,10.53
1,2,32,8,4,2,10.56
1,8,1,512,1,1,9.57
1,2,2,4,256,1,8.66
16,2,1,4,32,1,10.62
32,1,4,1,2,16,18.15
4,2,2,16,1,16,10.67
4,1,1,1,64,16,8.65
2,8,2,2,2,32,10.8
2,1,2,16,32,2,8.72
8,4,2,1,32,2,11.38
1,1,8,8,32,2,9.61
4,1,4,32,4,2,10.61
8,1,2,4,32,2,10.61
4,16,1,8,2,4,10.55
4,1,4,1,256,1,10.58
16,4,2,1,2,16,18.19
1,32,2,2,16,2,10.55
2,1,64,2,1,16,18.35
1,2,8,1,8,32,10.5
32,2,1,8,1,8,10.53
8,8,1,64,1,1,10.5
1,8,8,1,4,16,10.53
2,4,4,1,8,16,10.54
1,4,2,1,16,32,9.6
8,4,1,16,1,8,10.51
1,4,16,1,8,8,10.55
16,4,2,32,1,1,18.22
8,2,4,1,64,1,10.65
32,1,1,8,8,2,10.68
1,2,16,4,32,1,10.51
2,2,16,2,8,4,11.62
64,2,1,8,2,2,18.21
2,2,2,32,1,16,9.72
1,128,1,1,32,1,18.13
1,8,8,1,16,4,10.52
1,2,16,16,2,4,10.54
4,2,2,2,16,8,10.82
2,2,16,32,1,2,11.65
4,1,8,4,4,8,10.61
2,8,8,32,1,1,18.94
1,4,2,64,2,4,9.63
2,2,1,32,16,2,8.92
2,4,1,2,128,2,10.16
2,1,8,16,1,16,10.67
1,8,16,2,1,16,19.18
1,2,4,1,32,16,9.6
1,8,2,128,1,2,10.61
32,1,1,32,4,1,10.46
8,4,1,4,16,2,10.53
2,4,4,2,2,32,10.79
16,1,8,8,2,2,18.28
1,2,32,16,1,4,10.64
8,16,1,1,2,16,20.2
2,2,2,8,2,32,9.76
32,2,2,1,4,8,18.19
1,64,2,4,2,4,18.92
2,8,4,2,32,1,10.55
64,2,1,2,8,2,18.18
4,2,1,128,1,4,9.6
1,2,2,64,8,2,8.71
4,4,1,32,2,4,10.53
16,1,4,32,2,1,10.64
2,8,1,32,8,1,11.57
2,4,2,4,8,8,10.75
8,1,16,2,16,1,19.1
4,2,2,1,256,1,10.61
1,2,4,64,4,2,9.64
4,8,4,1,2,16,18.94
2,2,4,1,64,4,10.51
8,1,4,2,2,32,10.61
1,4,8,2,16,4,10.54
1,32,2,4,2,8,10.55
1,8,4,2,16,4,10.53
4,1,4,16,1,16,10.66
1,2,2,4,4,64,8.71
4,16,1,2,8,4,10.55
2,1,32,1,8,8,10.51
2,32,1,8,1,8,10.53
1,1,16,16,4,4,11.42
1,1,32,1,64,2,10.57
2,4,16,1,4,8,18.2
1,16,2,4,2,16,10.54
4,1,8,4,8,4,10.61
8,1,2,2,128,1,10.6
16,4,1,4,16,1,10.63
4,2,16,8,1,4,18.35
1,8,4,2,8,8,11.35
32,1,2,1,32,2,10.51
1,2,2,8,128,1,8.66
32,1,2,2,32,1,10.64
1,1,32,4,2,16,10.53
1,8,4,4,2,16,10.55
1,4,16,64,1,1,10.49
2,1,16,1,32,4,10.5
1,4,32,8,2,2,18.2
8,1,1,1,16,32,9.58
1,16,4,16,4,1,10.52
2,2,1,4,128,2,8.71
1,2,4,1,64,8,9.93
4,4,1,32,1,8,10.49
2,1,4,4,128,1,9.65
8,2,2,1,64,2,10.52
2,64,1,1,16,2,19.07
4,16,1,8,4,2,10.54
2,1,8,1,256,1,10.57
8,2,1,1,16,16,12.35
1,128,1,1,1,32,18.89
16,2,4,1,32,1,19.12
32,1,2,2,16,2,10.63
1,4,32,1,8,4,18.17
2,2,1,16,1,64,8.67
16,2,1,2,8,8,10.53
8,1,4,8,2,8,10.61
2,16,1,2,1,64,10.5
2,1,8,32,1,8,10.67
64,1,1,1,1,64,10.49
2,2,2,1,128,4,9.61
1,1,128,2,1,16,18.15
2,1,4,64,4,2,9.69
16,1,1,2,4,32,10.66
1,32,1,1,128,1,10.47
2,1,16,2,64,1,10.62
1,4,1,2,64,8,8.67
32,2,2,32,1,1,18.22
1,2,4,64,1,8,9.66
1,2,2,256,2,2,8.93
1,4,1,32,8,4,8.67
1,8,1,2,16,16,9.61
4,2,1,512,1,1,9.58
1,32,1,8,2,8,10.54
8,1,2,4,8,8,10.61
1,8,16,1,8,4,18.16
2,4,2,4,16,4,10.75
1,16,1,8,8,4,10.52
1,1,8,256,1,2,10.24
1,2,16,16,8,1,10.5
1,16,2,4,4,8,10.54
1,2,4,8,4,16,9.63
1,16,2,16,4,2,10.54
2,32,2,2,1,16,18.36
16,1,4,1,32,2,11.4
8,4,1,1,128,1,10.52
1,1,8,32,2,8,9.61
8,1,2,1,8,32,10.49
4,2,1,8,16,4,9.64
32,1,2,64,1,1,10.61
16,8,1,1,2,16,19.06
8,2,4,2,16,2,11.27
8,1,2,2,2,64,10.6
4,2,1,2,128,2,9.64
2,2,1,32,4,8,8.7
1,4,8,1,4,32,10.51
8,2,8,8,1,4,18.35
32,1,4,16,1,2,18.33
1,4,1,64,16,1,8.66
2,2,4,1,32,8,11.3
1,1,8,128,2,2,9.6
4,2,1,16,1,32,9.6
4,1,32,1,32,1,18.27
1,128,1,1,4,8,18.16
1,2,8,1,64,4,10.5
64,1,2,1,32,1,18.26
4,2,2,1,8,32,10.51
2,8,1,32,1,8,10.5
64,2,1,1,4,8,19.7
1,32,1,4,1,32,10.65
1,8,8,4,4,4,10.37
2,1,16,2,4,16,10.43
2,2,4,128,1,2,10.67
1,2,4,1,256,2,9.6
8,16,1,16,2,1,18.28
1,4,16,1,16,4,10.52
2,16,2,4,16,1,10.55
32,2,1,2,8,4,10.53
1,4,16,2,32,1,10.53
1,8,8,32,2,1,11.13
2,32,1,1,1,64,10.53
1,16,2,4,32,1,10.51
2,1,8,2,64,2,11.61
1,32,1,1,2,64,10.49
8,1,1,1,32,16,9.59
1,4,1,256,2,2,8.67
4,1,1,512,2,1,8.64
16,1,2,1,8,16,10.5
1,2,2,2,512,1,8.66
2,1,2,2,64,8,8.72
4,8,4,1,16,2,18.2
2,1,2,16,8,8,8.72
2,2,2,128,1,4,9.71
1,2,2,128,8,1,8.67
1,4,8,4,4,8,10.54
4,16,1,2,32,1,10.64
4,1,2,16,8,4,9.67
1,2,8,16,4,4,10.53
1,32,2,32,1,2,10.64
2,1,4,128,4,1,9.65
4,4,4,8,4,2,10.78
8,2,8,1,2,16,18.18
2,2,4,4,32,2,10.74
8,1,2,8,1,32,10.67
4,1,32,8,2,2,18.3
4,2,16,32,1,1,18.19
16,2,4,4,1,8,18.31
8,1,1,16,4,8,10.29
4,4,4,1,32,2,11.32
2,2,8,32,4,1,10.53
1,16,4,1,32,2,10.5
1,8,8,32,1,2,10.63
4,2,2,4,64,1,10.54
4,4,4,4,2,8,10.77
4,2,1,64,2,4,9.64
1,32,1,4,16,2,10.54
1,4,1,16,16,4,8.67
8,1,8,4,16,1,10.64
8,1,8,4,1,16,11.63
2,32,1,4,16,1,10.64
4,2,2,16,2,8,10.73
4,8,2,1,2,32,10.54
1,4,32,2,8,2,18.22
8,1,1,8,8,8,9.7
32,2,1,8,8,1,10.64
2,2,8,2,2,32,10.81
2,2,16,4,1,16,10.71
4,4,1,128,2,1,10.59
1,32,4,2,8,2,18.18
1,1,8,2,8,32,9.61
1,2,16,16,4,2,11.33
1,8,2,4,64,1,10.5
4,1,2,1,512,1,9.65
32,1,1,16,8,1,10.47
1,4,1,4,256,1,8.66
1,16,4,1,4,16,11.31
1,16,4,32,2,1,10.53
4,1,1,1,128,8,8.64
1,2,4,16,32,1,9.61
1,8,16,2,16,1,18.16
1,8,1,32,1,16,9.68
16,1,4,4,2,8,10.64
2,64,1,8,4,1,18.25
1,2,16,32,1,4,10.6
1,1,64,4,2,8,10.52
4,1,8,1,16,8,10.49
2,2,4,1,128,2,11.31
1,8,1,16,4,8,9.61
4,2,4,2,4,16,10.75
4,2,16,16,1,2,18.95
2,4,4,2,16,4,10.74
1,2,64,2,2,8,18.21
1,4,2,2,4,64,9.64
4,1,1,1,256,4,8.64
2,4,2,16,8,2,10.74
4,8,1,16,2,4,10.53
4,4,1,1,8,32,12.49
2,8,8,2,1,16,18.36
2,16,1,16,1,8,10.51
8,2,4,1,1,64,10.71
1,1,32,16,2,4,10.51
2,1,2,2,256,2,8.72
2,2,1,2,8,64,8.71
8,4,1,64,1,2,10.5
16,8,1,4,1,8,18.19
8,1,1,64,2,4,9.71
1,8,4,128,1,1,10.48
4,4,1,2,128,1,10.61
32,2,1,1,64,1,10.52
16,1,4,2,1,32,10.7
2,1,2,8,2,64,8.71
2,2,2,8,8,8,9.76
4,1,8,2,32,2,10.6
1,64,1,4,8,2,10.56
4,4,1,4,2,32,10.53
64,1,2,4,1,8,18.35
8,2,1,2,64,2,10.53
4,8,2,16,4,1,11.47
1,8,4,4,1,32,10.61
8,8,1,32,1,2,10.53
8,1,1,512,1,1,9.62
32,1,2,16,4,1,10.63
1,4,8,2,1,64,10.61
4,1,4,2,64,2,10.6
4,4,8,8,1,4,18.36
1,64,1,8,8,1,10.6
2,4,4,4,16,2,11.55
4,1,1,32,1,32,8.65
2,1,4,16,8,4,9.66
4,1,16,2,4,8,10.64
2,1,2,512,1,2,8.66
1,1,4,64,2,8,8.66
8,4,2,32,1,2,10.72
1,8,2,16,1,16,10.6
4,8,1,64,1,2,11.34
2,4,1,2,4,64,9.62
2,2,32,4,4,2,18.92
8,1,8,32,2,1,10.63
32,1,1,64,1,2,10.47
32,1,1,16,2,4,11.68
1,2,4,4,16,8,9.63
16,2,1,1,64,2,10.55
1,16,1,32,1,8,10.66
16,1,8,1,2,16,18.18
2,1,8,256,1,1,10.56
2,1,4,512,1,1,9.62
1,8,2,4,1,64,10.59
8,1,4,1,2,64,11.3
32,1,1,1,2,64,10.47
2,16,1,32,4,1,10.63
1,1,32,4,4,8,10.51
4,1,32,2,4,4,18.29
2,4,8,1,4,16,10.54
1,1,8,4,128,1,9.58
2,2,32,1,32,1,18.27
1,2,16,4,16,2,10.54
2,1,8,4,64,1,11.53
4,1,4,4,1,64,10.66
2,2,1,64,1,16,8.67
8,2,4,2,1,32,10.71
16,4,1,1,64,1,10.53
16,2,4,1,4,8,18.2
1,128,1,8,4,1,18.25
1,32,1,2,8,8,11.01
1,64,1,2,1,32,10.66
2,1,16,2,2,32,10.61
1,1,8,1,256,2,10.08
2,32,2,2,8,2,18.41
1,1,128,2,16,1,18.14
2,4,4,4,1,32,10.69
4,2,1,64,4,2,9.63
1,2,8,256,1,1,10.46
1,1,8,32,1,16,10.22
1,8,8,64,1,1,10.49
2,2,32,8,1,4,18.35
8,1,4,2,4,16,10.61
16,2,2,8,1,8,10.71
2,16,1,4,4,8,10.52
1,8,4,64,1,2,10.61
2,4,16,1,16,2,18.2
4,4,1,4,32,2,10.58
1,4,4,1,256,1,10.46
8,2,1,32,1,8,10.5
2,4,8,2,2,16,10.77
8,1,4,8,1,16,10.68
1,4,1,8,4,32,8.9
2,1,2,2,8,64,8.71
2,2,4,256,1,1,10.49
8,2,2,32,2,2,10.85
1,32,1,8,1,16,10.65
2,2,32,8,4,1,18.18
2,1,16,32,2,2,10.6
2,2,8,1,32,4,11.19
1,1,16,8,16,2,10.51
16,2,2,2,1,32,10.71
4,2,8,2,32,1,10.54
4,1,4,8,8,4,10.6
4,4,2,2,4,16,10.75
1,32,2,1,1,64,10.6
4,4,2,4,32,1,10.54
4,4,4,2,32,1,10.56
16,2,2,1,1,64,10.71
8,1,4,2,16,4,10.61
2,4,8,64,1,1,10.55
8,1,8,16,2,2,10.63
2,4,1,4,16,8,9.63
2,1,2,8,32,4,8.72
1,1,4,256,1,4,8.84
2,16,1,1,4,32,12.68
1,4,1,16,4,16,8.67
1,2,2,256,4,1,8.67
1,4,8,2,4,16,10.56
2,8,2,2,64,1,10.55
2,32,1,64,1,1,10.5
4,2,8,1,8,8,10.53
1,4,1,1,256,4,8.65
1,128,1,1,2,16,18.19
1,32,1,2,64,1,10.61
4,1,4,4,8,8,10.61
32,1,2,1,1,64,10.55
2,1,4,32,8,2,9.67
4,1,8,2,64,1,10.61
1,2,64,8,1,4,18.3
8,1,8,1,4,16,10.53
2,64,1,16,1,2,18.15
4,1,1,64,2,8,8.71
8,8,1,2,2,16,10.54
2,2,2,16,32,1,9.62
2,1,4,2,16,16,9.67
1,1,16,4,2,32,10.54
16,1,4,2,16,2,10.64
1,8,1,4,128,1,9.66
1,32,2,4,4,4,10.61
1,4,16,8,2,4,10.55
2,4,1,1,128,4,9.18
16,2,1,32,2,2,10.53
2,64,1,2,2,8,18.2
2,2,1,1,32,32,8.45
8,1,4,64,2,1,10.62
8,4,2,4,8,2,10.78
8,2,8,4,1,8,18.32
4,8,4,32,1,1,18.18
1,4,32,4,1,8,18.3
2,1,2,64,2,8,8.71
1,8,1,8,16,4,9.62
32,1,2,4,8,2,10.64
2,2,8,2,32,2,10.76
2,2,2,2,4,64,9.75
4,4,4,2,8,4,10.77
2,8,4,64,1,1,10.54
1,2,32,32,2,1,10.54
16,2,1,4,8,4,10.53
1,32,1,4,2,16,10.55
2,32,2,1,16,2,18.2
1,16,1,256,1,1,10.53
1,8,8,1,64,1,10.5
1,8,1,64,2,4,9.62
32,1,1,8,16,1,10.47
64,1,1,2,2,16,10.71
2,2,4,2,64,2,10.76
1,4,8,8,4,4,10.55
1,1,8,16,1,32,9.6
64,1,2,4,2,4,18.26
16,2,2,4,4,4,10.77
8,2,2,1,4,32,10.54
1,2,2,32,8,4,8.71
1,1,32,16,8,1,10.49
2,4,2,4,1,64,10.67
1,4,32,2,2,8,18.94
1,4,1,32,1,32,8.69
1,64,1,32,2,1,11.58
1,1,4,64,16,1,8.66
2,8,1,2,32,4,10.53
2,2,1,16,8,8,8.93
4,1,1,2,8,64,8.72
1,4,4,16,16,1,10.5
16,4,1,64,1,1,10.5
8,2,1,32,8,1,10.6
2,4,4,1,64,2,10.54
2,16,1,16,2,4,10.53
1,2,8,8,8,4,11.31
1,1,4,32,32,1,8.64
1,1,8,8,16,4,9.61
2,1,8,1,32,8,10.49
1,8,4,1,16,8,10.51
2,1,8,4,16,4,10.61
4,8,2,1,64,1,10.65
8,1,1,128,4,1,9.59
8,8,2,1,1,32,19.22
1,8,4,16,1,8,10.66
1,1,16,2,64,2,11.16
8,4,1,2,2,32,10.54
1,16,4,4,1,16,10.63
4,1,8,8,4,4,10.61
2,2,16,1,4,16,10.53
4,1,2,8,64,1,9.66
2,8,4,32,1,2,10.72
4,16,2,32,1,1,18.2
1,64,1,4,1,16,10.67
2,4,4,32,4,1,10.52
4,16,2,2,8,2,18.43
16,1,8,1,32,1,18.24
1,2,2,1,1024,1,8.65
1,1,8,8,1,64,9.59
8,1,1,1,128,4,9.58
4,16,1,4,8,2,10.54
1,32,1,8,4,4,10.55
8,2,1,8,8,4,10.52
1,32,2,8,8,1,10.51
1,4,8,1,32,4,10.52
2,2,8,128,1,1,10.53
8,2,2,32,1,4,10.71
4,2,8,1,32,2,10.56
8,2,1,128,2,1,10.61
2,32,2,1,4,8,18.21
16,2,2,2,4,8,10.77
4,32,1,8,2,2,18.17
4,2,1,64,8,1,9.67
4,2,4,128,1,1,10.53
4,1,1,32,4,8,8.71
1,32,2,16,2,2,10.55
2,16,4,8,4,1,18.18
4,2,16,1,32,1,18.28
1,1,8,16,4,8,9.61
1,2,2,16,4,16,8.92
2,4,8,2,32,1,10.38
16,2,1,4,16,2,10.54
4,8,1,1,16,8,11.76
8,1,1,64,4,2,9.71
4,8,2,8,8,1,10.55
32,2,1,2,2,16,10.56
2,4,1,32,4,4,9.63
64,1,1,4,1,16,10.5
4,1,1,16,64,1,8.64
4,2,16,1,16,2,18.22
8,2,8,2,2,8,18.38
16,2,2,2,16,2,11.57
16,2,4,16,2,1,19.04
2,1,2,8,16,8,8.96
2,16,2,8,8,1,10.56
2,8,8,1,2,16,18.24
1,4,1,8,16,8,8.89
1,2,4,2,8,32,9.63
16,2,2,1,8,8,10.37
4,32,1,2,16,1,18.28
2,2,4,1,16,16,11.32
2,1,32,4,2,8,10.64
4,2,8,4,1,16,10.75
2,1,2,1,512,2,8.67
2,2,4,32,4,2,10.73
2,64,1,1,2,16,18.98
2,4,2,16,1,16,10.68
2,1,2,2,16,32,8.72
2,8,4,2,2,16,10.77
16,1,4,8,1,8,11.64
1,16,4,4,16,1,10.52
2,8,8,1,4,8,18.19
4,2,8,8,1,8,10.72
32,2,2,1,32,1,18.27
8,4,1,128,1,1,10.95
2,1,2,32,32,1,8.67
1,16,4,16,2,2,10.55
2,4,16,1,32,1,18.27
16,1,1,64,1,4,10.48
32,1,4,4,4,2,18.29
4,2,1,256,1,2,10.15
2,4,8,32,1,2,10.72
32,4,1,1,16,2,19.02
8,1,2,8,8,4,10.61
1,4,16,8,1,8,10.64
1,64,1,4,16,1,10.61
1,1,4,2,64,8,8.66
8,16,1,8,1,4,18.92
1,8,2,32,4,2,10.53
16,1,1,2,64,2,10.66
4,16,2,1,2,16,18.18
4,16,2,1,8,4,18.17
2,8,2,1,4,32,10.53
1,64,1,1,8,8,10.52
8,1,16,4,4,2,18.86
2,8,2,16,2,4,11.56
16,1,1,2,2,64,10.67
4,2,4,1,8,16,10.52
32,2,1,64,1,1,10.48
4,1,1,16,8,8,8.72
8,2,8,16,1,2,18.35
2,1,4,8,4,16,9.67
1,1,16,64,4,1,10.47
4,8,4,16,1,2,18.36
2,2,32,4,2,4,18.41
4,1,1,8,8,16,8.72
1,16,1,32,4,2,10.54
1,1,4,2,512,1,8.64
16,4,2,1,8,4,18.19
1,1,8,8,4,16,9.61
8,4,1,1,16,8,12.94
1,1,32,2,8,8,10.53
2,16,1,2,16,4,10.55
8,1,1,16,2,16,9.75
4,2,2,32,4,2,10.83
1,8,8,8,2,4,10.56
1,2,8,4,32,2,11.32
64,2,1,2,4,4,18.18
1,16,1,4,1,64,10.65
8,1,2,8,16,2,10.63
4,1,8,32,2,2,10.64
2,8,1,8,4,8,10.52
2,4,8,8,8,1,10.56
8,1,2,2,4,32,10.6
1,1,8,8,8,8,9.61
32,1,1,4,8,4,10.68
4,4,8,32,1,1,18.2
2,2,2,64,1,8,9.71
8,1,1,32,16,1,9.58
1,64,1,8,2,4,10.55
2,1,16,1,64,2,10.51
4,16,1,4,2,8,10.55
2,8,4,2,4,8,10.78
128,1,1,1,1,32,18.16
2,8,4,8,1,8,10.74
1,4,4,128,2,1,10.51
2,1,64,2,8,2,18.29
16,1,2,8,4,4,10.62
2,2,4,8,32,1,10.54
2,2,8,64,1,2,10.7
4,8,1,8,1,16,10.52
1,64,2,4,8,1,18.2
16,1,2,16,1,8,10.69
