gx,gy,gz,bx,by,bz,smefficiency
1,4,2,4,16,8,10.15
8,2,1,32,2,4,10.53
16,2,1,8,4,4,10.54
4,8,1,32,2,2,10.55
8,1,16,8,1,4,18.36
2,4,1,1,256,2,9.58
1,2,32,2,32,1,11.48
2,64,1,2,16,1,18.32
2,4,1,8,16,4,9.65
4,1,1,2,32,16,8.71
4,4,4,4,4,4,10.78
8,4,1,16,8,1,10.64
2,2,1,1,16,64,8.58
64,1,2,8,1,4,18.36
2,1,4,64,1,8,9.71
1,2,64,8,4,1,18.19
1,1,8,1,16,32,9.63
4,4,2,1,8,16,10.53
16,1,4,2,4,8,10.65
1,8,2,4,16,4,10.54
8,1,1,32,1,16,9.59
1,16,1,16,2,8,10.54
1,8,16,8,1,4,18.3
2,2,1,32,1,32,8.67
4,8,1,1,128,1,10.56
16,1,1,4,8,8,10.67
1,2,32,4,1,16,10.63
8,4,1,8,16,1,10.64
8,8,1,4,2,8,10.57
4,32,1,16,2,1,18.3
1,1,8,4,2,64,9.62
4,2,8,2,4,8,10.78
16,2,4,1,1,32,18.39
2,32,1,8,4,2,10.56
1,2,2,2,256,2,8.71
4,1,32,16,1,2,18.36
4,1,32,16,2,1,18.3
32,1,4,4,2,4,18.31
1,16,2,2,1,64,10.63
2,64,1,8,1,4,18.2
4,16,2,1,16,2,18.18
2,2,2,128,4,1,9.62
4,8,2,8,2,4,10.77
1,8,8,8,8,1,10.52
16,1,2,1,4,32,10.51
4,2,1,16,4,8,9.65
1,1,128,8,4,1,18.16
1,2,16,4,2,16,10.56
4,1,4,32,1,8,10.66
4,2,8,8,8,1,10.57
8,1,16,1,4,8,18.18
8,4,1,32,4,1,10.63
2,8,4,32,2,1,10.57
1,2,32,4,8,2,10.56
2,2,1,64,16,1,8.7
2,8,4,1,64,1,10.65
1,1,128,4,1,8,18.18
4,8,1,32,1,4,10.52
4,8,2,2,8,4,10.8
4,1,1,1,512,2,8.86
16,2,1,16,1,8,10.52
1,16,2,8,16,1,10.52
1,16,2,8,1,16,10.62
8,8,2,1,2,16,18.22
8,2,4,2,4,8,10.77
2,4,1,8,2,32,9.65
16,1,1,32,1,8,10.47
2,1,16,16,2,4,10.62
2,2,4,8,16,2,10.79
32,2,1,1,1,64,10.54
8,1,2,64,1,4,11.32
2,2,1,4,4,64,8.93
1,2,4,128,4,1,9.61
1,4,16,1,2,32,10.53
2,1,8,2,8,16,11.58
2,1,8,32,4,2,10.62
1,1,8,64,8,1,9.59
4,1,8,8,8,2,10.63
1,2,4,1,16,32,9.61
16,4,1,8,1,8,10.53
8,1,4,128,1,1,10.59
2,4,4,128,1,1,10.55
32,2,1,16,4,1,10.64
8,2,1,16,8,2,10.52
2,1,64,8,2,2,18.29
2,8,2,1,32,4,10.57
4,2,4,1,128,1,10.61
2,2,4,2,8,16,10.73
4,1,16,4,2,8,10.65
4,1,1,32,2,16,8.71
2,64,1,1,32,1,18.19
4,1,4,8,2,16,10.61
2,16,4,1,16,2,18.21
8,1,1,8,32,2,9.7
8,1,2,1,256,1,10.57
128,1,1,8,1,4,18.16
64,1,1,1,2,32,10.5
4,1,1,32,32,1,8.65
16,1,1,2,32,4,10.67
4,4,4,32,2,1,10.55
1,1,64,4,16,1,10.51
2,2,32,2,2,8,18.42
1,16,4,1,8,8,10.55
1,4,4,128,1,2,10.62
2,1,4,32,16,1,9.66
4,1,2,8,1,64,9.71
16,1,4,32,1,2,10.72
2,2,4,2,4,32,10.74
2,16,1,2,64,1,10.63
8,2,1,16,4,4,10.53
8,2,2,1,8,16,10.52
1,4,8,32,2,2,10.57
32,2,1,2,32,1,10.63
8,1,8,2,4,8,10.65
1,4,2,16,2,16,9.65
32,1,1,64,2,1,11.29
2,2,32,2,8,2,18.42
8,8,2,4,8,1,18.23
2,1,2,1,16,64,8.67
4,8,2,4,16,1,10.56
8,8,2,1,8,4,18.2
4,4,1,8,32,1,10.6
1,1,32,2,1,64,10.56
32,2,1,4,16,1,10.64
2,64,1,1,4,8,19.71
1,1,16,128,1,2,10.5
4,8,2,4,8,2,10.81
1,32,1,1,64,2,10.51
1,4,4,4,32,2,10.54
2,4,1,1,32,16,9.19
1,16,1,32,2,4,10.56
1,16,2,16,8,1,10.54
1,2,2,32,32,1,8.67
8,4,4,2,4,4,18.42
1,4,4,1,8,32,10.52
1,8,1,64,1,8,9.69
16,1,2,4,8,4,10.63
1,32,2,32,2,1,10.57
2,2,1,16,32,2,8.71
1,2,2,4,64,4,8.71
4,1,16,1,32,2,10.52
1,4,1,4,128,2,8.68
2,4,2,2,64,2,10.75
4,1,4,2,128,1,10.61
2,64,1,2,8,2,18.22
4,2,2,16,16,1,10.55
4,2,8,2,1,32,10.74
1,4,2,4,64,2,9.65
8,8,2,2,1,16,18.36
1,1,16,8,32,1,10.48
2,1,32,1,2,32,10.52
4,4,2,16,2,4,10.77
4,2,4,32,1,4,10.7
1,8,1,16,8,4,9.62
16,4,1,2,4,8,10.56
2,2,2,16,16,2,9.75
1,1,4,8,2,64,8.67
2,2,32,1,8,4,18.19
8,2,4,2,8,4,10.79
8,16,1,1,4,8,19.72
8,4,1,4,4,8,10.55
4,2,4,1,64,2,10.53
2,2,8,1,128,1,10.63
2,4,8,2,8,4,10.77
1,32,4,1,16,2,18.21
1,4,1,2,128,4,8.68
8,1,4,1,128,1,10.59
32,1,2,4,1,16,10.71
1,16,4,1,64,1,10.49
4,2,1,32,1,16,9.61
4,8,1,1,32,4,10.55
2,64,1,4,8,1,18.29
1,32,2,1,64,1,10.51
1,1,128,1,8,4,18.27
1,8,4,16,2,4,10.57
4,8,1,4,32,1,10.63
8,1,16,8,2,2,18.24
1,64,2,8,2,2,18.22
1,1,32,8,2,8,10.54
4,4,8,2,2,8,18.41
16,1,1,16,16,1,10.51
2,1,8,16,8,2,10.62
1,4,2,1,64,8,9.61
16,1,1,1,32,8,10.47
1,4,16,1,1,64,10.64
2,1,2,1024,1,1,8.66
8,2,4,8,4,2,10.77
1,2,4,128,1,4,9.68
16,1,1,4,64,1,10.47
8,1,2,2,16,8,10.62
2,1,2,32,16,2,8.73
8,2,4,16,1,4,10.73
4,4,2,2,8,8,10.77
8,1,8,64,1,1,10.62
2,4,1,8,4,16,9.64
1,16,1,32,8,1,10.59
1,16,4,2,16,2,10.58
2,2,1,256,4,1,8.69
8,1,8,2,32,1,10.65
2,16,4,2,1,16,18.36
1,4,2,64,4,2,9.65
1,8,1,4,64,2,9.63
8,1,2,128,1,2,10.68
128,1,1,2,1,16,18.15
2,1,2,8,8,16,8.72
2,8,2,1,16,8,10.52
2,2,2,1,64,8,9.62
8,1,2,2,64,2,10.62
1,1,16,16,1,16,10.48
1,2,4,8,1,64,9.68
4,4,1,4,8,8,10.54
2,8,8,1,16,2,18.19
16,8,1,8,2,2,18.21
8,1,1,4,4,32,9.71
2,4,2,1,256,1,10.61
2,16,2,32,1,2,10.72
32,2,2,2,2,8,18.42
8,1,2,4,64,1,10.61
1,1,8,4,4,32,9.63
16,1,1,64,2,2,10.66
4,4,4,16,1,4,10.72
16,1,1,32,8,1,10.47
8,2,4,4,1,16,10.72
4,4,8,16,1,2,18.36
1,1,8,2,32,8,9.62
1,4,1,32,16,2,8.68
1,4,8,128,1,1,10.49
2,2,4,1,4,64,10.52
2,16,1,1,64,2,10.55
32,1,1,1,16,8,10.46
2,2,4,16,4,4,10.75
1,1,64,1,64,1,10.64
2,2,1,128,4,2,8.71
4,2,2,4,8,8,10.75
2,1,4,64,8,1,9.66
1,2,64,2,8,2,18.24
2,8,8,2,8,2,18.42
2,2,32,16,2,1,18.2
1,8,16,4,1,8,18.29
1,4,2,8,64,1,9.63
2,64,1,2,1,16,18.19
4,1,1,256,4,1,8.65
2,2,16,8,4,2,10.77
1,1,8,32,4,4,9.62
1,4,4,64,1,4,10.63
16,1,1,1,256,1,10.63
1,64,2,4,1,8,18.31
4,4,1,8,16,2,10.53
2,8,2,2,4,16,10.76
4,2,4,16,1,8,10.7
4,2,4,2,16,4,10.75
2,1,32,4,16,1,10.65
1,1,8,64,4,2,9.62
8,2,2,2,16,4,10.74
1,16,1,64,1,4,10.65
8,1,2,16,2,8,10.62
1,1,8,1,8,64,9.66
128,1,1,1,16,2,18.16
1,2,16,2,2,32,10.57
2,4,4,4,4,8,10.77
16,4,1,2,2,16,10.55
16,1,4,1,16,4,10.52
16,1,1,16,4,4,10.67
16,4,1,2,16,2,10.56
1,8,2,16,4,4,10.55
8,1,2,2,32,4,10.61
1,16,1,2,32,4,10.56
1,4,1,1,64,16,8.65
1,16,1,64,2,2,10.56
2,8,2,2,1,64,10.7
32,1,2,8,4,2,10.65
2,4,4,2,8,8,10.76
1,2,4,64,2,4,9.68
4,8,1,2,4,16,10.55
1,8,16,16,1,2,18.31
4,1,4,16,16,1,10.61
8,1,2,8,32,1,10.61
8,8,1,8,4,2,10.54
1,4,8,16,4,2,10.57
8,2,4,8,8,1,10.56
8,2,2,1,128,1,10.62
16,1,2,2,16,4,10.62
8,16,1,16,1,2,18.19
4,2,8,1,1,64,10.7
8,2,8,8,2,2,18.41
1,8,8,4,2,8,10.58
16,4,1,8,2,4,10.57
16,1,4,1,4,16,10.52
4,32,1,32,1,1,18.18
1,4,8,4,32,1,10.54
1,128,1,2,1,16,18.32
1,2,4,1,8,64,9.61
4,1,2,8,16,4,9.67
64,2,1,2,1,16,18.2
1,1,64,8,8,1,10.51
1,16,1,2,128,1,10.59
1,4,32,2,16,1,18.2
16,1,4,1,8,8,10.52
2,4,4,8,4,4,10.76
2,16,2,2,2,16,10.78
16,1,8,16,2,1,18.27
4,4,2,4,8,4,10.76
1,32,2,1,4,16,10.55
1,64,1,2,32,1,10.63
2,8,4,4,2,8,10.78
1,4,8,4,1,32,10.64
1,4,32,8,4,1,18.19
2,2,1,8,2,64,8.71
2,1,32,2,16,2,10.65
1,2,16,128,1,1,10.49
2,4,2,64,1,4,10.67
2,1,32,4,8,2,10.65
8,1,1,8,16,4,9.71
4,2,4,16,2,4,10.76
16,2,4,2,16,1,18.22
1,1,4,2,32,16,8.67
1,2,2,8,16,8,8.72
1,2,2,1,128,8,8.67
4,8,1,16,8,1,10.63
2,16,4,1,1,32,18.36
4,1,2,16,2,16,9.68
1,4,1,1,32,32,8.65
8,2,1,8,1,32,10.49
4,1,2,32,4,4,9.67
4,2,8,2,16,2,10.77
1,1,128,2,8,2,18.19
16,1,1,16,2,8,10.66
1,4,4,64,4,1,10.54
16,1,1,16,8,2,10.65
4,2,1,8,32,2,9.64
4,1,2,2,256,1,9.66
16,2,2,2,8,4,10.77
1,4,2,32,1,16,9.68
4,1,1,2,128,4,8.71
1,1,128,8,2,2,18.2
1,32,4,2,16,1,18.2
32,1,1,16,1,8,10.48
8,2,4,2,2,16,10.78
1,128,1,2,16,1,18.29
1,1,4,2,8,64,8.67
4,4,1,4,4,16,10.54
2,4,1,32,1,16,9.61
4,16,1,2,2,16,10.54
32,4,1,1,8,4,19.66
2,2,32,4,8,1,18.22
1,1,16,64,2,2,10.54
1,1,4,1,16,64,8.67
1,64,2,4,4,2,18.22
1,8,16,8,2,2,18.23
32,2,1,4,2,8,10.54
4,4,2,64,1,2,10.71
1,16,8,1,32,1,18.21
2,1,8,1,4,64,10.5
1,2,8,8,2,16,10.56
2,32,2,2,4,4,18.43
1,16,2,1,4,32,10.53
2,4,2,32,8,1,10.54
4,1,8,16,2,4,10.64
2,4,4,32,1,4,10.7
16,1,2,64,2,1,10.62
4,32,1,4,4,2,18.21
2,4,8,1,2,32,10.56
1,32,1,2,4,16,10.56
2,16,1,32,2,2,10.53
128,1,1,2,8,2,18.35
8,1,1,256,1,2,9.58
4,8,4,8,1,4,18.37
1,1,16,8,1,32,10.5
32,1,2,1,2,32,10.55
4,2,1,8,2,32,9.64
1,4,16,1,4,16,10.54
8,1,4,64,1,2,10.69
4,8,2,4,2,8,10.78
2,4,4,8,16,1,10.56
1,2,4,2,32,8,9.65
1,1,4,16,2,32,8.67
8,8,2,2,8,2,18.42
2,1,2,512,2,1,8.67
1,32,2,16,1,4,10.66
1,2,16,2,4,16,10.56
1,4,4,16,1,16,10.62
16,1,2,8,16,1,10.62
1,8,1,16,16,2,10.15
4,1,1,1,1024,1,8.93
1,32,2,64,1,1,10.5
2,2,8,16,4,2,10.77
1,16,1,4,4,16,10.56
4,2,8,1,2,32,10.55
1,32,2,1,2,32,10.55
1,8,1,256,1,2,9.69
2,16,2,1,8,8,10.54
1,32,4,4,4,2,18.25
4,2,8,4,8,2,10.78
8,1,4,4,2,16,10.64
2,4,2,1,4,64,10.51
64,1,2,1,8,4,18.19
2,4,2,64,4,1,10.56
16,4,2,4,8,1,18.22
16,8,1,8,4,1,18.3
2,4,1,64,2,4,9.64
2,2,8,16,2,4,10.76
2,16,1,8,4,4,10.55
8,4,4,8,2,2,18.49
1,128,1,4,1,8,18.32
1,2,8,1,128,2,10.53
1,1,64,8,4,2,10.55
2,1,8,4,2,32,10.62
8,1,2,4,4,16,10.62
1,4,2,8,16,4,9.64
1,4,1,2,256,2,8.68
4,4,2,8,4,4,10.76
8,2,8,32,1,1,18.25
2,8,4,1,32,2,10.56
2,8,2,8,8,2,10.74
2,1,16,8,4,4,10.62
1,4,2,8,4,16,9.65
32,2,1,2,1,32,10.52
2,2,8,2,16,4,10.77
1,8,2,64,4,1,10.53
2,16,2,16,2,2,10.77
4,8,1,1,2,64,11.76
16,1,2,2,32,2,10.61
1,2,32,2,4,8,10.56
4,8,4,1,1,32,18.36
4,2,1,4,2,64,9.64
1,16,4,4,4,4,10.59
1,8,1,8,4,16,9.64
4,2,16,4,8,1,18.21
2,2,2,512,1,1,9.61
8,2,1,8,4,8,10.54
2,2,4,64,4,1,10.54
4,1,4,2,8,16,10.61
4,1,2,4,64,2,9.67
4,16,2,1,4,8,18.2
1,4,8,2,2,32,10.58
2,16,2,1,64,1,10.64
4,2,2,8,4,8,10.74
8,1,4,4,8,4,10.63
2,16,1,8,2,8,10.54
4,1,8,2,2,32,10.63
16,4,1,16,4,1,10.65
4,2,1,4,128,1,9.67
32,2,2,4,8,1,18.21
2,2,1,8,8,16,8.71
1,1,16,1,32,8,10.58
1,16,2,64,1,2,10.65
1,4,1,8,8,16,8.68
1,8,16,2,2,8,18.23
4,2,1,128,2,2,9.64
4,1,32,1,2,16,18.19
1,1,8,64,2,4,9.62
4,1,8,4,32,1,10.63
8,2,4,8,2,4,10.77
4,2,16,4,4,2,18.41
1,1,32,1,16,8,10.61
4,1,1,64,8,2,8.72
4,1,16,4,8,2,10.65
4,8,2,1,8,8,10.55
1,4,1,16,32,2,8.68
1,32,1,8,8,2,10.58
1,64,1,2,4,8,10.59
1,16,1,1,4,64,10.51
1,4,1,64,1,16,8.7
8,2,2,8,16,1,10.59
2,2,16,32,2,1,10.56
16,2,2,2,32,1,10.56
2,4,8,8,4,2,10.78
2,4,8,4,2,8,10.78
2,1,2,32,8,4,8.72
1,4,1,64,2,8,8.68
8,1,4,2,8,8,10.63
4,16,1,1,16,4,11.81
4,1,4,8,32,1,10.6
4,1,32,1,16,2,18.2
4,8,2,32,2,1,10.56
4,1,1,512,1,2,8.65
1,1,16,2,128,1,10.49
4,16,1,8,1,8,10.54
8,1,1,2,8,32,9.71
8,2,1,2,128,1,10.62
1,16,1,2,16,8,10.55
4,4,1,256,1,1,10.48
4,8,1,4,4,8,10.53
2,1,16,1,16,8,10.51
16,4,1,32,1,2,10.53
2,8,1,2,8,16,10.54
4,8,4,2,1,16,18.38
8,1,16,1,8,4,18.19
1,8,1,2,4,64,9.63
2,2,2,2,16,16,9.76
4,2,4,2,2,32,10.76
8,2,2,64,2,1,10.55
4,8,2,32,1,2,10.73
8,4,2,4,4,4,10.77
1,1,128,1,32,1,18.27
4,1,4,8,16,2,10.61
2,1,4,1,512,1,9.64
4,1,4,64,2,2,10.62
16,1,1,4,2,32,10.66
2,2,2,2,128,2,9.77
4,1,16,32,2,1,10.66
1,1,16,2,2,64,10.54
2,2,1,4,8,32,8.71
1,16,2,1,2,64,10.53
2,32,1,2,16,2,10.56
8,8,1,8,2,4,10.56
8,8,1,1,1,64,10.55
1,8,1,8,2,32,9.62
4,1,8,1,8,16,10.51
8,1,8,4,2,8,10.65
1,8,2,1,64,4,10.52
4,2,8,4,4,4,10.78
1,8,1,4,16,8,9.62
8,4,2,4,1,16,10.72
16,1,2,2,2,32,10.63
8,2,8,2,16,1,18.22
4,8,1,4,2,16,10.53
4,2,1,1,512,1,9.59
1,2,16,1,16,8,10.54
4,1,2,8,2,32,9.68
32,4,1,2,8,2,18.22
16,2,4,1,2,16,18.19
2,2,1,64,8,2,8.71
8,4,2,1,16,4,10.54
32,4,1,4,8,1,18.3
2,2,2,2,256,1,9.63
2,64,1,1,1,32,18.19
8,1,1,16,8,4,9.71
1,8,4,2,32,2,10.57
2,1,16,4,16,2,10.63
2,2,2,256,2,1,9.63
1,2,8,2,64,2,10.56
16,1,8,1,16,2,18.19
8,1,4,1,16,8,10.51
8,2,1,16,16,1,11.53
1,1,4,4,32,8,8.68
1,4,1,2,8,64,8.68
1,8,2,32,1,8,10.63
2,8,8,8,2,2,19.17
1,2,64,1,32,1,18.16
4,2,2,1,4,64,10.52
1,4,4,8,16,2,10.55
4,8,1,2,2,32,10.54
1,1,32,1,8,16,10.61
2,2,4,8,8,4,10.73
2,2,1,256,2,2,8.71
1,4,2,4,32,4,9.66
16,2,4,2,8,2,18.42
2,1,32,32,2,1,10.65
1,4,1,16,64,1,8.66
2,1,2,128,2,4,8.72
2,8,1,1,16,16,11.61
1,2,16,64,1,2,10.64
1,8,8,2,8,4,10.59
2,16,1,16,8,1,10.63
1,4,4,32,8,1,10.54
8,16,1,1,8,4,19.75
32,1,4,8,1,4,18.37
1,64,1,32,1,2,10.68
1,16,2,16,1,8,10.65
1,32,2,2,4,8,10.59
32,1,1,1,32,4,10.48
1,32,2,1,8,8,10.55
1,1,64,2,16,2,10.55
2,1,2,4,32,8,8.73
2,4,16,16,1,2,18.36
1,1,16,4,64,1,10.49
2,16,2,32,2,1,10.56
2,2,2,256,1,2,9.71
2,32,2,1,1,32,18.34
2,1,2,2,512,1,8.67
2,16,2,2,16,2,10.78
16,4,2,4,2,4,18.41
1,1,64,16,1,4,10.52
2,2,8,4,32,1,10.56
1,16,2,4,8,4,10.57
2,4,1,16,8,4,9.64
1,2,4,16,1,32,9.71
64,1,1,8,4,2,10.72
2,2,8,1,16,8,10.54
8,2,2,2,64,1,10.56
2,1,2,64,1,16,8.72
8,4,1,4,1,32,10.52
2,2,4,32,8,1,10.56
8,2,1,64,4,1,10.61
8,1,2,1,4,64,10.51
8,8,1,4,1,16,10.51
1,16,2,16,2,4,10.57
2,8,2,1,64,2,10.53
2,1,64,1,16,2,18.18
2,2,2,2,32,8,9.77
1,8,2,1,16,16,10.51
16,2,1,1,128,1,10.53
4,1,32,1,4,8,18.19
2,16,2,1,4,16,10.53
1,2,8,8,16,2,10.55
8,1,16,2,1,16,18.35
2,4,1,256,2,1,9.67
8,2,1,2,16,8,10.54
1,8,1,2,8,32,9.63
4,4,2,128,1,1,10.53
8,2,1,1,256,1,10.52
8,1,16,1,1,32,18.16
4,1,16,1,1,64,10.51
2,2,2,8,64,1,9.63
4,2,1,1,64,8,9.18
1,64,2,2,16,1,18.21
2,2,1,2,16,32,8.71
1,2,32,1,4,16,10.55
8,2,2,4,32,1,10.56
2,8,4,4,16,1,10.56
1,4,8,2,8,8,10.56
1,1,4,32,16,2,8.67
8,2,1,2,32,4,10.52
2,4,1,128,1,4,9.61
4,1,16,8,4,2,10.66
8,1,2,32,1,8,10.67
2,8,4,16,2,2,10.77
2,2,8,16,8,1,10.56
1,1,4,1,256,4,8.67
4,1,16,4,4,4,10.65
1,8,2,2,4,32,10.56
2,4,16,4,1,8,18.38
1,8,8,16,2,2,10.58
4,4,1,8,8,4,10.54
1,64,2,1,16,2,18.2
4,4,8,2,16,1,18.22
1,4,32,16,1,2,18.3
4,1,32,2,16,1,18.29
1,4,4,256,1,1,10.47
4,1,32,8,4,1,18.3
2,8,2,16,4,2,10.77
4,2,16,1,4,8,18.19
4,16,1,1,1,64,10.52
8,1,2,4,1,64,10.68
1,32,1,32,2,2,10.57
2,2,4,16,16,1,10.55
4,1,2,128,4,1,9.66
8,8,2,8,2,2,18.39
8,1,16,16,1,2,18.37
32,1,1,2,16,4,10.69
2,4,16,1,8,4,18.21
4,8,4,16,2,1,18.21
8,2,1,1,128,2,10.45
4,1,4,2,2,64,10.61
2,4,8,8,1,8,10.72
4,16,1,1,4,16,12.73
1,1,4,1024,1,1,8.66
1,8,16,32,1,1,18.15
8,2,2,8,4,4,10.77
8,1,4,1,64,2,10.51
2,1,4,2,4,64,9.67
1,16,2,1,8,16,10.53
16,4,1,1,2,32,11.8
1,1,32,1,32,4,10.6
1,2,2,2,16,32,8.72
8,1,1,2,128,2,9.7
1,4,2,2,16,16,9.66
2,16,2,4,2,8,10.78
2,4,8,2,4,8,10.78
1,2,8,2,16,8,10.55
1,2,8,8,32,1,10.53
64,1,1,4,4,4,10.7
2,8,1,2,64,2,10.54
2,16,2,1,1,64,10.71
1,16,1,4,64,1,10.6
1,64,2,1,2,16,18.21
4,1,16,8,8,1,10.65
8,1,2,32,4,2,10.61
1,4,16,16,1,4,10.67
1,16,2,32,1,4,10.64
8,1,4,8,8,2,10.63
2,2,32,2,1,16,18.35
4,2,1,2,16,16,9.64
4,1,1,64,16,1,8.65
1,1,32,1,128,1,10.59
4,8,4,4,1,8,18.38
2,4,4,1,16,8,10.53
16,2,4,1,16,2,18.2
8,4,2,64,1,1,10.56
2,16,4,32,1,1,18.22
1,2,2,16,32,2,8.72
2,8,4,2,1,32,10.72
2,8,8,1,32,1,18.3
2,1,16,8,2,8,10.65
8,1,8,4,8,2,10.66
4,1,16,2,16,2,10.65
8,1,2,1,16,16,10.5
32,1,2,32,2,1,10.65
1,2,8,4,1,64,10.63
8,4,1,8,2,8,10.53
2,4,16,16,2,1,18.22
1,2,4,8,16,4,9.65
4,2,2,2,32,4,10.74
1,1,16,256,1,1,10.5
2,4,16,2,4,4,18.41
4,1,1,1,16,64,8.64
1,4,2,256,2,1,9.63
2,1,64,2,2,8,18.3
1,4,2,16,32,1,9.63
1,4,32,16,2,1,18.21
128,1,1,16,1,2,18.16
32,4,1,8,1,4,18.19
2,16,1,8,16,1,10.62
4,1,4,8,4,8,10.62
128,1,1,32,1,1,18.25
2,2,1,32,8,4,8.71
2,1,8,128,1,2,10.68
1,16,1,2,8,16,10.56
2,8,4,4,4,4,10.77
1,4,1,32,4,8,8.68
2,32,2,8,1,4,18.37
4,8,2,1,32,2,10.55
1,32,1,2,16,4,10.56
2,2,1,1,128,8,8.45
8,4,1,32,1,4,10.52
4,8,1,2,1,64,10.52
2,2,1,16,16,4,8.71
1,8,1,1,512,1,9.58
1,8,1,8,8,8,9.63
2,32,2,16,2,1,18.22
2,2,8,1,4,32,10.54
16,1,1,1,16,16,10.47
16,1,4,1,1,64,10.5
1,8,16,2,8,2,18.24
1,8,1,1,256,2,9.6
8,1,1,4,2,64,9.71
2,32,2,4,8,1,18.22
2,4,4,16,4,2,10.76
1,4,8,4,16,2,10.58
2,2,4,16,2,8,10.75
2,2,8,32,1,4,10.71
1,1,4,128,8,1,8.65
8,1,2,256,1,1,10.58
16,2,2,64,1,1,10.56
2,32,1,1,32,2,10.58
4,4,8,2,1,16,18.37
32,1,2,1,16,4,10.52
2,4,2,8,16,2,10.75
4,16,2,16,2,1,18.23
1,2,8,4,16,4,10.54
2,1,16,1,4,32,10.51
2,2,4,8,2,16,10.75
4,2,1,32,4,4,9.64
1,4,4,16,8,2,10.55
1,2,16,4,4,8,10.57
2,1,32,2,8,4,10.65
1,1,16,16,8,2,10.54
16,4,1,8,8,1,10.64
1,2,4,4,32,4,9.65
2,2,16,16,1,4,11.7
8,1,1,32,8,2,9.71
2,2,16,2,32,1,10.56
1,8,4,2,64,1,10.55
4,1,1,16,32,2,8.72
8,1,8,32,1,2,10.71
1,1,8,128,4,1,9.59
1,4,16,2,8,4,10.58
1,1,128,4,4,2,18.2
4,8,4,4,2,4,18.4
8,8,1,8,8,1,11.6
1,16,1,4,16,4,10.56
4,1,1,32,16,2,8.72
1,2,2,1,512,2,8.68
8,1,4,1,4,32,10.52
1,4,4,16,2,8,10.55
1,4,2,128,1,4,9.68
2,32,1,1,16,4,11.8
32,1,4,4,1,8,18.35
16,1,8,4,4,2,19.24
64,1,1,1,16,4,10.5
2,1,8,4,32,2,10.62
2,1,16,1,128,1,10.6
1,4,16,32,2,1,11.48
2,32,2,8,2,2,18.42
8,1,8,4,4,4,10.65
16,4,1,1,4,16,12.73
32,4,1,32,1,1,18.14
2,2,8,2,1,64,10.71
8,4,4,4,1,8,18.36
4,1,16,2,2,16,10.66
1,2,2,512,2,1,8.67
2,8,2,2,8,8,10.76
1,32,2,2,1,32,10.66
1,16,2,2,4,16,10.58
2,1,16,4,4,8,10.64
8,4,4,1,16,2,18.19
1,4,32,2,4,4,18.25
1,32,2,16,4,1,10.55
4,1,2,64,2,4,10.29
2,1,4,4,64,2,9.7
1,1,16,32,1,8,10.5
2,1,4,2,64,4,9.68
2,2,1,1,64,16,8.46
2,16,1,1,16,8,11.75
32,1,1,32,2,2,10.68
16,8,1,32,1,1,18.16
2,1,16,64,2,1,10.61
2,2,16,16,4,1,10.57
2,1,64,32,1,1,18.27
1,1,64,4,8,2,10.54
1,2,2,16,16,4,8.72
32,1,1,2,4,16,10.69
2,1,4,32,4,4,9.68
16,1,2,8,2,8,10.63
4,4,2,16,4,2,10.76
2,8,1,2,2,64,10.53
4,4,2,1,2,64,10.52
8,1,1,8,4,16,9.71
1,2,32,2,8,4,10.58
2,8,4,1,4,16,10.55
8,4,2,1,1,64,10.71
2,1,4,16,32,1,9.66
4,4,4,16,2,2,10.78
4,4,2,4,16,2,10.75
2,2,4,4,64,1,10.53
16,1,2,4,16,2,10.62
8,2,2,1,16,8,10.54
1,16,4,4,8,2,10.59
4,2,2,16,4,4,10.75
16,4,1,2,32,1,10.65
2,16,2,64,1,1,10.56
4,2,4,2,32,2,10.75
1,1,4,8,64,2,8.67
4,1,2,32,1,16,9.72
1,16,1,128,1,2,10.66
1,32,4,4,8,1,18.21
4,16,1,32,1,2,10.53
2,16,1,16,4,2,10.53
1,4,16,8,8,1,10.55
16,4,1,4,2,8,10.56
2,2,16,16,2,2,10.78
4,1,2,2,4,64,9.67
2,16,1,2,8,8,10.55
4,4,4,2,16,2,10.78
1,2,8,32,2,4,10.55
1,4,16,16,2,2,10.58
32,1,1,4,32,1,10.47
2,16,1,1,128,1,10.53
2,2,8,1,64,2,10.54
4,2,4,8,2,8,10.81
1,1,16,2,4,32,10.54
8,2,8,2,4,4,18.4
1,16,2,32,2,2,10.56
4,4,2,8,16,1,10.56
1,1,4,1,64,16,8.67
32,1,4,2,16,1,18.3
2,1,8,4,1,64,10.67
2,2,16,4,16,1,10.55
4,1,4,16,4,4,10.62
64,1,1,8,8,1,10.49
64,2,1,4,2,4,18.2
1,16,2,2,2,32,10.57
1,128,1,16,1,2,18.35
32,2,1,32,2,1,10.66
16,4,2,1,1,32,18.33
1,32,2,8,1,8,10.67
2,4,16,4,4,2,18.42
1,1,8,4,32,4,9.62
8,1,4,16,1,8,10.69
1,8,4,1,128,1,10.5
1,64,1,64,1,1,10.54
8,2,2,16,4,2,10.78
1,16,1,8,2,16,10.56
8,4,4,4,2,4,18.43
1,2,16,16,1,8,10.64
4,2,2,8,16,2,10.75
4,4,2,8,1,16,10.7
16,1,1,1,4,64,10.48
1,1,128,1,2,16,18.28
1,4,16,1,64,1,10.5
2,1,2,4,256,1,8.66
1,2,8,2,32,4,10.55
