Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
0,24,6,1,16,1,4,0,0.938045
0,8,6,2,3,2,16,0,0.883312
0,12,2,4,4,3,8,0,0.883169
0,4,4,6,3,32,1,0,0.887544
0,3,4,6,16,2,4,0,0.882979
0,9,1,1,2,512,1,0,0.880735
0,4,4,1,6,24,4,0,0.884374
0,1,16,2,1,288,1,0,0.888051
0,1,9,16,8,4,2,0,0.940026
0,2,4,12,2,12,4,0,0.883413
0,2,48,3,1,1,32,0,0.964071
0,1,1,288,1,2,16,0,0.964812
0,3,6,1,2,8,32,0,0.884357
0,36,1,4,1,8,8,0,0.938003
0,1,4,3,8,4,24,0,0.885462
0,3,3,32,4,2,4,0,0.96339
0,1,16,1,36,2,8,0,0.886498
0,1,1,288,32,1,1,0,0.96495
0,4,1,4,4,144,1,0,0.886285
0,4,6,2,6,16,2,0,0.882657
0,12,2,4,48,1,2,0,0.884501
0,4,6,2,4,8,6,0,0.882697
0,12,8,3,4,1,8,0,0.963819
0,8,1,18,4,1,16,0,0.935726
0,2,12,1,2,24,8,0,0.884896
0,1,8,3,2,24,8,0,0.8867
0,8,3,1,8,4,12,0,0.885067
0,8,6,1,16,6,2,0,0.88539
0,2,8,6,8,1,12,0,0.884356
0,2,4,4,18,4,4,0,0.882582
0,3,16,1,4,16,3,0,0.885246
0,12,3,8,16,2,1,0,0.964786
0,3,12,4,2,8,4,0,0.934735
0,4,4,1,4,48,3,0,0.883221
0,4,1,8,144,2,1,0,0.886656
0,2,4,3,4,3,32,0,0.882733
0,4,1,12,8,8,3,0,0.884122
0,36,4,1,2,8,4,0,0.936633
0,1,6,3,8,64,1,0,0.886725
0,3,4,12,32,1,2,0,0.935478
0,2,1,8,9,2,32,0,0.883196
0,24,4,1,4,2,12,0,0.885846
0,16,1,3,24,1,8,0,0.884041
0,2,1,6,4,12,16,0,0.883524
0,2,9,1,4,2,64,0,0.884272
0,32,3,1,1,16,6,0,0.859033
0,16,3,3,1,16,4,0,0.937697
0,4,8,3,2,24,2,0,0.88342
0,1,1,72,1,8,16,0,0.885545
0,2,6,1,64,2,6,0,0.884084
0,4,2,6,4,16,3,0,0.882925
0,2,48,1,2,1,48,0,0.888517
0,1,1,24,8,2,24,0,0.887729
0,1,4,4,12,12,4,0,0.885363
0,1,4,8,1,18,16,0,0.886091
0,24,1,2,48,1,4,0,0.884075
0,8,6,1,4,48,1,0,0.885959
0,24,1,2,1,3,64,0,0.8877
0,6,12,2,1,8,8,0,0.937758
0,6,1,2,16,12,4,0,0.883764
0,2,3,12,4,8,4,0,0.881965
0,3,1,4,6,32,4,0,0.88329
0,2,4,4,4,8,9,0,0.882343
0,16,2,3,4,8,3,0,0.883477
0,1,6,6,4,1,64,0,0.885869
0,8,4,3,3,32,1,0,0.887255
0,16,3,2,16,6,1,0,0.887548
0,12,2,1,24,2,8,0,0.884896
0,6,3,1,2,64,4,0,0.885537
0,1,2,8,1,24,24,0,0.886103
0,1,12,4,8,2,12,0,0.887028
0,9,1,8,8,16,1,0,0.887111
0,3,24,2,4,16,1,0,0.937575
0,12,1,2,128,3,1,0,0.887193
0,3,4,2,16,24,1,0,0.886565
0,2,4,3,1,48,8,0,0.887077
0,3,8,1,2,64,3,0,0.885134
0,8,4,9,2,1,16,0,0.963806
0,3,1,8,384,1,1,0,0.885085
0,1,24,1,8,2,24,0,0.887269
0,4,1,9,1,256,1,0,0.884193
0,24,2,1,4,4,12,0,0.885486
0,4,3,2,3,128,1,0,0.886717
0,1,8,4,12,3,8,0,0.886449
0,2,1,16,9,4,8,0,0.883578
0,4,8,3,3,4,8,0,0.882996
0,2,6,2,192,1,2,0,0.88386
0,1,4,12,3,1,64,0,0.885933
0,4,6,6,8,8,1,0,0.937582
0,2,3,4,6,16,4,0,0.881467
0,9,16,2,16,2,1,0,0.964798
0,2,8,1,2,32,9,0,0.884481
0,8,1,2,1,9,64,0,0.886519
0,8,3,1,4,8,12,0,0.885065
0,4,1,24,3,2,16,0,0.88418
0,1,6,4,4,3,32,0,0.870167
0,9,4,1,16,4,4,0,0.885575
0,4,6,2,2,6,16,0,0.882592
0,3,2,2,128,3,2,0,0.882426
0,2,2,24,8,1,12,0,0.88441
0,2,2,9,64,1,4,0,0.883956
0,2,9,2,8,16,2,0,0.882815
0,3,4,8,6,2,8,0,0.883102
0,2,24,2,3,4,8,0,0.883219
0,2,3,2,192,2,2,0,0.882673
0,3,32,3,2,1,16,0,0.963831
0,3,3,32,1,16,2,0,0.964893
0,2,1,24,32,1,6,0,0.866573
0,1,2,6,8,48,2,0,0.885947
0,16,9,2,4,8,1,0,0.964813
0,16,9,1,1,64,1,0,0.937047
0,1,12,12,2,2,16,0,0.937779
0,1,8,6,16,6,2,0,0.886938
0,1,4,9,128,2,1,0,0.887547
0,1,96,1,6,8,2,0,0.887784
0,9,8,1,1,16,8,0,0.847494
0,8,1,3,4,48,2,0,0.883543
0,8,6,6,2,2,8,0,0.963359
0,8,3,12,2,8,2,0,0.963364
0,3,1,32,1,2,48,0,0.888057
0,1,1,16,48,12,1,0,0.887017
0,6,2,1,48,2,8,0,0.884032
0,16,1,1,9,1,64,0,0.887701
0,48,2,1,8,1,12,0,0.888321
0,16,1,9,4,1,16,0,0.935868
0,2,2,6,192,2,1,0,0.88669
0,6,16,3,2,16,1,0,0.964799
0,8,3,2,12,4,4,0,0.881923
0,16,3,1,24,1,8,0,0.888207
0,4,8,9,1,2,16,0,0.964895
0,36,1,2,2,4,16,0,0.884152
0,6,1,2,2,192,2,0,0.883387
0,4,9,1,4,1,64,0,0.888202
0,4,3,8,2,2,24,0,0.883211
0,2,16,3,8,2,6,0,0.883073
0,48,2,1,48,2,1,0,0.886404
0,1,8,2,2,16,18,0,0.885235
0,1,4,9,32,8,1,0,0.887589
0,3,4,24,2,2,8,0,0.96339
0,2,4,9,4,4,8,0,0.882899
0,4,2,3,8,8,6,0,0.882704
0,6,1,6,32,8,1,0,0.886971
0,1,6,12,2,32,2,0,0.887378
0,1,2,48,8,2,6,0,0.887812
0,1,48,1,16,4,3,0,0.887548
0,6,6,1,4,16,4,0,0.885359
0,2,3,3,256,1,2,0,0.883077
0,4,6,1,64,1,6,0,0.887501
0,8,1,9,16,1,8,0,0.88455
0,4,2,2,48,12,1,0,0.886123
0,1,4,18,4,2,16,0,0.887108
0,16,1,6,12,8,1,0,0.887697
0,6,1,2,128,1,6,0,0.883626
0,6,2,1,32,4,6,0,0.883764
0,3,4,12,4,16,1,0,0.937796
0,16,3,1,16,3,4,0,0.885472
0,1,18,1,2,128,2,0,0.886479
0,2,4,3,2,64,3,0,0.882602
0,9,8,1,2,32,2,0,0.885709
0,6,1,8,32,1,6,0,0.884086
0,1,12,8,3,4,8,0,0.887415
0,24,3,2,4,8,2,0,0.934634
0,3,4,2,1,6,64,0,0.886935
0,3,1,4,64,3,4,0,0.883497
0,2,9,2,4,64,1,0,0.88704
0,1,16,3,4,4,12,0,0.886949
0,8,9,1,4,4,8,0,0.885704
0,8,4,1,36,1,8,0,0.887296
0,6,6,4,8,8,1,0,0.937603
0,8,1,12,48,2,1,0,0.887426
0,16,9,2,16,2,1,0,0.964798
0,4,6,1,8,6,8,0,0.885255
0,16,1,3,8,1,24,0,0.884103
0,2,4,3,16,2,12,0,0.882524
0,16,1,1,4,144,1,0,0.88787
0,24,1,12,8,2,2,0,0.964147
0,48,3,1,2,1,32,0,0.938018
0,6,3,2,1,64,4,0,0.887551
0,4,12,1,1,4,48,0,0.811142
0,2,3,12,128,1,1,0,0.887514
0,1,6,8,8,24,1,0,0.887617
0,2,3,4,3,8,16,0,0.88267
0,6,6,2,2,32,2,0,0.882691
0,4,1,4,18,32,1,0,0.88656
0,18,2,1,2,8,16,0,0.885349
0,8,1,6,3,4,16,0,0.883601
0,12,3,8,2,2,8,0,0.963403
0,24,3,4,4,4,2,0,0.963448
0,8,1,9,32,4,1,0,0.887118
