Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy 
 0, 200,  1,  2,  2,  16,  8, 0 , 0.821784 
 0, 1,  4,  32,  200,  1,  4, 0 , 0.752535 
 0, 100,  2,  16,  32,  1,  1, 0 , 0.973525 
 0, 4,  2,  20,  20,  8,  4, 0 , 0.731657 
 0, 8,  4,  4,  8,  20,  5, 0 , 0.749797 
 0, 16,  4,  5,  1,  5,  64, 0 , 0.729589 
 0, 4,  40,  1,  16,  1,  40, 0 , 0.734194 
 0, 8,  5,  80,  8,  2,  2, 0 , 0.97283 
 0, 4,  2,  20,  80,  8,  1, 0 , 0.731981 
 0, 16,  25,  1,  2,  4,  32, 0 , 0.822284 
 0, 20,  5,  1,  1,  32,  32, 0 , 0.469733 
 0, 1,  20,  8,  64,  2,  5, 0 , 0.73195 
 0, 80,  1,  5,  2,  2,  64, 0 , 0.822251 
 0, 25,  16,  8,  32,  1,  1, 0 , 0.973528 
 0, 2,  64,  1,  5,  20,  8, 0 , 0.751419 
 0, 10,  8,  5,  64,  2,  2, 0 , 0.823392 
 0, 2,  25,  8,  64,  2,  2, 0 , 0.823378 
 0, 32,  2,  25,  1,  64,  1, 0 , 0.94329 
 0, 2,  10,  16,  5,  64,  1, 0 , 0.729503 
 0, 5,  1,  80,  64,  2,  2, 0 , 0.821936 
 0, 4,  5,  5,  4,  8,  32, 0 , 0.723612 
 0, 1,  1,  640,  10,  2,  8, 0 , 0.835299 
 0, 50,  1,  16,  2,  2,  32, 0 , 0.87511 
 0, 160,  1,  2,  16,  1,  20, 0 , 0.725504 
 0, 10,  5,  8,  2,  64,  2, 0 , 0.823329 
 0, 20,  40,  1,  1,  8,  16, 0 , 0.799788 
 0, 2,  1,  64,  2,  50,  8, 0 , 0.749798 
 0, 4,  20,  2,  16,  2,  20, 0 , 0.731777 
 0, 20,  1,  5,  4,  8,  32, 0 , 0.719319 
 0, 8,  4,  20,  8,  4,  5, 0 , 0.832368 
 0, 1,  400,  4,  4,  1,  16, 0 , 0.94307 
 0, 32,  4,  5,  10,  2,  8, 0 , 0.832519 
 0, 20,  5,  4,  8,  16,  2, 0 , 0.822866 
 0, 1,  4,  32,  1,  50,  16, 0 , 0.754215 
 0, 40,  5,  4,  4,  2,  16, 0 , 0.875758 
 0, 1,  16,  100,  1,  8,  8, 0 , 0.942985 
 0, 1,  800,  2,  8,  2,  4, 0 , 0.942422 
 0, 1,  8,  16,  4,  5,  40, 0 , 0.751144 
 0, 8,  50,  1,  1,  32,  8, 0 , 0.785848 
 0, 1,  40,  8,  8,  1,  40, 0 , 0.727605 
 0, 1,  160,  4,  1,  20,  8, 0 , 0.830543 
 0, 5,  1,  64,  1,  5,  64, 0 , 0.725767 
 0, 128,  1,  1,  10,  16,  5, 0 , 0.753282 
 0, 2,  1,  50,  8,  64,  2, 0 , 0.721531 
 0, 5,  16,  20,  2,  1,  32, 0 , 0.942261 
 0, 4,  8,  50,  4,  4,  4, 0 , 0.941912 
