'1, 1, 3200, 32, 1, 1, 320, 320, 320, 12'
'1, 2, 1600, 32, 1, 1, 320, 320, 320, 28'
'1, 4, 800, 32, 1, 1, 320, 320, 320, 28'
'1, 5, 640, 32, 1, 1, 320, 320, 320, 28'
'1, 8, 400, 32, 1, 1, 320, 320, 320, 28'
'1, 10, 320, 32, 1, 1, 320, 320, 320, 28'
'1, 16, 200, 32, 1, 1, 320, 320, 320, 28'
'1, 20, 160, 32, 1, 1, 320, 320, 320, 28'
'1, 25, 128, 32, 1, 1, 320, 320, 320, 28'
'1, 32, 100, 32, 1, 1, 320, 320, 320, 28'
'1, 40, 80, 32, 1, 1, 320, 320, 320, 28'
'1, 50, 64, 32, 1, 1, 320, 320, 320, 28'
'1, 64, 50, 32, 1, 1, 320, 320, 320, 28'
'1, 80, 40, 32, 1, 1, 320, 320, 320, 28'
'1, 100, 32, 32, 1, 1, 320, 320, 320, 28'
'1, 128, 25, 32, 1, 1, 320, 320, 320, 28'
'1, 160, 20, 32, 1, 1, 320, 320, 320, 28'
'1, 200, 16, 32, 1, 1, 320, 320, 320, 28'
'1, 320, 10, 32, 1, 1, 320, 320, 320, 28'
'1, 400, 8, 32, 1, 1, 320, 320, 320, 28'
'1, 640, 5, 32, 1, 1, 320, 320, 320, 28'
'1, 800, 4, 32, 1, 1, 320, 320, 320, 28'
'1, 1600, 2, 32, 1, 1, 320, 320, 320, 28'
'1, 3200, 1, 32, 1, 1, 320, 320, 320, 20'
'2, 1, 1600, 32, 1, 1, 320, 320, 320, 44'
'2, 2, 800, 32, 1, 1, 320, 320, 320, 60'
'2, 4, 400, 32, 1, 1, 320, 320, 320, 60'
'2, 5, 320, 32, 1, 1, 320, 320, 320, 60'
'2, 8, 200, 32, 1, 1, 320, 320, 320, 60'
'2, 10, 160, 32, 1, 1, 320, 320, 320, 60'
'2, 16, 100, 32, 1, 1, 320, 320, 320, 60'
'2, 20, 80, 32, 1, 1, 320, 320, 320, 60'
'2, 25, 64, 32, 1, 1, 320, 320, 320, 60'
'2, 32, 50, 32, 1, 1, 320, 320, 320, 60'
'2, 40, 40, 32, 1, 1, 320, 320, 320, 60'
'2, 50, 32, 32, 1, 1, 320, 320, 320, 60'
'2, 64, 25, 32, 1, 1, 320, 320, 320, 60'
'2, 80, 20, 32, 1, 1, 320, 320, 320, 60'
'2, 100, 16, 32, 1, 1, 320, 320, 320, 60'
'2, 160, 10, 32, 1, 1, 320, 320, 320, 60'
'2, 200, 8, 32, 1, 1, 320, 320, 320, 60'
'2, 320, 5, 32, 1, 1, 320, 320, 320, 60'
'2, 400, 4, 32, 1, 1, 320, 320, 320, 60'
'2, 800, 2, 32, 1, 1, 320, 320, 320, 60'
'2, 1600, 1, 32, 1, 1, 320, 320, 320, 52'
'4, 1, 800, 32, 1, 1, 320, 320, 320, 44'
'4, 2, 400, 32, 1, 1, 320, 320, 320, 60'
'4, 4, 200, 32, 1, 1, 320, 320, 320, 60'
'4, 5, 160, 32, 1, 1, 320, 320, 320, 60'
'4, 8, 100, 32, 1, 1, 320, 320, 320, 60'
'4, 10, 80, 32, 1, 1, 320, 320, 320, 60'
'4, 16, 50, 32, 1, 1, 320, 320, 320, 60'
'4, 20, 40, 32, 1, 1, 320, 320, 320, 60'
'4, 25, 32, 32, 1, 1, 320, 320, 320, 60'
'4, 32, 25, 32, 1, 1, 320, 320, 320, 60'
'4, 40, 20, 32, 1, 1, 320, 320, 320, 60'
'4, 50, 16, 32, 1, 1, 320, 320, 320, 60'
'4, 80, 10, 32, 1, 1, 320, 320, 320, 60'
'4, 100, 8, 32, 1, 1, 320, 320, 320, 60'
'4, 160, 5, 32, 1, 1, 320, 320, 320, 60'
'4, 200, 4, 32, 1, 1, 320, 320, 320, 60'
'4, 400, 2, 32, 1, 1, 320, 320, 320, 60'
'4, 800, 1, 32, 1, 1, 320, 320, 320, 52'
'5, 1, 640, 32, 1, 1, 320, 320, 320, 44'
'5, 2, 320, 32, 1, 1, 320, 320, 320, 60'
'5, 4, 160, 32, 1, 1, 320, 320, 320, 60'
'5, 5, 128, 32, 1, 1, 320, 320, 320, 60'
'5, 8, 80, 32, 1, 1, 320, 320, 320, 60'
'5, 10, 64, 32, 1, 1, 320, 320, 320, 60'
'5, 16, 40, 32, 1, 1, 320, 320, 320, 60'
'5, 20, 32, 32, 1, 1, 320, 320, 320, 60'
'5, 32, 20, 32, 1, 1, 320, 320, 320, 60'
'5, 40, 16, 32, 1, 1, 320, 320, 320, 60'
'5, 64, 10, 32, 1, 1, 320, 320, 320, 60'
'5, 80, 8, 32, 1, 1, 320, 320, 320, 60'
'5, 128, 5, 32, 1, 1, 320, 320, 320, 60'
'5, 160, 4, 32, 1, 1, 320, 320, 320, 60'
'5, 320, 2, 32, 1, 1, 320, 320, 320, 60'
'5, 640, 1, 32, 1, 1, 320, 320, 320, 52'
'8, 1, 400, 32, 1, 1, 320, 320, 320, 44'
'8, 2, 200, 32, 1, 1, 320, 320, 320, 60'
'8, 4, 100, 32, 1, 1, 320, 320, 320, 60'
'8, 5, 80, 32, 1, 1, 320, 320, 320, 60'
'8, 8, 50, 32, 1, 1, 320, 320, 320, 60'
'8, 10, 40, 32, 1, 1, 320, 320, 320, 60'
'8, 16, 25, 32, 1, 1, 320, 320, 320, 60'
'8, 20, 20, 32, 1, 1, 320, 320, 320, 60'
'8, 25, 16, 32, 1, 1, 320, 320, 320, 60'
'8, 40, 10, 32, 1, 1, 320, 320, 320, 60'
'8, 50, 8, 32, 1, 1, 320, 320, 320, 60'
'8, 80, 5, 32, 1, 1, 320, 320, 320, 60'
'8, 100, 4, 32, 1, 1, 320, 320, 320, 60'
'8, 200, 2, 32, 1, 1, 320, 320, 320, 60'
'8, 400, 1, 32, 1, 1, 320, 320, 320, 52'
'10, 1, 320, 32, 1, 1, 320, 320, 320, 44'
'10, 2, 160, 32, 1, 1, 320, 320, 320, 60'
'10, 4, 80, 32, 1, 1, 320, 320, 320, 60'
'10, 5, 64, 32, 1, 1, 320, 320, 320, 60'
'10, 8, 40, 32, 1, 1, 320, 320, 320, 60'
'10, 10, 32, 32, 1, 1, 320, 320, 320, 60'
'10, 16, 20, 32, 1, 1, 320, 320, 320, 60'
'10, 20, 16, 32, 1, 1, 320, 320, 320, 60'
'10, 32, 10, 32, 1, 1, 320, 320, 320, 60'
'10, 40, 8, 32, 1, 1, 320, 320, 320, 60'
'10, 64, 5, 32, 1, 1, 320, 320, 320, 60'
'10, 80, 4, 32, 1, 1, 320, 320, 320, 60'
'10, 160, 2, 32, 1, 1, 320, 320, 320, 60'
'10, 320, 1, 32, 1, 1, 320, 320, 320, 52'
'16, 1, 200, 32, 1, 1, 320, 320, 320, 44'
'16, 2, 100, 32, 1, 1, 320, 320, 320, 60'
'16, 4, 50, 32, 1, 1, 320, 320, 320, 60'
'16, 5, 40, 32, 1, 1, 320, 320, 320, 60'
'16, 8, 25, 32, 1, 1, 320, 320, 320, 60'
'16, 10, 20, 32, 1, 1, 320, 320, 320, 60'
'16, 20, 10, 32, 1, 1, 320, 320, 320, 60'
'16, 25, 8, 32, 1, 1, 320, 320, 320, 60'
'16, 40, 5, 32, 1, 1, 320, 320, 320, 60'
'16, 50, 4, 32, 1, 1, 320, 320, 320, 60'
'16, 100, 2, 32, 1, 1, 320, 320, 320, 60'
'16, 200, 1, 32, 1, 1, 320, 320, 320, 52'
'20, 1, 160, 32, 1, 1, 320, 320, 320, 44'
'20, 2, 80, 32, 1, 1, 320, 320, 320, 60'
'20, 4, 40, 32, 1, 1, 320, 320, 320, 60'
'20, 5, 32, 32, 1, 1, 320, 320, 320, 60'
'20, 8, 20, 32, 1, 1, 320, 320, 320, 60'
'20, 10, 16, 32, 1, 1, 320, 320, 320, 60'
'20, 16, 10, 32, 1, 1, 320, 320, 320, 60'
'20, 20, 8, 32, 1, 1, 320, 320, 320, 60'
'20, 32, 5, 32, 1, 1, 320, 320, 320, 60'
'20, 40, 4, 32, 1, 1, 320, 320, 320, 60'
'20, 80, 2, 32, 1, 1, 320, 320, 320, 60'
'20, 160, 1, 32, 1, 1, 320, 320, 320, 52'
'25, 1, 128, 32, 1, 1, 320, 320, 320, 44'
'25, 2, 64, 32, 1, 1, 320, 320, 320, 60'
'25, 4, 32, 32, 1, 1, 320, 320, 320, 60'
'25, 8, 16, 32, 1, 1, 320, 320, 320, 60'
'25, 16, 8, 32, 1, 1, 320, 320, 320, 60'
'25, 32, 4, 32, 1, 1, 320, 320, 320, 60'
'25, 64, 2, 32, 1, 1, 320, 320, 320, 60'
'25, 128, 1, 32, 1, 1, 320, 320, 320, 52'
'32, 1, 100, 32, 1, 1, 320, 320, 320, 44'
'32, 2, 50, 32, 1, 1, 320, 320, 320, 60'
'32, 4, 25, 32, 1, 1, 320, 320, 320, 60'
'32, 5, 20, 32, 1, 1, 320, 320, 320, 60'
'32, 10, 10, 32, 1, 1, 320, 320, 320, 60'
'32, 20, 5, 32, 1, 1, 320, 320, 320, 60'
'32, 25, 4, 32, 1, 1, 320, 320, 320, 60'
'32, 50, 2, 32, 1, 1, 320, 320, 320, 60'
'32, 100, 1, 32, 1, 1, 320, 320, 320, 52'
'40, 1, 80, 32, 1, 1, 320, 320, 320, 44'
'40, 2, 40, 32, 1, 1, 320, 320, 320, 60'
'40, 4, 20, 32, 1, 1, 320, 320, 320, 60'
'40, 5, 16, 32, 1, 1, 320, 320, 320, 60'
'40, 8, 10, 32, 1, 1, 320, 320, 320, 60'
'40, 10, 8, 32, 1, 1, 320, 320, 320, 60'
'40, 16, 5, 32, 1, 1, 320, 320, 320, 60'
'40, 20, 4, 32, 1, 1, 320, 320, 320, 60'
'40, 40, 2, 32, 1, 1, 320, 320, 320, 60'
'40, 80, 1, 32, 1, 1, 320, 320, 320, 52'
'50, 1, 64, 32, 1, 1, 320, 320, 320, 44'
'50, 2, 32, 32, 1, 1, 320, 320, 320, 60'
'50, 4, 16, 32, 1, 1, 320, 320, 320, 60'
'50, 8, 8, 32, 1, 1, 320, 320, 320, 60'
'50, 16, 4, 32, 1, 1, 320, 320, 320, 60'
'50, 32, 2, 32, 1, 1, 320, 320, 320, 60'
'50, 64, 1, 32, 1, 1, 320, 320, 320, 52'
'64, 1, 50, 32, 1, 1, 320, 320, 320, 44'
'64, 2, 25, 32, 1, 1, 320, 320, 320, 60'
'64, 5, 10, 32, 1, 1, 320, 320, 320, 60'
'64, 10, 5, 32, 1, 1, 320, 320, 320, 60'
