'1, 1, 8192, 32, 1, 1, 512, 512, 512, 12'
'1, 2, 4096, 32, 1, 1, 512, 512, 512, 28'
'1, 4, 2048, 32, 1, 1, 512, 512, 512, 28'
'1, 8, 1024, 32, 1, 1, 512, 512, 512, 28'
'1, 16, 512, 32, 1, 1, 512, 512, 512, 28'
'1, 32, 256, 32, 1, 1, 512, 512, 512, 28'
'1, 64, 128, 32, 1, 1, 512, 512, 512, 28'
'1, 128, 64, 32, 1, 1, 512, 512, 512, 28'
'1, 256, 32, 32, 1, 1, 512, 512, 512, 28'
'1, 512, 16, 32, 1, 1, 512, 512, 512, 28'
'1, 1024, 8, 32, 1, 1, 512, 512, 512, 28'
'1, 2048, 4, 32, 1, 1, 512, 512, 512, 28'
'1, 4096, 2, 32, 1, 1, 512, 512, 512, 28'
'1, 8192, 1, 32, 1, 1, 512, 512, 512, 20'
'2, 1, 4096, 32, 1, 1, 512, 512, 512, 44'
'2, 2, 2048, 32, 1, 1, 512, 512, 512, 60'
'2, 4, 1024, 32, 1, 1, 512, 512, 512, 60'
'2, 8, 512, 32, 1, 1, 512, 512, 512, 60'
'2, 16, 256, 32, 1, 1, 512, 512, 512, 60'
'2, 32, 128, 32, 1, 1, 512, 512, 512, 60'
'2, 64, 64, 32, 1, 1, 512, 512, 512, 60'
'2, 128, 32, 32, 1, 1, 512, 512, 512, 60'
'2, 256, 16, 32, 1, 1, 512, 512, 512, 60'
'2, 512, 8, 32, 1, 1, 512, 512, 512, 60'
'2, 1024, 4, 32, 1, 1, 512, 512, 512, 60'
'2, 2048, 2, 32, 1, 1, 512, 512, 512, 60'
'2, 4096, 1, 32, 1, 1, 512, 512, 512, 52'
'4, 1, 2048, 32, 1, 1, 512, 512, 512, 44'
'4, 2, 1024, 32, 1, 1, 512, 512, 512, 60'
'4, 4, 512, 32, 1, 1, 512, 512, 512, 60'
'4, 8, 256, 32, 1, 1, 512, 512, 512, 60'
'4, 16, 128, 32, 1, 1, 512, 512, 512, 60'
'4, 32, 64, 32, 1, 1, 512, 512, 512, 60'
'4, 64, 32, 32, 1, 1, 512, 512, 512, 60'
'4, 128, 16, 32, 1, 1, 512, 512, 512, 60'
'4, 256, 8, 32, 1, 1, 512, 512, 512, 60'
'4, 512, 4, 32, 1, 1, 512, 512, 512, 60'
'4, 1024, 2, 32, 1, 1, 512, 512, 512, 60'
'4, 2048, 1, 32, 1, 1, 512, 512, 512, 52'
'8, 1, 1024, 32, 1, 1, 512, 512, 512, 44'
'8, 2, 512, 32, 1, 1, 512, 512, 512, 60'
'8, 4, 256, 32, 1, 1, 512, 512, 512, 60'
'8, 8, 128, 32, 1, 1, 512, 512, 512, 60'
'8, 16, 64, 32, 1, 1, 512, 512, 512, 60'
'8, 32, 32, 32, 1, 1, 512, 512, 512, 60'
'8, 64, 16, 32, 1, 1, 512, 512, 512, 60'
'8, 128, 8, 32, 1, 1, 512, 512, 512, 60'
'8, 256, 4, 32, 1, 1, 512, 512, 512, 60'
'8, 512, 2, 32, 1, 1, 512, 512, 512, 60'
'8, 1024, 1, 32, 1, 1, 512, 512, 512, 52'
'16, 1, 512, 32, 1, 1, 512, 512, 512, 44'
'16, 2, 256, 32, 1, 1, 512, 512, 512, 60'
'16, 4, 128, 32, 1, 1, 512, 512, 512, 60'
'16, 8, 64, 32, 1, 1, 512, 512, 512, 60'
'16, 16, 32, 32, 1, 1, 512, 512, 512, 60'
'16, 32, 16, 32, 1, 1, 512, 512, 512, 60'
'16, 64, 8, 32, 1, 1, 512, 512, 512, 60'
'16, 128, 4, 32, 1, 1, 512, 512, 512, 60'
'16, 256, 2, 32, 1, 1, 512, 512, 512, 60'
'16, 512, 1, 32, 1, 1, 512, 512, 512, 52'
'32, 1, 256, 32, 1, 1, 512, 512, 512, 44'
'32, 2, 128, 32, 1, 1, 512, 512, 512, 60'
'32, 4, 64, 32, 1, 1, 512, 512, 512, 60'
'32, 8, 32, 32, 1, 1, 512, 512, 512, 60'
'32, 16, 16, 32, 1, 1, 512, 512, 512, 60'
'32, 32, 8, 32, 1, 1, 512, 512, 512, 60'
'32, 64, 4, 32, 1, 1, 512, 512, 512, 60'
'32, 128, 2, 32, 1, 1, 512, 512, 512, 60'
'32, 256, 1, 32, 1, 1, 512, 512, 512, 52'
'64, 1, 128, 32, 1, 1, 512, 512, 512, 44'
'64, 2, 64, 32, 1, 1, 512, 512, 512, 60'
'64, 4, 32, 32, 1, 1, 512, 512, 512, 60'
'64, 8, 16, 32, 1, 1, 512, 512, 512, 60'
'64, 16, 8, 32, 1, 1, 512, 512, 512, 60'
'64, 32, 4, 32, 1, 1, 512, 512, 512, 60'
'64, 64, 2, 32, 1, 1, 512, 512, 512, 60'
'64, 128, 1, 32, 1, 1, 512, 512, 512, 52'
'128, 1, 64, 32, 1, 1, 512, 512, 512, 44'
'128, 2, 32, 32, 1, 1, 512, 512, 512, 60'
'128, 4, 16, 32, 1, 1, 512, 512, 512, 60'
'128, 8, 8, 32, 1, 1, 512, 512, 512, 60'
'128, 16, 4, 32, 1, 1, 512, 512, 512, 60'
'128, 32, 2, 32, 1, 1, 512, 512, 512, 60'
'128, 64, 1, 32, 1, 1, 512, 512, 512, 52'
'256, 1, 32, 32, 1, 1, 512, 512, 512, 44'
'256, 2, 16, 32, 1, 1, 512, 512, 512, 60'
'256, 4, 8, 32, 1, 1, 512, 512, 512, 60'
'256, 8, 4, 32, 1, 1, 512, 512, 512, 60'
'256, 16, 2, 32, 1, 1, 512, 512, 512, 60'
'256, 32, 1, 32, 1, 1, 512, 512, 512, 52'
'512, 1, 16, 32, 1, 1, 512, 512, 512, 44'
'512, 2, 8, 32, 1, 1, 512, 512, 512, 60'
'512, 4, 4, 32, 1, 1, 512, 512, 512, 60'
'512, 8, 2, 32, 1, 1, 512, 512, 512, 60'
'512, 16, 1, 32, 1, 1, 512, 512, 512, 52'
'1024, 1, 8, 32, 1, 1, 512, 512, 512, 44'
'1024, 2, 4, 32, 1, 1, 512, 512, 512, 60'
'1024, 4, 2, 32, 1, 1, 512, 512, 512, 60'
'1024, 8, 1, 32, 1, 1, 512, 512, 512, 52'
'2048, 1, 4, 32, 1, 1, 512, 512, 512, 44'
'2048, 2, 2, 32, 1, 1, 512, 512, 512, 60'
'2048, 4, 1, 32, 1, 1, 512, 512, 512, 52'
'4096, 1, 2, 32, 1, 1, 512, 512, 512, 44'
'4096, 2, 1, 32, 1, 1, 512, 512, 512, 52'
'8192, 1, 1, 32, 1, 1, 512, 512, 512, 36'
'1, 1, 4096, 64, 1, 1, 512, 512, 512, 12'
'1, 2, 2048, 64, 1, 1, 512, 512, 512, 28'
'1, 4, 1024, 64, 1, 1, 512, 512, 512, 28'
'1, 8, 512, 64, 1, 1, 512, 512, 512, 28'
'1, 16, 256, 64, 1, 1, 512, 512, 512, 28'
'1, 32, 128, 64, 1, 1, 512, 512, 512, 28'
