Kernel,gx,gy,gz,bx,by,gpuId,ipc
0,1,2,128,4,16,1,1,0.500317
1,2,32,8,2,8,2,1,0.236519
1,1,64,4,8,1,8,1,0.186801
1,2,32,2,32,1,4,1,0.16854
1,2,16,4,8,4,4,1,0.168051
1,16,32,1,8,4,1,1,0.235986
1,4,16,2,4,2,16,1,0.167993
1,2,32,1,1,32,8,1,0.416828
0,4,32,2,8,4,2,1,0.521933
1,8,2,2,8,8,8,1,0.175809
1,64,4,2,2,8,2,1,0.236828
1,64,2,4,8,1,4,1,0.236215
1,8,8,4,16,1,4,1,0.186768
1,8,1,64,1,4,8,1,0.239752
1,8,2,2,8,4,16,1,0.176766
1,32,1,16,2,1,16,1,0.242762
1,8,64,1,1,4,8,1,0.740728
1,4,1,32,128,1,1,1,0.167966
1,2,16,1,4,2,64,1,0.175726
1,1,2,16,32,8,2,1,0.175762
0,2,16,1,16,4,8,1,0.626764
1,8,1,32,1,32,2,1,0.187477
1,32,2,2,2,4,16,1,0.168242
0,1,2,16,32,16,1,1,0.617456
1,4,1,16,16,4,4,1,0.167028
1,4,4,4,16,1,16,1,0.167217
1,1,8,4,4,32,4,1,0.175927
1,16,8,4,1,32,1,1,0.23953
1,2,128,1,4,1,16,1,0.186391
0,2,8,1,1,32,32,1,0.582905
0,1,16,4,8,16,2,1,0.622425
1,16,2,1,2,4,64,1,0.175659
1,2,2,128,16,2,1,1,0.240234
0,128,4,1,1,2,16,1,0.417167
1,1,16,16,2,32,1,1,0.186858
1,8,4,1,64,1,8,1,0.175425
1,2,4,4,4,64,2,1,0.175512
1,4,64,1,2,8,4,1,0.186886
1,2,1,32,2,4,32,1,0.167193
1,64,8,1,1,8,4,1,0.739446
0,4,2,64,1,2,16,1,0.414214
1,4,2,2,4,8,32,1,0.190116
1,8,1,2,128,2,4,1,0.190461
1,4,1,8,4,16,8,1,0.17553
1,4,16,4,16,2,2,1,0.187293
1,4,32,2,16,2,2,1,0.186375
1,2,8,4,4,1,64,1,0.167152
0,32,4,2,2,32,1,1,0.509867
0,2,8,4,4,64,1,1,0.639107
1,256,1,1,4,8,2,1,0.18713
1,2,2,4,64,16,1,1,0.190949
1,16,2,4,4,1,32,1,0.167956
1,1,4,32,1,2,64,1,0.167753
1,2,1,16,4,128,1,1,0.175919
1,8,4,4,8,1,16,1,0.168341
1,4,1,64,1,64,1,1,0.186379
1,128,1,4,1,8,4,1,0.236499
1,4,1,16,8,8,4,1,0.167117
1,2,4,16,4,2,16,1,0.16836
1,2,8,1,4,64,4,1,0.190499
1,32,1,4,8,2,8,1,0.168471
1,1,8,16,4,32,1,1,0.167995
1,4,32,1,64,1,2,1,0.167892
1,16,1,1,16,1,64,1,0.190288
0,2,128,1,2,16,2,1,0.507206
1,16,2,1,2,64,4,1,0.17554
0,4,16,1,16,4,4,1,0.62209
0,4,1,32,1,4,32,1,0.6024
1,16,2,1,1,512,1,1,0.175574
1,64,2,1,2,4,16,1,0.167668
1,1,4,4,2,512,1,1,0.190091
1,64,4,2,4,8,1,1,0.239357
1,4,32,2,16,1,4,1,0.186587
1,4,2,4,1,8,64,1,0.1756
0,2,16,8,16,1,4,1,0.51037
0,2,32,1,64,1,4,1,0.627705
1,32,2,8,4,2,4,1,0.236023
1,16,1,2,64,4,2,1,0.175136
1,1,16,2,2,4,64,1,0.17649
1,128,1,1,1,32,4,1,0.167981
1,4,1,4,8,32,4,1,0.190593
1,4,4,8,2,1,64,1,0.167935
1,4,8,1,4,64,2,1,0.175722
1,1,8,32,32,2,1,1,0.186927
0,32,4,2,2,4,8,1,0.521072
1,4,2,2,1,512,2,1,0.19044
0,2,8,8,4,8,4,1,0.651985
1,2,1,128,2,2,16,1,0.186938
0,4,32,1,4,1,32,1,0.629281
0,4,4,16,1,8,8,1,0.497394
1,1,4,16,2,4,32,1,0.167009
1,2,2,8,16,32,1,1,0.175445
1,8,2,2,128,2,2,1,0.175775
1,32,16,1,8,2,2,1,0.239102
1,8,8,1,32,4,2,1,0.167065
0,4,128,1,16,1,2,1,0.421586
1,2,2,32,16,4,2,1,0.168158
0,4,1,4,16,16,4,1,0.639092
1,2,8,4,64,1,4,1,0.166744
1,8,32,2,4,4,2,1,0.236879
1,16,2,16,4,4,2,1,0.243386
1,1,32,2,2,64,2,1,0.167029
1,16,2,1,2,16,16,1,0.175769
1,8,1,16,64,1,2,1,0.167825
1,1,16,2,64,1,8,1,0.175393
1,8,16,2,1,2,32,1,0.186638
1,2,1,8,64,4,4,1,0.190769
1,8,8,1,2,32,4,1,0.167127
1,32,2,8,1,8,4,1,0.243349
1,16,32,1,1,8,4,1,0.739989
1,64,1,4,64,1,1,1,0.18668
1,32,1,8,8,8,1,1,0.187145
1,2,4,16,4,4,8,1,0.168234
1,2,1,8,32,8,4,1,0.190164
1,4,16,2,1,128,1,1,0.167757
1,16,4,2,1,16,8,1,0.168159
1,4,4,4,1,4,64,1,0.166921
1,16,4,2,1,2,64,1,0.168105
1,1,4,32,64,1,2,1,0.168209
1,2,8,4,16,1,16,1,0.166937
0,4,2,64,1,8,4,1,0.408367
1,2,8,8,1,64,2,1,0.167988
1,1,16,16,1,1,64,1,0.186928
1,4,4,2,8,64,1,1,0.175447
1,8,2,1,16,1,64,1,0.189939
1,2,8,2,32,1,16,1,0.176802
1,16,2,4,4,16,2,1,0.167937
1,512,1,1,1,4,8,1,0.242255
1,4,2,32,8,1,8,1,0.187001
1,2,1,32,2,64,2,1,0.167217
1,4,4,2,8,32,2,1,0.175632
1,1,128,1,2,8,8,1,0.168377
1,8,8,2,2,2,32,1,0.168089
1,1,32,4,1,4,32,1,0.16822
1,16,2,16,1,32,1,1,0.239654
1,2,4,16,1,64,2,1,0.167914
1,1,64,1,8,8,4,1,0.167081
1,16,1,16,4,4,4,1,0.186621
1,32,4,1,4,2,16,1,0.167919
1,4,1,16,1,4,64,1,0.166794
1,16,1,4,128,2,1,1,0.166966
1,8,16,1,128,1,1,1,0.167912
1,4,1,8,128,2,2,1,0.17584
1,8,4,1,16,4,8,1,0.175966
1,64,1,1,4,2,32,1,0.166982
1,2,8,1,2,512,1,1,0.190802
1,4,8,2,32,4,2,1,0.167929
1,1,1,32,32,8,2,1,0.175355
1,32,1,2,4,1,64,1,0.1668
1,1,128,1,16,2,4,1,0.168372
1,4,4,1,1,256,4,1,0.413794
1,1,4,4,2,128,4,1,0.191101
1,4,16,1,8,32,1,1,0.167964
1,64,4,1,8,1,8,1,0.186244
1,16,16,2,2,4,4,1,0.23855
1,8,1,16,128,1,1,1,0.168024
1,1,2,64,1,64,2,1,0.168282
1,4,8,1,256,1,2,1,0.175405
1,8,1,2,1,512,2,1,0.190623
1,4,4,16,2,16,2,1,0.186723
1,8,1,64,4,4,2,1,0.240157
1,16,2,2,2,16,8,1,0.167034
1,1,32,4,2,64,1,1,0.168177
1,16,1,1,4,8,32,1,0.190738
1,4,1,4,1,512,2,1,0.190654
1,4,2,2,256,4,1,1,0.190262
1,32,8,2,4,1,8,1,0.235844
1,256,2,1,8,2,2,1,0.239486
1,1,16,1,64,16,1,1,0.190006
1,1,256,1,2,8,4,1,0.186803
1,16,16,2,1,8,4,1,0.239291
1,4,64,1,32,2,1,1,0.186683
1,1,1,16,4,16,16,1,0.190578
1,2,2,32,1,16,8,1,0.167984
1,8,4,8,1,16,4,1,0.186214
1,8,2,2,2,32,8,1,0.175759
1,8,2,16,2,2,16,1,0.186328
1,4,16,8,1,4,8,1,0.23678
1,1,1,512,1,16,2,1,0.239241
1,4,4,1,8,16,8,1,0.190393
1,8,4,16,1,32,1,1,0.239932
1,16,4,2,8,2,8,1,0.167625
0,1,4,4,16,4,16,1,0.62347
1,2,64,1,16,8,1,1,0.168014
1,2,2,8,32,16,1,1,0.17643
1,2,4,32,4,2,8,1,0.186729
1,8,4,4,2,1,64,1,0.168198
1,32,1,2,2,32,4,1,0.167293
1,8,2,1,128,8,1,1,0.190644
1,128,2,1,8,1,8,1,0.186242
1,1,32,8,2,2,16,1,0.187204
1,256,2,1,1,8,4,1,0.742353
1,4,4,1,1,64,16,1,0.4172
1,32,16,1,2,1,16,1,0.238788
1,4,1,8,1,64,8,1,0.17536
1,8,2,8,16,1,8,1,0.167948
1,1,8,64,1,1,32,1,0.238528
1,2,16,2,2,64,2,1,0.167235
1,32,8,1,1,2,32,1,0.42725
1,4,4,8,128,1,1,1,0.167886
1,4,16,8,2,4,4,1,0.238791
1,1,8,4,4,128,1,1,0.175281
1,2,16,2,16,16,1,1,0.167843
1,1,8,2,16,2,32,1,0.190424
1,2,32,2,64,1,2,1,0.167949
1,16,16,1,4,4,4,1,0.187753
1,16,1,32,1,1,32,1,0.240235
1,32,1,16,4,1,8,1,0.238345
1,8,1,8,2,2,64,1,0.167402
1,1,64,4,2,1,32,1,0.187262
1,1,32,8,16,4,1,1,0.187181
1,64,2,2,1,8,8,1,0.187801
1,32,1,1,2,4,64,1,0.175461
1,8,8,1,32,1,8,1,0.166867
1,8,2,4,2,16,8,1,0.167154
1,2,16,16,4,1,8,1,0.236521
1,8,2,16,8,4,2,1,0.186484
0,2,4,4,4,16,8,1,0.644905
0,256,1,2,8,4,1,1,0.420282
1,4,32,2,64,1,1,1,0.186881
1,1,1,16,4,4,64,1,0.190197
1,32,8,2,1,4,8,1,0.24046
1,16,16,1,2,4,8,1,0.186431
1,4,4,8,4,32,1,1,0.168239
1,8,4,1,4,4,32,1,0.175588
1,2,2,4,128,4,2,1,0.191351
1,8,16,4,2,2,8,1,0.243057
1,8,2,2,16,32,1,1,0.175519
0,1,8,2,1,256,4,1,0.597326
1,1,4,32,64,2,1,1,0.168024
0,8,4,2,1,4,64,1,0.60968
0,16,1,2,4,8,16,1,0.655552
1,1,8,16,64,2,1,1,0.168055
1,8,8,4,1,1,64,1,0.186671
1,8,16,2,4,2,8,1,0.186574
0,4,2,2,2,8,64,1,0.634101
0,4,8,8,32,2,1,1,0.513032
1,16,1,1,16,32,2,1,0.190314
1,2,32,2,1,2,64,1,0.167663
1,64,1,1,16,4,4,1,0.166929
1,8,2,32,8,2,2,1,0.236568
1,4,8,4,64,1,2,1,0.168613
1,64,1,8,1,8,4,1,0.239452
1,8,4,1,32,2,8,1,0.175747
1,4,1,64,1,4,16,1,0.186663
1,2,32,4,1,32,2,1,0.186779
0,1,4,4,256,1,4,1,0.605964
1,1,256,1,2,4,8,1,0.18663
1,4,4,4,2,128,1,1,0.167159
1,2,8,32,1,16,2,1,0.238906
0,32,4,4,1,2,16,1,0.417978
1,1,16,1,512,2,1,1,0.190178
0,8,2,16,1,8,8,1,0.48868
1,4,64,2,1,4,8,1,0.239321
1,2,16,1,2,32,8,1,0.175334
1,1,2,8,4,64,4,1,0.190515
1,8,4,2,1,32,8,1,0.166911
1,4,32,1,2,32,2,1,0.167822
1,1,2,8,32,8,4,1,0.189837
0,1,32,1,4,16,8,1,0.603852
0,8,4,8,16,4,1,1,0.514695
1,1,16,4,8,32,1,1,0.167113
0,2,4,2,128,8,1,1,0.627319
0,32,1,8,32,2,1,1,0.500908
1,2,32,4,4,2,8,1,0.186437
1,32,1,2,64,4,1,1,0.166805
0,16,2,4,2,32,2,1,0.651731
1,8,1,32,16,4,1,1,0.186369
1,1,32,8,64,1,1,1,0.18635
1,8,4,1,64,4,2,1,0.17545
1,2,128,1,2,16,2,1,0.187729
1,32,4,2,1,8,8,1,0.186941
0,32,1,2,16,16,1,1,0.623346
1,2,16,2,1,256,1,1,0.167195
1,4,4,2,32,8,2,1,0.175994
1,4,4,4,2,2,64,1,0.167328
1,2,4,64,2,16,1,1,0.239426
1,2,2,32,2,1,64,1,0.168451
1,2,2,8,1,32,16,1,0.175743
1,4,16,1,32,8,1,1,0.166814
1,1,16,2,2,32,8,1,0.175428
1,128,1,2,2,2,16,1,0.186731
1,128,1,2,2,4,8,1,0.186924
1,2,8,4,1,16,16,1,0.16723
1,1,1,16,1,256,4,1,0.190436
1,1,16,32,1,8,4,1,0.239402
1,8,1,2,2,64,8,1,0.190418
1,2,128,2,1,4,8,1,0.237596
1,8,1,8,4,64,1,1,0.167134
1,1,8,4,16,1,32,1,0.175385
1,64,2,1,16,8,1,1,0.167973
1,64,2,4,2,1,16,1,0.237068
1,1,32,4,16,4,2,1,0.168446
1,128,1,4,1,1,32,1,0.238704
1,2,64,4,4,4,2,1,0.240089
1,1,1,256,32,2,1,1,0.186769
1,4,1,128,2,16,1,1,0.240183
1,64,4,2,2,4,4,1,0.240132
1,4,128,1,2,4,4,1,0.239109
1,16,1,1,256,2,2,1,0.190551
1,2,1,16,256,1,2,1,0.176164
1,1,1,128,8,1,16,1,0.167907
1,16,8,4,16,2,1,1,0.236436
0,8,2,8,16,4,2,1,0.64674
1,1,32,16,2,1,16,1,0.233185
1,2,8,32,2,2,8,1,0.239308
1,32,4,4,8,4,1,1,0.239253
0,1,1,512,2,8,2,1,0.417356
1,32,2,2,16,1,8,1,0.168223
1,4,32,1,8,1,16,1,0.167714
1,4,2,2,1,256,4,1,0.190418
1,8,2,8,1,64,2,1,0.167738
1,64,1,2,8,4,4,1,0.168111
1,4,16,4,16,4,1,1,0.186739
1,2,16,4,2,1,64,1,0.16807
1,1,4,32,16,1,8,1,0.167894
1,1,16,8,4,1,32,1,0.168255
1,4,2,16,64,2,1,1,0.168169
1,4,4,1,2,32,16,1,0.190374
1,8,2,1,32,32,1,1,0.190807
1,1,2,32,4,1,64,1,0.167147
1,1,1,256,1,1,64,1,0.186453
1,4,16,1,2,8,16,1,0.167152
1,2,32,1,4,8,8,1,0.167069
1,2,32,2,2,1,64,1,0.168299
0,1,2,256,4,8,1,1,0.425245
0,16,2,8,8,8,1,1,0.514489
0,512,1,1,16,2,1,1,0.408645
1,16,32,1,4,8,1,1,0.239384
1,1,8,4,16,4,8,1,0.175895
0,1,128,2,1,1,64,1,0.497109
1,16,4,2,1,128,1,1,0.167918
1,1,4,4,1024,1,1,1,0.190535
0,16,1,2,16,1,32,1,0.616027
0,8,2,1,64,1,16,1,0.604275
1,4,1,8,256,2,1,1,0.175568
1,16,1,32,2,1,16,1,0.238389
1,16,2,2,8,2,16,1,0.167256
1,8,4,1,16,32,1,1,0.175494
1,1,512,1,8,4,1,1,0.235966
1,2,2,8,64,8,1,1,0.175687
0,16,2,8,1,1,64,1,0.494781
1,8,16,1,1,4,32,1,0.740067
1,4,1,16,16,8,2,1,0.16744
1,2,2,64,2,2,16,1,0.186654
1,32,1,4,16,8,1,1,0.167964
0,32,2,4,32,1,2,1,0.507347
1,4,32,1,1,8,16,1,1.090786
1,2,4,32,1,8,8,1,0.18699
1,1,1,512,4,2,4,1,0.23927
1,2,4,8,64,1,4,1,0.166943
1,1,64,8,1,32,1,1,0.235373
1,16,1,32,8,1,4,1,0.239391
1,8,16,4,8,2,2,1,0.239106
0,16,2,8,1,32,2,1,0.496968
1,1,32,2,16,8,2,1,0.167217
1,2,32,4,2,1,32,1,0.186672
1,1,64,1,1,64,4,1,0.167063
1,4,2,4,128,2,2,1,0.175834
1,2,1,256,4,2,4,1,0.239665
1,64,1,2,1,64,2,1,0.167854
0,1,16,2,4,4,32,1,0.628383
0,4,2,32,1,4,16,1,0.49818
1,32,4,1,4,4,8,1,0.168242
1,4,2,2,4,16,16,1,0.190764
0,2,4,16,4,8,4,1,0.648577
1,16,16,1,1,1,64,1,0.186933
0,2,4,32,2,16,2,1,0.524093
1,4,2,32,8,2,4,1,0.186504
1,16,4,1,1,256,1,1,0.166821
1,8,4,2,4,4,16,1,0.167085
1,1,256,1,2,32,1,1,0.186673
1,4,32,4,8,1,4,1,0.239319
1,4,8,4,2,8,8,1,0.168021
1,2,16,4,16,8,1,1,0.168094
0,64,4,1,16,1,4,1,0.497225
1,2,2,4,2,128,4,1,0.190545
1,2,4,4,8,4,16,1,0.176204
1,4,1,4,16,64,1,1,0.19092
1,8,8,2,4,16,2,1,0.167961
1,2,4,2,1,32,32,1,0.190662
1,256,1,1,1,64,1,1,0.186766
1,1,8,2,64,4,4,1,0.190649
1,8,1,16,1,2,64,1,0.168098
0,16,1,4,8,2,16,1,0.64862
1,1,8,4,2,32,8,1,0.175975
1,4,4,16,1,32,2,1,0.187068
1,2,2,4,1,1024,1,1,0.190414
1,64,1,8,4,4,2,1,0.238676
1,8,4,8,16,2,2,1,0.186213
1,1,128,4,4,4,2,1,0.236708
1,1,512,1,2,4,4,1,0.235717
1,4,2,4,2,4,64,1,0.175748
1,1,32,1,16,1,32,1,0.175554
0,64,1,8,2,8,2,1,0.429743
0,4,4,4,4,2,32,1,0.653597
0,16,4,2,16,4,2,1,0.643846
1,512,1,1,1,16,2,1,0.238861
1,1,64,2,64,2,1,1,0.168047
1,8,8,1,1,8,32,1,1.167604
1,4,4,32,4,2,4,1,0.236356
1,1,8,2,1024,1,1,1,0.18994
1,2,16,1,32,1,16,1,0.175711
1,2,2,128,4,1,8,1,0.239193
1,4,4,2,32,1,16,1,0.175514
0,2,4,16,8,8,2,1,0.651434
0,64,1,1,1,64,4,1,0.608937
1,16,1,1,128,4,2,1,0.190248
0,8,2,8,1,16,8,1,0.606303
0,1,8,64,8,2,2,1,0.418035
1,2,2,4,32,16,2,1,0.190574
1,1,16,1,32,2,16,1,0.190455
1,1,4,32,4,8,4,1,0.168047
0,4,16,2,1,4,32,1,0.61043
1,1,8,4,256,1,2,1,0.17504
0,32,2,1,2,16,8,1,0.62504
1,16,2,2,2,8,16,1,0.167126
1,8,1,4,1,512,1,1,0.176638
1,64,1,1,1,256,1,1,0.167085
1,2,32,8,1,1,32,1,0.24183
1,2,4,4,2,16,16,1,0.175441
0,2,1,16,128,4,1,1,0.627375
0,8,2,2,1,512,1,1,0.629332
1,2,16,2,1,16,16,1,0.16695
1,2,2,8,8,64,1,1,0.176636
1,16,4,2,2,1,64,1,0.168214
1,1,8,2,1,256,4,1,0.190619
1,1,128,2,1,64,1,1,0.186779
0,64,1,8,2,2,8,1,0.431248
1,8,1,8,1,256,1,1,0.166916
1,8,4,1,256,2,1,1,0.176386
1,1,4,4,2,32,16,1,0.190813
1,1,16,1,8,2,64,1,0.18999
1,4,2,4,1,32,16,1,0.175909
1,2,4,4,8,8,8,1,0.175544
1,8,1,32,1,8,8,1,0.187089
1,32,2,4,16,1,4,1,0.18774
1,2,2,4,4,32,8,1,0.190119
1,2,8,16,8,4,2,1,0.186812
1,1,8,32,1,4,16,1,0.186909
1,4,2,4,2,64,4,1,0.176125
1,1,32,1,1,8,64,1,0.174972
1,32,2,8,8,2,2,1,0.23976
1,2,1,32,2,32,4,1,0.166946
1,1,4,32,1,64,2,1,0.168233
1,1,128,2,1,32,2,1,0.187012
0,16,1,1,4,4,64,1,0.6142
1,4,4,2,16,16,2,1,0.175585
1,4,8,16,1,16,2,1,0.239573
0,2,1,64,8,4,4,1,0.657511
0,1,2,256,1,32,1,1,0.409777
1,1,2,8,16,2,32,1,0.190187
1,2,16,1,8,64,1,1,0.175703
1,4,1,16,16,2,8,1,0.167028
1,512,1,1,2,4,4,1,0.242178
1,2,32,4,1,1,64,1,0.186379
1,4,4,8,2,16,4,1,0.167899
1,16,1,1,128,1,8,1,0.190323
1,1,32,2,4,32,2,1,0.167745
1,64,2,2,2,4,8,1,0.187553
1,1,1,256,32,1,2,1,0.18675
1,4,4,1,8,8,16,1,0.190685
1,1,128,1,1,16,8,1,0.167369
1,8,8,2,1,4,32,1,0.16788
1,4,4,1,4,64,4,1,0.190348
0,4,8,1,1,8,64,1,0.604704
1,4,64,2,2,4,4,1,0.239587
1,1,32,2,1,4,64,1,0.167112
1,1,2,8,4,128,2,1,0.190316
1,4,8,4,1,64,2,1,0.167896
0,2,128,1,1,1,64,1,0.495779
1,8,16,1,32,2,2,1,0.168081
1,32,1,4,2,1,64,1,0.168118
1,1,4,16,4,64,1,1,0.167429
1,4,1,32,1,128,1,1,0.168011
1,4,2,2,64,16,1,1,0.190458
1,4,8,8,4,1,16,1,0.186852
1,2,4,16,8,2,8,1,0.168047
1,1,32,2,1,256,1,1,0.167393
1,8,32,2,1,32,1,1,0.239581
1,32,1,4,1,64,2,1,0.167892
1,4,1,16,4,2,32,1,0.167039
1,2,8,8,2,8,8,1,0.168157
1,4,8,4,4,8,4,1,0.168299
1,1,8,64,4,1,8,1,0.239466
1,4,4,2,32,16,1,1,0.175928
1,1,2,256,1,16,2,1,0.236332
1,4,1,32,1,32,4,1,0.167955
0,16,1,16,4,2,8,1,0.52635
1,64,4,2,32,1,1,1,0.242029
1,4,1,4,32,32,1,1,0.190604
1,2,1,64,16,8,1,1,0.16805
1,4,1,4,64,1,16,1,0.190297
1,2,64,1,16,2,4,1,0.168177
1,32,1,2,1,8,32,1,0.167389
0,8,2,8,8,1,16,1,0.640293
1,1,8,32,4,4,4,1,0.18709
1,2,32,1,8,1,32,1,0.166814
1,8,1,32,2,16,2,1,0.186655
1,8,1,4,32,2,8,1,0.175525
1,8,2,1,1,256,4,1,0.413479
1,512,1,1,16,2,1,1,0.235957
1,8,4,1,256,1,2,1,0.175506
1,4,2,64,4,8,1,1,0.23642
1,8,1,4,2,32,8,1,0.175915
1,4,2,4,2,256,1,1,0.175759
1,2,1,8,256,2,2,1,0.190137
1,2,32,1,16,4,4,1,0.167271
1,1,1,128,4,4,8,1,0.167878
1,4,1,64,2,8,4,1,0.187602
1,8,16,2,32,2,1,1,0.186788
1,1,32,1,4,128,1,1,0.174959
1,8,4,1,1,32,16,1,0.417685
1,2,16,1,2,64,4,1,0.175536
1,1,128,1,32,4,1,1,0.168028
1,8,1,4,4,16,8,1,0.175472
1,2,2,64,2,16,2,1,0.186858
1,4,8,2,8,8,4,1,0.167141
1,4,128,1,1,32,1,1,0.240381
1,2,8,32,32,1,1,1,0.239521
1,2,1,256,2,2,8,1,0.239754
1,256,2,1,2,8,2,1,0.240151
1,16,1,8,1,16,8,1,0.167893
1,4,8,2,1,256,1,1,0.167082
1,2,32,1,16,8,2,1,0.167132
1,1,32,16,4,2,4,1,0.242689
1,32,2,2,4,32,1,1,0.168113
1,2,64,1,4,32,1,1,0.168022
1,2,1,64,1,8,16,1,0.168056
1,8,2,2,2,256,1,1,0.175519
1,1,2,8,16,32,2,1,0.190384
1,16,1,32,2,16,1,1,0.242124
1,4,4,2,4,32,4,1,0.175869
1,8,2,1,64,8,2,1,0.190282
1,2,2,4,1,256,4,1,0.191207
1,1,2,64,8,1,16,1,0.167928
1,1,256,1,1,8,8,1,0.186273
1,1,4,128,1,2,16,1,0.236059
1,2,16,8,1,16,4,1,0.186768
1,8,1,4,128,2,2,1,0.175506
1,1,16,1,4,16,16,1,0.190287
1,16,8,4,8,1,4,1,0.238412
1,1,32,1,32,8,2,1,0.1759
1,2,64,1,2,8,8,1,0.168197
1,2,2,32,32,1,4,1,0.168024
1,32,2,1,256,1,1,1,0.167066
1,2,4,2,2,32,16,1,0.190159
1,1,4,128,1,1,32,1,0.242188
1,8,2,16,1,2,32,1,0.186533
1,8,2,1,64,1,16,1,0.190597
0,1,16,8,8,4,4,1,0.630264
1,4,2,64,2,1,16,1,0.239602
1,1,8,2,64,16,1,1,0.190465
1,8,16,2,1,4,16,1,0.186927
1,2,1,64,1,4,32,1,0.168201
1,64,1,4,2,16,2,1,0.186532
1,2,16,1,4,128,1,1,0.175452
1,64,4,1,16,4,1,1,0.187024
1,2,1,64,16,1,8,1,0.167856
1,2,1,16,32,1,16,1,0.175445
1,8,8,1,64,2,2,1,0.167097
1,4,8,16,4,8,1,1,0.239075
1,1,32,4,1,64,2,1,0.168177
1,2,8,8,32,1,4,1,0.167879
1,1,128,1,4,1,32,1,0.168015
1,1,1,32,2,64,4,1,0.17566
1,4,8,2,4,32,2,1,0.167047
1,4,64,2,1,2,16,1,0.237811
1,128,2,1,4,8,2,1,0.187533
1,2,1,32,128,1,2,1,0.167022
1,1,64,1,64,4,1,1,0.167348
1,2,1,32,64,1,4,1,0.167229
1,1,32,2,8,1,32,1,0.166949
1,2,8,8,1,4,32,1,0.167964
1,128,1,4,1,2,16,1,0.23874
1,1,128,1,1,128,1,1,0.167772
1,4,8,2,2,128,1,1,0.167223
1,16,1,8,1,2,64,1,0.168049
1,8,32,1,2,8,4,1,0.186825
1,2,16,16,1,16,2,1,0.24222
1,4,16,1,4,4,16,1,0.167219
1,1,2,256,2,1,16,1,0.239199
1,2,1,32,8,32,1,1,0.166899
1,4,8,1,64,2,4,1,0.175638
1,8,1,4,4,32,4,1,0.175743
1,32,4,2,8,8,1,1,0.186609
1,32,1,4,4,16,2,1,0.168369
1,1,4,32,1,16,8,1,0.168011
1,2,8,2,4,8,16,1,0.17525
0,4,16,2,2,64,1,1,0.625983
1,2,16,2,4,16,4,1,0.167166
1,2,2,32,8,1,16,1,0.167799
0,8,32,1,1,4,16,1,0.496082
1,1,16,2,32,16,1,1,0.175315
1,1,16,1,16,1,64,1,0.190659
1,8,16,4,2,4,4,1,0.239397
1,128,2,2,1,1,32,1,0.233389
1,2,8,1,4,16,16,1,0.190216
1,4,4,2,256,2,1,1,0.175447
1,1,32,8,16,2,2,1,0.187065
0,4,2,64,8,4,1,1,0.415846
0,1,256,1,4,4,4,1,0.487915
1,256,1,1,1,16,4,1,0.186675
0,64,4,2,16,2,1,1,0.42087
0,1,8,4,2,16,16,1,0.629009
1,4,2,4,4,128,1,1,0.175707
1,1,32,2,32,4,2,1,0.16697
1,4,2,16,1,4,32,1,0.16775
0,2,64,4,4,8,1,1,0.424695
1,16,4,2,4,8,4,1,0.168054
1,1,2,8,2,256,2,1,0.190339
1,32,2,8,2,2,8,1,0.239559
1,1,1,32,1,256,2,1,0.175593
1,8,2,2,4,4,32,1,0.175749
1,2,4,2,32,32,1,1,0.190127
1,4,16,8,2,16,1,1,0.2395
1,16,8,4,1,2,16,1,0.242303
1,16,1,1,256,1,4,1,0.190474
1,4,2,16,4,16,2,1,0.16808
0,4,32,1,1,128,1,1,0.583636
1,8,4,4,1,32,4,1,0.168145
0,2,16,1,2,256,1,1,0.620375
1,8,2,4,32,1,8,1,0.167184
1,1,16,1,32,32,1,1,0.190209
1,4,16,1,2,32,4,1,0.166919
1,1,1,64,4,4,16,1,0.167067
1,8,8,8,4,1,8,1,0.239903
1,64,1,1,8,16,2,1,0.167197
1,4,16,8,4,1,8,1,0.238942
0,8,2,4,32,2,4,1,0.646104
1,8,2,16,2,4,8,1,0.186384
0,8,1,32,1,32,2,1,0.485672
1,1,8,32,8,1,8,1,0.186505
0,1,1,128,2,8,8,1,0.629213
1,2,128,1,4,16,1,1,0.186749
1,1,8,8,2,32,4,1,0.167803
1,1,32,1,2,8,32,1,0.175988
1,32,8,2,1,8,4,1,0.239794
1,8,2,1,32,2,16,1,0.190088
1,1,16,4,32,8,1,1,0.167038
1,4,8,8,1,1,64,1,0.186939
1,1,1,128,4,16,2,1,0.167894
0,1,4,32,16,4,2,1,0.631631
0,1,16,32,2,2,8,1,0.422497
0,32,2,8,1,4,8,1,0.419406
1,8,4,2,1,8,32,1,0.167039
1,8,16,4,1,16,2,1,0.23857
1,8,2,4,1,256,1,1,0.167089
1,4,1,32,2,4,16,1,0.168101
1,2,8,32,8,2,2,1,0.242555
1,16,1,16,64,1,1,1,0.186741
1,128,2,1,1,16,4,1,0.635209
1,64,1,2,1,4,32,1,0.168204
0,2,4,4,32,4,4,1,0.651976
1,1,4,32,2,64,1,1,0.167571
1,2,64,1,4,16,2,1,0.168059
1,16,2,4,4,4,8,1,0.168057
1,4,2,4,128,1,4,1,0.175742
1,32,4,2,32,2,1,1,0.18651
0,64,2,1,32,4,1,1,0.62388
1,1,1,32,16,2,16,1,0.175646
1,8,2,8,4,1,32,1,0.168254
1,2,1,16,1,16,32,1,0.176014
0,64,4,1,1,1,64,1,0.494724
1,64,2,1,1,8,16,1,1.094023
