Kernel,gx,gy,gz,bx,by,gpuId,ipc
0,1,1,8,256,2,1,1,0.229395
0,2,1,2,1024,1,1,1,0.466866
0,4,1,1,32,16,2,1,0.48031
0,1,2,4,2,4,64,1,0.247044
1,8,1,4,1,32,4,1,0.287008
0,1,32,2,1,16,4,1,0.165513
0,4,2,8,2,4,8,1,0.171497
0,1,1,128,1,4,8,1,0.162453
0,4,1,32,1,2,16,1,0.159474
0,128,1,1,8,4,1,1,0.162178
1,1,2,2,4,64,4,1,0.40792
1,2,1,8,4,1,64,1,0.288937
1,8,1,16,4,2,4,1,0.279267
0,1,64,1,16,4,1,1,0.162745
0,1,2,2,16,1,64,1,0.476518
0,1,4,16,2,4,8,1,0.166197
0,1,1,8,16,32,1,1,0.228379
0,1,32,1,1,128,1,1,0.150615
0,16,2,1,32,2,2,1,0.165316
1,4,2,16,16,2,1,1,0.279001
0,2,1,8,32,8,1,1,0.164237
0,1,1,8,64,1,8,1,0.237611
1,1,2,8,2,128,1,1,0.288263
0,1,2,32,16,4,1,1,0.164248
0,2,8,1,128,1,2,1,0.166177
0,2,1,16,1,2,64,1,0.15966
0,4,1,16,2,4,8,1,0.171938
0,2,32,1,32,2,1,1,0.166049
0,2,32,2,2,16,1,1,0.168588
0,1,2,8,1,4,64,1,0.163814
0,2,2,1,2,64,8,1,0.477649
0,8,1,2,1,16,16,1,0.159446
1,4,4,1,2,16,8,1,0.288805
0,2,2,1,32,2,16,1,0.478157
0,1,2,32,2,1,32,1,0.165676
0,2,1,64,8,1,4,1,0.165805
0,2,1,2,32,2,16,1,0.496651
0,2,2,4,4,16,4,1,0.172578
0,2,32,2,4,4,2,1,0.171587
1,1,2,16,4,32,1,1,0.28665
0,4,2,1,2,8,32,1,0.244457
0,2,16,2,4,4,4,1,0.171887
0,32,4,1,16,2,1,1,0.16589
0,4,2,1,128,1,4,1,0.2452
0,1,2,4,4,16,8,1,0.247089
0,4,16,1,2,16,2,1,0.165792
0,4,1,1,32,32,1,1,0.474271
0,64,1,1,8,8,1,1,0.158323
0,16,8,1,4,4,2,1,0.166077
1,4,16,1,8,2,4,1,0.278732
1,4,1,2,32,8,2,1,0.36992
1,1,4,2,4,128,1,1,0.370153
0,32,1,2,4,4,4,1,0.171623
0,4,4,1,1,128,2,1,0.159445
0,4,1,8,2,16,4,1,0.17288
0,1,2,4,1,512,1,1,0.241725
0,1,8,2,1,128,2,1,0.166179
1,2,16,1,4,1,32,1,0.28811
0,1,2,8,32,8,1,1,0.165994
0,4,2,4,8,8,2,1,0.172201
0,2,16,2,4,2,8,1,0.171135
0,4,16,2,1,1,32,1,0.164288
0,1,8,8,1,1,64,1,0.160453
0,4,1,1,64,8,2,1,0.479974
0,1,64,1,2,1,32,1,0.162838
0,8,4,4,2,2,8,1,0.17157
0,4,2,2,1,16,16,1,0.162479
1,2,4,1,64,8,1,1,0.370095
0,1,2,16,4,2,16,1,0.166111
0,4,1,1,2,32,16,1,0.479756
0,8,2,8,2,2,8,1,0.172065
1,64,1,1,2,2,16,1,0.278674
1,32,4,1,4,8,1,1,0.279357
1,1,2,4,4,4,32,1,0.371158
0,8,2,8,4,2,4,1,0.172287
0,1,1,4,32,1,32,1,0.470394
0,1,1,16,32,4,2,1,0.166676
0,64,1,1,1,32,2,1,0.163074
0,8,1,16,32,1,1,1,0.162457
0,2,1,64,16,2,1,1,0.164265
0,2,1,32,2,4,8,1,0.173291
0,16,8,1,4,2,4,1,0.16452
0,4,2,1,2,128,2,1,0.242981
1,8,8,1,16,4,1,1,0.278715
0,4,2,4,4,32,1,1,0.169411
0,4,4,2,1,128,1,1,0.166381
0,4,1,4,1,128,2,1,0.159645
0,1,2,2,256,4,1,1,0.478279
0,8,2,1,16,16,1,1,0.163973
0,8,1,2,128,1,2,1,0.165815
1,1,8,1,128,1,4,1,0.369807
0,16,2,1,1,64,2,1,0.158657
0,4,32,1,1,1,32,1,0.162009
0,4,1,2,2,8,32,1,0.255355
0,2,2,16,2,32,1,1,0.169055
0,2,2,4,32,8,1,1,0.169158
1,1,2,32,8,1,8,1,0.278575
0,2,16,4,2,8,2,1,0.172153
1,16,8,1,1,8,4,1,0.553958
0,4,4,2,2,16,4,1,0.170234
0,1,4,16,2,2,16,1,0.16558
1,32,1,1,4,16,2,1,0.28804
0,2,1,8,8,16,2,1,0.172892
0,4,1,2,32,4,4,1,0.256654
1,1,4,4,2,8,16,1,0.288819
1,1,2,64,2,16,1,1,0.279146
0,8,1,16,2,8,2,1,0.173212
0,2,2,4,4,32,2,1,0.16911
0,1,2,4,16,32,1,1,0.243494
0,8,4,2,2,2,16,1,0.172214
0,1,16,8,8,2,2,1,0.165783
0,4,32,1,8,2,2,1,0.165803
0,4,1,16,16,2,2,1,0.172404
1,8,2,4,1,1,64,1,0.278765
0,2,2,1,256,1,4,1,0.480211
0,8,4,2,8,4,2,1,0.172275
0,16,1,4,2,2,16,1,0.171536
0,32,4,1,1,2,16,1,0.158192
0,1,1,16,16,4,4,1,0.165164
0,1,1,4,32,2,16,1,0.475623
0,1,2,4,8,32,2,1,0.246363
1,2,1,2,32,1,32,1,0.408525
0,1,16,1,2,8,16,1,0.158632
0,1,8,4,16,4,2,1,0.166482
0,2,16,2,4,8,2,1,0.172411
0,1,4,1,2,256,2,1,0.462608
0,4,4,2,64,1,2,1,0.16958
0,32,2,1,16,4,1,1,0.165914
0,2,8,1,2,2,64,1,0.164482
0,16,2,4,8,4,1,1,0.169161
0,2,16,1,64,1,2,1,0.16585
1,1,2,64,4,2,4,1,0.279964
0,1,16,4,4,16,1,1,0.165236
0,4,1,4,16,1,16,1,0.166231
0,64,1,2,1,1,32,1,0.161303
1,4,2,1,4,8,16,1,0.370231
0,1,4,32,1,4,8,1,0.163295
1,4,1,8,32,2,2,1,0.287076
0,4,1,32,8,4,1,1,0.165619
0,2,8,2,16,4,2,1,0.172114
0,1,2,64,8,4,1,1,0.165492
1,8,4,2,4,4,4,1,0.279233
1,4,8,4,1,16,2,1,0.278985
0,4,1,8,64,2,1,1,0.166757
0,8,1,1,4,32,4,1,0.247193
0,4,32,1,1,2,16,1,0.159961
0,1,2,64,8,1,4,1,0.165356
0,1,2,32,64,1,1,1,0.153884
0,1,8,2,256,1,1,1,0.154652
0,1,4,1,64,8,2,1,0.465064
0,8,4,4,4,8,1,1,0.169553
1,1,2,8,1,4,64,1,0.288694
0,1,2,8,16,16,1,1,0.165947
0,8,8,1,1,32,2,1,0.157045
0,2,16,1,1,2,64,1,0.158852
1,4,2,16,8,1,4,1,0.279383
0,64,1,1,1,64,1,1,0.157277
0,2,4,1,32,2,8,1,0.244137
0,1,4,4,32,2,4,1,0.165321
0,2,64,1,1,1,32,1,0.162592
0,4,4,8,4,8,1,1,0.169278
0,2,1,2,1,64,16,1,0.464101
0,8,1,1,2,16,16,1,0.244439
1,16,8,1,1,4,8,1,0.554696
0,16,1,1,1,4,64,1,0.161442
1,2,2,8,32,2,2,1,0.287623
0,8,1,1,2,64,4,1,0.246706
0,1,2,4,512,1,1,1,0.231582
0,16,2,4,4,2,4,1,0.171931
0,4,1,16,32,2,1,1,0.166018
0,16,2,1,128,1,1,1,0.162028
0,16,4,2,4,8,1,1,0.168901
0,8,1,8,2,1,32,1,0.1659
0,2,4,16,8,4,1,1,0.168166
0,8,1,4,4,4,8,1,0.173387
0,2,1,8,1,32,8,1,0.157051
0,1,1,4,4,128,2,1,0.474055
0,4,16,1,1,4,16,1,0.159824
0,2,16,2,8,4,2,1,0.172875
1,2,4,4,32,4,1,1,0.286913
0,8,1,1,32,2,8,1,0.246143
1,1,2,2,16,16,4,1,0.408008
0,1,4,8,2,8,8,1,0.165636
0,8,2,8,1,4,8,1,0.161638
0,2,32,2,8,4,1,1,0.167681
0,1,64,1,8,4,2,1,0.15858
1,4,4,1,2,4,32,1,0.288935
1,8,1,2,64,1,4,1,0.287898
0,1,8,4,2,8,8,1,0.165146
1,1,2,2,256,4,1,1,0.407338
1,1,2,32,2,4,8,1,0.278948
1,1,1,8,2,64,4,1,0.369134
0,16,4,2,1,2,16,1,0.161213
0,1,2,32,4,1,16,1,0.165718
0,1,2,2,1,32,32,1,0.472018
0,16,4,2,2,1,16,1,0.16917
0,1,1,16,64,4,1,1,0.15494
0,4,8,1,8,4,4,1,0.164078
0,1,8,1,8,64,1,1,0.242682
0,8,4,1,16,1,8,1,0.165431
0,8,2,1,256,1,1,1,0.162367
0,2,64,1,4,1,8,1,0.165225
0,32,2,1,4,16,1,1,0.165928
0,2,1,64,1,1,32,1,0.161348
0,1,8,2,4,4,16,1,0.16509
0,2,16,2,4,1,16,1,0.169524
0,8,8,2,8,1,4,1,0.169024
0,8,1,1,1,512,1,1,0.237194
0,1,4,4,4,8,8,1,0.165925
0,2,4,4,8,2,8,1,0.172236
0,1,64,2,16,1,2,1,0.164937
0,8,2,1,64,1,4,1,0.165713
0,8,1,2,2,64,2,1,0.173553
0,8,2,1,32,2,4,1,0.165262
0,1,1,128,2,2,8,1,0.165813
0,8,2,4,8,4,2,1,0.172358
0,2,2,16,4,16,1,1,0.169604
0,1,4,4,2,32,4,1,0.164211
0,2,2,16,2,2,16,1,0.172536
0,1,4,16,4,8,2,1,0.164984
0,1,1,16,1,32,8,1,0.162857
0,2,1,32,4,8,2,1,0.173422
0,4,4,8,1,4,8,1,0.16134
0,4,8,1,1,8,16,1,0.160157
0,4,8,2,8,4,2,1,0.169025
0,1,2,8,32,4,2,1,0.166029
0,16,1,8,1,2,16,1,0.159437
0,16,2,2,2,1,32,1,0.169416
0,4,2,16,8,1,4,1,0.169033
0,1,4,2,4,2,64,1,0.246493
0,8,1,1,16,8,4,1,0.24631
0,1,2,64,1,2,16,1,0.165225
0,1,64,2,1,4,8,1,0.165678
0,2,4,2,32,2,4,1,0.172939
0,2,4,2,2,2,64,1,0.172223
0,2,4,1,8,8,8,1,0.244845
0,16,8,1,1,32,1,1,0.15428
0,2,2,4,1,64,4,1,0.162244
0,1,1,32,8,16,1,1,0.155656
0,1,4,1,512,1,2,1,0.473444
0,2,2,32,8,4,1,1,0.169206
0,1,4,8,1,8,16,1,0.165356
0,16,2,1,2,16,4,1,0.164467
0,16,8,1,2,1,16,1,0.165495
0,8,1,8,4,4,4,1,0.172762
0,1,16,2,2,32,2,1,0.16502
0,4,1,2,2,64,4,1,0.255018
0,1,8,16,16,1,2,1,0.165572
0,4,4,2,8,8,2,1,0.172138
0,64,1,2,4,1,8,1,0.165278
0,16,1,8,1,16,2,1,0.159498
0,4,32,1,32,1,1,1,0.161975
0,1,64,2,8,4,1,1,0.166248
0,4,1,1,16,64,1,1,0.467537
0,1,16,1,8,16,2,1,0.159671
0,1,4,2,16,8,4,1,0.245062
0,2,8,1,8,8,4,1,0.163963
0,1,2,16,4,4,8,1,0.16555
0,4,2,4,1,32,4,1,0.162647
1,8,8,2,4,2,4,1,0.279814
0,2,8,4,4,1,16,1,0.16995
0,4,16,2,16,1,2,1,0.169459
0,4,8,2,2,1,32,1,0.169754
0,2,1,64,1,16,2,1,0.157828
0,1,2,32,4,4,4,1,0.165717
0,4,4,2,16,4,2,1,0.171514
0,16,4,1,1,1,64,1,0.163721
0,8,4,1,2,64,1,1,0.166676
0,4,16,2,2,2,8,1,0.17224
0,4,16,1,1,8,8,1,0.158638
0,2,4,4,4,16,2,1,0.172201
0,4,4,1,32,2,4,1,0.163786
0,2,32,2,4,2,4,1,0.172767
0,1,1,128,8,2,2,1,0.165704
0,32,1,4,1,32,1,1,0.162657
0,2,1,8,32,2,4,1,0.173326
0,16,2,1,8,8,2,1,0.164897
0,8,1,4,16,1,8,1,0.165905
0,2,8,2,1,32,4,1,0.161618
0,2,16,4,8,4,1,1,0.167327
0,1,8,4,4,4,8,1,0.166284
0,8,4,1,1,32,4,1,0.159282
1,4,1,4,32,4,2,1,0.289703
1,2,8,1,1,256,1,1,0.288448
0,1,8,4,16,2,4,1,0.164398
0,64,1,1,32,2,1,1,0.161952
0,64,1,1,1,2,32,1,0.162536
0,1,2,2,4,16,16,1,0.47959
0,1,1,8,64,2,4,1,0.246414
0,16,1,4,16,4,1,1,0.165928
0,1,4,1,32,8,4,1,0.454255
0,8,1,8,1,8,8,1,0.159265
0,1,1,4,16,2,32,1,0.480965
1,1,2,32,16,4,1,1,0.277619
0,2,16,2,1,16,4,1,0.16166
0,64,1,2,1,8,4,1,0.157828
1,16,2,1,4,4,8,1,0.287512
1,8,4,1,32,4,1,1,0.287249
1,8,2,1,1,8,32,1,0.560219
0,1,1,8,2,16,16,1,0.245108
0,4,8,1,4,4,8,1,0.165107
0,16,1,1,4,2,32,1,0.16649
0,2,4,1,16,4,8,1,0.245533
0,4,2,4,4,1,32,1,0.170237
0,16,1,2,2,4,16,1,0.173824
0,2,32,1,8,1,8,1,0.164927
0,1,8,8,8,2,4,1,0.164578
0,1,2,4,8,1,64,1,0.246029
0,2,4,4,64,1,2,1,0.168378
0,16,1,2,16,8,1,1,0.164309
0,64,2,1,1,1,32,1,0.164145
0,4,1,8,4,4,8,1,0.173301
0,4,2,1,1,8,64,1,0.233618
1,2,8,2,2,16,4,1,0.286704
0,2,4,8,1,2,32,1,0.162476
0,8,2,2,8,4,4,1,0.172993
0,2,2,1,2,16,32,1,0.477387
0,32,1,2,8,2,4,1,0.173108
0,2,1,32,64,1,1,1,0.162256
0,1,2,32,8,8,1,1,0.165173
0,1,16,1,4,32,2,1,0.159004
1,2,4,4,4,4,8,1,0.28671
0,1,1,8,1,512,1,1,0.235453
0,2,4,1,2,16,16,1,0.243682
0,4,4,1,128,2,1,1,0.165093
0,8,8,1,4,8,2,1,0.165269
0,2,4,2,32,1,8,1,0.168067
0,16,1,1,64,1,4,1,0.155599
0,1,128,1,4,4,2,1,0.159444
1,8,4,1,32,1,4,1,0.286694
1,8,8,1,32,2,1,1,0.278975
0,4,4,1,8,1,32,1,0.166514
0,2,2,1,4,64,4,1,0.47565
0,8,2,4,1,2,32,1,0.160963
0,32,2,1,4,1,16,1,0.165398
0,8,4,2,2,16,2,1,0.171352
0,1,2,8,2,32,4,1,0.164207
0,4,1,8,2,32,2,1,0.173933
0,4,16,1,8,8,1,1,0.165276
0,8,4,1,2,2,32,1,0.165638
1,1,2,2,64,4,4,1,0.40824
1,4,2,4,1,8,16,1,0.288136
1,4,1,16,8,2,4,1,0.279041
0,2,2,8,4,1,32,1,0.170169
0,2,4,2,1,4,64,1,0.16122
0,1,2,4,4,2,64,1,0.246658
0,8,1,1,8,64,1,1,0.240785
0,1,1,8,4,128,1,1,0.228283
0,8,8,1,2,16,2,1,0.165528
0,1,32,4,4,8,1,1,0.163989
0,1,1,64,16,1,4,1,0.161602
0,1,1,16,8,1,32,1,0.160435
0,1,32,1,2,16,4,1,0.159634
0,4,2,2,2,2,64,1,0.171166
1,1,4,2,1,32,16,1,0.370438
0,8,16,1,1,1,32,1,0.163829
0,16,4,1,1,64,1,1,0.15625
0,16,4,2,16,1,2,1,0.168531
0,2,8,2,2,8,8,1,0.172595
1,32,1,1,16,2,4,1,0.286835
0,1,2,32,4,16,1,1,0.165895
0,1,1,8,2,256,1,1,0.230207
0,2,2,2,4,8,16,1,0.255752
0,8,1,2,4,16,4,1,0.171198
0,8,2,8,1,1,32,1,0.16641
1,2,4,2,8,16,2,1,0.289199
1,32,1,1,2,1,64,1,0.287304
0,1,1,4,16,1,64,1,0.471582
0,1,8,8,8,8,1,1,0.165398
0,1,4,1,16,16,4,1,0.464378
0,2,4,1,2,4,64,1,0.243283
0,32,4,1,2,2,8,1,0.163802
0,16,1,4,1,16,4,1,0.157913
0,2,16,1,1,8,16,1,0.160679
0,4,2,1,32,1,16,1,0.244357
0,4,2,1,2,4,64,1,0.24429
1,2,2,16,4,16,1,1,0.278829
0,1,32,2,4,8,2,1,0.165661
0,1,16,1,2,16,8,1,0.158427
0,1,8,1,16,8,4,1,0.234413
0,1,2,4,8,16,4,1,0.246929
0,2,64,1,8,1,4,1,0.165314
0,4,32,1,8,4,1,1,0.165293
1,4,1,2,256,1,2,1,0.371614
1,1,1,8,1,64,8,1,0.369825
0,2,2,2,1,512,1,1,0.246013
1,1,1,128,8,2,2,1,0.278824
0,32,2,1,32,2,1,1,0.16552
0,16,1,4,8,4,2,1,0.173094
0,16,1,8,32,1,1,1,0.16346
0,1,8,8,16,4,1,1,0.16518
0,4,2,8,16,1,4,1,0.168083
0,2,16,4,8,1,4,1,0.169158
0,1,1,8,2,128,2,1,0.245154
0,2,1,2,16,8,8,1,0.497362
1,16,1,1,128,1,2,1,0.288576
0,1,4,2,2,256,1,1,0.24689
0,16,1,2,1,2,64,1,0.159634
0,1,1,4,2,256,2,1,0.476206
0,2,4,16,1,32,1,1,0.166215
0,8,4,4,2,8,2,1,0.171507
0,4,1,8,16,2,4,1,0.1727
0,1,4,1,1,16,64,1,0.473581
0,8,1,8,4,2,8,1,0.172534
0,2,2,8,4,32,1,1,0.168846
0,2,8,1,2,8,16,1,0.16513
0,1,4,1,4,128,2,1,0.46351
1,1,4,4,1,64,4,1,0.28861
1,4,4,4,8,1,8,1,0.278035
1,2,16,2,1,1,64,1,0.280267
0,16,2,2,4,8,2,1,0.172713
0,1,2,4,8,2,32,1,0.247104
0,4,8,1,8,8,2,1,0.165327
0,4,2,2,128,1,2,1,0.169945
0,4,1,8,128,1,1,1,0.163375
0,1,1,4,16,8,8,1,0.473534
0,64,1,2,2,16,1,1,0.165768
1,1,1,4,128,1,8,1,0.407452
0,8,1,8,2,16,2,1,0.173234
0,4,1,2,2,4,64,1,0.252178
0,1,8,1,1,8,64,1,0.242053
0,2,1,4,1,32,16,1,0.235389
0,8,1,2,4,8,8,1,0.173222
0,1,2,64,16,1,2,1,0.165688
0,1,4,1,8,32,4,1,0.45734
0,1,8,4,4,8,4,1,0.166345
0,4,1,8,8,2,8,1,0.173377
0,4,4,1,2,64,2,1,0.165184
0,1,16,2,4,2,16,1,0.165211
0,2,2,8,16,2,4,1,0.171256
0,1,8,1,2,8,32,1,0.237187
0,4,4,8,8,4,1,1,0.16964
0,2,2,1,512,1,2,1,0.480469
0,2,1,2,128,1,8,1,0.481462
1,16,2,1,32,4,1,1,0.287038
0,2,2,1,16,64,1,1,0.476167
0,4,1,16,2,32,1,1,0.164832
0,8,4,1,16,2,4,1,0.165125
0,2,4,1,32,16,1,1,0.24503
0,4,4,8,2,1,16,1,0.168935
1,4,1,1,64,4,4,1,0.408079
0,4,1,2,16,2,16,1,0.252141
1,2,8,1,8,16,2,1,0.288871
1,2,1,64,4,8,1,1,0.279135
1,32,2,2,8,4,1,1,0.278537
1,32,2,1,8,4,2,1,0.280067
0,2,8,1,1,4,64,1,0.160007
0,2,2,1,32,1,32,1,0.48176
0,1,8,16,1,8,4,1,0.165497
0,8,4,4,1,8,4,1,0.162519
0,2,1,32,8,1,8,1,0.165086
0,1,2,2,8,32,4,1,0.479193
0,2,4,8,8,1,8,1,0.169643
0,64,2,1,2,2,8,1,0.165249
0,1,4,32,2,1,16,1,0.164762
0,2,2,1,1024,1,1,1,0.470588
0,2,1,2,256,1,4,1,0.48178
0,1,4,1,128,1,8,1,0.467921
0,4,4,1,128,1,2,1,0.164699
0,2,1,64,4,2,4,1,0.1726
0,2,1,2,16,64,1,1,0.473592
0,2,4,8,1,64,1,1,0.166545
0,2,4,8,64,1,1,1,0.166676
0,4,2,4,64,1,2,1,0.170188
0,2,2,4,128,1,2,1,0.168985
1,4,8,2,64,1,1,1,0.278308
0,4,8,2,32,2,1,1,0.169238
0,16,2,2,4,4,4,1,0.170263
0,64,2,1,4,4,2,1,0.165701
0,1,2,8,128,2,1,1,0.165671
0,4,4,1,4,32,2,1,0.165166
1,1,1,128,4,2,4,1,0.279703
0,1,16,2,4,8,4,1,0.164407
0,2,8,8,1,16,2,1,0.162672
0,1,64,1,64,1,1,1,0.158789
1,4,2,4,8,4,4,1,0.287817
0,16,4,1,1,16,4,1,0.156419
1,2,4,1,8,8,8,1,0.369874
0,4,2,4,2,2,32,1,0.172358
0,2,1,8,4,4,16,1,0.173293
0,16,1,8,4,2,4,1,0.172353
0,1,32,4,8,4,1,1,0.164974
0,2,2,2,2,4,64,1,0.255505
0,4,4,4,4,16,1,1,0.169245
0,1,1,8,16,1,32,1,0.240973
1,1,4,4,4,16,4,1,0.288208
1,1,1,8,2,8,32,1,0.370199
1,4,4,2,1,4,32,1,0.28683
0,2,1,2,16,1,64,1,0.478888
0,4,16,2,1,4,8,1,0.162423
0,2,1,8,2,64,2,1,0.173363
0,1,4,1,16,8,8,1,0.463307
0,8,2,8,8,1,4,1,0.170033
0,2,2,16,32,2,1,1,0.169546
0,1,128,1,32,1,1,1,0.15961
0,4,1,1,8,4,32,1,0.476284
0,4,2,2,128,2,1,1,0.168641
1,1,16,4,16,1,4,1,0.278825
1,32,1,4,4,8,1,1,0.278912
0,1,2,2,1,16,64,1,0.47877
0,2,8,4,8,1,8,1,0.169754
0,1,32,4,2,2,8,1,0.163134
0,8,2,1,32,8,1,1,0.166096
0,4,4,1,16,8,2,1,0.163994
0,8,1,8,4,8,2,1,0.173343
0,2,16,2,16,2,2,1,0.172177
0,1,1,4,1,256,4,1,0.473621
1,1,1,4,8,8,16,1,0.407868
0,1,32,1,1,8,16,1,0.163109
0,2,4,1,1,512,1,1,0.230058
0,2,2,2,128,2,2,1,0.255763
0,16,2,1,4,32,1,1,0.166331
0,16,2,4,1,8,4,1,0.161013
0,1,64,1,1,64,1,1,0.150672
0,1,4,8,16,4,2,1,0.165478
0,1,1,64,32,1,2,1,0.162666
0,8,2,4,1,1,64,1,0.165567
0,4,2,1,1,128,4,1,0.235421
1,1,4,2,64,2,4,1,0.370713
0,1,8,4,1,128,1,1,0.161929
0,8,1,2,1,128,2,1,0.158244
0,2,8,4,8,8,1,1,0.167974
0,8,4,2,8,8,1,1,0.168894
0,1,2,2,1,256,4,1,0.477906
1,64,2,1,1,16,2,1,0.45238
1,4,8,1,32,4,1,1,0.286468
0,1,1,32,2,16,4,1,0.16626
0,2,1,2,16,2,32,1,0.493747
0,4,2,8,8,2,4,1,0.171577
0,4,2,1,16,1,32,1,0.245956
0,1,2,2,4,256,1,1,0.476167
0,1,4,2,64,1,8,1,0.246691
0,1,32,2,4,2,8,1,0.166175
0,4,2,4,1,4,32,1,0.16271
0,1,16,1,2,32,4,1,0.158018
0,8,1,8,32,2,1,1,0.166343
0,1,16,1,1,32,8,1,0.163219
1,4,2,2,2,64,2,1,0.288458
0,8,1,4,1,32,4,1,0.159115
0,1,2,8,4,4,16,1,0.165074
0,16,1,8,8,2,2,1,0.171572
0,2,2,32,1,1,32,1,0.164163
0,1,2,16,1,8,16,1,0.164059
1,1,2,4,128,1,4,1,0.371054
1,1,1,64,4,2,8,1,0.27794
0,2,2,16,8,2,4,1,0.172082
0,2,2,2,4,4,32,1,0.255484
0,1,2,2,32,32,1,1,0.476264
1,1,64,2,32,1,1,1,0.279581
0,8,1,1,4,128,1,1,0.236958
0,16,1,2,2,64,1,1,0.166774
1,2,2,1,1,128,8,1,0.415181
0,2,8,4,1,4,16,1,0.162275
0,1,4,2,16,1,32,1,0.242636
0,4,4,1,2,16,8,1,0.164712
1,2,8,1,16,4,4,1,0.28846
1,1,2,64,2,1,16,1,0.278948
0,2,2,2,64,4,2,1,0.254879
0,4,8,4,32,1,1,1,0.166638
1,2,1,64,8,1,4,1,0.278011
1,4,1,16,4,1,16,1,0.278908
1,2,4,1,8,32,2,1,0.370181
0,8,1,16,1,4,8,1,0.15908
0,8,1,1,32,4,4,1,0.242147
0,4,1,32,1,8,4,1,0.157435
0,32,1,2,16,1,4,1,0.1634
0,32,2,1,8,2,4,1,0.1646
0,1,2,8,4,32,2,1,0.166284
0,1,16,2,1,16,8,1,0.16557
0,8,4,4,1,1,32,1,0.164937
0,2,8,4,1,16,4,1,0.162587
0,1,4,8,4,4,8,1,0.165934
0,16,1,4,4,1,16,1,0.165297
0,1,4,1,128,2,4,1,0.455409
0,1,32,2,2,8,4,1,0.165213
0,2,1,2,8,128,1,1,0.477827
0,8,2,1,32,1,8,1,0.165938
0,4,2,2,2,4,32,1,0.17048
0,1,32,1,8,16,1,1,0.163141
0,1,8,4,1,4,32,1,0.166255
0,1,64,1,2,32,1,1,0.162081
0,2,8,1,16,4,4,1,0.162088
0,1,8,2,2,128,1,1,0.165869
0,4,1,2,4,8,16,1,0.254708
0,2,8,2,1,128,1,1,0.166545
0,1,128,1,2,2,8,1,0.158153
1,2,16,2,16,1,4,1,0.279765
0,32,1,1,128,1,1,1,0.157295
0,8,2,4,1,8,8,1,0.161194
0,32,1,4,32,1,1,1,0.161068
0,4,1,1,256,1,4,1,0.452333
0,1,8,2,1,32,8,1,0.164355
0,1,2,8,1,64,4,1,0.166009
0,4,1,2,4,2,64,1,0.255296
0,32,1,2,4,16,1,1,0.164392
0,64,1,2,8,2,2,1,0.173432
0,8,2,8,2,16,1,1,0.16925
0,1,2,2,32,8,4,1,0.481603
0,1,1,64,1,16,4,1,0.160693
0,4,1,4,2,64,2,1,0.168903
0,4,8,2,4,2,8,1,0.171224
0,1,2,32,1,8,8,1,0.162366
0,1,1,4,1,64,16,1,0.472403
0,1,8,1,1,128,4,1,0.239252
0,64,2,1,1,2,16,1,0.159774
0,16,4,2,2,16,1,1,0.169488
0,1,8,1,4,64,2,1,0.233371
0,2,1,16,4,16,2,1,0.172394
0,1,2,4,1,32,16,1,0.24593
0,1,8,1,16,2,16,1,0.233044
0,64,1,1,8,4,2,1,0.166741
0,32,1,1,4,16,2,1,0.167056
0,2,2,1,1,128,8,1,0.450067
0,8,8,1,16,2,2,1,0.165233
0,1,16,1,16,1,16,1,0.16295
0,4,1,2,1,256,2,1,0.236445
0,2,1,2,32,32,1,1,0.473592
0,2,1,16,64,2,1,1,0.166724
0,8,2,4,4,8,2,1,0.171183
0,1,8,2,64,4,1,1,0.166595
0,32,1,1,16,2,4,1,0.167147
0,32,2,1,1,16,4,1,0.160231
0,2,1,2,1,512,2,1,0.462351
0,1,4,16,16,4,1,1,0.165699
0,1,128,1,2,4,4,1,0.158621
0,1,1,64,2,4,8,1,0.164418
0,16,8,1,16,1,2,1,0.165318
0,2,8,8,2,4,4,1,0.172114
0,1,16,4,4,2,8,1,0.165498
0,4,8,4,16,1,2,1,0.169703
0,4,2,2,1,64,4,1,0.161946
0,2,16,2,4,16,1,1,0.16943
0,1,32,1,32,1,4,1,0.162587
0,2,16,1,16,8,1,1,0.165311
0,2,1,8,1,4,64,1,0.158779
0,2,16,4,2,16,1,1,0.16687
0,1,2,32,2,32,1,1,0.166025
0,1,16,2,8,16,1,1,0.165014
0,1,1,16,256,1,1,1,0.159812
0,64,2,1,8,4,1,1,0.166141
0,2,8,4,32,2,1,1,0.167891
0,1,32,2,16,4,1,1,0.165735
0,8,4,2,2,32,1,1,0.167212
0,16,2,2,2,2,16,1,0.172072
0,4,1,2,512,1,1,1,0.24048
0,1,8,1,2,4,64,1,0.235503
0,2,8,2,64,1,2,1,0.168086
0,1,2,32,16,2,2,1,0.166036
1,8,1,8,2,32,1,1,0.279284
0,1,1,16,1,8,32,1,0.16282
1,4,16,2,1,1,32,1,0.278409
0,4,1,32,2,16,1,1,0.166586
0,1,64,2,8,2,2,1,0.166041
0,1,32,2,32,1,2,1,0.164641
0,2,2,1,128,8,1,1,0.479085
0,1,16,1,1,16,16,1,0.163233
0,2,32,1,2,8,4,1,0.164522
1,16,2,1,8,16,1,1,0.287784
0,16,4,1,8,1,8,1,0.165643
0,1,2,4,2,256,1,1,0.245972
0,1,8,4,8,4,4,1,0.166204
0,8,1,4,2,1,64,1,0.165916
0,8,2,8,1,32,1,1,0.166786
0,1,8,2,1,256,1,1,0.162608
0,1,1,16,4,64,1,1,0.155782
