Kernel,gx,gy,gz,bx,by,gpuId,ipc
1,2,3,18,32,12,2,1,0.146613
1,12,4,2,4,36,6,1,0.153667
1,2,1,54,12,1,64,1,0.146002
1,2,54,4,8,6,4,1,0.148723
1,3,4,12,96,3,2,1,0.153252
1,1,9,24,96,2,2,1,0.149889
1,1,288,3,6,16,1,1,0.146152
1,3,24,4,8,3,12,1,0.145142
0,108,4,1,4,16,3,1,1.432752
0,4,4,9,9,8,8,1,1.409857
0,18,16,9,2,8,2,1,0.750507
1,6,1,216,8,4,2,1,0.152768
1,12,1,108,8,8,1,1,0.152915
1,24,1,9,96,1,4,1,0.149901
1,96,1,3,18,1,16,1,0.144598
1,6,18,2,24,1,16,1,0.149968
1,6,1,16,18,2,24,1,0.154027
1,36,8,3,8,6,2,1,0.146718
0,18,4,12,1,32,3,1,1.353107
1,16,18,9,1,16,2,1,0.206213
1,2,2,72,12,8,3,1,0.146165
1,8,2,9,16,9,4,1,0.153989
1,1,8,162,4,4,4,1,0.152697
1,2,3,54,1,16,16,1,0.148068
1,8,18,6,8,1,12,1,0.145729
1,24,36,1,16,1,6,1,0.145972
1,27,8,12,2,2,8,1,0.206029
1,6,3,9,4,2,64,1,0.148378
1,1,36,4,12,3,16,1,0.153807
1,12,3,4,1,36,16,1,0.153901
1,6,18,4,4,4,12,1,0.147716
1,144,1,2,1,72,4,1,0.145992
1,9,8,6,16,1,12,1,0.148535
0,1,27,4,4,12,16,1,1.286211
1,4,2,27,6,32,2,1,0.150246
1,3,54,1,1,8,64,1,1.174102
1,3,48,3,6,8,4,1,0.148646
1,2,36,2,24,8,3,1,0.154037
1,144,1,3,48,4,1,1,0.147211
1,1,3,48,4,12,12,1,0.153977
1,2,27,2,2,192,2,1,0.147516
1,1,48,18,24,1,4,1,0.146071
0,1,81,32,4,2,4,1,0.747982
1,1,288,1,144,1,2,1,0.14602
1,1,6,144,6,4,4,1,0.14542
1,16,1,18,4,36,2,1,0.147609
1,4,12,9,48,1,4,1,0.147518
1,4,72,1,6,16,3,1,0.145131
1,18,24,2,4,4,6,1,0.146077
0,96,1,3,18,1,16,1,1.464716
1,4,3,24,1,24,12,1,0.145482
1,4,12,54,1,32,1,1,0.206471
0,24,9,2,1,3,64,1,1.428201
1,9,36,8,8,2,2,1,0.206476
1,36,4,2,4,72,1,1,0.14794
1,8,2,18,16,2,9,1,0.145347
1,6,16,1,54,4,4,1,0.154414
1,27,16,3,4,2,8,1,0.15292
1,1,48,27,2,32,1,1,0.152537
1,8,4,3,18,8,6,1,0.1537
1,8,9,2,36,8,2,1,0.154011
1,1,18,72,1,16,4,1,0.153262
1,3,9,8,16,3,8,1,0.149708
1,1,1,1296,32,2,1,1,0.15267
1,4,6,54,8,2,4,1,0.153321
0,1,16,6,72,4,3,1,1.369545
0,8,9,9,4,1,32,1,1.482591
1,4,3,24,1,16,18,1,0.14852
1,12,4,3,2,12,24,1,0.15358
1,2,12,12,48,6,1,1,0.146905
1,4,54,12,32,1,1,1,0.205873
1,6,3,8,6,96,1,1,0.154042
1,24,12,1,1,144,2,1,0.172912
0,9,2,48,2,16,3,1,1.379643
1,36,3,2,48,4,2,1,0.150863
1,162,2,2,16,4,2,1,0.147472
0,2,6,24,18,1,16,1,1.492551
0,8,6,2,36,12,2,1,1.395349
1,96,1,1,48,9,2,1,0.152422
1,6,24,1,8,18,4,1,0.153822
1,72,9,1,2,8,8,1,0.148817
1,24,1,36,16,3,2,1,0.146022
1,8,6,3,16,36,1,1,0.153167
1,9,96,1,12,4,2,1,0.145684
1,8,18,3,8,3,8,1,0.148718
1,9,8,2,2,6,48,1,0.153412
1,24,36,1,16,3,2,1,0.14552
1,12,2,9,48,8,1,1,0.150446
1,3,18,12,4,32,1,1,0.147849
1,12,2,4,1,27,32,1,0.153607
1,1,27,32,16,1,6,1,0.1468
1,96,1,1,9,6,16,1,0.153977
1,2,2,54,6,4,16,1,0.149562
1,12,12,2,1,36,8,1,0.145873
1,12,24,1,1,9,32,1,1.139081
1,8,9,9,4,2,16,1,0.14833
1,3,12,6,6,1,64,1,0.150198
1,6,1,16,1,216,4,1,0.152802
1,162,1,16,8,4,1,1,0.206364
1,2,3,16,1,27,32,1,0.154095
1,54,1,4,1,24,16,1,0.150023
1,8,18,6,1,8,12,1,0.145739
1,12,24,1,3,12,8,1,0.144764
1,16,3,9,2,8,12,1,0.147033
1,8,18,2,6,1,48,1,0.145862
1,1,54,6,16,4,4,1,0.148811
1,432,2,1,8,2,6,1,0.14762
1,16,3,3,48,12,1,1,0.153844
1,27,2,48,8,2,2,1,0.207033
1,12,4,27,2,2,16,1,0.152502
1,1,144,3,4,8,6,1,0.148448
1,6,24,2,8,12,3,1,0.145446
1,108,6,4,2,8,2,1,0.206129
1,8,6,3,2,48,6,1,0.15345
1,2,12,4,27,1,32,1,0.15365
0,4,3,108,16,4,1,1,1.175671
1,1,216,3,1,16,8,1,0.147385
1,54,1,16,48,1,2,1,0.147017
1,3,72,1,2,8,24,1,0.150335
1,6,4,4,6,9,16,1,0.153447
1,2,12,6,6,6,16,1,0.153247
1,12,8,1,9,8,12,1,0.15335
1,8,4,3,2,216,2,1,0.153791
1,2,6,18,2,4,48,1,0.149293
1,9,8,4,12,3,8,1,0.146404
0,3,4,27,2,128,1,1,1.489177
0,2,12,9,12,16,2,1,1.46817
1,1,18,6,64,12,1,1,0.147207
1,3,3,18,1,8,64,1,0.146489
1,16,1,6,2,24,18,1,0.153846
1,2,108,2,1,32,6,1,0.148577
1,27,16,2,1,8,12,1,0.146963
1,27,1,12,1,16,16,1,0.14735
1,9,8,2,24,24,1,1,0.153736
1,3,12,4,12,8,6,1,0.154093
1,144,2,1,3,32,3,1,0.146079
1,6,1,24,48,4,3,1,0.153468
1,18,9,1,16,2,16,1,0.148982
1,3,24,2,48,1,12,1,0.153613
1,3,1,32,2,27,16,1,0.153329
1,6,2,72,1,96,1,1,0.147157
1,1,48,2,144,6,1,1,0.15358
1,1,6,72,1,16,12,1,0.148239
1,4,2,12,6,9,16,1,0.15299
1,2,2,216,3,16,2,1,0.145858
1,4,27,3,4,4,16,1,0.147141
1,6,54,1,1,4,64,1,0.568316
1,6,6,3,256,1,3,1,0.146372
1,3,6,12,6,64,1,1,0.149708
1,1,3,32,8,4,27,1,0.153599
1,3,288,1,2,16,3,1,0.146503
1,1,3,72,6,2,32,1,0.149847
1,24,1,6,6,24,4,1,0.153799
1,12,3,8,1,96,3,1,0.146799
1,8,36,1,16,6,3,1,0.144212
1,24,12,1,96,3,1,1,0.145933
1,18,3,2,96,4,2,1,0.145983
1,16,2,3,2,108,4,1,0.152412
1,4,2,12,9,48,2,1,0.153237
1,108,4,3,1,16,4,1,0.152198
1,2,8,9,6,6,16,1,0.153501
1,48,3,1,16,4,9,1,0.153701
1,3,216,1,2,64,1,1,0.147747
1,1,12,24,144,2,1,1,0.147305
1,36,2,4,3,3,32,1,0.145404
0,8,36,1,16,6,3,1,1.451544
1,16,6,3,4,18,4,1,0.144717
1,4,12,2,4,12,18,1,0.153685
1,9,1,16,4,8,18,1,0.154124
1,4,1,81,1,8,32,1,0.145964
1,48,1,6,3,2,48,1,0.147718
1,96,1,3,36,8,1,1,0.144926
1,6,4,6,2,12,24,1,0.153859
1,6,18,8,96,1,1,1,0.146953
1,36,2,6,8,4,6,1,0.148103
1,1,54,2,64,2,6,1,0.146172
1,12,36,1,96,1,2,1,0.147266
1,3,27,4,8,16,2,1,0.145734
1,9,4,8,288,1,1,1,0.145273
1,4,18,18,2,16,2,1,0.152549
1,4,3,18,6,2,32,1,0.149761
1,27,1,4,12,16,4,1,0.146006
1,4,36,2,6,8,6,1,0.145659
1,8,2,27,4,12,4,1,0.14804
1,8,6,2,48,2,9,1,0.153999
1,144,1,9,2,1,32,1,0.153108
1,8,108,1,3,4,8,1,0.147063
1,9,32,1,18,16,1,1,0.146606
1,4,9,4,32,3,6,1,0.153774
1,162,1,4,8,1,16,1,0.147543
1,4,9,36,32,1,2,1,0.152572
1,27,1,4,1,192,4,1,0.146229
1,48,1,2,8,6,18,1,0.153956
1,8,2,27,2,96,1,1,0.147327
0,4,4,162,1,16,2,1,0.734
1,2,9,16,96,1,3,1,0.144699
1,6,8,3,4,9,16,1,0.15367
1,27,1,48,8,4,2,1,0.153116
1,6,1,18,16,8,6,1,0.147339
1,36,9,1,2,64,2,1,0.145639
1,4,24,3,1,8,36,1,0.146267
1,32,3,1,1,27,32,1,0.493768
1,6,6,6,4,16,6,1,0.150348
1,4,4,6,12,24,3,1,0.154166
1,3,1,216,1,64,2,1,0.147787
1,12,1,12,9,4,16,1,0.153804
1,4,1,24,1,32,27,1,0.153849
1,12,24,1,4,6,12,1,0.147371
1,6,4,18,16,4,3,1,0.147946
1,18,4,4,8,1,36,1,0.1447
1,1,48,18,1,12,8,1,0.146404
1,4,2,18,36,2,8,1,0.153802
1,4,3,24,32,9,1,1,0.145524
1,36,2,3,24,1,16,1,0.149534
1,1,12,36,4,12,4,1,0.148294
1,2,12,9,3,8,16,1,0.150011
1,1,27,12,16,1,16,1,0.146384
1,36,12,1,4,3,16,1,0.150293
1,8,18,3,64,3,1,1,0.147378
0,16,1,81,4,16,1,1,1.16372
1,6,72,6,16,1,2,1,0.206058
1,8,3,4,108,2,4,1,0.154012
1,2,27,2,6,8,16,1,0.145934
1,6,1,18,12,64,1,1,0.146288
1,3,16,18,1,16,6,1,0.146452
1,162,1,16,1,8,4,1,0.205871
1,9,9,8,32,4,1,1,0.146135
1,9,32,1,2,36,4,1,0.148146
1,6,2,8,1,216,4,1,0.153627
1,2,8,9,18,4,8,1,0.154063
1,1,2,144,1,72,4,1,0.146526
1,9,1,24,3,2,64,1,0.149548
1,36,1,4,16,12,3,1,0.153674
0,4,2,18,48,12,1,1,1.385865
1,1,81,8,64,1,2,1,0.147765
1,3,6,8,8,4,18,1,0.153435
1,4,8,9,36,4,2,1,0.146423
1,288,1,1,144,2,1,1,0.146919
1,216,6,2,16,1,2,1,0.206507
1,2,9,8,3,8,24,1,0.153378
1,32,9,3,16,3,2,1,0.145689
1,1,2,432,48,2,1,1,0.145858
1,18,8,3,12,1,16,1,0.147118
1,4,18,2,4,3,48,1,0.154112
1,2,81,4,64,1,2,1,0.147046
1,1,3,288,4,12,2,1,0.148791
1,108,1,8,8,6,2,1,0.146595
1,6,24,1,16,2,18,1,0.153952
1,2,144,1,24,6,2,1,0.146728
1,1,3,288,4,6,4,1,0.146829
1,24,1,4,72,4,3,1,0.153317
1,1,1,144,16,2,18,1,0.153681
1,96,1,3,2,24,6,1,0.145051
1,32,9,1,4,3,24,1,0.145759
1,2,2,324,1,16,4,1,0.152607
1,2,9,24,4,48,1,1,0.148397
1,54,4,4,48,1,2,1,0.145505
0,108,1,12,8,4,2,1,1.197671
1,3,48,2,3,3,32,1,0.145036
1,6,1,24,24,6,4,1,0.153348
1,1,432,2,24,4,1,1,0.145836
1,2,9,6,128,3,2,1,0.146301
1,3,48,1,6,48,2,1,0.153817
1,6,3,36,2,1,64,1,0.148068
1,8,3,12,3,3,32,1,0.14454
1,1,18,6,24,16,2,1,0.145302
1,2,36,3,6,32,2,1,0.149917
0,2,2,72,32,3,3,1,1.503407
1,27,8,6,2,1,32,1,0.153104
1,3,54,4,64,1,2,1,0.147548
1,24,9,4,8,4,3,1,0.145463
1,4,54,4,1,6,16,1,0.146353
1,2,24,6,6,8,6,1,0.144891
1,3,24,2,2,18,16,1,0.153667
1,1,24,4,6,12,12,1,0.153455
1,1,4,108,8,6,4,1,0.148816
1,3,4,24,96,1,3,1,0.14491
0,12,6,2,3,12,16,1,1.401791
0,3,9,12,8,1,32,1,1.486266
0,3,8,27,1,128,1,1,1.487391
1,16,3,6,8,1,36,1,0.148788
1,9,4,8,3,32,3,1,0.147251
1,16,6,27,8,1,4,1,0.206369
1,48,18,1,16,6,1,1,0.146887
1,3,72,4,4,3,8,1,0.147251
1,36,1,8,9,2,16,1,0.146125
1,9,24,4,1,16,6,1,0.145465
1,18,2,9,4,8,8,1,0.146263
1,1,6,18,128,3,2,1,0.146695
1,1,2,108,1,12,32,1,0.149986
1,6,48,1,72,1,4,1,0.146675
1,2,3,18,6,4,32,1,0.147612
1,1,8,27,2,16,12,1,0.150528
1,1,18,9,2,32,8,1,0.14579
1,12,4,6,9,16,2,1,0.146904
1,6,9,16,2,6,8,1,0.146506
0,12,4,9,48,1,4,1,1.470571
0,18,3,2,16,4,12,1,1.321987
1,6,18,6,1,2,64,1,0.148594
1,54,24,2,1,16,2,1,0.20644
1,1,96,9,16,6,1,1,0.146457
1,32,3,3,9,16,2,1,0.14657
1,1,216,4,1,48,2,1,0.145676
1,4,2,12,9,96,1,1,0.153568
1,4,1,24,24,12,3,1,0.153287
1,6,2,36,12,4,4,1,0.147745
1,4,9,3,4,48,4,1,0.146566
0,12,6,4,2,6,24,1,1.484509
1,12,1,24,4,12,6,1,0.147158
1,72,6,3,2,8,4,1,0.152834
1,24,1,36,6,4,4,1,0.146112
1,4,108,1,3,16,4,1,0.14751
1,4,1,27,3,16,16,1,0.145853
1,2,4,108,16,6,1,1,0.146501
1,8,18,3,96,1,2,1,0.148545
1,8,2,54,12,2,4,1,0.145947
1,216,2,2,4,6,4,1,0.147016
1,2,324,4,4,1,8,1,0.206748
0,6,1,24,1,48,12,1,1.341699
1,6,4,4,36,2,12,1,0.153559
1,12,2,4,4,27,8,1,0.153172
1,1,6,144,8,4,3,1,0.146931
1,2,324,1,4,32,1,1,0.148602
1,4,81,2,1,16,8,1,0.149251
1,27,8,6,4,16,1,1,0.152872
1,1,4,216,3,16,2,1,0.146426
1,24,1,6,1,24,24,1,0.153667
1,1,324,2,8,16,1,1,0.148516
1,3,144,2,6,1,16,1,0.146137
0,108,8,1,8,2,6,1,1.371467
0,48,9,1,96,1,2,1,1.436308
0,3,36,6,2,8,8,1,1.488143
1,1,27,32,1,12,8,1,0.146084
1,4,27,1,3,8,32,1,0.147101
1,27,2,4,128,3,1,1,0.148773
1,81,2,8,1,64,1,1,0.153221
1,24,3,2,4,36,4,1,0.153279
1,8,3,9,4,8,12,1,0.149835
1,288,1,3,48,1,2,1,0.145155
1,36,4,1,3,16,12,1,0.153601
1,12,8,27,2,1,16,1,0.205765
1,9,3,96,16,2,1,1,0.206585
1,54,1,48,2,2,8,1,0.206244
1,2,108,3,1,128,1,1,0.148627
1,27,4,2,64,6,1,1,0.150067
1,1,3,72,12,4,8,1,0.148577
1,2,18,4,32,3,6,1,0.153304
1,16,9,2,24,6,2,1,0.145387
1,36,1,8,3,12,8,1,0.147211
1,9,8,3,48,1,8,1,0.149901
1,24,2,2,9,6,16,1,0.153232
1,3,9,32,6,4,4,1,0.146268
1,1296,2,1,8,4,1,1,0.205502
1,3,3,32,1,72,4,1,0.144523
1,2,27,12,1,64,2,1,0.147577
1,24,1,12,12,1,24,1,0.147414
1,108,4,2,24,2,2,1,0.14599
1,81,1,1,512,2,1,1,0.147547
0,1,1,288,4,2,36,1,1.456728
1,8,1,108,24,4,1,1,0.14662
1,27,16,1,1,192,1,1,0.14803
1,1,1,108,256,3,1,1,0.147301
1,9,8,4,96,3,1,1,0.148492
1,6,9,2,4,64,3,1,0.145192
1,4,8,3,8,12,9,1,0.154305
1,6,8,54,1,2,16,1,0.205901
1,3,72,4,1,3,32,1,0.146297
0,1,6,216,1,64,1,1,1.145911
1,8,108,1,48,2,1,1,0.145584
1,32,1,9,72,4,1,1,0.144609
1,4,24,9,48,1,2,1,0.146414
1,8,3,4,4,72,3,1,0.153471
1,4,36,1,36,16,1,1,0.153875
0,9,16,2,8,3,12,1,1.495209
0,432,1,3,32,2,1,1,1.159572
1,108,1,4,3,4,16,1,0.147284
1,4,3,36,3,8,8,1,0.148583
1,12,12,1,2,8,36,1,0.15309
1,1,36,36,8,1,8,1,0.152591
1,6,6,9,2,64,2,1,0.14844
1,1,8,18,4,9,16,1,0.154215
0,6,2,72,24,2,2,1,1.384078
1,6,1,432,2,4,4,1,0.206098
1,2,24,2,12,12,6,1,0.154168
1,72,1,2,32,6,3,1,0.153372
1,3,72,2,2,24,4,1,0.147386
1,6,4,4,8,3,36,1,0.153086
1,18,2,3,12,32,2,1,0.14677
1,4,6,108,2,4,4,1,0.20641
1,6,12,2,2,16,18,1,0.153835
1,12,4,2,1,54,16,1,0.153399
1,27,4,1,12,8,8,1,0.146288
0,2,9,16,48,2,3,1,1.50801
0,1,324,4,8,8,1,1,1.156366
0,24,3,12,2,6,8,1,1.378592
1,4,8,3,3,24,12,1,0.153905
0,2,24,3,1,18,32,1,1.36767
1,6,6,6,4,96,1,1,0.15019
1,1,36,12,1,12,16,1,0.147977
1,2,72,1,2,36,8,1,0.154031
1,27,8,2,64,1,3,1,0.147753
1,24,3,2,1,16,36,1,0.15403
1,3,4,24,6,1,48,1,0.147081
1,18,2,6,8,1,48,1,0.149928
1,2,2,72,48,3,2,1,0.146799
0,4,3,8,2,27,16,1,1.403101
1,1296,1,2,8,4,1,1,0.206374
1,27,4,6,32,2,2,1,0.148087
1,1,24,9,3,4,32,1,0.149959
1,6,1,16,2,108,4,1,0.153524
1,1,3,32,12,12,6,1,0.152871
0,72,1,12,2,12,4,1,1.394203
1,288,1,1,6,4,12,1,0.146562
0,2,24,2,12,3,24,1,1.400292
1,18,2,6,16,3,8,1,0.150971
1,216,6,1,16,2,2,1,0.152647
1,4,72,1,6,24,2,1,0.144985
1,6,1,144,1,96,1,1,0.14736
1,18,3,2,64,4,3,1,0.146682
1,4,9,8,12,4,6,1,0.145381
1,2,4,18,576,1,1,1,0.153607
1,3,2,27,8,2,32,1,0.146342
1,12,1,18,8,4,12,1,0.149921
0,6,1,24,96,3,2,1,1.405568
1,12,9,4,2,48,2,1,0.147722
1,1,3,288,3,32,1,1,0.145764
1,9,36,4,2,16,2,1,0.152947
1,36,4,1,4,8,18,1,0.154354
1,1,6,24,24,4,6,1,0.153509
1,72,1,3,2,96,2,1,0.149653
1,2,16,9,6,12,4,1,0.14611
1,1,12,24,32,1,9,1,0.146393
0,2,4,36,12,4,6,1,1.480822
1,3,2,72,24,4,2,1,0.14812
1,1,12,24,16,6,3,1,0.145935
1,16,81,1,2,2,16,1,0.153148
1,36,6,1,16,3,8,1,0.149588
1,54,3,4,4,1,32,1,0.14812
1,3,1,48,2,24,12,1,0.153469
1,24,6,1,2,24,12,1,0.153078
1,2,1296,1,8,1,4,1,0.20561
1,72,3,6,1,1,64,1,0.153155
1,1,4,216,24,4,1,1,0.147043
1,12,3,72,2,2,8,1,0.205988
1,2,6,24,4,72,1,1,0.149773
1,9,18,2,2,64,2,1,0.145939
1,6,2,27,4,32,2,1,0.146167
1,4,9,6,8,16,3,1,0.150029
1,162,2,4,8,4,2,1,0.152554
0,27,6,2,2,64,2,1,1.499808
0,24,12,1,16,1,18,1,1.45565
1,32,9,1,2,48,3,1,0.146006
0,1,48,2,18,3,16,1,1.377043
0,3,36,4,32,6,1,1,1.46184
1,27,3,8,1,2,64,1,0.14741
1,18,48,3,2,8,2,1,0.206287
1,2,81,8,4,1,16,1,0.153057
1,8,3,54,8,1,8,1,0.153269
1,1,36,8,4,36,2,1,0.145719
1,18,3,4,16,4,6,1,0.150042
1,1,3,216,4,4,8,1,0.147645
1,18,8,2,2,16,9,1,0.146468
1,1,288,1,1,96,3,1,0.144922
1,18,12,2,8,4,6,1,0.149182
0,4,18,2,3,64,3,1,1.40637
0,3,9,96,4,1,8,1,0.742677
0,4,9,6,4,48,2,1,1.450621
1,8,9,4,1,16,18,1,0.145455
0,54,16,1,12,4,2,1,1.360803
1,4,3,27,128,1,2,1,0.146315
1,3,4,27,32,8,1,1,0.145094
0,3,72,1,1,6,64,1,1.448229
1,6,9,2,16,24,2,1,0.146217
1,2,6,12,1,576,1,1,0.153802
1,3,12,8,1,32,9,1,0.145418
1,3,32,1,8,108,1,1,0.152743
1,8,9,12,2,4,12,1,0.147016
1,24,4,9,8,1,12,1,0.146188
1,8,9,6,2,32,3,1,0.147669
1,4,6,108,4,8,1,1,0.206133
1,3,36,2,16,4,6,1,0.150171
1,48,18,1,8,2,6,1,0.146077
1,2,24,9,1,16,12,1,0.147149
1,4,1,216,6,8,2,1,0.146849
0,4,1,36,1,16,36,1,1.356904
1,8,3,12,12,3,8,1,0.145275
1,16,2,3,1,108,8,1,0.152765
1,3,1,32,18,16,3,1,0.153542
0,8,12,1,2,12,36,1,1.372744
1,4,27,2,32,1,12,1,0.150085
1,2,18,3,12,16,4,1,0.146022
1,54,1,12,1,16,8,1,0.147811
1,3,4,36,32,2,3,1,0.147507
1,3,3,96,4,24,1,1,0.145645
1,3,6,8,16,36,1,1,0.154041
1,36,2,4,4,36,2,1,0.144823
1,72,4,3,8,12,1,1,0.147149
1,36,6,3,16,1,8,1,0.147843
1,8,27,1,2,64,3,1,0.149699
1,1,24,12,9,2,16,1,0.1463
1,1,2,108,24,16,1,1,0.14992
1,48,1,6,1,72,4,1,0.146241
0,72,2,2,4,8,9,1,1.495327
1,12,108,2,2,2,8,1,0.206982
1,4,2,12,32,27,1,1,0.152686
0,4,27,2,3,16,8,1,1.454623
1,32,1,9,8,6,6,1,0.144681
1,144,1,1,2,24,12,1,0.153771
1,1,4,27,1,32,24,1,0.146826
1,1,18,6,1,24,32,1,0.14696
1,1,3,27,4,32,8,1,0.148742
1,2,12,6,16,4,9,1,0.154
1,18,2,4,2,24,12,1,0.153337
0,2,3,108,4,32,1,1,1.497093
1,36,1,4,16,4,9,1,0.153636
1,4,216,1,1,8,12,1,0.93021
1,72,2,1,2,12,24,1,0.154156
1,6,12,36,8,2,2,1,0.20644
1,1,27,3,1,32,32,1,0.149529
1,8,3,4,144,6,1,1,0.153861
1,36,9,4,16,2,2,1,0.153097
1,3,4,12,2,144,2,1,0.154077
0,24,3,12,3,4,8,1,1.379264
1,9,1,24,24,16,1,1,0.149886
1,4,6,12,6,12,4,1,0.145555
1,1,4,36,1,72,8,1,0.153074
1,1,108,8,12,8,1,1,0.147296
1,3,6,48,24,4,1,1,0.146079
1,1,48,54,1,16,2,1,0.206117
1,24,1,108,4,2,4,1,0.20562
0,36,1,4,1,48,12,1,1.344996
1,24,6,1,96,3,2,1,0.153928
1,4,3,12,36,4,4,1,0.153812
1,2,432,3,1,32,1,1,0.206109
1,1,48,3,72,2,4,1,0.153272
1,3,3,12,2,24,16,1,0.147156
1,1,3,32,432,2,1,1,0.15417
1,72,2,3,16,4,3,1,0.147128
1,6,8,3,72,8,1,1,0.153516
1,2,2,108,16,6,2,1,0.148507
1,27,1,4,2,16,24,1,0.146912
1,3,8,6,2,18,16,1,0.154052
1,3,1,48,12,12,4,1,0.153627
1,8,18,1,24,4,6,1,0.153565
1,1,108,1,8,32,3,1,0.145914
1,3,32,1,864,1,1,1,0.153973
1,3,4,8,2,16,27,1,0.152977
0,1,6,24,64,3,3,1,1.383876
1,12,6,3,64,3,2,1,0.149924
1,24,12,3,2,1,48,1,0.14662
1,3,8,6,144,4,1,1,0.153216
0,2,27,6,128,1,2,1,1.489582
0,4,4,9,12,8,6,1,1.402406
1,9,4,12,4,4,12,1,0.147701
1,6,24,1,8,2,36,1,0.153032
1,1,1,288,72,2,2,1,0.14719
1,2,54,2,2,192,1,1,0.150175
1,32,3,9,2,12,4,1,0.14696
1,144,2,1,1,288,1,1,0.146393
1,2,24,6,2,72,2,1,0.146855
1,4,3,72,1,6,16,1,0.146697
1,4,12,3,64,3,3,1,0.153834
1,27,1,4,32,1,24,1,0.147006
1,18,6,2,1,6,64,1,0.149984
1,9,16,9,8,2,4,1,0.152816
1,4,27,2,2,32,6,1,0.149947
1,48,1,27,4,1,16,1,0.153019
1,2,4,27,16,8,3,1,0.149727
1,1,216,6,1,8,8,1,0.152438
1,1,4,36,1,36,16,1,0.153867
1,2,36,2,12,2,24,1,0.154058
1,4,72,1,2,8,18,1,0.146791
1,9,96,1,12,2,4,1,0.145952
1,6,1,16,288,3,1,1,0.154098
1,144,6,3,16,2,1,1,0.206352
1,1,24,4,18,2,24,1,0.153418
1,24,1,4,12,24,3,1,0.154063
1,4,27,6,16,2,4,1,0.147479
1,6,12,4,1,288,1,1,0.145321
1,72,2,3,8,1,24,1,0.147203
1,1,36,4,3,32,6,1,0.153395
1,4,9,8,6,2,24,1,0.144259
1,108,4,6,8,1,4,1,0.205839
1,48,1,3,2,8,36,1,0.153561
1,16,1,54,3,8,4,1,0.146344
1,3,432,2,8,4,1,1,0.20679
1,3,27,8,32,1,4,1,0.147725
1,6,2,36,4,1,48,1,0.148254
1,36,3,12,16,1,4,1,0.152844
1,2,12,27,4,8,4,1,0.147775
1,2,3,24,32,3,6,1,0.153918
1,1,12,9,4,64,3,1,0.146886
1,6,6,8,4,36,2,1,0.146018
1,12,18,6,8,1,8,1,0.152911
1,9,12,24,1,32,1,1,0.205727
1,18,4,4,24,1,12,1,0.14574
1,4,72,1,8,12,3,1,0.146129
1,6,24,2,1,144,2,1,0.146983
