Kernel,gx,gy,gz,bx,by,gpuId,ipc
1,14,14,4,1,4,16,1,0.158713
1,49,4,1,1,128,2,1,0.228926
1,2,4,7,56,4,4,1,0.162849
1,1,98,1,32,2,8,1,0.1536
1,2,1,56,14,1,32,1,0.162085
1,56,2,1,1,16,28,1,0.776889
1,14,2,2,2,14,32,1,0.163033
0,28,1,56,8,1,4,1,0.646176
1,98,2,1,1,4,64,1,0.664673
1,7,4,4,1,8,56,1,0.163353
1,8,98,1,1,8,8,1,1.132494
1,16,1,98,4,2,4,1,0.205228
1,2,4,14,7,4,16,1,0.160385
1,1,196,1,8,2,16,1,0.153316
1,2,14,4,32,1,14,1,0.163453
1,112,2,1,7,32,1,1,0.154178
1,98,2,4,16,1,4,1,0.158854
1,7,28,2,32,1,4,1,0.153779
0,2,2,196,2,32,1,1,0.964189
1,14,4,4,112,2,1,1,0.153942
0,56,1,4,7,2,16,1,1.209169
1,14,2,8,56,4,1,1,0.154259
1,1,4,28,64,7,1,1,0.161524
1,1,49,4,2,128,1,1,0.153587
1,1,28,56,1,8,4,1,0.204637
1,7,224,1,4,8,1,1,0.203841
1,2,2,56,16,1,14,1,0.154217
1,2,56,14,32,1,1,1,0.204007
1,1,2,56,4,2,56,1,0.161428
1,1,98,8,4,16,1,1,0.157963
1,14,14,4,1,1,64,1,0.158813
0,2,784,1,2,1,16,1,0.647843
1,2,1,112,28,1,8,1,0.154121
0,49,1,4,2,2,64,1,1.222727
1,14,8,2,7,2,16,1,0.154219
1,4,7,2,2,8,56,1,0.162933
1,8,7,4,28,2,4,1,0.154441
1,14,1,56,32,2,1,1,0.159691
1,56,1,2,2,224,1,1,0.161252
1,1,56,4,4,28,2,1,0.154276
1,1,28,4,16,7,4,1,0.160457
1,2,8,98,2,1,16,1,0.204345
1,7,2,7,256,1,2,1,0.153256
1,49,1,1,4,32,8,1,0.153225
1,2,1,28,2,64,7,1,0.163012
1,28,1,8,7,8,4,1,0.154133
1,49,8,1,2,16,4,1,0.154159
1,4,7,2,32,1,28,1,0.16325
1,4,56,1,2,4,28,1,0.154186
1,4,8,7,2,28,4,1,0.154193
1,2,7,14,1,256,1,1,0.152807
1,32,1,7,4,1,56,1,0.154532
1,4,14,28,16,2,1,1,0.204012
1,7,1,56,1,2,64,1,0.154076
0,14,8,1,16,7,4,1,1.13789
0,1,1,112,1,16,28,1,1.129089
1,1,2,112,1,112,2,1,0.153996
0,2,8,7,4,4,28,1,1.170177
0,14,2,4,2,7,32,1,1.175236
1,14,2,56,8,4,1,1,0.20492
0,1,1,112,7,16,4,1,1.134245
0,16,7,1,8,8,7,1,1.143752
0,4,1,98,16,2,4,1,1.207484
1,49,8,1,1,64,2,1,0.18947
1,1,56,1,2,64,7,1,0.162819
0,14,4,28,1,2,16,1,0.649556
0,16,1,49,4,4,4,1,0.987052
1,4,14,2,1,14,32,1,0.162525
1,49,4,4,4,2,8,1,0.15866
0,2,2,49,2,128,1,1,1.174031
0,1,56,7,16,1,8,1,1.17036
0,2,392,1,16,4,1,1,0.949797
0,1,7,32,7,16,2,1,1.179937
0,14,1,112,8,2,2,1,0.670511
1,8,196,1,1,32,1,1,0.204427
1,2,14,4,28,2,8,1,0.162124
0,1,2,28,8,7,16,1,1.137533
1,4,2,49,8,2,8,1,0.154076
1,4,4,14,1,28,8,1,0.154367
0,14,2,28,8,4,2,1,0.972286
1,1,49,32,4,8,1,1,0.204332
1,16,14,7,16,2,1,1,0.204463
1,1,56,7,8,1,16,1,0.15392
1,4,1,56,2,56,2,1,0.154213
1,98,4,4,2,4,4,1,0.204188
1,7,56,1,4,32,1,1,0.154036
1,7,1,16,2,56,4,1,0.161815
1,1,28,2,14,4,16,1,0.162714
0,2,7,14,1,256,1,1,1.171129
1,28,14,4,1,32,1,1,0.20478
1,56,2,1,2,7,32,1,0.162015
1,7,8,7,1,64,2,1,0.15386
1,14,16,1,16,7,2,1,0.154231
1,392,1,4,1,4,8,1,0.204595
1,4,2,14,16,2,14,1,0.161021
1,8,7,4,4,2,28,1,0.153831
1,7,2,7,32,2,8,1,0.153397
1,1,8,49,1,32,4,1,0.153701
1,2,2,14,16,14,4,1,0.163265
1,4,2,7,7,64,2,1,0.16321
1,112,1,1,1,64,7,1,0.161169
1,2,98,2,4,1,32,1,0.153697
1,16,14,7,8,4,1,1,0.204298
1,16,2,7,2,112,1,1,0.154065
1,16,2,49,2,4,4,1,0.20542
1,1,112,1,16,7,4,1,0.161138
0,4,8,7,14,4,4,1,1.194604
1,2,2,28,448,1,1,1,0.163447
1,16,2,7,4,8,7,1,0.154122
1,56,2,1,8,4,14,1,0.161943
1,4,7,28,4,1,16,1,0.159477
1,14,16,1,56,4,1,1,0.154116
1,224,1,1,2,28,4,1,0.154325
1,14,2,2,64,14,1,1,0.163277
1,28,4,1,4,8,14,1,0.161942
1,1,49,1,8,2,64,1,0.153211
1,56,1,2,28,4,4,1,0.161722
1,14,8,2,4,1,56,1,0.154169
0,4,49,2,2,4,16,1,1.188827
1,2,1,392,32,1,2,1,0.159315
1,1,32,49,1,4,8,1,0.204709
0,8,2,98,1,16,2,1,0.647209
1,14,1,112,16,1,2,1,0.203904
1,1,14,8,1,64,7,1,0.160388
1,1,1,1568,2,4,4,1,0.204724
1,2,7,8,56,1,8,1,0.161552
1,2,4,98,8,1,8,1,0.159471
1,4,14,4,112,1,2,1,0.154053
1,2,112,1,4,8,7,1,0.154664
0,14,112,1,1,4,8,1,0.646752
1,7,8,2,4,56,2,1,0.162
1,1,112,2,28,1,8,1,0.154641
1,14,4,4,16,14,1,1,0.154103
1,14,16,1,2,2,56,1,0.154181
1,4,2,7,2,64,7,1,0.162768
1,392,1,2,1,4,16,1,0.159691
0,7,7,8,1,8,16,1,1.149279
1,8,14,2,1,112,2,1,0.154252
1,28,28,2,1,16,2,1,0.204839
1,7,7,32,4,4,2,1,0.204626
1,2,28,2,224,1,2,1,0.161871
1,1,4,49,128,1,2,1,0.153485
1,98,1,1,256,1,2,1,0.153468
1,4,7,7,8,2,16,1,0.153713
1,7,2,16,8,2,14,1,0.15458
1,8,1,14,2,224,1,1,0.162034
1,16,2,7,4,1,56,1,0.153825
1,2,56,1,4,16,7,1,0.163224
1,2,1,112,32,1,7,1,0.154337
1,2,8,49,64,1,1,1,0.159048
0,2,49,2,64,4,1,1,1.19112
1,49,4,2,4,1,32,1,0.154146
1,28,1,4,4,7,16,1,0.163512
1,4,7,8,4,8,7,1,0.154116
1,14,14,1,128,1,2,1,0.15357
1,224,7,1,16,1,2,1,0.205205
1,2,56,7,2,32,1,1,0.159263
1,7,7,4,4,4,16,1,0.153356
1,112,1,14,2,2,8,1,0.204687
1,4,14,2,64,7,1,1,0.160415
1,49,1,4,64,2,2,1,0.153748
1,1,112,14,2,16,1,1,0.204476
1,8,14,7,8,1,8,1,0.15841
1,1,8,98,8,2,4,1,0.159527
1,98,8,1,8,2,4,1,0.159504
0,14,7,2,4,32,2,1,1.202124
1,98,8,2,2,2,8,1,0.204159
0,98,1,16,16,1,2,1,0.652145
0,4,2,7,4,4,56,1,1.157906
1,28,8,1,28,8,1,1,0.154416
1,2,8,49,32,1,2,1,0.159319
1,2,28,14,1,16,4,1,0.159716
1,7,4,2,8,2,56,1,0.163482
1,14,4,1,112,2,4,1,0.162994
1,14,2,8,28,1,8,1,0.15429
1,4,14,1,14,1,64,1,0.162903
1,112,7,1,1,32,2,1,0.287032
1,14,4,2,16,2,14,1,0.163372
1,196,4,1,4,2,8,1,0.159322
1,98,1,1,64,8,1,1,0.153508
1,4,196,2,1,32,1,1,0.204512
0,4,28,1,8,4,14,1,1.139927
0,32,49,1,16,2,1,1,0.649125
1,7,2,4,28,16,2,1,0.16309
1,8,98,1,2,2,16,1,0.159413
1,1,16,98,1,32,1,1,0.204754
1,49,1,1,1024,1,1,1,0.153152
1,7,7,1,64,4,4,1,0.15338
1,98,2,1,2,64,2,1,0.15367
1,1,4,14,112,8,1,1,0.163003
1,14,1,4,1,448,2,1,0.163151
1,14,14,4,4,2,8,1,0.159222
1,28,2,1,1,896,1,1,0.16265
1,1,4,196,4,1,16,1,0.158163
1,1,2,392,2,1,32,1,0.158201
1,16,14,1,7,32,1,1,0.15392
1,2,56,7,8,4,2,1,0.159309
1,32,1,49,1,16,2,1,0.204884
1,8,28,1,2,28,4,1,0.154112
1,49,4,2,1,64,2,1,0.15419
1,4,7,56,4,8,1,1,0.203754
1,4,1,14,56,1,16,1,0.163224
1,8,49,1,32,2,2,1,0.15422
1,28,1,4,8,8,7,1,0.161437
1,7,16,2,7,32,1,1,0.154297
1,4,4,98,4,4,2,1,0.204892
1,7,2,14,4,32,2,1,0.153252
1,98,8,1,2,16,2,1,0.158344
1,7,14,1,8,1,64,1,0.153304
1,2,7,14,1,128,2,1,0.153667
0,4,7,14,16,2,4,1,1.19316
1,2,28,1,4,28,8,1,0.16298
1,2,2,56,4,1,56,1,0.153955
1,1568,1,1,16,1,2,1,0.205341
1,2,7,28,16,2,4,1,0.154487
1,7,7,4,1,128,2,1,0.153554
1,2,28,7,2,2,32,1,0.154188
1,1,14,56,8,4,2,1,0.159452
1,49,4,8,1,4,8,1,0.204181
1,98,4,2,1,32,2,1,0.158347
1,4,1,14,8,7,16,1,0.163318
0,7,7,4,32,4,2,1,1.203688
1,49,8,1,2,4,16,1,0.153977
1,2,1,98,32,4,2,1,0.153419
1,28,2,7,1,4,32,1,0.154049
1,14,2,7,32,8,1,1,0.153542
1,28,8,1,8,7,4,1,0.154178
1,2,392,2,1,4,8,1,0.204375
1,28,1,14,2,1,64,1,0.153912
1,7,8,7,8,8,2,1,0.154219
0,8,14,1,8,4,14,1,1.137586
1,224,1,1,7,8,4,1,0.153988
1,224,1,1,56,1,4,1,0.154153
1,1,49,1,64,4,4,1,0.153052
0,14,28,1,4,16,2,1,1.179143
1,49,1,8,16,8,1,1,0.153791
0,8,7,28,4,1,8,1,0.660303
1,2,8,49,1,16,4,1,0.158751
1,1,16,49,8,1,8,1,0.158335
1,2,2,392,2,16,1,1,0.204457
1,98,4,2,2,8,4,1,0.159398
1,8,7,7,4,32,1,1,0.15432
1,392,2,2,4,8,1,1,0.20501
1,28,2,2,7,2,32,1,0.162188
1,7,7,32,1,16,2,1,0.204272
1,1,7,32,28,8,1,1,0.154178
1,14,7,1,1,512,1,1,0.153486
1,8,98,2,4,2,4,1,0.20527
1,1,2,112,1,56,4,1,0.154171
0,1,1,98,16,8,4,1,1.187503
0,4,7,8,2,8,14,1,1.205373
1,7,32,7,4,4,2,1,0.203914
1,392,2,2,8,1,4,1,0.204221
1,7,2,4,14,64,1,1,0.163167
1,4,98,2,2,1,32,1,0.158992
1,4,392,1,1,1,32,1,0.204355
1,1,56,14,16,1,4,1,0.158755
1,28,2,7,16,2,4,1,0.153953
1,56,1,7,4,16,2,1,0.154319
1,14,4,7,1,8,16,1,0.154424
1,28,8,1,2,4,28,1,0.154235
1,1,7,16,14,2,16,1,0.163361
1,1,1,224,16,14,1,1,0.154056
0,7,4,2,64,1,14,1,1.155801
1,7,28,1,4,16,4,1,0.15355
1,16,1,98,8,4,1,1,0.204753
1,1,4,14,64,14,1,1,0.163429
1,56,1,1,224,2,2,1,0.163131
1,7,2,16,56,1,4,1,0.153957
1,7,2,7,4,64,2,1,0.15328
1,1,1,98,8,16,4,1,0.153611
1,4,28,2,7,4,8,1,0.154082
1,1,28,8,2,2,56,1,0.154113
1,4,2,7,16,8,7,1,0.163118
1,7,28,1,2,64,2,1,0.153434
1,4,56,7,1,8,4,1,0.20448
1,4,56,1,8,14,2,1,0.154262
1,2,1,196,64,2,1,1,0.154083
1,28,14,1,64,2,1,1,0.154005
1,4,1,196,1,16,4,1,0.158921
1,4,2,196,4,2,4,1,0.204776
1,7,2,4,16,28,2,1,0.162605
1,8,49,1,16,8,1,1,0.154267
1,2,7,14,2,8,16,1,0.153337
1,56,28,1,32,1,1,1,0.204726
1,1,7,16,2,14,16,1,0.1618
0,112,14,1,2,1,16,1,0.648703
1,4,14,4,56,4,1,1,0.154423
1,14,7,4,1,2,64,1,0.154367
1,2,112,1,14,16,1,1,0.154091
1,1,8,28,1,112,2,1,0.153937
1,49,16,1,64,1,1,1,0.158195
1,16,49,1,2,16,2,1,0.159625
0,2,4,49,16,4,2,1,1.188059
0,4,7,4,14,32,1,1,1.171955
1,4,7,4,4,8,14,1,0.163301
1,8,1,28,4,8,7,1,0.154422
1,224,7,1,8,1,4,1,0.20453
1,1,112,1,224,2,1,1,0.161894
1,28,2,28,2,8,2,1,0.20458
1,28,2,2,16,28,1,1,0.161112
1,7,2,8,1,224,2,1,0.162215
1,1,7,16,16,7,4,1,0.162028
1,1,4,98,1,64,2,1,0.154309
1,1,28,8,56,1,4,1,0.153991
1,7,16,1,7,1,64,1,0.163286
1,196,1,8,2,4,4,1,0.205051
0,8,2,49,8,2,4,1,0.972489
1,7,14,8,8,1,8,1,0.159083
0,1,2,196,2,32,2,1,1.173976
0,1,14,7,128,1,4,1,1.185343
1,7,4,8,32,7,1,1,0.154497
1,28,1,2,896,1,1,1,0.163311
0,2,1,98,64,1,4,1,1.170264
1,1,2,196,1,64,2,1,0.153636
1,1,56,28,16,2,1,1,0.204216
1,28,1,4,112,2,2,1,0.162674
0,56,4,1,14,16,1,1,1.168405
1,7,7,4,128,1,2,1,0.153042
1,98,2,4,8,8,1,1,0.157885
1,4,7,14,1,64,2,1,0.153324
1,4,14,1,1,32,28,1,0.419424
1,8,1,7,2,112,4,1,0.163214
1,2,1,28,14,16,4,1,0.162667
1,14,2,7,16,16,1,1,0.153256
1,1,2,196,8,16,1,1,0.153495
1,4,7,4,28,4,4,1,0.161632
1,7,56,1,8,1,16,1,0.153937
1,28,4,7,16,1,4,1,0.159231
1,98,8,2,2,8,2,1,0.204755
1,14,4,4,4,1,56,1,0.154399
1,28,7,8,2,1,16,1,0.204322
1,1,112,1,64,7,1,1,0.162332
1,2,8,98,8,2,2,1,0.204318
1,14,1,8,32,14,1,1,0.162059
1,1,784,2,1,4,8,1,0.204649
1,7,112,2,1,1,32,1,0.205369
1,2,14,14,16,1,8,1,0.15363
1,98,1,1,32,16,1,1,0.153492
1,1,4,28,32,14,1,1,0.161672
1,1,98,1,16,16,2,1,0.153541
1,7,8,1,1,448,2,1,0.225899
1,7,8,2,4,28,4,1,0.161896
1,28,1,2,4,7,32,1,0.161392
1,1,8,196,32,1,1,1,0.2042
1,4,7,8,28,8,1,1,0.154267
1,7,14,1,16,32,1,1,0.153176
0,8,2,7,14,16,2,1,1.162243
1,7,7,2,1,128,4,1,0.153694
1,28,1,8,7,16,2,1,0.153986
1,1,392,4,1,8,4,1,0.204747
1,8,1,28,112,1,2,1,0.154297
1,2,7,28,64,2,1,1,0.154178
1,196,2,2,1,16,4,1,0.159261
1,7,4,4,16,1,28,1,0.161525
1,4,4,14,7,16,2,1,0.154425
1,7,7,2,4,64,2,1,0.15375
1,32,7,7,4,1,8,1,0.204936
1,1,8,196,1,32,1,1,0.205104
1,1,56,2,16,2,14,1,0.161542
1,4,49,1,4,4,16,1,0.153695
1,56,14,1,2,8,4,1,0.15999
1,2,4,28,1,224,1,1,0.154102
1,4,98,2,4,2,8,1,0.158132
1,1568,1,1,8,2,2,1,0.204437
1,4,4,7,56,2,4,1,0.163116
1,2,49,16,1,8,4,1,0.204703
1,8,28,7,8,2,2,1,0.205884
1,2,28,1,7,16,8,1,0.16308
1,1,4,56,4,1,56,1,0.153909
1,14,7,8,32,2,1,1,0.158541
1,16,1,14,1,112,2,1,0.154155
1,7,2,16,14,8,2,1,0.154288
1,16,98,1,4,1,8,1,0.204196
1,2,1,392,4,8,2,1,0.15933
1,14,2,8,7,4,8,1,0.154049
1,32,49,1,1,4,8,1,0.81711
1,14,112,1,8,2,2,1,0.204813
1,1,7,8,1,56,16,1,0.162895
0,28,1,4,1,64,7,1,1.106675
1,14,4,4,1,112,2,1,0.154092
1,112,7,2,4,2,4,1,0.204239
1,7,32,1,2,8,14,1,0.154184
1,7,7,1,4,256,1,1,0.153214
1,14,4,1,14,4,16,1,0.162962
1,2,49,1,8,2,32,1,0.153623
0,28,56,1,4,8,1,1,0.648859
1,112,1,1,2,112,2,1,0.160334
1,7,2,28,8,8,2,1,0.154192
1,4,1,28,4,16,7,1,0.163014
1,2,49,8,2,16,2,1,0.159274
1,4,1,392,1,1,32,1,0.204397
1,1,14,8,16,4,7,1,0.161944
1,4,28,1,1,64,7,1,0.416529
1,7,1,56,1,4,32,1,0.154308
1,1,392,1,4,4,8,1,0.154378
1,98,8,2,1,8,4,1,0.205051
1,16,7,14,8,4,1,1,0.204979
1,8,7,1,2,16,28,1,0.16336
1,4,14,2,2,28,8,1,0.161766
1,1,4,49,8,2,16,1,0.153443
1,2,1,196,4,32,1,1,0.154462
1,8,1,14,7,32,2,1,0.16211
1,49,2,1,2,32,8,1,0.153469
1,1,14,4,4,7,32,1,0.162488
1,4,2,7,16,4,14,1,0.163294
1,8,1,28,2,2,56,1,0.154066
1,1,8,7,128,1,7,1,0.163224
1,7,16,1,2,14,16,1,0.16162
1,2,7,4,4,28,8,1,0.163045
1,1,2,112,14,2,8,1,0.153997
0,7,16,2,14,16,1,1,1.190021
1,4,28,2,4,1,56,1,0.154139
1,1,56,4,14,16,1,1,0.154183
1,4,28,7,4,2,8,1,0.158231
1,1,2,28,1,14,64,1,0.163197
1,2,2,56,1,4,56,1,0.153835
1,1,56,28,1,1,32,1,0.205172
1,1,49,2,8,16,4,1,0.153662
1,2,4,14,1,448,1,1,0.160987
0,2,49,4,16,4,2,1,1.189748
1,8,2,7,2,16,14,1,0.163377
1,1,2,28,16,8,7,1,0.161936
1,8,7,2,7,4,16,1,0.162488
1,2,1,28,1,56,16,1,0.162966
1,56,2,14,32,1,1,1,0.204137
1,14,7,1,8,32,2,1,0.153337
1,98,2,1,64,1,4,1,0.153599
1,2,4,28,2,4,28,1,0.154253
1,4,7,14,16,1,8,1,0.153645
1,2,2,98,32,2,2,1,0.154348
1,4,98,4,1,16,2,1,0.204759
0,56,1,7,1,128,1,1,1.142502
1,16,7,7,4,2,8,1,0.158176
1,56,1,14,16,2,2,1,0.15939
1,2,2,98,2,1,64,1,0.154063
1,4,1,28,14,16,2,1,0.161409
1,14,7,2,8,1,32,1,0.153158
1,28,1,8,2,8,14,1,0.15409
1,1,28,4,14,16,2,1,0.161385
1,7,2,4,8,28,4,1,0.162753
1,2,2,56,56,1,4,1,0.154234
1,1,224,1,32,1,7,1,0.154105
1,1,56,1,2,448,1,1,0.163044
1,28,4,1,1,32,14,1,0.418312
0,7,7,8,2,4,16,1,1.183829
1,28,1,7,1,4,64,1,0.153153
1,98,1,8,1,8,8,1,0.159189
1,1,1,196,4,2,32,1,0.153411
1,28,1,2,1,128,7,1,0.163077
1,8,7,7,4,16,2,1,0.153929
1,28,2,4,7,4,8,1,0.154084
1,2,4,28,14,16,1,1,0.154094
1,2,2,28,32,7,2,1,0.163486
1,1,1,392,2,8,8,1,0.153509
1,7,16,1,4,28,4,1,0.161894
1,16,1,49,1,4,16,1,0.158571
1,2,14,14,32,2,2,1,0.154298
1,1,49,8,64,1,2,1,0.153762
1,1,14,8,224,1,2,1,0.161617
1,4,2,14,16,1,28,1,0.161617
1,1,7,14,4,2,64,1,0.153482
1,14,4,1,8,7,16,1,0.162964
1,8,14,2,1,28,8,1,0.154072
1,112,1,2,2,28,4,1,0.15441
1,4,2,7,64,7,2,1,0.16277
1,1,28,2,2,64,7,1,0.162787
1,4,1,14,56,2,8,1,0.16285
1,7,16,1,1,28,16,1,0.490874
1,14,1,7,1,512,1,1,0.153552
0,8,2,7,32,14,1,1,1.147823
1,1,49,1,4,64,4,1,0.153401
0,1,1,49,16,64,1,1,1.135603
0,28,1,8,28,2,4,1,1.20398
0,98,2,1,2,32,4,1,1.176164
0,1,8,14,56,2,4,1,1.152299
0,4,7,2,28,16,2,1,1.16446
0,4,28,14,1,4,8,1,0.650945
0,14,112,1,1,8,4,1,0.642689
0,2,1,56,4,2,56,1,1.173551
0,7,56,2,8,8,1,1,0.969594
0,2,14,28,1,4,16,1,0.947666
1,2,56,2,16,2,7,1,0.154345
1,14,7,16,8,1,4,1,0.203612
1,4,1,196,2,1,32,1,0.158096
1,7,4,56,1,32,1,1,0.204188
0,2,1,49,1,16,32,1,1.139808
0,2,1,28,112,1,8,1,1.128227
1,28,4,1,32,7,2,1,0.162349
1,7,224,1,2,4,4,1,0.205255
1,98,1,2,8,8,4,1,0.153706
1,56,14,2,4,8,1,1,0.205302
1,7,2,4,224,1,4,1,0.162848
1,4,2,28,2,8,14,1,0.153967
1,4,7,14,2,8,8,1,0.154083
1,7,1,8,32,1,28,1,0.160859
1,1,196,1,1,256,1,1,0.152729
1,1,4,14,56,8,2,1,0.163186
1,28,7,2,16,2,4,1,0.154186
1,112,1,7,4,4,4,1,0.159625
1,8,7,7,4,2,16,1,0.154319
1,1,28,4,2,14,16,1,0.162044
1,1,56,2,28,8,2,1,0.163533
1,8,28,1,4,4,14,1,0.154343
1,28,7,1,1,256,1,1,0.153173
1,1,392,1,2,16,4,1,0.1541
1,7,8,1,8,7,16,1,0.163001
1,1,7,8,7,8,16,1,0.163188
1,1,2,28,2,16,28,1,0.16275
1,49,1,8,8,16,1,1,0.154171
1,1,4,98,4,1,32,1,0.153645
1,1,14,112,16,2,1,1,0.204435
1,7,16,2,16,1,14,1,0.154021
1,4,14,4,1,224,1,1,0.153931
1,7,1,16,2,32,7,1,0.16189
1,2,2,28,1,224,2,1,0.161742
1,2,196,4,8,2,2,1,0.204164
1,98,1,4,16,4,2,1,0.154294
1,28,1,4,2,112,2,1,0.162127
1,56,2,1,2,8,28,1,0.161868
1,8,2,7,14,4,8,1,0.161841
1,32,1,7,16,1,14,1,0.154925
1,4,8,7,8,14,2,1,0.154262
1,98,8,1,32,1,2,1,0.158957
1,1,1,49,256,1,4,1,0.153254
1,1,56,4,1,224,1,1,0.154126
1,1,4,392,2,4,4,1,0.204851
1,2,7,4,448,2,1,1,0.163083
1,2,2,49,128,1,2,1,0.153418
1,4,1,98,2,32,2,1,0.15361
1,1,98,4,1,16,8,1,0.15408
1,7,1,112,8,8,1,1,0.159386
1,1,56,28,2,16,1,1,0.204358
1,14,8,1,1,28,16,1,0.487488
1,14,28,4,8,1,4,1,0.204346
1,1,8,28,2,7,16,1,0.154159
1,4,7,2,1,64,14,1,0.162986
1,8,7,4,1,32,7,1,0.15422
1,28,4,2,4,1,56,1,0.15429
1,16,1,98,32,1,1,1,0.204897
1,1,1,1568,1,1,32,1,0.204761
1,7,2,8,14,4,8,1,0.163236
1,98,4,4,4,8,1,1,0.204895
1,2,1,784,2,16,1,1,0.203472
1,112,1,2,1,32,7,1,0.154017
1,2,8,7,2,224,1,1,0.161531
1,4,14,7,16,1,8,1,0.153769
1,56,1,4,4,28,2,1,0.154282
1,4,2,28,2,112,1,1,0.153959
1,4,56,7,1,4,8,1,0.204195
1,49,1,1,4,256,1,1,0.153386
1,1,4,28,14,4,8,1,0.163426
1,7,4,2,4,32,7,1,0.163215
1,49,2,2,2,8,16,1,0.153274
1,16,7,2,2,16,7,1,0.154247
1,2,784,1,4,8,1,1,0.204122
1,4,28,2,4,4,14,1,0.15412
1,1,28,4,1,112,4,1,0.162163
1,4,14,2,7,32,2,1,0.160707
1,28,7,2,128,1,1,1,0.153891
1,4,14,4,4,14,4,1,0.154409
1,7,28,4,4,2,8,1,0.158739
1,7,1,8,8,56,2,1,0.162921
1,2,28,4,1,112,2,1,0.153789
1,1,16,7,448,1,1,1,0.161802
1,1,1,98,256,1,2,1,0.153523
1,56,1,28,2,8,2,1,0.205463
1,1,112,1,1,224,2,1,0.16325
1,28,1,56,1,32,1,1,0.204893
1,7,2,16,4,1,56,1,0.154453
1,28,4,14,1,8,4,1,0.204792
1,4,2,7,8,16,7,1,0.163349
1,4,2,7,7,2,64,1,0.162772
