Kernel,gx,gy,gz,bx,by,gpuId,ipc
0,1,128,4,1,128,1,1,1.323901
0,1,64,2,4,8,16,1,1.324249
1,2,1,256,16,2,4,1,0.18947
1,1,8,8,16,4,16,1,0.1891
1,8,1,8,128,1,8,1,0.189224
1,16,1,8,4,2,64,1,0.190522
1,2,16,2,8,64,2,1,0.189239
1,16,2,2,32,8,4,1,0.188839
1,32,2,2,16,2,16,1,0.190067
0,8,8,2,64,2,4,1,1.362207
1,1,512,2,2,2,16,1,0.184584
1,1,2,128,8,4,8,1,0.188927
1,8,16,16,4,1,8,1,0.257426
1,32,16,4,1,1,32,1,0.256609
1,256,1,8,1,32,1,1,0.256444
1,256,1,1,1,64,4,1,0.188408
1,2,8,4,1,256,4,1,0.188859
0,16,4,1,1,512,2,1,1.30288
0,32,1,4,4,8,16,1,1.365535
1,16,4,4,128,2,1,1,0.190385
1,16,4,2,512,1,1,1,0.190086
1,32,4,1,32,16,1,1,0.190092
1,4,2,128,4,16,1,1,0.18508
1,256,4,1,32,1,2,1,0.185481
1,2,16,32,32,1,2,1,0.185449
1,1,256,1,8,1,32,1,0.190172
1,2,1,64,1,32,16,1,0.190129
1,2,1,512,2,16,2,1,0.18515
0,16,1,128,1,8,4,1,0.691712
1,4,16,2,2,128,2,1,0.190009
1,2,4,8,16,1,64,1,0.189333
1,64,4,1,16,4,4,1,0.188827
1,8,16,4,2,16,4,1,0.189604
1,2,32,8,16,2,4,1,0.189547
1,64,1,2,32,16,1,1,0.190135
1,256,1,4,2,1,32,1,0.185375
1,8,4,4,4,32,4,1,0.189945
1,8,64,4,2,4,4,1,0.256651
1,64,2,2,32,4,2,1,0.190526
1,8,8,8,1,32,4,1,0.189112
0,128,8,1,16,4,1,1,1.063313
1,4,32,8,4,4,4,1,0.185155
1,8,4,32,2,32,1,1,0.184497
1,16,8,4,1,64,2,1,0.189411
1,1,1024,1,8,8,1,1,0.185052
1,1,16,16,2,32,4,1,0.189921
1,1,32,64,16,1,2,1,0.256264
1,32,2,8,64,2,1,1,0.189536
1,4,4,8,8,16,4,1,0.189852
1,8,16,16,2,4,4,1,0.256767
1,4,1,16,4,16,16,1,0.188716
1,8,2,64,16,1,4,1,0.184928
1,128,8,2,2,2,8,1,0.256925
0,256,2,2,64,1,1,1,1.063562
0,8,2,8,1,256,2,1,1.312857
1,2,8,32,1,64,2,1,0.189329
1,256,1,1,8,2,16,1,0.190243
1,8,16,8,1,8,8,1,0.184808
1,1,16,8,2,64,4,1,0.189846
1,4,4,8,8,1,64,1,0.190056
1,1,64,2,32,8,2,1,0.189806
1,8,16,1,1,64,8,1,0.419034
1,8,2,32,32,4,1,1,0.189486
1,2,16,2,4,128,2,1,0.189635
1,32,4,1,16,32,1,1,0.190049
1,8,2,8,128,2,2,1,0.189903
1,256,2,1,4,32,1,1,0.189664
1,8,8,8,128,1,1,1,0.189076
1,4,2,8,8,128,1,1,0.189121
1,16,64,1,2,1,32,1,0.184927
1,1,2,128,1,16,16,1,0.189392
1,1,2,128,16,16,1,1,0.190463
1,4,32,16,4,4,2,1,0.256551
1,1,4,128,8,4,4,1,0.189948
1,2,1,128,8,8,4,1,0.190519
1,2,16,4,1,512,1,1,0.190497
0,16,1,16,1,64,4,1,1.290539
1,64,2,8,64,1,1,1,0.185498
1,32,16,4,2,8,2,1,0.256482
1,32,2,2,128,1,4,1,0.190018
1,1,512,4,4,2,4,1,0.256612
1,8,32,2,2,1,64,1,0.18906
1,1,16,4,128,2,4,1,0.188515
1,8,4,16,4,8,4,1,0.189396
1,16,64,1,1,64,1,1,0.18537
1,2,32,4,4,64,1,1,0.189851
1,2,2,512,1,8,4,1,0.256266
1,2,32,2,32,2,8,1,0.189885
1,16,4,2,128,2,2,1,0.189936
1,4,2,16,256,1,2,1,0.18999
1,128,4,1,2,16,4,1,0.189354
1,1,8,8,8,128,1,1,0.189214
1,2,2,64,8,4,8,1,0.190032
1,1,1,1024,1,4,16,1,0.185103
1,8,32,8,4,2,4,1,0.256616
1,4,16,1,64,1,16,1,0.189316
1,32,32,1,8,1,8,1,0.185297
1,256,2,2,2,2,16,1,0.184873
1,1,32,8,2,32,4,1,0.189675
0,4,2,256,2,2,8,1,0.72087
0,8,1,16,2,16,16,1,1.364988
1,16,2,8,128,1,2,1,0.189571
1,1,8,32,1,4,64,1,0.19067
1,8,1,16,2,32,8,1,0.189915
1,16,8,2,8,4,8,1,0.188599
1,16,4,4,8,8,4,1,0.189746
1,8,1,16,4,32,4,1,0.189899
1,4,1,16,8,8,16,1,0.188921
1,8,4,16,4,4,8,1,0.189498
1,128,4,4,32,1,1,1,0.256597
1,4,256,2,2,4,4,1,0.256359
0,2,4,64,4,4,8,1,1.362255
0,16,32,2,16,1,4,1,1.078243
0,2,1,1024,8,1,4,1,0.695772
1,16,2,4,1,512,1,1,0.19017
1,256,1,4,2,16,2,1,0.185625
1,1,64,32,8,4,1,1,0.256677
1,1,4,64,8,1,32,1,0.189786
1,1,64,8,32,1,4,1,0.189404
1,2,4,64,16,8,1,1,0.189467
1,8,64,1,8,8,2,1,0.18958
1,1,1024,1,16,4,1,1,0.185439
1,32,2,16,4,16,1,1,0.185333
1,1,2,64,16,1,32,1,0.190008
1,1,16,128,16,1,2,1,0.256375
1,64,4,4,2,4,8,1,0.184873
1,2,16,8,32,8,1,1,0.189835
1,16,1,4,512,1,2,1,0.188496
1,8,8,16,64,1,1,1,0.18514
1,128,1,1,2,8,32,1,0.190428
1,8,2,128,8,4,1,1,0.256576
1,32,2,1,16,4,16,1,0.188395
0,512,4,1,16,2,1,1,0.697527
1,2,1,128,8,1,32,1,0.18884
1,2,2,16,32,16,2,1,0.189472
1,1,16,8,16,8,4,1,0.190021
1,4,32,1,2,32,8,1,0.190278
1,1,128,2,16,2,8,1,0.189971
1,2,128,8,8,4,1,1,0.256878
1,2,1,128,8,32,1,1,0.190182
1,32,16,2,4,8,2,1,0.185463
1,1,16,4,2,256,2,1,0.189344
1,128,2,2,1,2,64,1,0.189302
1,8,1,16,4,128,1,1,0.190174
1,16,1,16,1,128,2,1,0.18976
1,16,8,2,1,4,64,1,0.190313
0,4,16,1,32,4,8,1,1.325025
0,2,1,32,128,2,4,1,1.351994
0,128,1,2,8,32,1,1,1.32789
1,1,8,256,2,1,16,1,0.256435
1,1,1,128,8,4,16,1,0.190424
1,2,2,32,32,8,2,1,0.189724
1,1,64,16,4,8,2,1,0.185155
1,1,16,8,1,128,4,1,0.190032
1,256,2,1,4,16,2,1,0.189514
1,4,16,16,8,1,8,1,0.185602
1,16,1,4,1,256,4,1,0.189366
0,16,64,1,1,64,1,1,1.028815
1,32,8,8,8,2,2,1,0.256396
1,32,1,64,8,4,1,1,0.256457
1,64,2,1,4,32,4,1,0.190023
1,4,2,64,1,16,8,1,0.189193
1,16,2,2,16,4,16,1,0.189196
1,16,1,128,2,8,2,1,0.256475
1,128,8,1,16,1,4,1,0.184691
1,8,2,32,1,128,1,1,0.189375
1,16,32,1,32,4,1,1,0.18949
1,4,128,1,1,32,4,1,0.415094
1,256,2,2,8,1,8,1,0.184565
1,4,1,16,128,8,1,1,0.189256
1,1,256,1,2,2,64,1,0.1906
1,64,4,2,2,64,1,1,0.189222
0,2,8,128,16,2,1,1,0.708371
0,1,128,16,1,16,2,1,0.697164
1,64,1,8,1,8,16,1,0.189528
1,2,8,128,8,2,2,1,0.256107
1,128,8,1,8,8,1,1,0.184536
1,1,8,8,8,2,64,1,0.189082
1,4,8,4,32,4,4,1,0.189961
1,2,32,4,8,8,4,1,0.189856
1,4,16,2,128,2,2,1,0.190001
1,4,4,16,16,4,4,1,0.188234
1,8,16,2,2,64,2,1,0.189952
0,4,8,16,1,64,2,1,1.324515
1,1,16,4,16,4,16,1,0.18935
1,512,2,1,2,8,4,1,0.185499
1,32,2,8,2,16,4,1,0.189406
1,1,1,2048,4,4,2,1,0.256463
1,8,1,8,2,64,8,1,0.189372
1,32,4,8,1,8,8,1,0.184984
1,128,16,1,2,8,2,1,0.256427
1,1,256,1,4,1,64,1,0.189857
1,1,16,16,64,2,2,1,0.189658
0,4,16,2,2,16,16,1,1.369765
0,1,2,512,8,2,4,1,1.07796
1,256,1,2,4,2,16,1,0.189728
1,4,8,2,4,4,64,1,0.189101
1,8,32,4,8,4,2,1,0.185047
1,32,8,4,16,4,1,1,0.18538
1,1,16,32,32,4,1,1,0.189627
1,1,4,32,2,16,16,1,0.188365
1,8,2,4,32,4,8,1,0.188509
1,2,64,2,128,2,1,1,0.189832
1,8,1,8,2,512,1,1,0.189152
1,4,2,64,16,1,8,1,0.189386
0,2,1,64,2,256,1,1,1.337774
1,64,1,2,2,256,1,1,0.190058
1,64,8,2,1,32,2,1,0.185182
1,1,64,4,4,32,2,1,0.188996
1,1,256,2,4,8,4,1,0.189562
1,64,1,1,16,32,2,1,0.189409
0,16,1,16,64,1,4,1,1.329254
0,16,2,8,64,2,2,1,1.36495
1,4,32,1,1,512,1,1,0.189763
1,32,1,8,32,8,1,1,0.189904
1,4,32,8,1,1,64,1,0.185395
1,2,2,32,8,1,64,1,0.190591
1,2,1,32,32,16,2,1,0.18936
1,2,256,2,64,1,1,1,0.184591
1,2,64,2,4,8,8,1,0.189059
1,64,32,1,2,2,8,1,0.256631
1,1,4,128,8,2,8,1,0.189444
1,128,1,1,1,128,4,1,0.189947
1,1,2,64,1,16,32,1,0.189945
1,128,4,1,1,16,8,1,0.780233
0,8,2,8,64,4,2,1,1.362885
1,16,1,32,4,2,16,1,0.189428
1,32,2,32,4,1,8,1,0.256721
1,8,4,16,1,8,16,1,0.189242
1,2,1,512,8,1,8,1,0.185338
1,1,64,2,128,4,1,1,0.189925
1,8,1,32,8,4,8,1,0.190673
1,32,2,4,8,8,4,1,0.189047
1,32,4,1,128,4,1,1,0.18977
1,1,32,2,128,1,8,1,0.188405
1,8,16,2,4,16,4,1,0.189124
1,128,2,1,2,64,2,1,0.189939
1,1,64,32,4,2,4,1,0.256484
1,16,8,2,4,8,8,1,0.190389
1,2,128,2,2,64,1,1,0.189446
1,16,4,2,1,8,64,1,0.190158
1,32,1,4,32,8,2,1,0.190268
1,1,32,16,8,16,1,1,0.189518
1,8,2,4,2,32,16,1,0.189072
0,2,4,8,16,32,2,1,1.36135
1,2,2,64,1,8,32,1,0.190173
1,2,2,32,256,1,2,1,0.190247
1,16,8,8,2,32,1,1,0.185522
1,32,4,16,8,1,4,1,0.256143
1,1,32,16,8,1,16,1,0.189746
1,16,4,2,32,2,8,1,0.190022
1,8,16,4,1,4,32,1,0.189386
1,1,2,256,4,2,16,1,0.189666
0,4,32,4,1,16,8,1,1.308491
1,2,128,2,2,8,8,1,0.189198
1,64,2,4,4,16,2,1,0.189568
1,32,2,32,1,2,16,1,0.256554
1,2,4,128,2,4,8,1,0.18547
1,2,1,128,16,2,8,1,0.187807
1,16,8,8,1,64,1,1,0.185051
1,32,32,1,16,1,4,1,0.184909
1,8,1,8,8,16,8,1,0.188937
0,32,2,8,16,8,1,1,1.349287
0,8,2,4,8,16,8,1,1.356878
1,1,128,1,32,8,2,1,0.189897
1,8,4,2,4,16,16,1,0.189081
1,4,4,8,8,4,16,1,0.189527
1,64,1,4,64,4,1,1,0.190677
1,64,4,4,1,8,8,1,0.184971
1,8,64,1,16,1,8,1,0.189337
1,64,2,16,2,4,4,1,0.256223
0,4,16,1,128,1,8,1,1.32249
0,8,2,16,1,4,64,1,1.322933
1,8,16,4,1,2,64,1,0.189568
1,4,16,4,32,8,1,1,0.190077
1,64,16,1,64,1,1,1,0.18455
1,1,64,1,32,1,32,1,0.189514
1,1,8,256,1,2,16,1,0.256287
1,128,1,16,2,16,1,1,0.256645
1,16,2,4,8,16,4,1,0.189913
1,64,1,2,1,256,2,1,0.190056
1,128,8,2,16,2,1,1,0.257427
1,32,4,16,4,4,2,1,0.256275
1,2,4,16,8,8,8,1,0.189377
1,1,2,64,1,32,16,1,0.190013
0,64,4,2,8,2,8,1,1.356339
1,4,1,512,8,2,2,1,0.256406
0,8,2,8,8,2,32,1,1.350623
1,128,1,4,4,16,2,1,0.189123
1,1,2,512,2,1,32,1,0.184693
1,16,4,1,2,32,16,1,0.189481
1,4,1,32,16,2,16,1,0.189761
1,1,8,256,4,1,8,1,0.256701
1,8,256,1,4,8,1,1,0.256496
0,4,64,1,2,16,8,1,1.342191
1,8,4,16,16,4,2,1,0.189494
1,4,1,32,1,16,32,1,0.188187
1,256,1,4,1,32,2,1,0.185297
1,16,32,1,8,4,4,1,0.189593
0,1,16,8,64,4,2,1,1.323943
1,4,8,2,16,32,2,1,0.189296
1,32,32,1,1,32,2,1,0.32591
1,8,2,4,4,256,1,1,0.189215
1,512,1,2,1,8,8,1,0.184879
1,2,8,128,1,4,8,1,0.256466
1,2,128,1,8,16,2,1,0.190664
1,8,1,128,8,2,4,1,0.185282
1,8,16,4,1,128,1,1,0.189617
1,16,4,16,1,2,32,1,0.184911
1,4,4,16,16,16,1,1,0.190707
1,8,8,8,2,16,4,1,0.189681
1,2,4,128,8,4,2,1,0.185423
1,16,64,1,16,1,4,1,0.185098
1,16,2,4,512,1,1,1,0.190026
1,16,16,1,2,32,4,1,0.189764
1,2,1,64,1,64,8,1,0.189855
1,8,2,4,32,2,16,1,0.189065
1,16,4,32,1,2,16,1,0.256714
1,32,4,1,256,2,1,1,0.189591
1,8,2,16,1,4,64,1,0.18995
1,8,2,16,1,32,8,1,0.190384
1,32,1,2,8,64,2,1,0.188452
1,16,8,2,128,2,1,1,0.190015
1,1,128,8,8,8,1,1,0.185551
1,64,1,8,64,1,2,1,0.189668
0,4,1,64,8,8,4,1,1.370836
1,8,8,4,128,1,2,1,0.188604
1,1,1024,2,8,2,2,1,0.256599
1,4,2,16,1,64,8,1,0.189779
1,1,1,64,8,16,8,1,0.189357
1,8,1,8,1,1024,1,1,0.188957
1,1,16,128,8,4,1,1,0.256726
1,4,1,64,16,8,2,1,0.190016
1,4,8,64,2,8,2,1,0.256491
1,256,2,2,4,1,16,1,0.18533
1,1,16,16,4,32,2,1,0.190693
1,256,1,8,1,4,8,1,0.25638
1,16,1,32,1,32,4,1,0.189458
1,1,32,2,512,2,1,1,0.189107
1,8,4,16,4,1,32,1,0.189155
1,2,1,32,2,16,32,1,0.189023
1,2,64,4,8,8,2,1,0.189326
1,64,8,2,1,2,32,1,0.185497
1,512,1,4,2,2,8,1,0.256448
0,128,1,2,128,2,1,1,1.331447
0,32,2,32,16,1,2,1,0.711877
0,64,1,4,4,8,8,1,1.368531
1,1,16,16,1,8,32,1,0.189958
1,8,32,4,8,8,1,1,0.185071
1,2,2,256,1,1,64,1,0.184687
1,1,2048,1,1,16,2,1,0.256624
1,32,2,1,1,512,2,1,0.319111
1,2,2,512,4,8,1,1,0.256566
1,128,2,2,2,8,8,1,0.189328
1,2,128,2,2,32,2,1,0.1895
1,4,4,4,128,8,1,1,0.189333
1,128,4,2,1,16,4,1,0.185198
0,1,128,2,2,4,32,1,1.33608
0,4,64,1,4,64,1,1,1.326595
1,8,8,1,8,4,32,1,0.189197
0,4,32,8,8,2,4,1,1.092978
1,128,2,2,2,32,2,1,0.189053
1,8,8,1,2,512,1,1,0.189031
1,64,2,8,8,8,1,1,0.18502
1,2,2,16,128,4,2,1,0.189233
1,2,32,32,1,8,4,1,0.25668
1,256,4,2,4,2,4,1,0.256268
1,16,2,2,2,16,32,1,0.188842
1,1,2,128,8,32,1,1,0.188978
1,4,512,1,32,1,1,1,0.256661
1,256,1,8,4,8,1,1,0.256563
1,2,512,1,1,2,32,1,0.401322
1,4,1,32,4,8,16,1,0.189548
1,8,1,256,16,1,2,1,0.25653
1,4,256,1,1,16,4,1,0.693891
1,1,128,1,1,512,1,1,0.189943
1,1,8,64,32,2,2,1,0.188996
1,1,8,32,4,2,32,1,0.190055
1,2,1,32,4,16,16,1,0.189178
1,4,8,2,1,64,16,1,0.18916
1,32,2,8,1,64,2,1,0.18924
1,4,64,4,1,8,8,1,0.185343
1,256,8,1,2,4,4,1,0.256865
1,32,8,8,1,8,4,1,0.25669
1,1,512,4,1,32,1,1,0.256655
1,1,64,2,8,32,2,1,0.190306
1,8,64,1,16,2,4,1,0.189275
1,32,2,16,8,8,1,1,0.184902
1,128,16,1,8,1,4,1,0.256646
1,8,2,16,4,64,1,1,0.190054
1,1,64,1,2,256,2,1,0.189338
1,128,2,2,16,2,4,1,0.189387
1,8,1,256,8,2,2,1,0.256775
1,2,128,8,1,2,16,1,0.256632
1,32,1,8,4,32,2,1,0.19019
1,32,1,16,1,2,64,1,0.188946
1,2,256,1,4,4,8,1,0.189908
1,2,128,8,4,4,2,1,0.256868
0,4,64,1,1,8,32,1,1.332353
1,4,32,2,2,16,8,1,0.190518
1,32,2,2,256,1,2,1,0.189745
0,2,2,32,128,1,4,1,1.352017
1,8,32,4,64,1,1,1,0.184773
1,1,16,128,4,1,8,1,0.25625
1,4,16,4,8,8,4,1,0.188613
1,16,8,1,256,2,1,1,0.190698
1,2,8,64,16,4,1,1,0.184758
1,1,32,32,4,16,1,1,0.185444
1,2,1,512,1,32,2,1,0.18529
0,2,4,8,2,128,4,1,1.357001
1,4,1,64,2,16,8,1,0.190108
1,32,2,4,2,8,16,1,0.189713
1,1,4,16,2,256,2,1,0.189224
1,2,32,2,32,8,2,1,0.18978
1,32,2,8,8,2,8,1,0.189471
1,4,4,128,2,4,4,1,0.256485
1,1,16,8,16,1,32,1,0.190173
1,1,8,32,1,256,1,1,0.190095
1,32,4,1,16,8,4,1,0.189969
1,4,8,16,64,1,2,1,0.189696
1,1,8,8,16,2,32,1,0.188952
1,8,2,8,128,1,4,1,0.18997
0,2,8,64,4,2,8,1,1.09136
1,512,1,1,8,16,1,1,0.189353
1,4,32,4,1,16,8,1,0.18966
1,32,8,2,2,4,16,1,0.189263
1,64,1,1,64,4,4,1,0.188393
1,2,8,32,4,1,32,1,0.18939
1,1,8,8,2,256,2,1,0.18918
1,8,64,4,8,4,1,1,0.256754
0,2,32,2,2,16,16,1,1.355384
1,16,4,4,8,4,8,1,0.189513
1,8,8,4,1,128,2,1,0.189003
1,64,1,2,32,1,16,1,0.190077
1,16,4,4,4,4,16,1,0.188912
1,128,1,8,8,2,4,1,0.185544
1,4,8,2,64,1,16,1,0.189122
1,32,4,1,8,1,64,1,0.190153
1,4,1,128,8,8,2,1,0.189097
1,16,1,32,8,2,8,1,0.189169
1,512,1,4,1,8,4,1,0.256279
1,512,1,4,8,1,4,1,0.256511
0,1024,1,1,1,64,1,1,1.024241
0,32,4,1,2,128,2,1,1.331627
1,1,16,4,2,8,64,1,0.189433
1,2,2,64,2,128,1,1,0.18918
1,64,16,1,4,1,16,1,0.184795
1,2,128,4,32,1,2,1,0.185409
1,2,64,2,16,16,1,1,0.18954
1,16,32,1,16,1,8,1,0.189826
1,64,1,4,1,16,16,1,0.189462
0,4,16,32,4,8,1,1,0.707264
1,4,256,1,4,4,4,1,0.185315
0,64,2,2,256,1,1,1,1.33362
0,4,512,1,32,1,1,1,0.683114
1,4,8,8,1,8,32,1,0.190057
1,1,4,64,32,8,1,1,0.18993
1,2,64,8,1,1,64,1,0.185207
1,4,1,64,16,2,8,1,0.19049
1,2,64,1,2,4,64,1,0.189842
1,2,16,2,8,32,4,1,0.188396
1,1,16,4,2,32,16,1,0.188526
1,4,1,64,16,1,16,1,0.189708
1,64,1,1,1,512,2,1,0.188053
1,128,2,4,1,1,64,1,0.185376
1,4,16,2,64,2,4,1,0.190098
1,1,32,2,64,4,4,1,0.188584
1,32,4,1,4,16,8,1,0.190023
1,1,16,8,64,2,4,1,0.189975
1,64,4,2,2,32,2,1,0.18946
1,1,4,256,8,2,4,1,0.185358
1,4,16,2,2,4,64,1,0.190168
1,2,128,1,1,4,64,1,0.650484
1,2,32,1,64,4,4,1,0.189298
1,1,512,4,2,2,8,1,0.256807
1,1,8,16,8,1,64,1,0.189522
1,4,8,8,4,8,8,1,0.189351
0,8,1,8,64,8,2,1,1.363888
1,1,2,32,2,8,64,1,0.188618
1,2,128,2,64,1,2,1,0.189377
0,1,512,1,8,4,4,1,1.300281
1,64,1,16,2,1,32,1,0.18549
1,8,1,32,32,2,4,1,0.189704
1,1,128,1,8,8,8,1,0.189529
1,16,8,4,2,16,4,1,0.189262
1,32,1,2,32,1,32,1,0.189387
1,2,64,8,8,2,4,1,0.185048
1,4,4,32,4,8,4,1,0.189155
1,32,1,2,8,2,64,1,0.189342
1,1,64,1,2,512,1,1,0.189161
0,2,8,4,4,4,64,1,1.365832
0,64,1,4,2,32,4,1,1.367954
1,2,256,4,4,8,1,1,0.256453
1,4,16,8,8,1,16,1,0.189547
1,4,1,64,1,128,2,1,0.190442
1,1,64,32,1,16,2,1,0.256762
1,4,8,32,8,8,1,1,0.185167
1,4,2,8,4,32,8,1,0.188507
1,16,1,8,1,512,1,1,0.190134
1,4,4,8,64,4,2,1,0.189889
1,2,16,4,8,4,16,1,0.190057
1,1,16,64,32,1,2,1,0.184785
1,8,32,2,1,2,64,1,0.189474
1,2,64,2,128,1,2,1,0.190054
1,1,32,2,8,4,32,1,0.189346
1,2,64,4,2,16,4,1,0.189581
0,4,1,128,16,8,1,1,1.325849
1,8,4,2,4,256,1,1,0.18944
0,256,1,1,32,8,1,1,1.304748
1,2,64,8,32,2,1,1,0.185201
1,2,64,4,4,8,4,1,0.189213
1,32,4,1,4,32,4,1,0.19004
1,8,4,64,16,2,1,1,0.256457
1,2,16,2,1,64,16,1,0.189321
0,2,16,32,64,1,1,1,1.058909
1,16,2,2,128,8,1,1,0.189231
1,16,8,4,8,1,16,1,0.189455
1,8,16,2,2,16,8,1,0.190829
0,512,1,4,4,4,2,1,0.721881
1,2,4,16,4,8,16,1,0.190082
1,64,16,2,1,1,32,1,0.256714
0,16,2,64,8,4,1,1,0.704598
1,1,8,16,2,8,32,1,0.189926
1,8,1,256,1,2,16,1,0.256432
1,8,8,1,16,4,16,1,0.189011
1,8,8,4,64,1,4,1,0.190027
1,2,128,2,2,2,32,1,0.189263
1,2,8,32,2,16,4,1,0.188993
1,2,16,4,16,2,16,1,0.190162
1,4,4,4,1,32,32,1,0.189058
1,1,16,4,256,4,1,1,0.189305
1,64,2,2,4,16,4,1,0.189515
1,8,4,32,32,2,1,1,0.185321
0,2,32,32,1,16,2,1,0.702503
0,1,4,16,4,128,2,1,1.334742
