Kernel,gx,gy,gz,bx,by,bz,gpuId,gld_efficiency
0,20,5,1,16,1,64,0,21.69
0,160,2,2,40,2,2,0,21.69
0,2,40,10,128,1,1,0,21.69
0,1,5,320,8,8,1,0,21.69
0,200,1,8,1,1,64,0,21.69
0,8,10,2,320,2,1,0,21.69
0,1,10,32,32,5,2,0,21.69
0,4,4,20,2,8,20,0,21.69
0,32,5,10,4,4,4,0,21.69
0,16,5,10,4,32,1,0,21.69
0,160,2,1,2,10,16,0,21.69
0,1,4,32,16,1,50,0,21.69
0,8,25,16,2,8,2,0,21.69
0,1,40,16,1,16,10,0,21.69
0,10,20,1,4,2,64,0,21.69
0,2,25,4,16,16,2,0,21.69
0,40,10,8,2,16,1,0,21.69
0,8,1,40,8,20,2,0,21.69
0,8,16,1,32,5,5,0,21.69
0,10,1,32,2,5,32,0,21.69
0,5,16,2,8,10,8,0,21.69
0,2,1,160,1,320,1,0,21.69
0,100,16,2,1,16,2,0,21.69
0,4,10,8,1,16,20,0,21.69
0,400,4,2,2,4,4,0,21.69
0,2,64,5,2,8,10,0,21.69
0,2,25,2,8,8,16,0,21.69
0,25,2,2,64,8,2,0,21.69
0,2,32,10,20,1,8,0,21.69
0,8,20,1,16,1,40,0,21.69
0,16,40,1,1,4,40,0,19.98
0,20,32,1,8,5,4,0,21.69
0,1,1,100,512,2,1,0,21.69
0,100,2,8,1,1,64,0,21.69
0,16,5,5,1,64,4,0,21.69
0,50,8,4,16,2,2,0,21.69
0,20,1,32,2,4,20,0,21.69
0,1,32,10,10,4,8,0,21.69
0,5,5,4,8,16,8,0,21.69
0,32,4,1,2,80,5,0,21.69
0,1,50,32,32,2,1,0,21.69
0,2,80,1,8,2,40,0,21.69
0,8,8,2,2,10,40,0,21.69
0,2,20,16,32,1,5,0,21.69
0,8,10,8,1,16,10,0,21.69
0,64,5,1,160,2,1,0,21.69
0,128,1,1,1,25,32,0,21.69
0,100,2,1,4,128,1,0,21.69
0,16,25,4,8,4,2,0,21.69
0,80,5,4,4,16,1,0,21.69
0,5,80,8,2,8,2,0,21.69
0,2,5,16,2,32,10,0,21.69
0,20,32,5,8,2,2,0,21.69
0,8,5,20,2,2,32,0,21.69
0,8,16,25,1,8,4,0,21.69
0,16,1,8,50,4,4,0,21.69
0,80,2,2,8,4,10,0,21.69
0,2,1,80,2,80,4,0,21.69
0,8,8,50,32,1,1,0,21.69
0,5,5,8,1,64,8,0,21.69
0,2,2,80,10,32,1,0,21.69
0,80,20,2,1,32,1,0,21.69
0,4,2,40,20,1,16,0,21.69
0,5,10,8,4,16,4,0,21.69
0,160,1,20,16,1,2,0,21.69
0,5,16,4,80,1,4,0,21.69
0,40,10,1,2,64,2,0,21.69
0,1,80,8,4,5,8,0,21.69
0,2,1,64,25,8,4,0,21.69
0,5,2,32,16,10,2,0,21.69
0,5,80,1,8,4,8,0,21.69
0,1,400,8,16,2,1,0,21.69
0,1,2,160,160,1,2,0,21.69
