Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,1,2,64,64,1,8,1,1.192735
1,4,128,4,4,1,8,1,0.059118
0,4,128,4,4,1,8,1,0.950255
1,2,2,64,64,1,4,1,0.059136
1,1,8,8,256,2,2,1,0.059293
0,64,2,1,1,512,1,1,1.142753
0,8,16,8,32,2,1,1,1.154525
1,2,16,16,2,32,2,1,0.058523
0,8,8,1,128,4,2,1,1.256775
1,8,8,1,2,64,8,1,0.05912
0,1,8,8,128,4,2,1,1.260375
0,64,1,32,2,2,8,1,1.039665
1,2,1,32,16,32,2,1,0.059426
1,2,256,2,4,1,16,1,0.058348
1,2,2,64,256,1,1,1,0.058796
1,2,64,4,4,8,4,1,0.059707
1,4,1,64,2,32,4,1,0.058407
1,16,2,16,2,2,32,1,0.058743
1,1,64,4,8,32,1,1,0.059591
1,128,8,1,32,2,1,1,0.059329
1,1,128,1,8,32,2,1,0.059138
1,2,8,16,16,2,8,1,0.05914
0,2,32,2,16,16,2,1,1.23163
1,8,16,1,8,16,4,1,0.059809
1,32,32,2,2,2,8,1,0.058041
1,1,32,16,8,2,8,1,0.059594
1,512,1,2,64,1,1,1,0.058903
1,32,1,64,16,1,2,1,0.057929
1,64,16,1,2,1,32,1,0.058298
0,16,8,4,1,4,32,1,1.185439
1,256,1,4,1,16,4,1,0.058699
1,8,2,64,2,16,2,1,0.058437
1,2,32,4,16,8,2,1,0.058316
1,2,16,2,8,64,2,1,0.059014
1,4,4,16,2,16,8,1,0.059042
0,2,2,32,32,2,8,1,1.282196
1,2,16,2,128,8,1,1,0.058921
1,1024,2,1,2,16,1,1,0.059096
0,8,1,32,8,16,2,1,1.232742
1,32,8,1,2,16,8,1,0.058941
1,2,16,8,8,1,32,1,0.05912
1,2,64,4,4,32,1,1,0.058859
1,4,32,1,256,1,2,1,0.059554
0,1,4,16,256,2,2,1,1.281903
0,4,16,1,8,32,4,1,1.224233
1,4,8,2,16,1,64,1,0.058675
1,4,16,32,16,1,2,1,0.058164
1,8,8,2,128,4,1,1,0.05924
1,8,4,4,2,4,64,1,0.05855
0,2,4,8,1,128,8,1,1.207113
0,32,1,64,16,1,2,1,0.931796
1,32,4,4,4,2,16,1,0.0583
1,8,4,4,8,4,16,1,0.059201
1,8,4,2,1024,1,1,1,0.058699
1,32,8,1,32,8,1,1,0.058781
1,32,4,1,1,128,4,1,0.177734
1,16,8,1,2,32,8,1,0.059458
1,32,8,1,32,1,8,1,0.059099
1,4,1,32,16,32,1,1,0.058771
0,1,2,64,2,16,16,1,1.2346
1,2,32,1,256,2,2,1,0.058715
1,4,16,4,1,8,32,1,0.059003
1,2048,1,1,4,1,8,1,0.05859
1,4,2,8,32,8,4,1,0.058532
1,1,2,128,4,4,16,1,0.058282
1,8,128,1,16,1,4,1,0.058285
1,8,2,64,4,1,16,1,0.059078
1,4,1,512,2,1,16,1,0.058963
1,64,4,8,8,2,2,1,0.058893
0,128,1,4,128,1,1,1,1.086735
0,2,256,2,2,2,16,1,1.237879
1,256,4,2,4,4,2,1,0.058526
1,256,1,4,8,4,2,1,0.058324
1,4,32,1,512,1,1,1,0.059391
1,8,1,64,8,1,16,1,0.058108
1,2,16,4,128,1,4,1,0.059276
1,8,2,4,64,1,16,1,0.059173
1,16,2,2,1024,1,1,1,0.059454
0,4,8,64,2,8,2,1,0.994314
1,4,1,16,16,32,2,1,0.058872
1,1,512,1,32,4,1,1,0.058578
1,4,16,1,256,1,4,1,0.058985
1,2,1,512,1,4,16,1,0.058908
1,32,8,4,1,1,64,1,0.05885
1,4,8,64,8,1,4,1,0.058487
1,2,1,32,4,128,2,1,0.058966
1,16,2,16,2,4,16,1,0.059488
1,32,1,32,8,4,2,1,0.058842
0,8,8,32,1,16,2,1,0.93886
1,1,8,32,1,64,4,1,0.059135
1,1024,1,1,4,16,1,1,0.05859
1,1,2,32,4,8,32,1,0.058858
1,2,4,8,8,16,8,1,0.058852
1,8,1,16,32,1,16,1,0.058414
1,8,8,1,1,16,64,1,0.755243
1,8,8,32,16,1,2,1,0.057913
1,128,8,1,16,2,2,1,0.059088
1,2,512,2,4,8,1,1,0.058573
1,256,1,2,1,32,4,1,0.059031
1,16,2,16,16,4,2,1,0.058889
1,4,512,1,2,2,8,1,0.058628
1,2,32,8,8,2,8,1,0.058731
1,8,32,1,1,8,32,1,1.181899
1,64,1,8,32,2,2,1,0.058961
1,1,128,2,8,32,1,1,0.059135
1,16,2,64,2,1,16,1,0.058758
1,4,2,32,128,1,2,1,0.059103
1,1,16,4,8,128,1,1,0.058857
1,16,2,32,1,4,16,1,0.058775
1,64,1,32,2,1,16,1,0.057547
1,16,8,1,128,2,2,1,0.058988
1,64,2,4,2,64,1,1,0.05901
0,64,1,32,2,1,16,1,0.906303
1,16,16,4,16,2,2,1,0.059021
1,1,128,2,64,1,4,1,0.059075
0,2,1,32,16,2,32,1,1.302329
0,64,1,32,16,2,1,1,0.901111
1,1,2,512,16,1,4,1,0.058808
1,2,256,1,1,64,2,1,0.072036
1,1,32,4,1,8,64,1,0.058887
1,256,1,2,32,1,4,1,0.059718
1,32,2,8,2,64,1,1,0.05862
1,32,16,1,2,16,4,1,0.059278
1,4,4,4,16,32,2,1,0.058981
1,2,8,64,32,1,2,1,0.058824
1,4,2,128,4,4,4,1,0.058873
1,64,1,1,16,4,16,1,0.058624
1,1,8,16,256,2,1,1,0.058133
1,1,8,16,4,16,8,1,0.059157
1,64,1,4,4,32,2,1,0.059187
1,2,16,2,32,1,32,1,0.058818
1,1,2,32,4,16,16,1,0.05883
1,2,32,8,32,1,4,1,0.058975
1,16,4,8,64,1,2,1,0.058951
1,16,1,128,8,1,4,1,0.058209
1,2,2,256,4,1,16,1,0.058602
1,16,16,8,4,4,2,1,0.057442
1,16,4,16,1,32,2,1,0.058507
1,64,1,16,1,16,4,1,0.058378
1,1,8,16,256,1,2,1,0.05909
1,1,16,8,2,16,16,1,0.0594
1,4,8,2,64,8,2,1,0.059003
1,16,32,4,4,4,2,1,0.057959
0,4,1,32,16,16,2,1,1.216485
1,8,1,8,4,4,64,1,0.059254
1,4,1,16,1,512,2,1,0.059114
1,4,32,2,1,128,2,1,0.059201
1,32,4,16,2,8,2,1,0.058126
1,16,2,8,16,2,8,1,0.059079
1,4,4,16,32,8,1,1,0.058911
1,1,128,2,1,8,32,1,0.059015
1,4,4,4,128,2,4,1,0.058349
1,8,1,128,1,2,32,1,0.058586
1,2,16,32,16,4,1,1,0.059013
1,8,32,4,1,16,4,1,0.058871
1,64,2,2,1,4,64,1,0.058181
1,8,8,2,1,256,2,1,0.05888
1,16,16,4,1,32,2,1,0.059331
1,32,4,4,4,32,1,1,0.059215
1,128,4,1,4,4,8,1,0.059371
1,512,2,1,16,2,2,1,0.058658
1,32,8,1,64,4,1,1,0.059126
1,8,8,1,4,16,16,1,0.059016
1,64,16,2,8,1,4,1,0.058472
1,256,1,2,2,16,4,1,0.059467
1,8,4,16,1,64,2,1,0.058854
1,1,8,8,1,64,16,1,0.059152
1,2,8,16,64,2,2,1,0.058091
1,32,4,8,1,64,1,1,0.058583
1,4,16,16,16,4,1,1,0.057773
1,16,2,2,32,4,8,1,0.05876
1,8,4,64,1,8,4,1,0.058101
0,16,1,4,8,4,32,1,1.296487
0,1,2,32,32,1,32,1,1.216408
0,16,16,8,4,4,2,1,1.007393
1,16,4,2,16,1,32,1,0.058289
1,8,32,8,8,4,1,1,0.057832
1,64,2,2,2,2,64,1,0.058696
1,1,32,64,1,32,1,1,0.059149
1,4,2,64,2,1,64,1,0.059008
0,2,16,32,4,2,8,1,1.202889
0,32,1,4,4,4,32,1,1.2114
1,8,1,8,2,64,8,1,0.059545
1,32,4,1,2,256,1,1,0.059562
1,2,4,16,512,1,1,1,0.058709
1,1,4,32,32,8,2,1,0.058175
1,1,128,1,128,2,2,1,0.059027
1,16,4,4,8,1,32,1,0.058957
