Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
1,16,2,4,1,12,24,1,0.062321
1,2,4,9,32,1,16,1,0.061611
0,6,8,1,8,3,32,1,0.918491
1,2,18,1,16,64,1,1,0.061885
1,4,12,1,96,4,2,1,0.063463
1,4,1,72,16,1,8,1,0.061023
1,1,8,9,64,4,2,1,0.061705
0,1,32,12,3,16,2,1,0.856904
0,2,1,144,16,4,2,1,0.838598
1,32,1,3,1,24,16,1,0.063902
1,1,4,16,96,2,3,1,0.06551
1,8,4,6,8,2,12,1,0.062977
1,12,3,2,32,2,8,1,0.0614
1,12,12,2,16,1,8,1,0.061465
0,1,1,384,2,2,24,1,0.839026
1,1,64,2,48,1,6,1,0.062124
1,2,1,32,1,144,4,1,0.06589
1,2,96,1,4,16,3,1,0.063695
1,4,3,8,8,2,24,1,0.064262
0,6,1,32,32,1,6,1,0.828082
0,4,72,1,16,2,4,1,0.889192
1,4,3,96,2,16,1,1,0.061785
1,4,9,2,1,64,8,1,0.061174
1,16,1,6,2,64,3,1,0.063966
1,3,192,1,16,1,4,1,0.060794
0,4,1,72,16,1,8,1,0.820075
1,32,1,2,4,16,9,1,0.065827
0,36,16,1,8,2,4,1,0.833992
0,3,1,24,4,4,32,1,0.878126
0,2,1,192,8,6,2,1,0.842579
1,32,6,6,1,4,8,1,0.061778
1,2,48,1,1,192,2,1,0.086566
1,4,12,4,1,12,16,1,0.06335
1,2,1,18,8,64,2,1,0.061702
1,6,4,48,32,1,1,1,0.06178
0,3,192,1,16,1,4,1,0.800104
1,8,1,6,768,1,1,1,0.063392
1,3,12,8,128,1,1,1,0.06116
1,3,192,1,4,16,1,1,0.060386
0,4,32,1,72,4,1,1,0.853327
1,8,3,8,16,12,1,1,0.063331
1,6,6,1,256,2,2,1,0.061571
1,2,6,48,2,1,32,1,0.060465
1,4,12,1,24,4,8,1,0.063365
1,12,48,2,2,4,4,1,0.062172
1,8,6,4,24,8,1,1,0.062968
1,4,2,72,1,1,64,1,0.06074
1,4,4,24,1,96,1,1,0.061379
1,96,2,1,1,3,64,1,0.207262
1,72,1,2,8,2,16,1,0.061789
1,4,2,9,4,2,64,1,0.061725
0,48,1,3,4,64,1,1,0.821024
1,64,3,6,1,4,8,1,0.061881
1,16,3,4,1,16,12,1,0.06331
1,1,6,8,8,96,1,1,0.063406
1,1,1,64,9,64,1,1,0.065661
1,4,8,6,4,6,8,1,0.063474
1,3,2,8,16,16,3,1,0.063493
1,1,6,6,1024,1,1,1,0.061739
1,12,6,8,8,4,2,1,0.060773
1,1,12,6,2,64,4,1,0.061667
