Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,32,2,1,8,32,1,1,0.524243
0,32,4,1,4,32,1,1,0.544892
1,32,2,1,8,32,1,1,0.088024
0,1,1,32,128,1,4,1,0.508172
0,1,2,16,2,4,64,1,0.542351
1,4,2,8,32,8,1,1,0.087664
0,64,2,4,4,2,4,1,0.431983
1,4,4,1,8,16,8,1,0.088433
0,4,2,8,32,8,1,1,0.527792
1,8,2,32,1,8,4,1,0.088516
0,2,1,128,1,32,2,1,0.527224
1,32,2,4,4,16,1,1,0.084521
1,4,1,16,2,2,64,1,0.088223
1,1,4,128,1,1,32,1,0.088094
1,2,16,8,4,2,8,1,0.084095
1,4,32,2,8,4,2,1,0.084167
1,8,1,4,64,1,8,1,0.08776
0,32,8,2,4,4,2,1,0.433351
1,8,16,1,16,8,1,1,0.08557
1,2,8,1,2,128,4,1,0.088509
1,2,2,8,2,32,8,1,0.088272
1,4,64,1,8,1,8,1,0.083829
1,4,8,2,32,2,4,1,0.08778
1,2,8,8,128,1,1,1,0.086409
1,4,4,8,2,8,8,1,0.085603
0,2,8,1,4,4,64,1,0.581545
1,8,1,2,8,128,1,1,0.088492
0,1,16,1,8,16,8,1,0.497979
1,2,2,32,16,8,1,1,0.085869
1,2,4,16,8,8,2,1,0.085305
1,4,8,4,8,16,1,1,0.08588
1,1,64,8,16,2,1,1,0.087988
1,1,8,16,64,1,2,1,0.085899
0,16,4,1,32,4,2,1,0.585845
1,2,4,4,8,64,1,1,0.088496
1,2,1,128,4,4,4,1,0.085001
1,1,2,32,4,4,16,1,0.087553
0,4,1,64,2,16,2,1,0.565307
1,1,4,128,2,8,2,1,0.088818
0,1,4,16,4,16,4,1,0.5345
1,256,1,2,8,4,1,1,0.088454
1,32,2,2,1,64,2,1,0.085705
1,128,1,4,2,1,16,1,0.088873
1,16,8,1,4,4,8,1,0.086173
1,8,64,1,2,4,4,1,0.088278
1,2,8,4,8,8,4,1,0.087559
0,4,64,1,8,1,8,1,0.503973
1,2,2,32,8,16,1,1,0.085692
1,2,1,8,4,256,1,1,0.088107
1,1,1,128,2,2,32,1,0.086223
1,8,8,1,64,4,1,1,0.087877
1,2,2,4,1,32,32,1,0.089398
1,8,8,8,16,2,1,1,0.088763
1,2,8,2,2,128,2,1,0.088191
1,1,8,32,8,8,1,1,0.084155
1,4,1,4,2,16,32,1,0.087678
0,16,16,1,8,2,4,1,0.568707
1,2,1,16,16,32,1,1,0.088611
1,1,8,64,1,16,2,1,0.088072
1,64,2,1,32,2,2,1,0.085793
1,8,4,4,2,16,4,1,0.085709
1,1,16,2,128,1,4,1,0.088724
1,1,8,16,8,16,1,1,0.085781
1,4,1,4,1024,1,1,1,0.088667
1,2,2,8,1,256,2,1,0.0885
1,16,4,4,1,2,32,1,0.08406
0,16,2,1,8,64,1,1,0.521009
0,128,2,2,32,1,1,1,0.408321
1,16,4,2,16,8,1,1,0.085468
1,8,4,1,8,16,4,1,0.088232
1,2,32,2,2,2,32,1,0.085373
1,2,128,1,2,2,16,1,0.084353
1,1,16,2,8,32,2,1,0.088498
1,2,2,128,8,1,4,1,0.088343
1,8,1,4,8,32,2,1,0.088023
1,8,4,1,16,4,8,1,0.087564
1,16,16,1,4,8,2,1,0.084241
1,4,16,1,2,128,1,1,0.08796
1,64,1,2,8,1,16,1,0.084898
1,1,2,16,4,128,1,1,0.08759
1,2,32,4,8,1,8,1,0.083513
1,128,2,1,16,1,4,1,0.084548
0,1,8,2,1024,1,1,1,0.513032
0,16,8,2,2,8,4,1,0.532102
1,4,2,4,16,2,16,1,0.088912
1,8,2,16,8,4,2,1,0.083739
1,1,2,256,2,2,8,1,0.088717
1,8,64,1,8,4,1,1,0.088036
1,2,4,16,1,64,2,1,0.085918
1,4,1,32,4,1,32,1,0.085369
1,2,1,8,128,4,2,1,0.088378
1,1,2,256,4,2,4,1,0.087651
1,32,4,1,2,16,4,1,0.085832
1,16,8,2,2,2,16,1,0.084372
1,1,2,64,8,2,8,1,0.085708
1,2,64,1,8,4,4,1,0.085955
1,4,32,4,1,1,32,1,0.088342
1,2,1,64,16,4,2,1,0.085563
