Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
1,2,5,10,16,8,8,1,0.047046
1,4,4,8,5,8,20,1,0.046211
1,8,16,5,5,1,32,1,0.046573
1,1,32,25,8,4,4,1,0.046596
1,1,100,1,16,1,64,1,0.04704
1,5,2,160,2,1,32,1,0.046196
1,1,16,40,8,1,20,1,0.046604
1,8,50,8,2,2,8,1,0.045912
0,5,2,160,2,1,32,1,1.232163
0,20,1,16,1,64,5,1,1.217449
0,16,1,10,4,8,20,1,1.272521
0,16,10,5,16,2,4,1,1.466551
0,8,50,8,2,2,8,1,1.07051
1,32,20,1,40,2,2,1,0.056808
1,2,16,25,4,32,1,1,0.051594
1,1,320,1,2,5,32,1,0.052063
1,5,1,32,5,2,64,1,0.046959
1,5,10,4,1,8,64,1,0.046562
1,10,5,32,64,1,1,1,0.046436
1,2,25,4,4,8,16,1,0.046659
0,80,4,2,10,4,4,1,1.320876
0,1,2,80,4,10,16,1,1.202621
1,2,1,80,8,8,10,1,0.04716
1,10,1,16,16,40,1,1,0.047231
1,2,10,16,8,10,4,1,0.04681
1,4,2,50,2,2,64,1,0.046988
1,50,8,2,32,1,4,1,0.04684
0,32,4,5,1,16,10,1,1.240459
0,10,2,80,1,1,64,1,1.138879
1,32,10,2,2,5,16,1,0.046539
1,10,32,1,32,5,2,1,0.046886
1,8,2,8,5,40,4,1,0.046335
1,4,5,5,64,4,4,1,0.056911
1,1,1,160,128,5,1,1,0.056915
0,640,1,1,16,2,5,1,1.271592
0,2,25,64,4,1,8,1,1.013935
1,16,200,1,2,16,1,1,0.050339
1,2,20,4,16,1,40,1,0.051504
0,2,40,20,1,4,16,1,1.239484
1,4,20,8,8,2,10,1,0.047006
1,5,8,10,4,4,16,1,0.046917
1,1,1,200,128,2,2,1,0.046678
0,1,10,64,8,4,5,1,1.239682
1,160,1,2,5,2,32,1,0.047067
1,1,32,10,20,2,8,1,0.047072
0,2,80,5,1,64,2,1,1.22565
1,10,16,4,16,10,1,1,0.04719
1,32,5,1,2,5,64,1,0.047021
1,2,1,200,4,2,32,1,0.046749
1,32,4,1,20,2,20,1,0.04627
1,64,10,1,10,8,2,1,0.046549
1,2,1,80,32,5,4,1,0.047173
0,32,5,1,8,4,20,1,1.275477
1,2,40,8,2,2,40,1,0.04706
1,40,80,1,2,2,8,1,0.045889
1,8,4,10,20,1,16,1,0.046904
1,100,4,4,16,4,1,1,0.045755
1,1,40,4,10,2,32,1,0.054413
1,32,4,5,4,8,5,1,0.048046
0,8,10,2,8,8,10,1,1.31581
1,16,10,20,8,2,2,1,0.045922
1,1,200,8,8,8,1,1,0.04621
0,80,1,4,20,4,4,1,1.289683
0,5,16,2,40,8,2,1,1.268385
1,25,32,4,4,4,2,1,0.045964
1,32,1,10,10,1,32,1,0.046546
1,20,4,2,5,4,32,1,0.047311
0,4,10,4,1,128,5,1,1.221775
1,10,2,16,40,1,8,1,0.046708
1,320,2,1,32,5,1,1,0.04715
1,1,2,80,80,8,1,1,0.046906
0,2,4,20,10,16,4,1,1.291399
0,1,5,64,1,5,64,1,1.14273
0,40,2,4,5,16,4,1,1.44985
1,80,10,1,4,8,4,1,0.056433
0,40,4,1,16,40,1,1,1.342593
1,8,10,4,5,4,16,1,0.056322
1,64,2,5,8,4,5,1,0.055148
1,1,1,128,25,1,32,1,0.05456
1,16,2,10,4,10,8,1,0.055397
1,10,4,10,64,1,4,1,0.049971
1,4,32,1,4,5,40,1,0.046273
1,2,2,80,1,8,40,1,0.04674
1,80,1,4,40,4,2,1,0.046915
1,128,1,1,1,32,25,1,0.046224
1,5,40,8,32,2,1,1,0.046366
1,20,2,5,4,128,1,1,0.046505
