Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,4,2,16,1,32,1,1,0.141582
0,1,4,4,16,1,16,1,0.148517
1,1,8,2,8,4,8,1,0.492061
0,1,16,1,8,8,4,1,0.138064
0,1,2,2,4,32,8,1,0.556941
0,2,4,4,8,2,8,1,0.149367
1,2,4,4,2,2,32,1,0.495003
0,1,32,4,1,16,2,1,0.138226
0,16,4,1,4,8,2,1,0.161324
0,2,8,1,16,8,2,1,0.157759
0,2,1,2,1024,1,1,1,0.500127
0,8,2,8,4,8,1,1,0.146722
0,8,8,1,2,8,4,1,0.159425
1,1,4,32,1,8,4,1,0.492983
0,8,2,2,8,2,8,1,0.149274
0,2,2,8,2,64,1,1,0.144001
0,2,4,1,16,8,4,1,0.297242
0,1,1,32,1,32,4,1,0.142939
1,1,16,4,4,1,16,1,0.488987
0,4,2,2,16,8,2,1,0.150496
0,4,4,1,32,4,2,1,0.159044
1,1,16,1,8,8,4,1,0.487753
0,1,32,1,32,1,4,1,0.137511
1,1,4,4,4,1,64,1,0.499609
1,1,32,1,1,4,32,1,0.492545
0,1,1,64,32,1,2,1,0.134442
0,8,4,4,1,32,1,1,0.141383
0,4,8,1,1,128,1,1,0.135213
0,4,8,4,2,2,8,1,0.158393
0,1,1,16,16,1,16,1,0.133929
0,16,4,2,4,2,4,1,0.148915
0,16,2,4,2,16,1,1,0.145842
1,32,2,1,2,8,4,1,0.495827
0,2,2,1,32,8,4,1,0.587234
0,1,2,16,2,4,16,1,0.149709
0,1,16,2,2,16,4,1,0.151712
0,1,2,16,16,1,8,1,0.149704
0,8,16,1,1,16,2,1,0.15405
1,8,4,1,1,2,64,1,0.602331
0,16,4,2,16,1,2,1,0.146708
0,2,32,1,32,2,1,1,0.147038
0,1,4,2,1,64,8,1,0.2598
1,1,1,16,16,1,16,1,0.500318
0,2,2,1,2,512,1,1,0.565147
0,1,8,2,1,128,2,1,0.141544
0,8,4,1,8,16,1,1,0.14813
0,2,2,1,4,128,2,1,0.587156
0,2,32,2,4,1,8,1,0.143832
1,1,2,32,8,4,2,1,0.494552
0,1,8,1,2,32,8,1,0.260621
0,1,1,64,16,4,1,1,0.143175
0,1,8,1,1,256,2,1,0.250655
0,8,8,2,1,16,2,1,0.146545
1,2,2,8,8,8,2,1,0.489442
0,1,1,16,1,256,1,1,0.137487
0,8,1,8,1,2,32,1,0.14746
0,1,2,8,4,1,64,1,0.146771
0,2,2,1,2,16,32,1,0.607216
0,4,1,32,2,2,8,1,0.159339
0,1,1,16,2,128,1,1,0.143452
0,16,8,1,4,8,1,1,0.149609
0,1,2,4,256,2,1,1,0.259992
0,8,2,1,1,32,8,1,0.153297
1,4,8,4,1,32,1,1,0.495565
0,2,2,8,2,1,64,1,0.145964
0,4,8,4,32,1,1,1,0.142499
0,16,2,1,4,2,16,1,0.162262
0,4,1,4,4,4,16,1,0.161303
0,64,2,1,1,32,1,1,0.133765
0,1,4,32,8,1,4,1,0.145041
0,16,1,8,8,4,1,1,0.140997
0,1,1,32,8,8,2,1,0.138015
1,4,2,8,1,64,1,1,0.492812
0,1,2,16,1,64,2,1,0.141619
0,2,1,32,1,64,1,1,0.14347
0,2,1,2,512,2,1,1,0.510893
0,1,4,2,2,4,64,1,0.280288
0,1,128,1,1,8,4,1,0.134737
