Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
1,1,80,2,2,8,10,1,0.060806
1,2,40,2,1,32,5,1,0.060632
0,2,10,5,32,4,2,1,0.823176
1,1,20,2,40,8,2,1,0.066038
1,16,1,5,20,16,1,1,0.062095
1,10,1,4,320,1,2,1,0.066027
0,2,40,2,1,32,5,1,0.789991
1,1,50,2,16,2,8,1,0.062406
1,5,1,80,2,16,2,1,0.060583
1,8,1,100,8,1,4,1,0.075872
1,2,1,400,1,4,8,1,0.075085
1,2,40,2,2,20,4,1,0.060673
1,8,1,20,16,10,1,1,0.060766
0,10,10,2,4,8,4,1,0.812127
1,8,1,5,20,32,1,1,0.066206
1,10,20,2,16,4,1,1,0.060563
1,4,5,20,2,16,2,1,0.060353
1,20,8,1,5,8,4,1,0.061024
0,10,20,2,16,4,1,1,0.714024
0,4,5,20,2,16,2,1,0.753924
1,5,4,4,320,1,1,1,0.061955
1,2,5,10,8,32,1,1,0.062249
1,20,2,2,320,1,1,1,0.062087
1,2,8,2,8,2,50,1,0.063352
1,40,4,5,32,1,1,1,0.076242
1,1,40,1,2,20,16,1,0.066058
0,1,16,25,1,16,4,1,0.706545
1,1,20,2,16,4,10,1,0.066092
1,800,1,1,2,4,4,1,0.075997
1,2,8,10,32,1,5,1,0.06059
1,25,32,1,1,16,2,1,0.205253
1,2,2,8,5,16,10,1,0.063422
1,50,4,1,16,1,8,1,0.060798
1,1,5,20,1,128,2,1,0.062274
1,5,5,8,1,128,1,1,0.060734
1,10,2,5,16,4,4,1,0.062491
1,10,40,1,2,4,8,1,0.060625
1,5,1,10,8,16,4,1,0.064358
1,20,4,2,1,16,10,1,0.060789
1,1,10,4,2,80,4,1,0.066196
1,100,1,8,1,32,1,1,0.073546
1,1,20,4,160,1,2,1,0.062168
1,4,1,25,256,1,1,1,0.062007
1,8,1,10,10,1,32,1,0.062132
1,1,1,400,1,64,1,1,0.060365
1,8,10,1,16,4,5,1,0.06216
1,20,1,2,5,8,16,1,0.066235
1,10,2,2,2,16,20,1,0.066178
