gx,gy,gz,bx,by,bz,gpuId,smefficiency
32,256,1,16,1,2,0,98.66
64,1,128,16,1,2,0,98.8
64,2,64,16,1,2,0,98.77
64,4,32,16,1,2,0,98.77
64,8,16,16,1,2,0,98.57
64,16,8,16,1,2,0,98.86
64,32,4,16,1,2,0,98.72
64,64,2,16,1,2,0,98.82
64,128,1,16,1,2,0,98.76
128,1,64,16,1,2,0,98.82
128,2,32,16,1,2,0,98.92
128,4,16,16,1,2,0,98.91
128,8,8,16,1,2,0,98.89
128,16,4,16,1,2,0,98.66
128,32,2,16,1,2,0,98.79
128,64,1,16,1,2,0,98.77
256,1,32,16,1,2,0,98.89
256,2,16,16,1,2,0,98.81
256,4,8,16,1,2,0,98.76
256,8,4,16,1,2,0,98.78
256,16,2,16,1,2,0,98.86
256,32,1,16,1,2,0,98.72
512,1,16,16,1,2,0,98.83
512,2,8,16,1,2,0,98.77
512,4,4,16,1,2,0,98.85
512,8,2,16,1,2,0,98.77
512,16,1,16,1,2,0,98.76
1024,1,8,16,1,2,0,98.77
1024,2,4,16,1,2,0,98.8
1024,4,2,16,1,2,0,98.77
1024,8,1,16,1,2,0,98.75
2048,1,4,16,1,2,0,98.58
2048,2,2,16,1,2,0,98.76
2048,4,1,16,1,2,0,98.84
4096,1,2,16,1,2,0,98.68
4096,2,1,16,1,2,0,98.76
8192,1,1,16,1,2,0,98.82
1,1,4096,32,1,2,0,67.25
1,2,2048,32,1,2,0,67.24
1,4,1024,32,1,2,0,67.23
1,8,512,32,1,2,0,67.22
1,16,256,32,1,2,0,67.25
1,32,128,32,1,2,0,67.27
1,64,64,32,1,2,0,67.24
1,128,32,32,1,2,0,67.19
1,256,16,32,1,2,0,67.35
1,512,8,32,1,2,0,67.22
1,1024,4,32,1,2,0,67.22
1,2048,2,32,1,2,0,67.17
1,4096,1,32,1,2,0,67.19
2,1,2048,32,1,2,0,67.24
2,2,1024,32,1,2,0,67.27
2,4,512,32,1,2,0,67.28
2,8,256,32,1,2,0,67.3
2,16,128,32,1,2,0,67.23
2,32,64,32,1,2,0,67.27
2,64,32,32,1,2,0,67.26
2,128,16,32,1,2,0,67.29
2,256,8,32,1,2,0,67.26
2,512,4,32,1,2,0,67.29
2,1024,2,32,1,2,0,67.25
2,2048,1,32,1,2,0,67.1
4,1,1024,32,1,2,0,67.31
4,2,512,32,1,2,0,67.29
4,4,256,32,1,2,0,67.27
4,8,128,32,1,2,0,67.28
4,16,64,32,1,2,0,67.27
4,32,32,32,1,2,0,67.24
4,64,16,32,1,2,0,67.32
4,128,8,32,1,2,0,67.29
4,256,4,32,1,2,0,67.27
4,512,2,32,1,2,0,67.26
4,1024,1,32,1,2,0,67.28
8,1,512,32,1,2,0,67.25
8,2,256,32,1,2,0,67.24
8,4,128,32,1,2,0,67.27
8,8,64,32,1,2,0,67.27
8,16,32,32,1,2,0,67.26
8,32,16,32,1,2,0,67.27
8,64,8,32,1,2,0,67.26
8,128,4,32,1,2,0,67.24
8,256,2,32,1,2,0,67.3
8,512,1,32,1,2,0,67.18
16,1,256,32,1,2,0,67.25
16,2,128,32,1,2,0,67.29
16,4,64,32,1,2,0,67.31
16,8,32,32,1,2,0,67.29
16,16,16,32,1,2,0,67.25
16,32,8,32,1,2,0,67.29
16,64,4,32,1,2,0,67.32
16,128,2,32,1,2,0,67.28
16,256,1,32,1,2,0,67.24
32,1,128,32,1,2,0,67.23
32,2,64,32,1,2,0,67.3
32,4,32,32,1,2,0,67.28
32,8,16,32,1,2,0,67.27
32,16,8,32,1,2,0,67.25
32,32,4,32,1,2,0,67.26
32,64,2,32,1,2,0,67.28
32,128,1,32,1,2,0,67.21
64,1,64,32,1,2,0,67.23
64,2,32,32,1,2,0,67.3
64,4,16,32,1,2,0,67.26
64,8,8,32,1,2,0,67.32
64,16,4,32,1,2,0,67.24
64,32,2,32,1,2,0,67.25
64,64,1,32,1,2,0,67.23
128,1,32,32,1,2,0,67.27
128,2,16,32,1,2,0,67.26
128,4,8,32,1,2,0,67.25
128,8,4,32,1,2,0,67.24
128,16,2,32,1,2,0,67.28
128,32,1,32,1,2,0,67.16
256,1,16,32,1,2,0,67.28
256,2,8,32,1,2,0,67.26
256,4,4,32,1,2,0,67.28
256,8,2,32,1,2,0,67.26
256,16,1,32,1,2,0,67.18
512,1,8,32,1,2,0,67.25
512,2,4,32,1,2,0,67.27
512,4,2,32,1,2,0,67.26
512,8,1,32,1,2,0,67.25
1024,1,4,32,1,2,0,67.27
1024,2,2,32,1,2,0,67.21
1024,4,1,32,1,2,0,67.2
2048,1,2,32,1,2,0,67.21
2048,2,1,32,1,2,0,67.19
4096,1,1,32,1,2,0,67.15
1,1,2048,64,1,2,0,35.1
1,2,1024,64,1,2,0,35.11
1,4,512,64,1,2,0,35.14
1,8,256,64,1,2,0,35.15
1,16,128,64,1,2,0,35.14
1,32,64,64,1,2,0,35.14
1,64,32,64,1,2,0,35.09
1,128,16,64,1,2,0,35.15
1,256,8,64,1,2,0,35.11
1,512,4,64,1,2,0,35.12
1,1024,2,64,1,2,0,35.15
1,2048,1,64,1,2,0,35.1
2,1,1024,64,1,2,0,35.14
2,2,512,64,1,2,0,35.16
2,4,256,64,1,2,0,35.15
2,8,128,64,1,2,0,35.19
2,16,64,64,1,2,0,35.18
2,32,32,64,1,2,0,35.16
2,64,16,64,1,2,0,35.2
2,128,8,64,1,2,0,35.17
2,256,4,64,1,2,0,35.18
2,512,2,64,1,2,0,35.19
2,1024,1,64,1,2,0,35.14
4,1,512,64,1,2,0,35.14
4,2,256,64,1,2,0,35.19
4,4,128,64,1,2,0,35.18
4,8,64,64,1,2,0,35.2
4,16,32,64,1,2,0,35.2
4,32,16,64,1,2,0,35.22
4,64,8,64,1,2,0,35.19
4,128,4,64,1,2,0,35.2
4,256,2,64,1,2,0,35.19
4,512,1,64,1,2,0,35.11
8,1,256,64,1,2,0,35.19
8,2,128,64,1,2,0,35.17
8,4,64,64,1,2,0,35.18
8,8,32,64,1,2,0,35.19
8,16,16,64,1,2,0,35.17
8,32,8,64,1,2,0,35.17
8,64,4,64,1,2,0,35.17
8,128,2,64,1,2,0,35.18
8,256,1,64,1,2,0,35.12
16,1,128,64,1,2,0,35.14
16,2,64,64,1,2,0,35.19
16,4,32,64,1,2,0,35.19
16,8,16,64,1,2,0,35.17
16,16,8,64,1,2,0,35.17
16,32,4,64,1,2,0,35.21
16,64,2,64,1,2,0,35.2
16,128,1,64,1,2,0,35.1
32,1,64,64,1,2,0,35.16
32,2,32,64,1,2,0,35.17
32,4,16,64,1,2,0,35.2
32,8,8,64,1,2,0,35.19
32,16,4,64,1,2,0,35.22
32,32,2,64,1,2,0,35.2
32,64,1,64,1,2,0,35.13
64,1,32,64,1,2,0,35.16
64,2,16,64,1,2,0,35.17
64,4,8,64,1,2,0,35.2
64,8,4,64,1,2,0,35.18
64,16,2,64,1,2,0,35.19
64,32,1,64,1,2,0,35.1
128,1,16,64,1,2,0,35.16
128,2,8,64,1,2,0,35.17
128,4,4,64,1,2,0,35.2
128,8,2,64,1,2,0,35.17
128,16,1,64,1,2,0,35.1
256,1,8,64,1,2,0,35.13
256,2,4,64,1,2,0,35.15
256,4,2,64,1,2,0,35.18
256,8,1,64,1,2,0,35.11
512,1,4,64,1,2,0,35.12
512,2,2,64,1,2,0,35.15
512,4,1,64,1,2,0,35.12
1024,1,2,64,1,2,0,35.16
1024,2,1,64,1,2,0,35.13
2048,1,1,64,1,2,0,35.09
1,1,1024,128,1,2,0,19.03
1,2,512,128,1,2,0,19.07
1,4,256,128,1,2,0,19.07
1,8,128,128,1,2,0,19.07
1,16,64,128,1,2,0,19.07
1,32,32,128,1,2,0,19.09
1,64,16,128,1,2,0,19.05
1,128,8,128,1,2,0,19.06
1,256,4,128,1,2,0,19.05
1,512,2,128,1,2,0,19.1
1,1024,1,128,1,2,0,19.05
2,1,512,128,1,2,0,19.1
2,2,256,128,1,2,0,19.15
2,4,128,128,1,2,0,19.13
2,8,64,128,1,2,0,19.16
2,16,32,128,1,2,0,19.15
2,32,16,128,1,2,0,19.14
2,64,8,128,1,2,0,19.16
2,128,4,128,1,2,0,19.11
2,256,2,128,1,2,0,19.12
2,512,1,128,1,2,0,19.04
4,1,256,128,1,2,0,19.09
4,2,128,128,1,2,0,19.12
4,4,64,128,1,2,0,19.17
4,8,32,128,1,2,0,19.15
4,16,16,128,1,2,0,19.14
4,32,8,128,1,2,0,19.12
4,64,4,128,1,2,0,19.16
4,128,2,128,1,2,0,19.17
4,256,1,128,1,2,0,19.07
8,1,128,128,1,2,0,19.06
8,2,64,128,1,2,0,19.15
8,4,32,128,1,2,0,19.13
8,8,16,128,1,2,0,19.17
8,16,8,128,1,2,0,19.17
8,32,4,128,1,2,0,19.17
8,64,2,128,1,2,0,19.15
8,128,1,128,1,2,0,19.04
16,1,64,128,1,2,0,19.1
16,2,32,128,1,2,0,19.15
16,4,16,128,1,2,0,19.15
16,8,8,128,1,2,0,19.15
16,16,4,128,1,2,0,19.13
16,32,2,128,1,2,0,19.17
16,64,1,128,1,2,0,19.06
32,1,32,128,1,2,0,19.09
32,2,16,128,1,2,0,19.13
32,4,8,128,1,2,0,19.14
32,8,4,128,1,2,0,19.11
32,16,2,128,1,2,0,19.12
32,32,1,128,1,2,0,19.07
64,1,16,128,1,2,0,19.07
64,2,8,128,1,2,0,19.16
64,4,4,128,1,2,0,19.17
64,8,2,128,1,2,0,19.17
64,16,1,128,1,2,0,19.08
128,1,8,128,1,2,0,19.11
128,2,4,128,1,2,0,19.13
128,4,2,128,1,2,0,19.17
128,8,1,128,1,2,0,19.04
256,1,4,128,1,2,0,19.11
256,2,2,128,1,2,0,19.17
256,4,1,128,1,2,0,19.07
512,1,2,128,1,2,0,19.11
512,2,1,128,1,2,0,19.07
1024,1,1,128,1,2,0,19.06
1,1,512,256,1,2,0,10.19
1,2,256,256,1,2,0,10.21
1,4,128,256,1,2,0,10.2
1,8,64,256,1,2,0,10.21
1,16,32,256,1,2,0,10.21
1,32,16,256,1,2,0,10.2
1,64,8,256,1,2,0,10.21
1,128,4,256,1,2,0,10.21
1,256,2,256,1,2,0,10.21
1,512,1,256,1,2,0,10.2
2,1,256,256,1,2,0,10.21
2,2,128,256,1,2,0,10.25
2,4,64,256,1,2,0,10.26
2,8,32,256,1,2,0,10.25
2,16,16,256,1,2,0,10.25
2,32,8,256,1,2,0,10.26
2,64,4,256,1,2,0,10.25
2,128,2,256,1,2,0,10.25
2,256,1,256,1,2,0,10.19
4,1,128,256,1,2,0,10.22
4,2,64,256,1,2,0,10.26
4,4,32,256,1,2,0,10.26
4,8,16,256,1,2,0,10.25
4,16,8,256,1,2,0,10.25
4,32,4,256,1,2,0,10.25
4,64,2,256,1,2,0,10.26
4,128,1,256,1,2,0,10.19
8,1,64,256,1,2,0,10.22
8,2,32,256,1,2,0,10.25
8,4,16,256,1,2,0,10.25
8,8,8,256,1,2,0,10.25
8,16,4,256,1,2,0,10.25
8,32,2,256,1,2,0,10.25
8,64,1,256,1,2,0,10.19
16,1,32,256,1,2,0,10.21
16,2,16,256,1,2,0,10.25
16,4,8,256,1,2,0,10.25
16,8,4,256,1,2,0,10.25
16,16,2,256,1,2,0,10.26
16,32,1,256,1,2,0,10.19
32,1,16,256,1,2,0,10.22
32,2,8,256,1,2,0,10.25
32,4,4,256,1,2,0,10.25
32,8,2,256,1,2,0,10.25
32,16,1,256,1,2,0,10.18
64,1,8,256,1,2,0,10.21
64,2,4,256,1,2,0,10.26
64,4,2,256,1,2,0,10.26
64,8,1,256,1,2,0,10.19
128,1,4,256,1,2,0,10.22
128,2,2,256,1,2,0,10.24
128,4,1,256,1,2,0,10.19
256,1,2,256,1,2,0,10.22
256,2,1,256,1,2,0,10.19
512,1,1,256,1,2,0,10.19
1,1,256,512,1,2,0,10.2
1,2,128,512,1,2,0,10.23
1,4,64,512,1,2,0,10.22
1,8,32,512,1,2,0,10.22
1,16,16,512,1,2,0,10.22
1,32,8,512,1,2,0,10.22
1,64,4,512,1,2,0,10.22
1,128,2,512,1,2,0,10.22
1,256,1,512,1,2,0,10.21
2,1,128,512,1,2,0,10.23
2,2,64,512,1,2,0,10.28
2,4,32,512,1,2,0,10.27
2,8,16,512,1,2,0,10.27
2,16,8,512,1,2,0,10.27
2,32,4,512,1,2,0,10.27
2,64,2,512,1,2,0,10.28
2,128,1,512,1,2,0,10.2
4,1,64,512,1,2,0,10.24
4,2,32,512,1,2,0,10.27
4,4,16,512,1,2,0,10.29
4,8,8,512,1,2,0,10.28
4,16,4,512,1,2,0,10.28
4,32,2,512,1,2,0,10.28
4,64,1,512,1,2,0,10.2
8,1,32,512,1,2,0,10.23
8,2,16,512,1,2,0,10.28
8,4,8,512,1,2,0,10.27
8,8,4,512,1,2,0,10.28
8,16,2,512,1,2,0,10.27
8,32,1,512,1,2,0,10.2
16,1,16,512,1,2,0,10.23
16,2,8,512,1,2,0,10.27
16,4,4,512,1,2,0,10.27
16,8,2,512,1,2,0,10.27
16,16,1,512,1,2,0,10.21
32,1,8,512,1,2,0,10.23
32,2,4,512,1,2,0,10.27
32,4,2,512,1,2,0,10.27
32,8,1,512,1,2,0,10.2
64,1,4,512,1,2,0,10.24
64,2,2,512,1,2,0,10.27
64,4,1,512,1,2,0,10.2
128,1,2,512,1,2,0,10.23
128,2,1,512,1,2,0,10.2
256,1,1,512,1,2,0,10.19
1,1,8192,8,2,2,0,98.8
1,2,4096,8,2,2,0,98.77
1,4,2048,8,2,2,0,98.88
1,8,1024,8,2,2,0,98.82
1,16,512,8,2,2,0,98.9
1,32,256,8,2,2,0,98.81
1,64,128,8,2,2,0,98.8
1,128,64,8,2,2,0,98.78
1,256,32,8,2,2,0,98.68
1,512,16,8,2,2,0,98.75
1,1024,8,8,2,2,0,98.81
1,2048,4,8,2,2,0,98.76
1,4096,2,8,2,2,0,98.78
1,8192,1,8,2,2,0,98.78
2,1,4096,8,2,2,0,98.7
2,2,2048,8,2,2,0,98.78
2,4,1024,8,2,2,0,98.78
2,8,512,8,2,2,0,98.77
2,16,256,8,2,2,0,98.82
2,32,128,8,2,2,0,98.77
2,64,64,8,2,2,0,98.85
2,128,32,8,2,2,0,98.83
2,256,16,8,2,2,0,98.8
2,512,8,8,2,2,0,98.81
2,1024,4,8,2,2,0,98.67
2,2048,2,8,2,2,0,98.72
2,4096,1,8,2,2,0,98.74
4,1,2048,8,2,2,0,98.72
4,2,1024,8,2,2,0,98.67
4,4,512,8,2,2,0,98.69
4,8,256,8,2,2,0,98.82
4,16,128,8,2,2,0,98.78
4,32,64,8,2,2,0,98.89
4,64,32,8,2,2,0,98.75
4,128,16,8,2,2,0,98.8
4,256,8,8,2,2,0,98.82
4,512,4,8,2,2,0,98.83
4,1024,2,8,2,2,0,98.83
4,2048,1,8,2,2,0,98.8
8,1,1024,8,2,2,0,98.73
8,2,512,8,2,2,0,98.78
8,4,256,8,2,2,0,98.84
8,8,128,8,2,2,0,98.82
8,16,64,8,2,2,0,98.82
8,32,32,8,2,2,0,98.63
8,64,16,8,2,2,0,98.67
8,128,8,8,2,2,0,98.69
8,256,4,8,2,2,0,98.68
8,512,2,8,2,2,0,98.76
8,1024,1,8,2,2,0,98.76
16,1,512,8,2,2,0,98.8
16,2,256,8,2,2,0,98.71
16,4,128,8,2,2,0,98.84
16,8,64,8,2,2,0,98.76
16,16,32,8,2,2,0,98.77
16,32,16,8,2,2,0,98.76
16,64,8,8,2,2,0,98.64
16,128,4,8,2,2,0,98.82
16,256,2,8,2,2,0,98.85
16,512,1,8,2,2,0,98.63
32,1,256,8,2,2,0,98.79
32,2,128,8,2,2,0,98.73
32,4,64,8,2,2,0,98.83
32,8,32,8,2,2,0,98.8
32,16,16,8,2,2,0,98.74
32,32,8,8,2,2,0,98.77
32,64,4,8,2,2,0,98.68
32,128,2,8,2,2,0,98.76
32,256,1,8,2,2,0,98.79
64,1,128,8,2,2,0,98.8
64,2,64,8,2,2,0,98.8
64,4,32,8,2,2,0,98.73
64,8,16,8,2,2,0,98.83
64,16,8,8,2,2,0,98.79
64,32,4,8,2,2,0,98.77
64,64,2,8,2,2,0,98.7
64,128,1,8,2,2,0,98.7
128,1,64,8,2,2,0,98.88
128,2,32,8,2,2,0,98.67
128,4,16,8,2,2,0,98.78
128,8,8,8,2,2,0,98.85
128,16,4,8,2,2,0,98.76
128,32,2,8,2,2,0,98.6
128,64,1,8,2,2,0,98.66
256,1,32,8,2,2,0,98.82
256,2,16,8,2,2,0,98.62
256,4,8,8,2,2,0,98.67
256,8,4,8,2,2,0,98.85
256,16,2,8,2,2,0,98.78
256,32,1,8,2,2,0,98.66
512,1,16,8,2,2,0,98.92
512,2,8,8,2,2,0,98.79
512,4,4,8,2,2,0,98.75
512,8,2,8,2,2,0,98.83
512,16,1,8,2,2,0,98.79
1024,1,8,8,2,2,0,98.8
1024,2,4,8,2,2,0,98.8
1024,4,2,8,2,2,0,98.78
1024,8,1,8,2,2,0,98.75
2048,1,4,8,2,2,0,98.69
2048,2,2,8,2,2,0,98.59
2048,4,1,8,2,2,0,98.67
4096,1,2,8,2,2,0,98.65
4096,2,1,8,2,2,0,98.72
8192,1,1,8,2,2,0,98.8
1,1,4096,16,2,2,0,67.18
1,2,2048,16,2,2,0,67.28
1,4,1024,16,2,2,0,67.31
1,8,512,16,2,2,0,67.35
1,16,256,16,2,2,0,67.35
1,32,128,16,2,2,0,67.35
1,64,64,16,2,2,0,67.32
1,128,32,16,2,2,0,67.33
1,256,16,16,2,2,0,67.29
1,512,8,16,2,2,0,67.33
1,1024,4,16,2,2,0,67.34
1,2048,2,16,2,2,0,67.3
1,4096,1,16,2,2,0,67.28
2,1,2048,16,2,2,0,67.33
2,2,1024,16,2,2,0,67.27
2,4,512,16,2,2,0,67.27
2,8,256,16,2,2,0,67.28
2,16,128,16,2,2,0,67.29
2,32,64,16,2,2,0,67.3
2,64,32,16,2,2,0,67.32
2,128,16,16,2,2,0,67.32
2,256,8,16,2,2,0,67.32
2,512,4,16,2,2,0,67.31
2,1024,2,16,2,2,0,67.26
2,2048,1,16,2,2,0,67.21
4,1,1024,16,2,2,0,67.32
4,2,512,16,2,2,0,67.32
4,4,256,16,2,2,0,67.29
4,8,128,16,2,2,0,67.31
4,16,64,16,2,2,0,67.32
4,32,32,16,2,2,0,67.32
4,64,16,16,2,2,0,67.3
4,128,8,16,2,2,0,67.28
4,256,4,16,2,2,0,67.27
4,512,2,16,2,2,0,67.35
4,1024,1,16,2,2,0,67.27
8,1,512,16,2,2,0,67.26
8,2,256,16,2,2,0,67.29
8,4,128,16,2,2,0,67.29
8,8,64,16,2,2,0,67.27
8,16,32,16,2,2,0,67.32
8,32,16,16,2,2,0,67.26
8,64,8,16,2,2,0,67.33
8,128,4,16,2,2,0,67.32
8,256,2,16,2,2,0,67.29
8,512,1,16,2,2,0,67.29
16,1,256,16,2,2,0,67.32
16,2,128,16,2,2,0,67.3
16,4,64,16,2,2,0,67.3
16,8,32,16,2,2,0,67.26
16,16,16,16,2,2,0,67.28
16,32,8,16,2,2,0,67.31
16,64,4,16,2,2,0,67.29
16,128,2,16,2,2,0,67.29
16,256,1,16,2,2,0,67.32
32,1,128,16,2,2,0,67.29
32,2,64,16,2,2,0,67.32
32,4,32,16,2,2,0,67.33
32,8,16,16,2,2,0,67.29
32,16,8,16,2,2,0,67.31
32,32,4,16,2,2,0,67.32
32,64,2,16,2,2,0,67.33
32,128,1,16,2,2,0,67.31
64,1,64,16,2,2,0,67.3
64,2,32,16,2,2,0,67.26
64,4,16,16,2,2,0,67.32
64,8,8,16,2,2,0,67.34
64,16,4,16,2,2,0,67.29
64,32,2,16,2,2,0,67.3
64,64,1,16,2,2,0,67.29
128,1,32,16,2,2,0,67.26
128,2,16,16,2,2,0,67.27
128,4,8,16,2,2,0,67.25
128,8,4,16,2,2,0,67.3
128,16,2,16,2,2,0,67.25
128,32,1,16,2,2,0,67.26
256,1,16,16,2,2,0,67.34
256,2,8,16,2,2,0,67.28
256,4,4,16,2,2,0,67.27
256,8,2,16,2,2,0,67.29
256,16,1,16,2,2,0,67.28
512,1,8,16,2,2,0,67.32
512,2,4,16,2,2,0,67.32
512,4,2,16,2,2,0,67.32
512,8,1,16,2,2,0,67.31
1024,1,4,16,2,2,0,67.32
1024,2,2,16,2,2,0,67.29
1024,4,1,16,2,2,0,67.32
2048,1,2,16,2,2,0,67.3
2048,2,1,16,2,2,0,67.3
4096,1,1,16,2,2,0,67.26
1,1,2048,32,2,2,0,35.13
1,2,1024,32,2,2,0,35.21
1,4,512,32,2,2,0,35.2
1,8,256,32,2,2,0,35.22
1,16,128,32,2,2,0,35.22
1,32,64,32,2,2,0,35.25
1,64,32,32,2,2,0,35.19
1,128,16,32,2,2,0,35.2
1,256,8,32,2,2,0,35.22
1,512,4,32,2,2,0,35.2
1,1024,2,32,2,2,0,35.2
1,2048,1,32,2,2,0,35.09
2,1,1024,32,2,2,0,35.2
2,2,512,32,2,2,0,35.19
2,4,256,32,2,2,0,35.17
2,8,128,32,2,2,0,35.2
2,16,64,32,2,2,0,35.16
2,32,32,32,2,2,0,35.18
2,64,16,32,2,2,0,35.17
2,128,8,32,2,2,0,35.18
2,256,4,32,2,2,0,35.16
2,512,2,32,2,2,0,35.15
2,1024,1,32,2,2,0,35.18
4,1,512,32,2,2,0,35.22
4,2,256,32,2,2,0,35.16
4,4,128,32,2,2,0,35.2
4,8,64,32,2,2,0,35.17
4,16,32,32,2,2,0,35.17
4,32,16,32,2,2,0,35.18
4,64,8,32,2,2,0,35.18
4,128,4,32,2,2,0,35.17
4,256,2,32,2,2,0,35.22
4,512,1,32,2,2,0,35.21
8,1,256,32,2,2,0,35.16
8,2,128,32,2,2,0,35.17
8,4,64,32,2,2,0,35.18
8,8,32,32,2,2,0,35.18
8,16,16,32,2,2,0,35.18
8,32,8,32,2,2,0,35.2
8,64,4,32,2,2,0,35.17
8,128,2,32,2,2,0,35.18
8,256,1,32,2,2,0,35.17
16,1,128,32,2,2,0,35.19
16,2,64,32,2,2,0,35.17
16,4,32,32,2,2,0,35.18
16,8,16,32,2,2,0,35.21
16,16,8,32,2,2,0,35.17
16,32,4,32,2,2,0,35.19
16,64,2,32,2,2,0,35.18
16,128,1,32,2,2,0,35.18
32,1,64,32,2,2,0,35.2
32,2,32,32,2,2,0,35.18
32,4,16,32,2,2,0,35.22
32,8,8,32,2,2,0,35.2
32,16,4,32,2,2,0,35.2
32,32,2,32,2,2,0,35.2
32,64,1,32,2,2,0,35.18
64,1,32,32,2,2,0,35.22
64,2,16,32,2,2,0,35.18
64,4,8,32,2,2,0,35.2
64,8,4,32,2,2,0,35.17
64,16,2,32,2,2,0,35.17
64,32,1,32,2,2,0,35.21
128,1,16,32,2,2,0,35.2
128,2,8,32,2,2,0,35.2
128,4,4,32,2,2,0,35.18
128,8,2,32,2,2,0,35.17
128,16,1,32,2,2,0,35.2
256,1,8,32,2,2,0,35.18
256,2,4,32,2,2,0,35.19
256,4,2,32,2,2,0,35.2
256,8,1,32,2,2,0,35.18
512,1,4,32,2,2,0,35.21
512,2,2,32,2,2,0,35.2
512,4,1,32,2,2,0,35.16
1024,1,2,32,2,2,0,35.2
1024,2,1,32,2,2,0,35.19
2048,1,1,32,2,2,0,35.15
1,1,1024,64,2,2,0,19.08
1,2,512,64,2,2,0,19.16
1,4,256,64,2,2,0,19.17
1,8,128,64,2,2,0,19.14
1,16,64,64,2,2,0,19.14
1,32,32,64,2,2,0,19.15
1,64,16,64,2,2,0,19.15
1,128,8,64,2,2,0,19.16
1,256,4,64,2,2,0,19.14
1,512,2,64,2,2,0,19.14
1,1024,1,64,2,2,0,19.06
2,1,512,64,2,2,0,19.14
2,2,256,64,2,2,0,19.12
2,4,128,64,2,2,0,19.12
2,8,64,64,2,2,0,19.14
2,16,32,64,2,2,0,19.12
2,32,16,64,2,2,0,19.13
2,64,8,64,2,2,0,19.12
2,128,4,64,2,2,0,19.11
2,256,2,64,2,2,0,19.11
2,512,1,64,2,2,0,19.11
4,1,256,64,2,2,0,19.13
4,2,128,64,2,2,0,19.09
4,4,64,64,2,2,0,19.08
4,8,32,64,2,2,0,19.11
4,16,16,64,2,2,0,19.13
4,32,8,64,2,2,0,19.13
4,64,4,64,2,2,0,19.11
4,128,2,64,2,2,0,19.12
4,256,1,64,2,2,0,19.11
8,1,128,64,2,2,0,19.17
8,2,64,64,2,2,0,19.12
8,4,32,64,2,2,0,19.14
8,8,16,64,2,2,0,19.1
8,16,8,64,2,2,0,19.11
8,32,4,64,2,2,0,19.13
8,64,2,64,2,2,0,19.14
8,128,1,64,2,2,0,19.11
16,1,64,64,2,2,0,19.15
16,2,32,64,2,2,0,19.13
16,4,16,64,2,2,0,19.14
16,8,8,64,2,2,0,19.14
16,16,4,64,2,2,0,19.13
16,32,2,64,2,2,0,19.08
16,64,1,64,2,2,0,19.13
32,1,32,64,2,2,0,19.13
32,2,16,64,2,2,0,19.11
32,4,8,64,2,2,0,19.12
32,8,4,64,2,2,0,19.13
32,16,2,64,2,2,0,19.11
32,32,1,64,2,2,0,19.13
64,1,16,64,2,2,0,19.17
64,2,8,64,2,2,0,19.1
64,4,4,64,2,2,0,19.11
64,8,2,64,2,2,0,19.12
64,16,1,64,2,2,0,19.13
128,1,8,64,2,2,0,19.13
128,2,4,64,2,2,0,19.11
128,4,2,64,2,2,0,19.11
128,8,1,64,2,2,0,19.11
256,1,4,64,2,2,0,19.15
256,2,2,64,2,2,0,19.14
256,4,1,64,2,2,0,19.12
512,1,2,64,2,2,0,19.17
512,2,1,64,2,2,0,19.12
1024,1,1,64,2,2,0,19.06
1,1,512,128,2,2,0,10.19
1,2,256,128,2,2,0,10.21
1,4,128,128,2,2,0,10.21
1,8,64,128,2,2,0,10.21
1,16,32,128,2,2,0,10.21
1,32,16,128,2,2,0,10.21
1,64,8,128,2,2,0,10.21
1,128,4,128,2,2,0,10.21
1,256,2,128,2,2,0,10.22
1,512,1,128,2,2,0,10.2
2,1,256,128,2,2,0,10.23
2,2,128,128,2,2,0,10.21
2,4,64,128,2,2,0,10.21
2,8,32,128,2,2,0,10.21
2,16,16,128,2,2,0,10.21
2,32,8,128,2,2,0,10.21
2,64,4,128,2,2,0,10.21
2,128,2,128,2,2,0,10.2
2,256,1,128,2,2,0,10.21
4,1,128,128,2,2,0,10.23
4,2,64,128,2,2,0,10.21
4,4,32,128,2,2,0,10.21
4,8,16,128,2,2,0,10.21
4,16,8,128,2,2,0,10.2
4,32,4,128,2,2,0,10.21
4,64,2,128,2,2,0,10.22
4,128,1,128,2,2,0,10.21
8,1,64,128,2,2,0,10.22
8,2,32,128,2,2,0,10.21
8,4,16,128,2,2,0,10.21
8,8,8,128,2,2,0,10.21
8,16,4,128,2,2,0,10.21
8,32,2,128,2,2,0,10.22
8,64,1,128,2,2,0,10.21
16,1,32,128,2,2,0,10.23
16,2,16,128,2,2,0,10.21
16,4,8,128,2,2,0,10.21
16,8,4,128,2,2,0,10.21
16,16,2,128,2,2,0,10.21
16,32,1,128,2,2,0,10.21
32,1,16,128,2,2,0,10.23
32,2,8,128,2,2,0,10.21
32,4,4,128,2,2,0,10.21
32,8,2,128,2,2,0,10.21
32,16,1,128,2,2,0,10.21
64,1,8,128,2,2,0,10.24
64,2,4,128,2,2,0,10.21
64,4,2,128,2,2,0,10.21
64,8,1,128,2,2,0,10.21
128,1,4,128,2,2,0,10.22
128,2,2,128,2,2,0,10.21
128,4,1,128,2,2,0,10.21
256,1,2,128,2,2,0,10.23
256,2,1,128,2,2,0,10.21
512,1,1,128,2,2,0,10.21
1,1,256,256,2,2,0,10.21
1,2,128,256,2,2,0,10.26
1,4,64,256,2,2,0,10.25
