Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
0,1,1,512,1,4,32,0,0.758429
1,8,64,1,16,4,2,0,0.976136
0,16,16,4,32,1,2,0,0.690178
0,32,32,2,32,1,1,0,0.3722
0,4,4,32,8,1,16,0,0.776674
1,64,1,8,2,1,64,0,0.97543
1,2,16,8,2,32,4,0,0.979247
1,1,4,512,2,8,2,0,0.498968
0,64,2,8,8,2,4,0,0.689926
1,32,32,2,32,1,1,0,0.498992
0,2,32,2,4,128,1,0,0.877265
0,512,4,1,4,2,4,0,0.365637
0,8,1,32,8,16,2,0,0.823189
0,4,8,2,8,32,4,0,0.929558
0,4,128,4,16,2,1,0,0.373125
0,2,128,4,2,32,1,0,0.691849
1,1,4,64,2,8,16,0,0.984852
0,4,8,64,1,16,2,0,0.368877
0,16,1,4,32,8,4,0,0.937503
0,4,2,64,128,1,1,0,0.756061
0,16,2,8,16,2,8,0,0.884585
0,32,2,1,2,64,8,0,0.937782
1,4,4,64,8,4,2,0,0.976395
1,4,256,2,32,1,1,0,0.499257
1,2,8,8,64,1,8,0,0.985161
1,2,8,8,64,8,1,0,0.984362
0,4,8,64,1,8,4,0,0.374503
1,2,4,8,2,16,32,0,0.985592
0,2,512,2,16,1,2,0,0.375506
1,512,4,1,4,2,4,0,0.498912
0,512,2,2,32,1,1,0,0.36855
0,128,1,8,4,8,2,0,0.713777
0,2,2,16,32,4,8,0,0.937161
0,2,64,1,32,8,2,0,0.867058
0,2,2,16,64,16,1,0,0.934235
0,2,32,4,128,1,2,0,0.843139
0,8,2,32,4,2,16,0,0.78905
0,1,256,8,1,32,1,0,0.367796
0,16,4,4,2,8,16,0,0.80795
0,2,16,2,4,8,32,0,0.936129
0,2048,1,1,4,2,4,0,0.37449
1,2,16,4,32,16,1,0,0.985263
0,8,16,8,16,4,1,0,0.715659
0,2,4,128,32,1,2,0,0.743669
0,8,8,16,1,1,64,0,0.710786
0,32,2,8,128,1,1,0,0.757694
0,1,16,8,1,256,2,0,0.876173
0,1,8,128,8,1,8,0,0.678168
0,1,64,16,2,32,1,0,0.705898
1,2,128,1,16,1,16,0,0.984554
0,1,2,256,2,4,16,0,0.789773
0,4,16,2,8,4,16,0,0.883213
0,2,4,32,32,1,8,0,0.828582
1,2,64,1,4,4,32,0,0.989577
1,16,1,8,64,1,8,0,0.988865
1,4,32,1,4,16,8,0,0.989003
1,64,2,16,1,2,16,0,0.499089
0,16,1,4,64,4,4,0,0.92984
0,8,128,2,4,8,1,0,0.374034
0,128,2,8,4,2,4,0,0.368785
0,1,1,2048,2,2,8,0,0.371217
0,16,2,64,2,1,16,0,0.381622
0,2,32,8,8,8,2,0,0.790382
0,1024,1,1,64,1,1,0,0.676513
0,32,32,1,8,2,4,0,0.689867
1,1024,2,1,16,2,1,0,0.499122
1,16,16,2,32,4,1,0,0.980181
0,16,128,1,1,2,16,0,0.370226
0,8,1,16,64,2,4,0,0.864221
0,2,4,8,1,32,32,0,0.925894
0,16,2,16,1,32,4,0,0.783066
0,2048,1,1,8,1,4,0,0.366027
0,1,1,128,4,2,64,0,0.860984
0,32,1,2,16,32,2,0,0.927283
0,4,1,128,4,8,4,0,0.756042
1,128,1,8,8,8,1,0,0.975846
0,4,4,8,1,16,32,0,0.883738
0,1,16,64,4,1,16,0,0.695869
0,8,8,2,4,32,4,0,0.883533
1,8,8,8,32,4,1,0,0.97461
1,64,32,1,1,1,32,0,0.499238
1,16,8,16,1,4,8,0,0.498753
1,2,4,32,8,2,16,0,0.983233
0,128,2,1,1,32,8,0,0.788265
0,1,1,1024,32,1,2,0,0.685752
1,16,1,16,8,1,32,0,0.9844
0,64,1,1,8,16,8,0,0.928386
0,512,1,1,2,4,16,0,0.761818
0,8,16,2,64,4,1,0,0.826502
0,8,8,2,2,128,2,0,0.878547
1,4,4,4,4,8,32,0,0.989985
0,16,4,1,16,16,4,0,0.928611
0,32,1,32,2,4,8,0,0.674724
0,1,512,1,128,1,1,0,0.743205
1,1,8,128,4,4,4,0,0.975318
0,32,1,2,8,8,16,0,0.926607
0,1,1,64,8,4,32,0,0.926632
1,16,128,1,4,4,2,0,0.498905
1,16,8,1,128,1,4,0,0.983848
0,32,32,2,4,2,4,0,0.371876
1,32,8,4,4,16,1,0,0.976705
0,4,128,4,2,4,4,0,0.368029
0,8,8,1,1,32,32,0,0.912134
1,8,128,2,2,2,8,0,0.499069
0,64,8,1,16,1,8,0,0.762478
1,2,16,16,32,4,1,0,0.97959
1,64,16,1,1,2,32,0,0.976116
1,8,1,8,2,16,32,0,0.990213
0,1,64,1,2,32,16,0,0.932124
0,4,8,2,1,16,64,0,0.936349
1,32,1,2,2,8,64,0,0.990388
0,1,32,2,1,512,2,0,0.930088
0,4,64,1,2,64,2,0,0.804795
0,1,8,16,8,32,2,0,0.884693
1,2,8,4,2,512,1,0,0.989368
1,16,128,1,1,4,8,0,0.486227
1,128,2,8,2,4,4,0,0.499172
1,2,16,8,1,64,4,0,0.984602
0,4,1,16,32,16,2,0,0.92877
1,4,32,16,2,8,2,0,0.499076
0,1,8,32,8,1,32,0,0.797704
0,16,8,1,1,64,8,0,0.86626
0,2,16,64,4,8,1,0,0.368964
0,2,8,16,32,2,4,0,0.810538
0,2,1,256,2,4,16,0,0.759466
1,2,32,4,64,4,1,0,0.980177
1,1,64,32,2,16,1,0,0.499005
1,64,4,4,1,32,2,0,0.976012
0,512,1,1,4,8,4,0,0.759022
1,8,1,128,16,1,4,0,0.975938
0,32,1,2,128,4,2,0,0.92688
0,2,4,128,32,2,1,0,0.69231
0,4,4,128,2,4,4,0,0.37802
1,1,8,128,1,16,4,0,0.976029
0,128,1,2,128,1,2,0,0.818774
0,32,1,4,2,64,4,0,0.866391
0,32,4,1,1,64,8,0,0.853195
1,1,256,1,32,1,8,0,0.985218
1,1,512,4,32,1,1,0,0.499139
1,1,8,64,2,32,2,0,0.981013
1,1,256,8,4,8,1,0,0.49903
0,4,1,64,32,4,2,0,0.800779
0,2,4,8,16,2,32,0,0.938242
0,8,32,8,1,8,4,0,0.374511
0,8,2,4,64,2,8,0,0.936322
0,32,8,2,1,64,2,0,0.783962
0,8,2,8,1,128,4,0,0.88055
1,8,4,16,2,16,4,0,0.976228
0,64,4,4,32,2,1,0,0.723653
0,4,32,16,1,2,16,0,0.373184
0,4,2,32,1,8,32,0,0.797377
1,16,4,16,4,8,2,0,0.976063
1,128,4,1,1,8,16,0,0.993617
0,256,1,1,16,16,1,0,0.8115
1,1,2,32,4,8,32,0,0.994527
0,16,2,4,2,256,1,0,0.884222
0,16,32,1,4,2,16,0,0.758305
1,8,64,4,4,8,1,0,0.498945
1,8,2,4,16,1,64,0,0.989113
1,8,1,64,4,4,8,0,0.980981
1,2,1,128,2,32,4,0,0.978855
0,64,1,8,1,8,16,0,0.772974
0,8,1,16,64,1,8,0,0.866884
0,8,16,1,1,256,2,0,0.855715
0,32,4,4,16,2,4,0,0.769577
1,1,8,8,8,8,16,0,0.985298
1,32,2,1,256,1,4,0,0.989868
0,4,16,1,32,16,2,0,0.9277
0,1,64,2,32,2,8,0,0.889506
0,1,128,2,128,1,2,0,0.789361
0,256,1,2,16,2,4,0,0.766973
1,32,2,1,512,1,2,0,0.990424
0,1,64,1,32,2,16,0,0.926779
0,1,8,16,4,2,64,0,0.901902
0,64,1,1,32,2,16,0,0.928118
1,8,8,2,1,8,64,0,0.98936
0,128,2,8,2,8,2,0,0.371279
0,8,1,16,2,32,8,0,0.866545
1,4,512,1,1,2,16,0,0.497758
1,1,2,32,32,1,32,0,0.98526
0,1,1,512,2,1,64,0,0.758061
0,8,1,32,1,256,1,0,0.842784
1,2,32,16,1,8,8,0,0.976305
0,1,4,16,64,1,16,0,0.925184
0,1,8,8,128,8,1,0,0.928704
0,8,1,32,1,4,64,0,0.790002
1,1,8,32,1,4,64,0,0.985694
0,128,1,1,64,1,8,0,0.865764
1,8,2,32,2,8,8,0,0.979949
1,16,8,4,1,64,2,0,0.974578
1,64,2,2,1,256,1,0,0.984236
1,1,4,64,1,4,64,0,0.981113
1,8,32,1,32,8,1,0,0.984172
0,64,2,1,8,4,16,0,0.861301
0,256,1,4,8,1,8,0,0.697534
0,1,64,2,256,1,2,0,0.866284
0,1,64,1,8,4,32,0,0.934583
0,1,4,256,4,2,8,0,0.721783
0,1024,1,1,8,4,2,0,0.644159
0,1,8,64,64,2,1,0,0.758291
0,1,2,64,4,4,32,0,0.884813
1,32,4,2,1,64,4,0,0.984878
0,4,1,32,16,2,16,0,0.902886
0,2,1,64,16,16,2,0,0.868763
0,2,128,2,32,4,1,0,0.785364
1,256,4,1,16,1,4,0,0.977232
0,4,2,128,2,8,4,0,0.722575
0,4,4,32,32,4,1,0,0.795087
0,4,32,2,8,4,8,0,0.821554
1,128,2,1,16,8,2,0,0.979894
0,2,64,4,2,1,64,0,0.798872
0,1,2,32,64,8,2,0,0.935001
1,4,32,2,16,1,16,0,0.98452
1,1,16,32,32,1,4,0,0.978615
1,32,1,32,16,2,2,0,0.976486
1,1,64,2,32,16,1,0,0.984611
0,4,2,256,1,32,1,0,0.380583
0,4,1,32,256,1,2,0,0.896368
0,2,2,128,1,2,64,0,0.794762
0,16,4,8,1,16,8,0,0.780558
0,4,64,2,4,2,16,0,0.790992
0,128,2,1,16,8,2,0,0.792616
0,64,16,2,1,1,32,0,0.371816
1,8,8,4,8,8,4,0,0.977235
1,2,2,128,16,8,1,0,0.979317
0,128,4,2,2,2,16,0,0.72525
0,32,1,32,8,8,1,0,0.70034
1,32,1,16,32,1,4,0,0.979691
0,256,4,1,2,1,32,0,0.698239
1,256,4,2,2,2,8,0,0.49884
0,1,128,16,4,8,1,0,0.372448
0,16,1,8,16,32,1,0,0.85945
0,2,128,1,4,32,2,0,0.815088
1,16,2,64,1,4,8,0,0.499192
0,16,8,4,2,8,8,0,0.788195
1,1,2,32,1,16,64,0,0.984352
1,1,128,16,2,16,1,0,0.499041
0,16,8,2,4,32,2,0,0.840181
0,2,128,2,1,16,8,0,0.783058
0,2,2,16,1,256,4,0,0.93388
1,32,1,2,8,2,64,0,0.9854
0,256,2,4,32,1,1,0,0.372692
0,4,8,8,2,8,16,0,0.834373
0,4,1,32,4,8,16,0,0.867457
1,1,2,1024,2,4,4,0,0.499144
1,4,4,128,2,1,16,0,0.499072
0,8,16,2,2,64,2,0,0.828604
1,4,128,1,4,8,4,0,0.978723
0,8,1,8,32,2,16,0,0.92565
0,8,4,8,2,4,32,0,0.824605
0,2,64,8,2,2,16,0,0.713167
1,1,256,1,1,32,8,0,0.97909
0,2,32,1,1,512,2,0,0.918667
0,2,2,32,1,512,1,0,0.876805
0,8,2,16,16,8,2,0,0.814941
1,8,32,1,4,4,16,0,0.981696
1,1,32,8,8,2,16,0,0.984123
1,4,16,4,64,2,2,0,0.984297
1,2,2,16,1,256,4,0,0.990435
0,16,1,4,1,64,16,0,0.922599
1,64,1,2,32,16,1,0,0.983929
1,16,4,2,64,4,2,0,0.98522
0,1,2,1024,4,8,1,0,0.374318
0,512,1,1,1,32,4,0,0.767662
0,1,16,8,16,16,2,0,0.883251
0,2,8,4,2,512,1,0,0.934177
0,1,16,8,4,4,32,0,0.884495
0,64,2,8,2,16,2,0,0.712755
0,1,2,128,32,8,1,0,0.804749
1,2,2,256,32,2,1,0,0.976964
0,32,8,2,16,2,4,0,0.792689
0,1,64,8,2,2,32,0,0.759777
0,8,1,32,2,8,16,0,0.825111
1,4,32,4,2,32,2,0,0.980226
0,2,4,16,1,16,32,0,0.883919
0,16,2,8,2,8,16,0,0.830612
0,4,2,256,1,8,4,0,0.37157
1,4,128,4,32,1,1,0,0.498827
0,8,32,2,1,128,1,0,0.777761
0,1,4,32,16,8,4,0,0.879087
1,2,1,512,2,32,1,0,0.975519
0,8,64,2,32,2,1,0,0.725586
1,128,1,1,32,2,8,0,0.985038
1,1,8,16,8,4,16,0,0.983791
0,8,8,16,8,4,2,0,0.718034
0,2,2,64,32,8,1,0,0.817328
0,16,8,1,32,8,2,0,0.873277
1,16,2,4,2,8,32,0,0.984523
1,1,32,2,16,2,32,0,0.984755
1,2,64,2,8,1,32,0,0.979934
1,128,8,1,4,2,8,0,0.97621
0,64,1,8,64,2,1,0,0.776738
1,8,256,1,4,4,2,0,0.498952
0,4,2,128,16,2,2,0,0.722155
1,16,64,2,2,16,1,0,0.499077
1,2,1,32,4,128,2,0,0.985777
0,2,16,4,64,1,8,0,0.880428
0,2048,1,1,1,32,1,0,0.370971
1,2,1,512,1,2,32,0,0.976321
0,512,1,4,2,4,4,0,0.370756
0,1,64,2,4,64,2,0,0.887814
0,1024,2,1,4,2,4,0,0.370572
1,16,2,64,1,32,1,0,0.499018
0,1,64,16,16,4,1,0,0.687771
0,2,128,1,16,8,2,0,0.801706
1,2,8,16,8,8,4,0,0.980099
0,8,1,128,32,2,1,0,0.699359
1,2,1,64,128,4,1,0,0.989814
1,2,1,128,8,2,16,0,0.981508
1,1,1,64,16,32,2,0,0.985458
0,16,8,8,4,2,8,0,0.721809
0,1,32,4,64,4,2,0,0.889689
0,16,1,4,32,32,1,0,0.932815
1,64,8,4,2,8,2,0,0.498878
1,8,4,2,1024,1,1,0,0.984982
1,128,1,8,1,4,16,0,0.97612
1,32,1,8,1,64,4,0,0.980688
0,16,8,8,4,16,1,0,0.725679
0,8,16,4,32,4,1,0,0.793992
0,2,16,4,8,64,1,0,0.882201
0,128,1,1,8,8,8,0,0.860526
0,4,8,4,2,32,8,0,0.885799
1,1,1,256,2,16,8,0,0.984969
0,64,8,4,4,8,1,0,0.374814
0,1,1024,1,4,16,1,0,0.682625
1,4,1,64,8,1,32,0,0.980782
0,2,128,4,2,16,2,0,0.680162
0,128,1,8,1,1,64,0,0.703835
