Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
1,25,16,1,2,8,4,0,0.555539
0,1,2,80,5,1,32,0,0.558454
0,1,40,5,4,8,4,0,0.559677
0,2,20,2,4,10,8,0,0.55786
0,20,2,1,160,1,4,0,0.557136
1,2,16,1,80,5,2,0,0.553947
1,16,25,2,4,2,4,0,0.555959
1,2,8,5,320,1,1,0,0.555259
0,80,1,2,20,1,8,0,0.55818
0,1,25,2,8,2,32,0,0.557372
1,10,10,1,2,8,16,0,0.551435
0,5,20,1,4,16,4,0,0.557636
1,1,16,5,10,8,4,0,0.555262
0,40,10,2,8,1,4,0,0.612005
0,8,5,5,4,1,32,0,0.559569
1,5,8,5,8,8,2,0,0.554412
1,5,1,16,8,1,40,0,0.556372
1,20,4,2,2,40,2,0,0.559965
0,10,10,1,2,8,16,0,0.557608
0,50,2,2,16,8,1,0,0.559493
1,32,5,1,8,5,4,0,0.560065
0,1,16,2,5,20,8,0,0.557607
0,5,32,5,4,4,2,0,0.613311
1,4,1,20,32,1,10,0,0.555815
1,1,16,2,10,80,1,0,0.553917
1,2,25,4,1,128,1,0,0.553965
0,1,80,1,160,1,2,0,0.557924
0,20,1,40,4,2,4,0,0.615877
1,1,100,4,4,8,2,0,0.555524
0,80,1,5,8,8,1,0,0.578305
1,2,40,1,8,2,20,0,0.555893
0,5,1,32,40,2,2,0,0.558229
1,2,25,2,1,32,8,0,0.551222
0,20,4,2,2,10,8,0,0.558206
0,2,80,1,20,8,1,0,0.558302
1,5,8,2,10,8,4,0,0.555508
0,2,1,40,16,20,1,0,0.557879
0,4,2,5,8,4,20,0,0.557191
0,5,20,2,16,2,4,0,0.559742
1,10,2,4,32,5,2,0,0.55534
0,5,1,40,4,32,1,0,0.559602
1,1,16,2,16,5,10,0,0.55403
0,8,5,1,20,8,4,0,0.557114
0,8,5,1,1,32,20,0,0.558417
1,2,10,2,4,160,1,0,0.533335
1,1,2,80,16,2,5,0,0.560415
1,4,4,2,5,4,40,0,0.554027
1,2,4,5,1,40,16,0,0.532471
0,2,10,2,4,160,1,0,0.557066
1,1,16,5,2,32,5,0,0.555311
0,2,4,5,1,40,16,0,0.557147
1,1,8,4,10,40,2,0,0.554012
1,100,1,2,32,1,4,0,0.554547
1,5,2,4,2,160,2,0,0.532379
1,1,40,4,10,1,16,0,0.559843
1,5,8,1,8,2,40,0,0.532402
1,16,1,5,10,2,16,0,0.555417
1,1,20,2,2,16,20,0,0.532898
1,25,4,2,8,4,4,0,0.554725
1,2,4,50,32,2,1,0,0.555485
1,4,5,2,2,10,32,0,0.532171
1,2,8,2,5,16,10,0,0.554056
1,5,4,8,8,4,5,0,0.559575
0,4,5,2,2,10,32,0,0.557191
1,1,2,40,2,8,20,0,0.555124
1,4,20,1,1,40,8,0,0.557397
1,16,25,1,2,1,32,0,0.555992
1,32,1,5,1,160,1,0,0.56085
1,20,40,1,32,1,1,0,0.556179
1,1,16,2,8,4,25,0,0.554088
1,1,1,80,4,4,20,0,0.555187
1,10,40,2,2,1,16,0,0.555982
1,5,4,4,8,2,20,0,0.555513
1,5,40,4,1,1,32,0,0.555842
1,1,1,40,1,10,64,0,0.532346
1,40,4,5,1,32,1,0,0.556166
1,20,1,4,5,4,16,0,0.555243
1,2,10,4,16,4,5,0,0.555344
1,4,20,1,2,10,16,0,0.555404
1,4,100,1,1,1,64,0,0.555663
0,2,2,100,2,16,2,0,0.578944
0,1,8,5,8,20,4,0,0.557123
1,8,50,1,1,8,8,0,0.55985
1,1,4,8,5,16,10,0,0.553996
1,32,1,1,200,1,4,0,0.554051
1,8,4,1,10,40,2,0,0.553685
1,4,8,1,40,4,5,0,0.553963
1,5,20,4,4,2,8,0,0.556307
1,40,2,1,4,16,5,0,0.555134
1,2,20,1,2,320,1,0,0.532176
1,20,10,4,4,8,1,0,0.556222
1,1,2,25,1,128,4,0,0.536045
1,1,2,40,1,16,20,0,0.555468
0,4,10,20,1,2,16,0,0.61219
0,2,20,5,8,16,1,0,0.559688
0,1,2,40,40,4,2,0,0.558137
1,5,5,1,256,1,4,0,0.501536
1,1,5,40,16,4,2,0,0.554443
1,32,1,25,1,2,16,0,0.556408
1,32,5,1,8,10,2,0,0.560547
1,2,16,1,8,50,2,0,0.553965
1,32,1,1,5,8,20,0,0.554141
0,16,1,25,8,4,2,0,0.579884
1,4,10,10,8,2,4,0,0.55601
0,5,5,1,256,1,4,0,0.505206
1,1,40,10,1,32,2,0,0.555633
1,5,4,5,1,4,64,0,0.550692
1,80,1,1,2,40,4,0,0.556038
0,1,8,10,2,20,8,0,0.557974
1,40,4,1,1,80,2,0,0.559117
1,10,16,1,2,10,8,0,0.560457
1,80,1,5,8,1,8,0,0.555827
1,40,2,1,20,1,16,0,0.555411
1,1,50,1,16,8,4,0,0.535767
1,4,4,50,1,1,32,0,0.555926
1,2,1,50,16,4,4,0,0.55103
1,2,10,4,1,80,4,0,0.555633
1,4,40,1,5,16,2,0,0.559617
1,1,40,4,5,32,1,0,0.560305
1,25,2,4,4,16,2,0,0.554864
1,2,4,4,160,1,5,0,0.553846
1,4,2,20,4,20,2,0,0.560613
1,2,2,8,4,8,25,0,0.554419
1,40,4,1,20,2,4,0,0.560192
1,1,4,8,400,2,1,0,0.554182
1,5,16,1,16,4,5,0,0.555431
1,2,10,2,5,4,32,0,0.533335
1,8,1,25,4,32,1,0,0.554774
1,1,20,10,16,4,2,0,0.554594
1,4,8,5,20,2,4,0,0.560147
1,1,4,20,8,40,1,0,0.55539
1,1,10,16,16,2,5,0,0.560083
1,2,40,1,160,1,2,0,0.555716
1,5,4,2,2,8,40,0,0.532329
1,5,4,8,10,8,2,0,0.55991
1,5,16,2,5,2,16,0,0.560311
1,16,5,1,8,1,40,0,0.555506
1,8,1,100,1,2,16,0,0.556163
1,20,8,5,1,4,8,0,0.556052
1,5,5,8,32,2,2,0,0.554454
1,2,2,10,32,2,10,0,0.532611
1,20,20,1,32,1,2,0,0.555691
1,2,1,40,2,5,32,0,0.55469
1,5,5,1,64,2,8,0,0.501464
0,32,5,1,1,40,4,0,0.558981
1,4,2,4,400,1,2,0,0.55418
1,2,8,5,1,160,2,0,0.555624
1,20,2,4,5,1,32,0,0.560182
0,5,5,1,64,2,8,0,0.505537
1,1,5,40,128,1,1,0,0.554709
1,1,8,10,10,32,1,0,0.555847
0,40,10,1,64,1,1,0,0.57821
1,4,20,1,1,5,64,0,0.557583
1,4,5,2,160,2,2,0,0.53288
1,1,8,5,5,32,4,0,0.53284
1,10,20,2,8,1,8,0,0.556039
1,4,40,1,10,8,2,0,0.560524
1,25,16,1,1,64,1,0,0.555491
1,200,1,2,1,1,64,0,0.555973
1,4,50,2,1,2,32,0,0.555873
1,1,4,50,32,4,1,0,0.554706
1,2,50,1,1,8,32,0,0.551475
1,2,16,25,4,4,2,0,0.55655
1,5,2,8,1,32,10,0,0.555491
1,5,1,80,2,4,8,0,0.555589
1,4,5,10,2,32,2,0,0.55445
1,100,2,4,4,1,8,0,0.556639
1,1,2,200,4,16,1,0,0.556159
1,5,5,8,2,8,8,0,0.554657
1,1,4,20,1,8,40,0,0.555637
1,1,50,16,4,4,2,0,0.55615
1,1,2,16,2,8,50,0,0.554114
1,10,2,5,64,4,1,0,0.551084
1,80,2,1,1,10,16,0,0.55667
1,2,4,25,32,2,2,0,0.554416
1,2,20,2,2,20,8,0,0.555967
1,100,1,1,4,32,2,0,0.550989
1,8,5,4,5,2,16,0,0.559876
1,1,10,4,5,64,2,0,0.53308
1,1,8,100,16,2,1,0,0.555896
1,1,10,4,20,4,8,0,0.532245
1,1,5,16,4,2,40,0,0.555417
0,40,1,1,4,80,2,0,0.557251
1,2,40,10,2,8,2,0,0.556151
1,20,2,1,40,1,16,0,0.533382
1,25,1,8,8,1,16,0,0.554443
1,8,2,2,2,10,40,0,0.553958
1,20,2,10,1,2,32,0,0.555492
1,8,1,20,20,8,1,0,0.5601
1,2,8,5,2,40,4,0,0.555392
1,1,20,8,1,10,16,0,0.560067
1,10,4,1,10,32,2,0,0.532983
0,20,10,1,4,4,8,0,0.559567
0,20,2,1,20,2,16,0,0.55722
1,10,1,20,64,1,2,0,0.554669
1,4,100,1,4,16,1,0,0.5557
1,5,40,4,2,2,8,0,0.556308
1,5,8,1,5,8,16,0,0.532064
1,1,1,400,4,2,8,0,0.555552
1,32,5,1,4,4,10,0,0.56005
1,1,160,1,5,2,16,0,0.559798
1,1,1,50,8,2,32,0,0.535652
1,5,2,20,4,8,4,0,0.554822
0,1,8,10,1,32,10,0,0.557893
1,4,20,1,20,4,4,0,0.55526
1,25,2,1,128,2,2,0,0.535856
1,10,1,80,1,2,16,0,0.556529
1,8,1,5,1,40,16,0,0.532953
1,8,5,10,4,1,16,0,0.555735
1,10,5,1,2,64,4,0,0.535774
1,5,1,5,8,32,4,0,0.501404
1,8,5,1,2,80,4,0,0.532783
1,1,25,1,2,256,2,0,0.501845
1,5,8,1,2,160,2,0,0.532781
1,25,4,8,1,16,2,0,0.556654
1,2,2,40,1,8,20,0,0.560223
1,10,8,1,40,1,8,0,0.555505
1,2,4,25,2,16,4,0,0.55433
1,5,20,1,32,4,2,0,0.551001
1,20,4,1,32,10,1,0,0.55498
1,1,1,160,4,4,10,0,0.560041
1,80,1,2,5,2,16,0,0.558924
1,5,16,2,20,8,1,0,0.560028
1,8,1,20,10,4,4,0,0.559922
1,1,40,1,10,16,4,0,0.532726
1,20,8,1,2,16,5,0,0.560637
1,10,2,2,160,1,4,0,0.532138
1,1,10,80,4,4,2,0,0.556354
1,20,1,5,16,8,2,0,0.550964
1,2,2,40,2,8,10,0,0.559798
1,4,10,4,10,2,8,0,0.560045
1,4,1,40,80,2,1,0,0.559954
1,10,1,10,2,32,4,0,0.551268
1,1,25,4,1,32,8,0,0.550989
1,2,2,10,32,1,20,0,0.531937
1,16,1,2,20,40,1,0,0.554033
1,1,25,2,4,128,1,0,0.535707
1,40,1,4,2,5,16,0,0.560479
1,8,2,2,32,5,5,0,0.554072
1,1,2,40,4,40,2,0,0.555795
1,2,4,4,10,40,2,0,0.554069
1,2,16,1,4,100,2,0,0.554427
1,50,1,1,4,8,16,0,0.535746
1,2,4,5,128,5,1,0,0.532073
0,20,8,5,1,1,32,0,0.613359
1,10,1,40,1,4,16,0,0.555539
0,1,20,40,8,2,2,0,0.615344
1,10,2,8,10,1,16,0,0.560792
1,80,10,1,2,4,4,0,0.556558
1,32,1,5,10,2,8,0,0.560402
0,5,1,5,8,32,4,0,0.505569
1,1,2,40,1,160,2,0,0.555255
1,10,1,40,2,2,16,0,0.556327
1,8,4,1,4,40,5,0,0.554148
1,1,160,1,8,1,20,0,0.560396
1,4,8,5,32,5,1,0,0.560419
1,5,8,4,8,1,20,0,0.560341
0,4,5,4,8,40,1,0,0.557963
1,4,1,20,4,4,20,0,0.555715
1,4,8,5,10,2,8,0,0.560051
1,4,8,25,16,2,1,0,0.556191
1,5,5,16,1,1,64,0,0.556393
1,32,1,1,25,8,4,0,0.553763
1,40,2,1,4,80,1,0,0.554967
0,5,20,1,4,4,16,0,0.55772
1,8,1,50,2,16,2,0,0.556162
1,80,1,5,1,32,2,0,0.555972
1,5,10,1,4,4,32,0,0.535625
1,1,100,1,4,32,2,0,0.551507
1,10,2,5,128,1,2,0,0.551225
1,20,4,10,2,8,2,0,0.555655
1,2,16,5,20,1,8,0,0.560285
1,1,40,10,16,4,1,0,0.555341
1,1,32,5,20,4,2,0,0.560638
1,1,10,5,4,2,64,0,0.53574
1,5,8,2,4,40,2,0,0.555656
0,5,8,2,4,4,20,0,0.557993
1,2,8,2,1,160,5,0,0.553854
1,20,20,2,2,2,8,0,0.55582
1,1,80,2,2,4,20,0,0.560178
1,16,2,1,40,2,10,0,0.553762
1,40,2,1,40,1,8,0,0.555446
1,400,1,1,1,8,8,0,0.555935
1,50,8,1,8,8,1,0,0.555739
1,20,2,4,16,1,10,0,0.560373
1,80,1,1,32,5,2,0,0.555889
1,1,16,25,2,1,32,0,0.555716
1,2,50,4,2,2,16,0,0.556084
1,4,2,5,20,8,4,0,0.532417
1,50,16,1,8,1,4,0,0.556433
1,2,10,8,1,5,32,0,0.56036
1,4,1,8,100,1,8,0,0.554153
1,40,20,1,1,8,4,0,0.559636
1,4,5,10,4,16,2,0,0.554284
1,2,40,1,16,4,5,0,0.556003
1,8,5,4,2,8,10,0,0.560459
1,8,25,4,4,2,4,0,0.555797
1,20,4,1,16,20,1,0,0.555417
1,2,1,40,10,1,32,0,0.554906
1,16,10,1,10,8,2,0,0.560602
1,1,1,40,160,4,1,0,0.532292
1,50,2,8,4,8,1,0,0.556042
1,25,4,4,2,32,1,0,0.555881
0,1,10,8,1,32,10,0,0.557903
1,2,16,1,2,400,1,0,0.554254
1,5,2,4,64,5,2,0,0.532229
1,10,2,2,128,1,5,0,0.53213
1,4,2,4,32,1,25,0,0.554145
1,8,4,5,5,1,32,0,0.559849
1,1,5,10,4,16,8,0,0.535474
1,5,16,1,4,16,5,0,0.555627
1,5,4,4,80,4,1,0,0.555276
1,10,5,2,2,64,2,0,0.551283
1,4,5,20,1,8,8,0,0.555879
1,8,1,100,16,2,1,0,0.555821
1,20,2,4,10,2,8,0,0.560339
1,2,16,1,40,5,4,0,0.55389
1,8,5,4,1,5,32,0,0.560557
1,25,4,1,2,32,4,0,0.550842
1,2,2,40,8,20,1,0,0.560615
1,1,8,4,5,20,8,0,0.553952
1,5,10,2,2,128,1,0,0.551017
1,40,2,1,1,8,40,0,0.555459
1,4,8,5,2,4,20,0,0.559123
1,1,80,1,8,1,40,0,0.555196
1,2,80,1,1,80,2,0,0.5599
1,2,1,16,25,4,8,0,0.554216
1,50,4,1,2,32,2,0,0.555354
1,1,16,5,8,20,2,0,0.555664
1,5,16,1,1,160,2,0,0.555381
1,400,1,2,4,8,1,0,0.556568
1,80,5,2,2,8,2,0,0.556198
1,8,10,5,8,2,4,0,0.555712
1,2,5,16,32,1,5,0,0.560285
1,8,25,4,8,2,2,0,0.555862
0,10,1,16,1,5,32,0,0.558215
1,2,5,8,32,1,10,0,0.555327
0,1,8,100,8,2,2,0,0.614949
1,1,8,20,16,2,5,0,0.559624
0,5,8,1,10,1,64,0,0.557039
1,4,4,5,320,1,1,0,0.555497
1,1,2,100,32,1,4,0,0.554881
0,1,40,4,5,8,4,0,0.558221
1,10,2,4,2,40,4,0,0.555163
1,4,200,1,32,1,1,0,0.556156
