Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
0,4,2,28,4,14,4,0,0.148517
1,1,28,2,4,14,16,0,0.128667
1,4,196,2,8,2,2,0,0.522036
0,8,2,98,2,2,8,0,0.613645
0,1,28,2,4,14,16,0,0.147085
1,7,2,4,2,56,8,0,0.128684
1,8,14,2,1,28,8,0,0.128653
1,2,2,98,2,16,4,0,0.128926
1,56,14,2,2,16,1,0,0.512956
1,1,56,1,8,112,1,0,0.128117
1,14,2,28,2,4,8,0,0.127948
1,196,2,1,4,16,2,0,0.128522
1,7,7,1,4,16,16,0,0.084598
1,4,7,7,64,2,2,0,0.128248
1,2,56,1,16,7,4,0,0.128557
0,56,1,1,7,16,8,0,0.147371
1,7,4,8,8,7,4,0,0.128293
1,1,1,112,4,4,28,0,0.127904
1,1,2,196,128,1,1,0,0.128506
1,56,4,1,32,1,7,0,0.128454
1,2,196,1,1,8,16,0,0.12855
1,7,7,2,512,1,1,0,0.119681
1,98,2,1,2,2,64,0,0.128019
1,14,2,2,112,2,4,0,0.128407
1,28,4,7,2,8,4,0,0.128128
1,7,1,16,28,8,2,0,0.128655
1,2,1,56,1,28,16,0,0.128662
1,14,2,8,2,7,16,0,0.128358
1,2,7,14,2,128,1,0,0.128931
1,1,56,4,14,1,16,0,0.128251
0,7,7,1,4,16,16,0,0.143568
1,14,28,2,1,8,8,0,0.128498
1,8,4,7,2,14,8,0,0.129142
1,2,1,784,16,2,1,0,0.515742
1,2,1,784,1,8,4,0,0.519372
0,4,14,2,1,448,1,0,0.146896
1,1,28,2,112,2,4,0,0.12877
1,1,196,4,16,2,2,0,0.128004
0,7,8,2,28,1,16,0,0.146313
0,14,4,14,4,1,16,0,0.234371
1,28,8,1,14,4,4,0,0.127887
1,8,49,2,4,4,4,0,0.128241
1,2,28,1,64,2,7,0,0.128518
1,4,56,7,2,8,2,0,0.512278
0,2,49,2,16,8,2,0,0.146872
1,98,1,8,4,2,8,0,0.128389
1,1,112,7,8,2,4,0,0.128048
1,1,4,98,32,1,4,0,0.128203
1,2,1,49,32,2,8,0,0.120591
1,784,2,1,8,2,2,0,0.529145
0,2,7,4,56,8,2,0,0.146069
0,8,1,49,32,4,1,0,0.165841
1,1,392,4,2,4,4,0,0.511935
1,1,14,8,1,56,8,0,0.128577
1,112,2,1,28,8,1,0,0.128136
1,2,7,112,16,2,1,0,0.514298
0,7,7,2,1,512,1,0,0.147463
1,2,392,2,1,1,32,0,0.511128
1,1,1,1568,1,4,8,0,0.516504
1,1,392,2,1,16,4,0,0.128348
0,2,2,49,8,4,8,0,0.146394
1,4,1,49,4,32,2,0,0.128152
1,1,98,16,16,1,2,0,0.515368
1,4,7,4,1,64,7,0,0.128359
0,7,16,2,1,7,32,0,0.148076
1,8,7,1,896,1,1,0,0.128607
1,7,7,2,8,32,2,0,0.120266
1,1,16,49,2,8,4,0,0.128068
0,4,1,49,8,2,16,0,0.147779
0,2,49,1,16,8,4,0,0.147284
0,2,7,8,4,2,56,0,0.145665
0,1,7,8,1,56,16,0,0.146316
1,2,49,2,8,1,32,0,0.127903
1,1,7,16,1,8,56,0,0.128026
1,784,2,1,2,16,1,0,0.508301
0,2,2,28,8,7,8,0,0.145841
1,28,14,4,8,4,1,0,0.512525
1,8,14,7,4,4,4,0,0.128697
0,4,7,2,8,7,16,0,0.146437
