Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
0,88,44,1,2,4,4,0,0.385654
0,11,4,11,32,8,1,0,0.896113
0,242,4,4,1,2,16,0,0.390976
0,2,1,121,8,8,8,0,0.90923
0,2,242,8,2,8,2,0,0.393536
0,1,1,1936,4,4,4,0,0.780664
0,88,11,2,1,8,8,0,0.783884
0,16,1,11,4,176,1,0,0.631261
1,352,1,1,1,88,4,0,0.834373
0,8,1,242,4,8,2,0,0.77986
1,1,11,32,1,44,8,0,0.837454
0,8,22,22,1,8,4,0,0.39588
0,242,1,16,4,8,1,0,0.401662
0,1,121,2,2,64,4,0,0.919701
0,22,4,11,2,1,64,0,0.834773
0,121,4,4,8,8,1,0,0.789941
0,22,4,4,2,11,16,0,0.766884
1,16,2,11,4,11,8,0,0.832437
0,16,2,11,2,11,16,0,0.763622
0,44,4,1,88,4,2,0,0.636037
1,22,16,1,8,1,44,0,0.839859
0,121,2,2,32,1,8,0,0.897419
1,1,11,88,16,1,8,0,0.978068
1,44,1,4,4,8,22,0,0.684812
1,8,44,1,4,11,8,0,0.839193
0,484,4,1,4,4,4,0,0.78426
0,242,1,8,8,2,4,0,0.77736
0,2,2,242,64,2,1,0,0.849715
0,1,16,11,4,44,4,0,0.637743
1,88,44,1,2,4,4,0,0.498348
0,8,11,2,16,4,11,0,0.629502
0,2,44,4,11,2,16,0,0.770618
1,2,2,121,1,32,8,0,0.982513
0,22,2,11,1,4,64,0,0.901952
0,88,11,1,1,32,4,0,0.836725
0,1,8,44,1,22,16,0,0.770098
1,1,242,8,2,2,16,0,0.979835
0,2,88,2,4,44,2,0,0.770063
1,4,22,4,1,32,11,0,0.839208
1,484,1,4,2,8,4,0,0.978711
0,2,11,176,4,8,1,0,0.40155
0,4,11,4,16,44,1,0,0.633219
1,484,2,2,4,2,8,0,0.97954
1,2,11,16,352,1,1,0,0.83886
0,22,1,11,1,8,64,0,0.914541
0,11,88,1,16,1,8,0,0.844225
1,1,11,44,4,1,64,0,0.978764
0,88,2,1,22,1,32,0,0.632647
0,22,16,1,88,2,2,0,0.766409
0,16,1,121,32,1,2,0,0.786979
1,176,1,22,1,32,1,0,0.498527
1,4,242,1,16,8,1,0,0.97993
0,242,2,1,64,2,2,0,0.888989
1,2,484,2,64,1,1,0,0.980509
0,22,2,44,4,8,2,0,0.783169
0,22,1,22,4,8,8,0,0.899054
1,44,8,1,44,8,1,0,0.836675
1,4,22,2,4,88,2,0,0.684776
0,11,1,44,8,2,16,0,0.895028
1,22,1,176,4,8,1,0,0.497845
0,88,1,22,16,4,1,0,0.790801
0,11,4,8,4,88,1,0,0.775663
0,2,4,242,8,8,1,0,0.791216
1,2,44,2,16,1,44,0,0.684814
0,4,11,8,88,1,4,0,0.758346
0,1,484,1,2,128,1,0,0.902538
0,1,2,88,8,88,1,0,0.633559
0,121,4,1,1,256,1,0,0.89899
0,2,484,2,8,1,8,0,0.78046
1,2,11,8,4,88,2,0,0.68521
0,4,11,11,32,4,2,0,0.897961
1,4,22,4,44,4,2,0,0.837799
0,11,11,1,1024,1,1,0,0.911819
0,242,8,1,1,32,2,0,0.771104
0,4,11,8,2,176,1,0,0.765575
0,22,1,16,1,88,4,0,0.759964
0,2,242,1,64,1,4,0,0.895477
0,11,176,1,1,4,16,0,0.752539
1,4,44,1,8,2,44,0,0.685291
1,968,2,1,1,32,2,0,0.982602
1,1,1936,2,1,8,4,0,0.497984
1,1,22,11,2,16,16,0,0.982223
0,11,22,16,1,32,1,0,0.398106
0,16,2,121,16,2,1,0,0.396924
1,11,11,32,16,1,2,0,0.498139
0,22,4,2,44,8,2,0,0.633603
0,1,484,1,2,64,2,0,0.903862
0,22,11,4,1,64,2,0,0.84318
1,44,4,2,16,1,22,0,0.831385
0,88,11,2,32,2,1,0,0.781555
0,8,1,484,2,2,8,0,0.389261
1,2,44,4,44,4,2,0,0.835257
0,1,44,8,8,2,22,0,0.766404
1,22,11,16,8,4,1,0,0.498154
0,4,44,22,8,2,2,0,0.399092
0,22,1,176,8,2,2,0,0.399633
1,2,968,2,1,32,1,0,0.498295
0,2,8,22,88,4,1,0,0.771807
0,1,1,968,2,4,16,0,0.847939
0,8,11,4,16,22,1,0,0.770069
1,1,4,242,32,1,4,0,0.977876
1,88,2,1,1,704,1,0,0.684947
0,2,2,88,1,44,8,0,0.772328
1,1,121,2,256,2,1,0,0.985823
0,1,22,22,16,2,8,0,0.902195
0,242,16,1,1,1,32,0,0.395593
0,1,16,11,2,32,11,0,0.641537
1,44,2,4,8,4,11,0,0.834169
1,121,4,2,2,16,4,0,0.977211
0,32,121,1,4,8,1,0,0.39585
0,1,1,176,2,176,2,0,0.631779
0,44,44,1,32,1,2,0,0.77905
1,2,8,22,2,176,1,0,0.834623
0,11,176,1,1,8,8,0,0.762316
0,4,4,22,88,1,4,0,0.774002
0,4,2,242,4,2,8,0,0.792324
1,2,484,1,16,4,2,0,0.982681
1,1,121,8,2,32,2,0,0.981764
0,44,88,1,2,1,16,0,0.398494
1,1,11,176,2,4,8,0,0.980261
1,11,22,2,2,2,64,0,0.978673
0,44,2,22,2,16,2,0,0.792646
0,484,4,1,32,1,2,0,0.786089
0,1,242,4,8,4,4,0,0.843271
1,88,11,1,4,4,8,0,0.980502
0,4,11,88,1,1,32,0,0.390517
1,352,1,1,44,1,8,0,0.833602
0,16,11,1,8,44,2,0,0.632084
1,22,4,4,4,22,4,0,0.837025
1,4,1,44,11,8,8,0,0.685092
0,11,1,88,128,1,1,0,0.853888
0,11,2,16,1,8,44,0,0.766781
0,968,1,1,32,2,2,0,0.834309
0,1,176,22,2,4,4,0,0.40151
1,22,2,11,64,4,1,0,0.982551
1,1,1,1936,2,16,2,0,0.981651
1,8,1,22,4,4,44,0,0.684998
0,2,242,1,8,16,2,0,0.896287
0,16,1,11,16,22,2,0,0.634464
0,88,2,1,16,11,4,0,0.634218
0,44,4,2,1,352,1,0,0.774321
1,242,4,2,2,4,8,0,0.981815
0,4,4,242,1,16,2,0,0.400822
0,1,1,352,4,8,11,0,0.766915
0,1,8,484,2,2,8,0,0.397826
1,88,11,2,64,1,1,0,0.979596
1,88,2,2,32,11,1,0,0.837663
1,11,4,4,22,2,16,0,0.6851
0,2,22,8,1,352,1,0,0.769623
1,11,1,32,88,4,1,0,0.837523
0,1,88,4,88,2,2,0,0.76467
0,1,11,16,8,2,44,0,0.634969
1,1,11,16,44,16,1,0,0.685156
0,16,1,22,16,2,11,0,0.769132
0,2,176,11,2,8,2,0,0.394635
0,11,16,22,2,2,8,0,0.397709
1,2,22,11,4,64,1,0,0.982459
0,2,484,2,1,32,2,0,0.791205
0,22,11,1,4,16,8,0,0.911562
0,44,1,4,2,22,16,0,0.629025
0,1,22,8,88,4,2,0,0.634495
1,44,11,2,8,16,1,0,0.980566
1,2,16,11,22,8,2,0,0.833866
1,44,2,2,4,11,16,0,0.684868
0,22,11,4,2,1,64,0,0.843846
0,1,88,4,1,88,4,0,0.771505
0,4,1,121,16,4,4,0,0.896796
0,1,484,2,4,1,32,0,0.839971
0,1,176,1,16,22,2,0,0.640406
0,11,22,4,4,1,32,0,0.843738
0,2,22,4,1,352,2,0,0.635938
1,44,4,22,4,4,2,0,0.498229
1,22,44,4,16,2,1,0,0.498424
0,4,1,44,11,8,8,0,0.630879
0,22,22,1,256,1,1,0,0.903142
0,22,11,4,2,16,4,0,0.839481
1,16,242,1,2,2,8,0,0.498175
1,242,16,1,1,4,8,0,0.491442
1,22,44,2,16,1,4,0,0.97943
0,484,8,1,8,2,2,0,0.387177
0,11,11,2,64,1,8,0,0.914257
0,1,8,44,4,8,11,0,0.765433
1,8,242,2,4,4,2,0,0.498324
0,176,2,1,2,176,1,0,0.76337
0,4,242,1,8,1,16,0,0.845572
0,44,2,22,64,1,1,0,0.781699
1,2,121,1,4,2,64,0,0.982095
0,2,176,1,352,1,1,0,0.759995
0,1,32,121,2,4,4,0,0.38908
1,2,8,11,2,32,11,0,0.685244
0,242,4,2,4,8,2,0,0.780672
0,11,32,11,16,2,1,0,0.391273
1,4,242,4,4,4,2,0,0.498421
1,4,1,88,4,88,1,0,0.836085
1,1,4,44,22,32,1,0,0.685082
0,22,16,1,11,4,8,0,0.76157
