Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
1,8,8,1,96,2,3,0,0.353471
0,24,2,6,16,2,4,0,0.374899
0,1,4,48,4,24,2,0,0.366613
1,2,3,16,3,2,64,0,0.35484
1,16,6,3,4,2,16,0,0.358276
1,2,16,12,1,48,2,0,0.365673
0,12,4,1,192,2,2,0,0.369608
0,2,8,4,3,32,6,0,0.366963
0,8,6,1,16,12,4,0,0.369854
0,72,8,1,2,2,16,0,0.417498
0,12,4,1,2,32,12,0,0.369468
0,1,8,24,64,1,3,0,0.366626
1,1,16,8,1,288,1,0,0.356453
1,4,16,1,1,288,2,0,0.354699
1,8,3,2,3,64,4,0,0.32544
1,9,8,8,1,16,4,0,0.360705
1,4,16,1,24,2,12,0,0.353308
1,1,4,16,48,3,4,0,0.35341
1,4,3,3,4,8,32,0,0.339746
1,1,144,4,4,4,4,0,0.360747
1,8,18,4,2,2,16,0,0.361122
1,32,2,6,2,4,12,0,0.365466
1,64,3,1,32,6,1,0,0.364113
0,8,3,2,3,64,4,0,0.369439
0,72,16,1,16,1,2,0,0.636562
1,6,1,8,2,8,48,0,0.326527
0,3,2,8,8,6,16,0,0.369698
0,16,1,9,64,1,4,0,0.366018
1,2,3,16,16,12,2,0,0.354107
1,32,1,12,12,8,1,0,0.365507
1,2,1,36,8,16,4,0,0.346923
0,3,8,4,1,64,6,0,0.367897
1,3,96,2,2,8,4,0,0.361477
1,3,2,48,32,1,4,0,0.358153
1,1,4,72,2,64,1,0,0.358315
1,2,4,16,2,3,48,0,0.356357
0,48,2,3,1,128,1,0,0.375566
0,2,4,6,24,4,8,0,0.368962
1,1,18,8,4,16,4,0,0.357821
0,24,1,3,2,128,2,0,0.368593
1,2,1,96,1,24,8,0,0.364474
1,16,1,4,1,32,18,0,0.353227
0,1,1,48,12,8,8,0,0.369046
1,4,16,1,2,24,12,0,0.353516
1,1,72,4,128,1,1,0,0.358299
1,6,2,4,12,16,4,0,0.326533
1,12,16,3,8,8,1,0,0.360792
1,4,36,8,1,8,4,0,0.501208
1,4,6,2,192,2,2,0,0.326287
1,1,12,48,2,4,8,0,0.360749
0,24,1,2,4,16,12,0,0.369971
1,4,24,1,2,32,6,0,0.35467
1,32,3,2,32,2,3,0,0.36417
1,128,3,3,16,2,1,0,0.501361
