Kernel,gx,gy,gz,bx,by,bz,gpuId,occupancy
0,2,5,40,4,8,2,0,0.419564
1,2,16,5,2,2,40,0,0.439782
0,5,4,10,8,2,8,0,0.440086
0,2,40,1,8,8,5,0,0.441715
1,2,5,40,4,8,2,0,0.44428
0,10,2,2,2,320,1,0,0.442592
1,10,4,10,1,64,1,0,0.444145
0,1,80,10,2,8,2,0,0.387138
0,5,8,4,5,1,32,0,0.441842
0,2,5,8,10,32,1,0,0.441948
1,4,4,2,4,25,8,0,0.445503
0,20,10,1,64,2,1,0,0.440368
0,20,4,1,8,40,1,0,0.441759
0,32,1,25,2,4,4,0,0.381656
1,1,80,10,2,8,2,0,0.443963
0,5,4,2,64,1,10,0,0.442602
0,5,2,8,16,10,2,0,0.441596
1,20,2,4,2,5,16,0,0.439832
0,1,4,10,1,80,8,0,0.442689
0,1,80,10,2,4,4,0,0.38673
0,2,5,4,5,16,8,0,0.442716
0,10,2,4,1,16,20,0,0.441795
1,32,1,25,2,4,4,0,0.443687
0,4,1,50,1,64,2,0,0.440029
0,4,2,4,5,4,40,0,0.442189
0,10,10,4,2,1,32,0,0.420319
1,8,2,5,160,1,2,0,0.444148
0,1,4,10,16,10,4,0,0.44261
1,200,2,1,2,16,2,0,0.44412
0,2,5,4,80,4,2,0,0.442482
0,1,25,1,4,64,4,0,0.494428
0,4,20,2,1,4,40,0,0.441578
0,16,1,2,1,800,1,0,0.442261
1,16,5,2,1,4,40,0,0.43963
1,4,5,4,80,2,2,0,0.443961
0,4,25,2,1,8,16,0,0.44064
0,5,2,5,1,256,2,0,0.442347
0,20,1,20,2,2,16,0,0.419273
0,40,2,2,8,4,5,0,0.441535
0,1,200,4,4,2,4,0,0.383161
0,2,8,5,4,10,8,0,0.441582
1,5,10,4,128,1,1,0,0.44546
0,4,1,8,4,50,4,0,0.442137
1,2,4,5,2,40,8,0,0.469009
0,20,5,2,32,4,1,0,0.440345
1,2,80,1,1,40,4,0,0.441827
0,25,1,1,16,8,8,0,0.494132
0,1,4,25,2,8,16,0,0.442235
1,5,10,4,2,32,2,0,0.445696
0,8,1,4,1,32,25,0,0.442021
0,2,10,20,16,1,4,0,0.420278
0,80,1,1,1,16,20,0,0.441638
0,1,20,5,4,64,1,0,0.44217
0,16,5,1,8,20,2,0,0.441555
1,2,2,40,8,10,2,0,0.439726
1,4,1,25,16,8,2,0,0.449332
0,8,1,100,8,2,2,0,0.380111
0,20,4,2,20,1,8,0,0.441587
0,25,2,1,4,2,64,0,0.442204
0,200,1,4,8,2,2,0,0.381294
0,2,40,2,8,20,1,0,0.441582
0,2,10,5,4,16,4,0,0.442134
0,16,5,1,16,2,10,0,0.441489
0,8,1,25,128,1,1,0,0.440131
1,1,1,160,2,10,8,0,0.439994
0,5,20,4,1,4,16,0,0.419992
0,2,8,5,2,80,2,0,0.441637
0,8,50,1,2,4,8,0,0.419876
0,1,1,100,4,64,1,0,0.442006
0,2,8,5,8,20,2,0,0.441619
0,1,1,32,16,10,5,0,0.442119
0,2,1,50,16,2,8,0,0.442004
0,5,32,1,40,2,2,0,0.441292
0,2,40,2,1,160,1,0,0.44161
0,4,1,20,8,40,1,0,0.441649
0,2,10,5,8,2,16,0,0.44209
0,1,16,2,10,2,40,0,0.442384
1,1,25,16,8,2,4,0,0.444054
0,1,2,400,1,2,16,0,0.381785
0,2,10,2,32,4,5,0,0.442457
1,8,1,100,8,2,2,0,0.443899
0,4,40,5,1,8,4,0,0.382115
0,8,2,10,2,16,5,0,0.441576
0,400,1,1,1,8,8,0,0.419781
0,2,10,10,32,4,1,0,0.440289
1,16,2,5,2,40,2,0,0.439732
0,16,5,10,1,1,32,0,0.385982
0,20,2,4,4,40,1,0,0.441659
0,1,20,2,10,32,2,0,0.442561
0,4,2,5,4,20,8,0,0.442547
0,5,20,4,4,8,2,0,0.420325
0,2,5,40,1,32,2,0,0.419964
0,10,16,1,1,8,20,0,0.441108
0,2,25,4,4,4,8,0,0.440065
0,2,2,40,32,1,5,0,0.44162
0,5,1,10,8,1,64,0,0.442276
0,4,1,200,1,16,2,0,0.379621
0,2,40,2,2,40,2,0,0.441685
0,10,20,2,1,32,2,0,0.421488
0,4,5,2,5,8,16,0,0.442438
0,25,4,1,8,16,2,0,0.441995
0,2,1,200,2,2,16,0,0.419964
0,5,10,1,2,256,1,0,0.442204
0,4,1,20,32,2,5,0,0.441605
0,20,8,1,4,2,20,0,0.441545
1,4,1,200,1,16,2,0,0.444125
0,5,1,10,32,4,4,0,0.442242
0,1,4,20,4,2,40,0,0.441817
0,4,10,2,40,1,8,0,0.441789
0,8,4,1,5,4,40,0,0.442057
0,5,1,8,160,1,4,0,0.442412
0,4,1,40,4,2,20,0,0.441472
0,8,5,1,5,2,64,0,0.442376
0,25,8,2,1,16,4,0,0.419651
0,5,8,1,128,1,5,0,0.442496
0,8,2,10,8,10,2,0,0.441543
0,2,10,20,1,64,1,0,0.421367
0,1,1,40,8,10,8,0,0.442382
1,2,20,10,1,2,32,0,0.444106
0,1,40,10,64,1,1,0,0.418409
0,20,1,2,4,40,4,0,0.442446
0,40,1,4,4,10,4,0,0.441345
0,10,2,2,1,128,5,0,0.442619
0,10,2,2,64,10,1,0,0.44283
0,2,4,4,1,20,40,0,0.442192
0,4,1,8,10,8,10,0,0.442263
0,1,10,40,2,16,2,0,0.421789
0,10,4,2,8,4,10,0,0.441931
0,5,5,1,256,2,2,0,0.49443
0,20,4,2,16,5,2,0,0.441514
0,400,1,1,8,8,1,0,0.420282
0,5,2,16,1,160,1,0,0.441637
0,1,5,16,2,80,2,0,0.442011
0,1,40,1,1,10,64,0,0.442556
0,1,4,40,8,4,5,0,0.441481
0,1,5,8,16,20,2,0,0.44248
1,20,4,1,8,2,20,0,0.443894
0,2,16,1,50,1,16,0,0.442139
0,2,2,50,4,1,32,0,0.440175
0,1,40,1,20,2,16,0,0.442595
0,4,1,8,16,2,25,0,0.442126
0,5,4,20,2,4,8,0,0.419803
0,4,20,10,1,1,32,0,0.382031
0,4,1,8,8,10,10,0,0.442271
0,1,2,40,1,80,4,0,0.441702
0,8,5,4,20,8,1,0,0.441791
0,1,20,2,64,2,5,0,0.442652
0,8,25,1,2,2,32,0,0.440232
0,4,1,50,16,4,2,0,0.440031
1,10,2,2,1,20,32,0,0.468807
1,25,2,4,4,2,16,0,0.4457
0,50,2,1,1,8,32,0,0.44182
0,80,1,2,1,5,32,0,0.441482
0,1,16,2,40,1,20,0,0.441989
0,20,1,2,80,4,2,0,0.442447
0,4,25,1,16,2,8,0,0.442017
0,2,20,1,16,20,2,0,0.442351
0,10,20,4,32,1,1,0,0.385222
0,40,2,2,10,8,2,0,0.441501
0,80,2,1,4,8,5,0,0.441337
0,1,40,10,4,2,8,0,0.4202
0,8,4,25,1,2,16,0,0.383654
0,2,4,4,8,5,20,0,0.442075
0,10,1,8,80,4,1,0,0.441638
0,1,10,5,2,64,4,0,0.442356
0,1,4,100,4,16,1,0,0.420286
0,20,1,20,32,1,2,0,0.421298
1,1,2,80,5,16,2,0,0.439796
0,2,1,40,2,16,10,0,0.441822
0,1,4,8,1,400,2,0,0.442221
0,8,10,2,16,1,10,0,0.441523
