Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
0,12,2,1,3,4,32,0,0.813269
1,2,2,8,6,8,6,0,0.838597
1,4,24,1,6,4,4,0,0.840176
0,8,2,2,2,4,36,0,0.839768
1,1,8,6,1,12,16,0,0.839708
0,1,2,6,2,128,3,0,0.628192
1,2,48,1,16,2,3,0,0.839942
0,12,8,3,4,8,1,0,0.84272
0,1,36,8,1,32,1,0,0.842664
1,1,4,3,128,2,3,0,0.626724
1,6,1,8,2,96,1,0,0.839487
1,4,6,2,16,6,2,0,0.839557
0,1,2,9,4,64,2,0,0.751422
0,3,4,8,1,8,12,0,0.839802
0,2,6,4,1,96,2,0,0.839785
1,8,6,1,2,4,24,0,0.839457
1,1,3,4,48,8,2,0,0.626519
1,6,4,3,1,8,16,0,0.840052
0,1,3,4,48,8,2,0,0.628211
1,8,1,2,6,48,2,0,0.72782
1,4,8,3,1,24,4,0,0.84002
1,6,2,8,1,2,48,0,0.84036
1,24,2,1,3,4,16,0,0.839961
1,2,12,1,12,32,1,0,0.813314
1,2,24,1,4,48,1,0,0.839888
1,1,1,9,64,4,4,0,0.502203
1,4,1,24,24,2,2,0,0.840105
1,4,6,2,4,24,2,0,0.839852
1,1,48,1,3,8,8,0,0.839607
1,18,1,8,2,4,8,0,0.841132
1,1,36,1,2,16,8,0,0.83809
1,3,32,1,6,16,1,0,0.840226
1,2,6,2,4,12,8,0,0.813436
1,1,8,12,2,3,16,0,0.840052
0,8,1,2,64,9,1,0,0.720959
1,2,1,48,16,3,2,0,0.8402
1,1,12,8,2,3,16,0,0.840042
1,8,18,1,2,1,32,0,0.841282
1,6,6,1,64,4,1,0,0.838089
1,2,6,2,24,8,2,0,0.813237
1,12,2,3,32,1,4,0,0.839814
1,1,6,8,6,8,4,0,0.839975
1,6,3,2,4,16,4,0,0.838072
0,1,1,9,64,4,4,0,0.505665
1,24,1,6,16,4,1,0,0.84141
1,2,8,1,4,9,16,0,0.728176
0,2,3,2,64,12,1,0,0.628162
1,4,36,1,1,32,2,0,0.84192
1,6,8,2,6,2,8,0,0.840144
1,6,4,1,8,4,12,0,0.813374
1,16,6,1,6,16,1,0,0.840045
1,1,4,6,1,32,12,0,0.81362
1,2,6,3,256,1,1,0,0.837911
0,6,1,8,1,12,16,0,0.839776
1,3,8,4,2,48,1,0,0.840172
1,2,24,2,12,8,1,0,0.840185
1,1,2,24,12,16,1,0,0.83953
1,24,2,1,1,192,1,0,0.839544
1,1,16,2,8,12,3,0,0.838759
0,18,8,2,8,1,4,0,0.842722
1,2,6,8,2,4,12,0,0.840132
1,6,1,8,4,8,6,0,0.839576
1,32,3,3,1,2,16,0,0.841278
1,1,96,1,32,3,1,0,0.839929
1,6,2,8,3,4,8,0,0.840065
1,1,32,1,6,24,2,0,0.838701
0,6,1,48,1,32,1,0,0.842862
1,4,6,3,2,8,8,0,0.840142
1,3,2,4,24,16,1,0,0.813391
1,2,3,6,8,16,2,0,0.838217
1,4,2,9,8,2,8,0,0.839818
1,12,3,1,1,64,4,0,0.832194
1,1,3,24,16,8,1,0,0.839863
1,9,8,1,64,2,1,0,0.839708
1,8,6,1,16,12,1,0,0.839781
1,3,2,4,16,3,8,0,0.813406
1,4,3,6,32,4,1,0,0.839582
1,16,1,1,72,8,1,0,0.728059
1,1,1,12,2,12,32,0,0.626732
1,3,4,8,1,48,2,0,0.840317
1,3,4,1,3,32,8,0,0.626815
1,6,8,2,2,3,16,0,0.840079
1,1,2,8,9,16,4,0,0.727939
1,3,1,4,96,1,8,0,0.626795
1,16,1,18,1,8,4,0,0.841667
1,2,1,12,48,2,4,0,0.813565
1,2,2,6,192,1,2,0,0.813328
0,2,2,4,4,9,16,0,0.72103
1,12,4,2,4,6,4,0,0.840029
1,1,1,24,6,2,32,0,0.813423
1,2,1,8,2,288,1,0,0.72805
1,72,1,4,16,1,2,0,0.841344
1,2,4,2,18,1,32,0,0.728361
1,1,18,1,256,2,1,0,0.751268
1,4,4,6,4,3,8,0,0.840145
1,2,12,3,1,32,4,0,0.839734
1,12,2,1,16,24,1,0,0.813212
1,4,2,2,8,36,2,0,0.728094
1,9,2,16,8,2,2,0,0.841439
1,6,1,2,1,48,16,0,0.626465
1,3,3,2,8,64,1,0,0.750861
1,3,8,4,24,4,1,0,0.840169
1,1,1,24,1,32,12,0,0.813358
1,2,1,9,8,8,8,0,0.751057
0,6,2,1,48,1,16,0,0.628163
0,4,6,4,2,8,6,0,0.839819
1,1,24,2,24,1,8,0,0.839685
1,1,2,8,24,4,6,0,0.728226
1,2,2,18,1,32,4,0,0.839856
1,12,3,1,1,32,8,0,0.831828
1,4,3,1,32,4,6,0,0.626638
1,4,4,1,1,12,48,0,0.731769
1,3,4,1,128,2,3,0,0.626773
1,1,3,48,1,8,8,0,0.84142
0,3,4,4,1,192,1,0,0.839809
1,6,3,1,64,2,4,0,0.751068
0,16,3,2,12,2,4,0,0.83981
1,36,1,1,1,32,8,0,0.837872
1,9,1,1,32,16,2,0,0.501633
1,1,6,48,2,8,2,0,0.841143
1,1,6,8,32,6,1,0,0.83962
1,48,1,1,96,2,1,0,0.839922
1,36,1,4,2,16,2,0,0.841342
1,4,6,1,1,384,1,0,0.813444
1,12,4,6,1,32,1,0,0.841366
1,2,12,3,4,16,2,0,0.839791
1,6,2,6,16,8,1,0,0.839722
1,4,1,12,3,16,4,0,0.839509
1,1,12,4,6,4,8,0,0.83995
1,8,6,1,6,8,4,0,0.839592
1,1,1,96,4,4,6,0,0.840279
1,1,12,4,4,6,8,0,0.839502
1,4,1,6,4,4,24,0,0.81333
1,3,3,2,2,16,16,0,0.751233
1,2,8,1,16,4,9,0,0.728154
1,1,2,48,16,6,1,0,0.840148
1,3,6,1,256,2,1,0,0.751004
1,1,6,4,3,4,32,0,0.813231
1,2,2,4,1,24,24,0,0.72827
1,1,4,3,64,12,1,0,0.626755
1,96,1,3,4,4,2,0,0.841533
1,4,24,1,1,48,2,0,0.839585
1,4,4,1,2,72,4,0,0.727954
1,2,6,6,8,8,2,0,0.839918
1,9,8,1,16,1,8,0,0.83996
1,12,2,6,16,2,2,0,0.841378
1,2,6,1,32,24,1,0,0.626786
1,2,8,1,96,3,2,0,0.728419
1,1,1,48,32,3,2,0,0.839763
1,24,2,1,16,1,12,0,0.83977
1,8,6,1,4,3,16,0,0.839482
1,3,2,8,4,6,8,0,0.839747
1,4,12,1,2,24,4,0,0.839657
1,3,8,1,1,8,48,0,0.813501
1,2,8,1,6,32,3,0,0.727926
1,3,4,1,768,1,1,0,0.626488
1,2,16,1,24,1,12,0,0.838647
1,1,4,6,2,24,8,0,0.813283
1,6,4,2,2,3,32,0,0.839676
0,3,8,3,16,2,4,0,0.839719
1,4,3,8,4,1,24,0,0.840009
0,9,1,1,32,16,2,0,0.505908
1,1,8,4,8,9,4,0,0.838482
0,1,1,12,3,4,64,0,0.628159
1,2,4,12,3,2,16,0,0.840232
0,1,32,1,2,8,18,0,0.839761
1,2,2,6,6,64,1,0,0.813445
1,12,2,6,8,1,8,0,0.841362
1,1,12,8,32,3,1,0,0.840235
1,4,8,1,3,96,1,0,0.838674
1,24,1,2,16,12,1,0,0.839826
1,1,3,16,2,96,1,0,0.839737
0,3,4,1,4,32,6,0,0.628139
0,1,48,2,2,48,1,0,0.83979
1,6,2,1,48,16,1,0,0.626731
1,36,1,1,256,1,1,0,0.837961
1,8,6,3,4,1,16,0,0.841422
1,4,24,1,1,96,1,0,0.840129
1,1,72,1,4,2,16,0,0.839904
1,12,1,12,2,4,8,0,0.841047
1,12,1,6,128,1,1,0,0.839787
1,6,1,4,1,96,4,0,0.813227
1,16,1,2,8,4,9,0,0.838815
1,1,2,48,48,2,1,0,0.840298
1,2,9,1,16,8,4,0,0.751216
1,1,16,2,3,24,4,0,0.838707
1,1,4,18,4,32,1,0,0.839814
1,2,48,1,3,2,16,0,0.840068
1,4,1,3,2,12,32,0,0.626386
1,1,2,16,18,1,16,0,0.838497
1,2,1,16,2,72,2,0,0.838677
1,1,2,8,6,4,24,0,0.727955
1,12,2,2,8,6,4,0,0.839895
1,2,3,24,64,1,1,0,0.841093
0,3,2,8,8,4,6,0,0.839789
1,6,6,1,1,64,4,0,0.832318
0,3,1,3,16,32,2,0,0.505939
1,2,8,2,2,72,2,0,0.83861
1,2,12,1,32,3,4,0,0.813467
1,4,36,1,8,8,1,0,0.841146
1,1,2,9,8,1,64,0,0.751035
1,8,2,3,24,1,8,0,0.839593
1,1,4,3,16,8,6,0,0.626557
1,2,8,2,48,3,2,0,0.838664
1,1,6,4,1,16,24,0,0.813422
1,4,4,1,4,144,1,0,0.728363
1,1,4,3,2,48,8,0,0.626051
1,2,1,16,3,8,12,0,0.838598
1,3,32,3,4,1,8,0,0.841462
1,16,6,3,1,2,16,0,0.841336
1,1,16,18,1,2,16,0,0.841535
1,6,12,2,2,4,8,0,0.841016
1,1,32,3,24,4,1,0,0.840072
1,2,2,24,4,2,12,0,0.840125
1,4,1,36,1,16,4,0,0.841102
1,2,2,3,6,4,32,0,0.626595
1,1,1,24,192,1,2,0,0.81347
1,1,8,2,2,144,2,0,0.727985
1,36,2,1,2,16,4,0,0.839889
1,2,1,12,64,2,3,0,0.813539
1,1,1,12,64,2,6,0,0.62686
1,1,4,9,1,16,16,0,0.838164
1,2,16,1,1,16,18,0,0.836176
1,3,8,4,2,4,12,0,0.840189
1,3,8,12,8,2,2,0,0.841334
1,1,72,4,1,4,8,0,0.841298
1,12,3,4,8,4,2,0,0.841144
1,8,3,1,1,64,6,0,0.813305
1,3,8,2,1,16,12,0,0.83967
1,1,1,24,4,6,16,0,0.813567
0,2,12,12,8,1,4,0,0.842676
1,6,1,24,4,1,16,0,0.841456
0,3,1,96,1,2,16,0,0.842829
1,3,2,16,1,32,3,0,0.8401
1,12,2,1,6,8,8,0,0.813273
1,4,9,8,2,2,8,0,0.841395
1,3,1,32,1,3,32,0,0.840303
1,2,2,12,12,8,2,0,0.839673
0,12,8,3,4,1,8,0,0.842729
0,4,2,12,1,32,3,0,0.839802
1,6,1,6,16,4,4,0,0.837821
1,2,2,3,6,128,1,0,0.626303
0,4,24,3,16,2,1,0,0.842607
1,1,36,1,64,4,1,0,0.838141
1,1,1,16,4,48,3,0,0.727611
1,1,12,1,8,3,32,0,0.626477
1,2,24,2,8,12,1,0,0.839986
1,18,2,1,128,2,1,0,0.838074
1,3,1,16,8,12,2,0,0.839806
0,1,8,9,8,8,2,0,0.839748
0,1,6,24,2,2,16,0,0.840045
1,2,12,4,6,8,2,0,0.839873
1,2,16,3,16,6,1,0,0.840335
1,1,72,1,1,64,2,0,0.839743
1,1,4,4,24,4,6,0,0.728093
1,4,8,1,16,1,18,0,0.838596
1,3,8,1,12,8,4,0,0.81331
1,1,1,24,3,16,8,0,0.813415
1,4,9,1,1,4,64,0,0.836482
1,1,24,6,16,2,2,0,0.841278
1,2,2,4,3,12,16,0,0.727828
1,16,1,1,12,1,48,0,0.728098
1,1,1,48,6,4,8,0,0.83959
1,12,1,6,4,2,16,0,0.839592
1,6,3,16,1,2,16,0,0.841374
1,36,1,1,4,16,4,0,0.838017
1,1,1,32,6,12,4,0,0.838614
1,16,1,3,2,16,6,0,0.839909
1,16,6,3,1,16,2,0,0.841305
1,1,6,2,4,6,32,0,0.626717
1,2,1,16,32,3,3,0,0.838588
1,9,2,1,2,16,16,0,0.750957
0,4,3,6,16,4,2,0,0.839723
1,1,16,1,3,96,2,0,0.727894
1,1,18,2,8,8,4,0,0.837989
1,1,32,1,4,36,2,0,0.838666
1,3,4,1,8,32,3,0,0.626712
1,16,1,18,4,8,1,0,0.841481
1,4,2,4,3,3,32,0,0.838553
1,2,9,8,4,2,8,0,0.841418
1,8,3,4,3,1,32,0,0.840136
0,4,1,4,16,36,1,0,0.721015
0,144,2,1,4,2,4,0,0.842711
0,6,2,8,6,1,16,0,0.839807
1,4,2,2,3,64,3,0,0.727904
1,1,24,2,1,16,12,0,0.839779
1,8,36,1,16,2,1,0,0.841313
1,6,4,4,4,12,2,0,0.840392
1,1,16,2,18,4,4,0,0.838424
1,1,16,1,6,12,8,0,0.727901
1,8,6,2,12,1,8,0,0.840051
1,2,1,12,12,1,32,0,0.813527
1,18,2,2,2,1,64,0,0.839937
0,2,72,1,16,2,2,0,0.839999
0,3,1,4,4,192,1,0,0.628085
1,2,4,4,3,3,32,0,0.838617
1,4,3,1,2,384,1,0,0.626574
