Kernel,gx,gy,gz,bx,by,bz,gpuId,ipc
0,32,1,4,64,2,1,0,0.871694
0,2,16,4,8,16,1,0,0.860382
0,1,16,2,8,4,16,0,0.850403
0,1,1,256,1,64,1,0,0.942509
0,4,16,4,32,2,1,0,0.924172
0,2,1,8,32,4,8,0,0.849708
0,64,1,1,256,1,1,0,0.894165
0,1,8,4,256,1,2,0,0.871468
0,16,1,8,4,32,1,0,0.871855
0,8,16,1,1,128,1,0,0.883215
0,8,1,64,2,8,2,0,0.95689
0,1,128,2,8,4,2,0,0.917992
0,1,256,2,1,8,4,0,0.963279
0,8,1,4,4,128,1,0,0.871053
0,16,2,4,64,1,2,0,0.861667
0,64,1,2,8,16,1,0,0.871597
0,4,4,16,1,32,2,0,0.92424
0,2,8,32,1,4,8,0,0.960055
0,4,1,64,8,2,4,0,0.918089
0,2,8,2,4,16,8,0,0.850656
0,4,64,1,8,2,4,0,0.917914
0,2,8,32,4,1,8,0,0.960191
0,1,8,32,4,4,4,0,0.917991
0,8,1,32,1,1,64,0,0.936505
0,64,8,1,2,4,4,0,0.956795
0,8,32,1,8,8,1,0,0.930365
0,16,2,4,16,1,8,0,0.861529
0,16,16,1,2,32,1,0,0.93039
0,4,8,4,16,4,2,0,0.85045
0,2,8,1,8,128,1,0,0.871832
0,128,1,1,1,16,8,0,0.882733
0,1,8,16,32,1,4,0,0.872158
0,128,1,1,4,16,2,0,0.87408
0,2,2,4,16,4,16,0,0.850815
0,32,1,4,2,2,32,0,0.850145
0,1,64,2,64,1,2,0,0.871961
0,1,16,2,1,16,32,0,0.871493
0,2,4,64,1,4,8,0,0.960098
0,2,16,1,512,1,1,0,0.882403
0,16,2,2,32,8,1,0,0.860364
0,2,16,1,4,2,64,0,0.849013
0,16,2,4,2,64,1,0,0.860438
0,8,16,1,2,4,16,0,0.850319
0,2,16,2,2,64,2,0,0.850722
0,1,8,16,32,2,2,0,0.851041
0,1,16,4,8,32,1,0,0.871448
0,8,4,2,64,2,2,0,0.850761
0,4,1,128,4,1,8,0,0.963404
0,1,1,32,64,2,4,0,0.872548
